Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date          esw()          no3()     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
     07/02/1986        362.688          3.514          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/02/1986        373.991          3.520          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/02/1986        377.806          3.552          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/02/1986        370.483          3.756          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/02/1986        367.544          3.947          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/02/1986        364.482          4.135          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/02/1986        361.331          4.324          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/02/1986        358.128          4.518          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     15/02/1986        354.906          4.721          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     16/02/1986        354.739          4.907          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     17/02/1986        351.352          5.114          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     18/02/1986        348.078          5.334          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     19/02/1986        344.921          5.564          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     20/02/1986        341.885          5.799          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     21/02/1986        338.976          6.041          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     22/02/1986        336.196          6.291          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     23/02/1986        333.548          6.546          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     24/02/1986        331.030          6.811          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     25/02/1986        328.643          7.088          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     26/02/1986        326.383          7.376          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     27/02/1986        329.875          7.653          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     28/02/1986        327.451          7.945          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     01/03/1986        332.902          8.111          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     02/03/1986        335.283          8.209          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     03/03/1986        340.297          8.244          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     04/03/1986        338.275          8.425          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     05/03/1986        345.420          8.437          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     06/03/1986        339.924          8.738          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     07/03/1986        346.657          8.773          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/03/1986        341.291          9.053          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/03/1986        339.100          9.343          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/03/1986        337.028          9.628          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/03/1986        335.015          9.913          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/03/1986        344.895          9.957          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/03/1986        339.288         10.211          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/03/1986        340.430         10.396          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     15/03/1986        336.388         10.693          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     16/03/1986        334.144         10.996          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     17/03/1986        332.010         11.311          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     18/03/1986        329.954         11.620          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     19/03/1986        331.758         11.903          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     20/03/1986        336.056         12.047          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     21/03/1986        337.116         12.192          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     22/03/1986        331.776         12.496          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     23/03/1986        329.613         12.805          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     24/03/1986        327.610         13.115          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     25/03/1986        327.444         13.421          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     26/03/1986        324.939         13.734          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     27/03/1986        325.464         14.046          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     28/03/1986        330.547         14.242          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     29/03/1986        325.501         14.574          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     30/03/1986        334.526         14.715          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     31/03/1986        344.392         14.802          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     01/04/1986        339.533         15.093          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     02/04/1986        344.644         15.177          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     03/04/1986        339.518         15.483          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     04/04/1986        337.220         15.795          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     05/04/1986        335.159         16.104          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     06/04/1986        333.190         16.429          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     07/04/1986        331.268         16.770          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/04/1986        330.187         17.110          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/04/1986        328.019         17.461          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/04/1986        326.162         17.827          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/04/1986        324.352         18.197          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/04/1986        326.416         18.530          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/04/1986        338.219         18.631          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/04/1986        334.992         18.868          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     15/04/1986        338.080         19.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     16/04/1986        333.248         19.295          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     17/04/1986        333.965         19.581          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     18/04/1986        339.298         19.700          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     19/04/1986        334.499         20.015          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     20/04/1986        335.857         20.272          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     21/04/1986        333.730         20.585          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     22/04/1986        330.330         20.938          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     23/04/1986        328.080         21.306          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     24/04/1986        326.065         21.687          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     25/04/1986        324.176         22.081          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     26/04/1986        323.739         22.478          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     27/04/1986        336.706         22.603          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     28/04/1986        348.945         22.613          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     29/04/1986        348.730         22.710          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     30/04/1986        343.436         23.014          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     01/05/1986        354.157         23.168          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     02/05/1986        368.833         23.129          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     03/05/1986        372.168         23.127          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     04/05/1986        367.650        182.603          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     05/05/1986        386.368        181.428          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     06/05/1986        386.460        180.203          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     07/05/1986        390.468        179.115          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     08/05/1986        388.282        178.121          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     09/05/1986        384.863        177.386          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     10/05/1986        388.120        176.385          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     11/05/1986        389.466        175.428          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     12/05/1986        382.299        175.172          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     13/05/1986        377.871        175.021          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     14/05/1986        373.586        174.970          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     15/05/1986        369.390        175.009          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     16/05/1986        365.278        175.131          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     17/05/1986        362.354        175.218          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     18/05/1986        357.831        175.442          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     19/05/1986        354.014        175.728          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     20/05/1986        350.340        176.050          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     21/05/1986        346.817        176.378          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     22/05/1986        343.452        176.707          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     23/05/1986        340.251        177.042          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     24/05/1986        344.045        177.019          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     25/05/1986        340.294        177.210          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     26/05/1986        338.513        177.388          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     27/05/1986        339.958        177.272          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     28/05/1986        336.733        177.406          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     29/05/1986        332.493        177.740          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     30/05/1986        339.463        177.352          0.000          0.000          0.010          3.530          3.530          1.000          0.000
     31/05/1986        334.502        177.503          0.000          0.000          0.011          3.647          3.647          1.000          1.000
     01/06/1986        338.925        177.132          0.000          0.000          0.011          3.720          3.720          1.000          1.000
     02/06/1986        340.036        176.720          0.000          0.000          0.012          3.821          3.821          1.000          1.000
     03/06/1986        336.315        176.726          0.000          0.000          0.013          3.927          3.927          1.000          1.000
     04/06/1986        334.561        176.831          0.000          0.000          0.013          3.973          3.973          1.000          1.000
     05/06/1986        331.793        177.088          0.000          0.000          0.014          4.124          4.124          1.000          1.000
     06/06/1986        336.089        176.919          0.000          0.000          0.015          4.233          4.233          1.000          1.000
     07/06/1986        334.440        176.902          0.000          0.000          0.015          4.287          4.287          1.000          1.000
     08/06/1986        331.827        177.088          0.000          0.000          0.016          4.350          4.350          1.000          1.000
     09/06/1986        328.289        177.433          0.000          0.000          0.017          4.559          4.559          1.000          1.000
     10/06/1986        325.933        177.790          0.000          0.000          0.019          4.751          4.751          1.000          1.000
     11/06/1986        323.842        178.147          0.000          0.000          0.020          4.942          4.942          1.000          1.000
     12/06/1986        321.894        178.511          0.000          0.000          0.022          5.151          5.151          1.000          1.000
     13/06/1986        320.059        178.870          0.000          0.000          0.024          5.443          5.443          1.000          1.000
     14/06/1986        327.245        178.877          0.000          0.000          0.024          5.526          5.526          1.000          1.000
     15/06/1986        326.141        179.008          0.000          0.000          0.025          5.658          5.658          1.000          1.000
     16/06/1986        322.293        179.372          0.000          0.000          0.028          5.949          5.949          1.000          1.000
     17/06/1986        319.242        179.746          0.000          0.000          0.030          6.299          6.299          1.000          1.000
     18/06/1986        317.150        180.132          0.000          0.000          0.032          6.612          6.612          1.000          1.000
     19/06/1986        315.319        180.527          0.000          0.000          0.034          6.904          6.904          1.000          1.000
     20/06/1986        313.648        180.896          0.000          0.000          0.036          7.146          7.146          1.000          1.000
     21/06/1986        312.085        181.260          0.000          0.000          0.039          7.518          7.518          1.000          1.000
     22/06/1986        312.921        181.605          0.000          0.000          0.042          8.012          8.012          1.000          1.000
     23/06/1986        311.223        181.916          0.000          0.000          0.046          8.532          8.532          1.000          1.000
     24/06/1986        309.636        182.213          0.000          0.000          0.051          9.169          9.169          1.000          1.000
     25/06/1986        308.139        182.499          0.000          0.000          0.056          9.869          9.869          1.000          1.000
     26/06/1986        306.695        182.760          0.000          0.000          0.061         10.612         10.612          1.000          1.000
     27/06/1986        305.321        183.034          0.000          0.000          0.066         11.311         11.311          1.000          1.000
     28/06/1986        303.964        183.283          0.000          0.000          0.073         12.223         12.223          1.000          1.000
     29/06/1986        302.693        183.552          0.000          0.000          0.078         12.901         12.901          1.000          1.000
     30/06/1986        301.431        183.818          0.000          0.000          0.084         13.721         13.721          1.000          1.000
     01/07/1986        300.182        184.072          0.000          0.000          0.092         14.861         14.861          1.000          1.000
     02/07/1986        299.002        184.345          0.000          0.000          0.100         16.005         16.005          1.000          1.000
     03/07/1986        298.116        184.670          0.000          0.000          0.103         16.350         16.350          1.000          1.000
     04/07/1986        298.242        185.024          0.000          0.000          0.105         16.704         16.704          1.000          1.000
     05/07/1986        296.329        185.330          0.000          0.000          0.115         17.979         17.979          1.000          1.000
     06/07/1986        295.254        185.619          0.000          0.000          0.123         19.150         19.150          1.000          1.000
     07/07/1986        295.366        185.949          0.000          0.000          0.126         19.601         19.601          1.000          1.000
     08/07/1986        293.530        186.226          0.000          0.000          0.136         20.956         20.956          1.000          1.000
     09/07/1986        292.516        186.516          0.000          0.000          0.145         22.209         22.209          1.000          1.000
     10/07/1986        291.524        186.772          0.000          0.000          0.155         23.490         23.490          1.000          1.000
     11/07/1986        290.512        186.953          0.000          0.000          0.170         25.565         25.565          1.000          1.000
     12/07/1986        289.545        187.126          0.000          0.000          0.181         27.139         27.139          1.000          1.000
     13/07/1986        288.550        187.265          0.000          0.000          0.194         28.942         28.942          1.000          1.000
     14/07/1986        287.404        187.308          0.000          0.000          0.213         31.625         31.625          1.000          1.000
     15/07/1986        287.726        187.532          0.000          0.000          0.219         32.363         32.363          1.000          1.000
     16/07/1986        286.224        187.790          0.000          0.000          0.228         33.626         33.626          1.000          1.000
     17/07/1986        287.536        188.091          0.000          0.000          0.234         34.416         34.416          1.000          1.000
     18/07/1986        288.934        188.374          0.000          0.000          0.244         35.825         35.825          1.000          1.000
     19/07/1986        285.947        188.607          0.000          0.000          0.256         37.567         37.567          1.000          1.000
     20/07/1986        284.925        188.762          0.000          0.000          0.278         40.497         40.497          1.000          1.000
     21/07/1986        283.956        188.912          0.000          0.000          0.295         42.909         42.909          1.000          1.000
     22/07/1986        282.816        188.944          0.000          0.000          0.321         46.524         46.524          1.000          1.000
     23/07/1986        282.223        189.150          0.000          0.000          0.329         47.639         47.639          1.000          1.000
     24/07/1986        286.654        189.404          0.000          0.000          0.338         48.785         48.785          1.000          1.000
     25/07/1986        287.046        189.670          0.000          0.000          0.346         49.962         49.962          1.000          1.000
     26/07/1986        282.612        189.589          0.000          0.000          0.381         54.803         54.803          1.000          1.000
     27/07/1986        282.068        189.773          0.000          0.000          0.391         56.133         56.133          1.000          1.000
     28/07/1986        280.839        189.712          0.000          0.000          0.428         61.282         61.282          1.000          1.000
     29/07/1986        279.940        189.703          0.000          0.000          0.455         65.049         65.049          1.000          1.000
     30/07/1986        278.704        189.435          0.000          0.000          0.500         71.171         71.171          1.000          1.000
     31/07/1986        277.211        189.041          0.000          0.000          0.540         76.744         76.744          1.000          1.000
     01/08/1986        275.888        188.654          0.000          0.000          0.588         83.404         83.404          1.000          1.000
     02/08/1986        274.808        188.343          0.000          0.000          0.626         88.662         88.662          1.000          1.000
     03/08/1986        273.152        187.774          0.000          0.000          0.680         96.097         96.097          1.000          1.000
     04/08/1986        271.755        187.341          0.000          0.000          0.724        102.083        102.083          1.000          1.000
     05/08/1986        270.128        186.709          0.000          0.000          0.774        111.010        111.010          1.000          1.000
     06/08/1986        268.170        185.847          0.000          0.000          0.809        120.913        120.913          1.000          1.000
     07/08/1986        266.050        185.003          0.000          0.000          0.842        130.311        130.311          1.000          1.000
     08/08/1986        264.126        184.266          0.000          0.000          0.873        138.991        138.991          1.000          1.000
     09/08/1986        262.097        183.575          0.000          0.000          0.909        147.181        147.181          1.000          1.000
     10/08/1986        260.148        182.857          0.000          0.000          0.964        156.496        156.496          1.000          1.000
     11/08/1986        258.663        182.151          0.000          0.000          1.035        166.347        166.347          1.000          1.000
     12/08/1986        257.086        181.262          0.000          0.000          1.114        177.249        177.249          1.000          1.000
     13/08/1986        257.437        180.564          0.000          0.000          1.173        185.364        185.364          1.000          1.000
     14/08/1986        268.895        179.884          0.000          0.000          1.236        194.085        194.085          1.000          1.000
     15/08/1986        268.022        179.338          0.000          0.000          1.280        200.137        200.137          1.000          1.000
     16/08/1986        274.552        178.976          0.000          0.000          1.318        205.420        205.420          1.000          1.000
     17/08/1986        273.930        178.047          0.000          0.000          1.395        218.819        218.819          1.000          1.000
     18/08/1986        270.166        176.783          0.000          0.000          1.472        232.516        232.516          1.000          1.000
     19/08/1986        266.440        175.500          0.000          0.000          1.537        244.176        244.176          1.000          1.000
     20/08/1986        262.818        174.029          0.000          0.000          1.603        260.881        260.881          1.000          1.000
     21/08/1986        261.159        172.824          0.000          0.000          1.674        276.243        276.243          1.000          1.000
     22/08/1986        257.762        170.932          0.000          0.000          1.738        293.975        293.975          1.000          1.000
     23/08/1986        255.316        169.605          0.000          0.000          1.799        306.606        306.606          1.000          1.000
     24/08/1986        252.532        168.210          0.000          0.000          1.860        320.162        320.162          1.000          1.000
     25/08/1986        248.770        166.333          0.000          0.000          1.928        339.803        339.803          1.000          1.000
     26/08/1986        245.416        164.512          0.000          0.000          2.007        360.008        359.669          1.000          1.000
     27/08/1986        244.175        163.117          0.034          0.000          2.076        378.446        377.779          1.000          1.000
     28/08/1986        242.518        161.819          0.067          0.000          2.156        390.313        389.263          1.000          1.000
     29/08/1986        242.246        160.639          0.105          0.000          2.242        402.413        400.946          1.000          1.000
     30/08/1986        241.623        159.312          0.147          0.000          2.324        417.177        415.325          1.000          1.000
     31/08/1986        236.168        156.925          0.185          0.000          2.401        442.643        440.437          1.000          1.000
     01/09/1986        275.528        155.110          0.221          0.000          2.465        455.569        453.082          1.000          1.000
     02/09/1986        271.127        152.768          0.249          0.000          2.538        478.649        475.996          1.000          1.000
     03/09/1986        267.249        150.722          0.265          0.000          2.617        500.777        498.150          1.000          1.000
     04/09/1986        263.075        148.561          0.263          0.000          2.698        523.594        520.994          1.000          1.000
     05/09/1986        259.922        146.582          0.260          0.000          2.769        545.083        542.509          1.000          1.000
     06/09/1986        267.466        145.440          0.257          0.000          2.828        553.164        550.616          1.000          1.000
     07/09/1986        262.549        143.339          0.255          0.000          2.899        576.100        573.578          1.000          1.000
     08/09/1986        257.248        141.168          0.252          0.000          2.975        598.872        596.375          1.000          1.000
     09/09/1986        252.278        138.904          0.250          0.000          3.051        623.821        621.348          1.000          1.000
     10/09/1986        248.013        136.854          0.247          0.000          3.122        646.861        644.414          1.000          1.000
     11/09/1986        242.491        134.385          0.245          0.000          3.190        674.122        671.657          1.000          1.000
     12/09/1986        237.165        131.828          0.247          0.000          3.257        702.346        699.832          1.000          1.000
     13/09/1986        232.012        129.308          0.251          0.000          3.321        729.720        727.161          1.000          1.000
     14/09/1986        226.725        126.694          0.256          0.000          3.389        759.297        756.688          1.000          1.000
     15/09/1986        220.811        123.963          0.261          0.000          3.463        789.133        786.470          1.000          1.000
     16/09/1986        215.096        121.331          0.266          0.000          3.536        818.097        815.380          1.000          1.000
     17/09/1986        211.578        118.972          0.272          0.000          3.626        848.271        845.483          1.000          1.000
     18/09/1986        207.159        116.365          0.279          0.000          3.708        876.459        873.469          1.000          1.000
     19/09/1986        201.836        113.668          0.577          0.000          3.788        904.597        901.480          1.000          1.000
     20/09/1986        196.792        111.156          0.889          0.000          3.866        931.563        928.322          1.000          1.000
     21/09/1986        257.006        108.036          1.178         66.777          3.947        959.690        956.322          1.000          1.000
     22/09/1986        250.688        105.357          1.472          0.000          4.042        989.148        985.627          1.000          1.000
     23/09/1986        243.865        102.644          1.774          0.000          4.117       1018.876       1015.241          1.000          1.000
     24/09/1986        238.413        100.087          2.081          0.000          4.195       1049.259       1045.217          1.000          1.000
     25/09/1986        232.460         97.485          2.425          0.000          4.268       1079.684       1075.337          1.000          1.000
     26/09/1986        226.340         94.885          2.795          0.000          4.342       1109.627       1104.970          1.000          1.000
     27/09/1986        220.664         92.351          3.193          0.000          4.421       1139.220       1134.236          1.000          1.000
     28/09/1986        241.240         90.592          3.566          0.000          4.502       1157.872       1152.560          1.000          1.000
     29/09/1986        242.430         89.266          3.957          0.000          4.575       1168.525       1162.897          1.000          1.000
     30/09/1986        236.296         86.842          4.374          0.000          4.655       1199.863       1193.916          1.000          1.000
     01/10/1986        231.255         84.354          4.818          0.000          4.735       1231.769       1224.960          1.000          1.000
     02/10/1986        223.988         81.129          5.347          0.000          4.815       1271.573       1264.114          1.000          1.000
     03/10/1986        216.809         77.784          5.941          0.000          4.894       1312.875       1304.782          1.000          1.000
     04/10/1986        211.701         74.515          6.600          0.000          4.976       1355.269       1346.523          1.000          1.000
     05/10/1986        203.538         70.706          7.329          0.000          5.049       1398.845       1389.523          1.000          1.000
     06/10/1986        196.049         67.087          8.121          0.000          5.127       1441.646       1431.716          1.000          1.000
     07/10/1986        186.413         63.362          8.982          0.000          5.194       1483.854       1473.383          1.000          1.000
     08/10/1986        178.750         59.909          9.910          0.000          5.267       1527.147       1516.087          1.000          1.000
     09/10/1986        234.461         56.139         10.626         64.518          5.343       1570.627       1558.959          1.000          1.000
     10/10/1986        226.860         52.567         11.410          0.000          5.431       1617.155       1604.777          1.000          1.000
     11/10/1986        228.870         50.208         12.199          0.000          5.511       1637.790       1624.775          1.000          1.000
     12/10/1986        217.021         46.757         13.056          0.000          5.592       1680.304       1666.647          1.000          1.000
     13/10/1986        208.145         43.519         13.982          0.000          5.669       1722.061       1707.817          1.000          1.000
     14/10/1986        199.341         40.339         14.969          0.000          5.728       1761.252       1745.729          1.000          1.000
     15/10/1986        191.346         37.228         16.094          0.000          5.796       1802.605       1786.080          1.000          1.000
     16/10/1986        182.822         33.996         17.330          0.000          5.866       1845.156       1827.613          1.000          1.000
     17/10/1986        175.704         30.748         18.685          0.000          5.945       1888.397       1869.681          1.000          1.000
     18/10/1986        169.188         27.304         20.182          0.000          6.025       1934.184       1914.297          1.000          1.000
     19/10/1986        163.555         23.656         21.830          0.000          6.107       1983.290       1962.202          1.000          1.000
     20/10/1986        163.931         21.317         23.426          0.000          6.174       2002.948       1980.518          1.000          1.000
     21/10/1986        156.897         18.250         25.182          0.000          6.249       2046.769       2022.974          1.000          1.000
     22/10/1986        216.519         15.015         26.571         66.596          6.321       2090.869       2065.754          1.000          1.000
     23/10/1986        212.152         12.068         28.109          0.000          6.387       2136.537       2110.258          1.000          1.000
     24/10/1986        212.886         10.149         29.631          0.000          6.417       2156.969       2129.519          1.000          1.000
     25/10/1986        203.299          7.806         31.285          0.000          6.489       2198.193       2169.486          1.000          1.000
     26/10/1986        192.729          5.267         33.087          0.000          6.560       2241.950       2212.007          1.000          1.000
     27/10/1986        184.784          3.844         35.028          0.000          6.590       2279.892       2245.149          1.000          1.000
     28/10/1986        182.641          3.009         37.373          0.000          6.605       2304.338       2266.079          1.000          1.000
     29/10/1986        185.197          2.431         39.728          0.000          6.618       2325.602       2284.471          1.000          1.000
     30/10/1986        184.950          2.026         42.278          0.000          6.635       2349.395       2305.251          1.000          1.000
     31/10/1986        176.233          1.770         45.137          0.000          6.682       2393.417       2346.799          1.000          1.000
     01/11/1986        168.253          1.640         48.252          0.000          6.735       2435.659       2385.868          1.000          1.000
     02/11/1986        159.287          1.577         51.688          0.000          6.731       2475.518       2417.254          1.000          1.000
     03/11/1986        159.533          1.547         55.481          0.000          6.722       2498.930       2434.398          1.000          1.000
     04/11/1986        178.143          1.406         59.751          0.000          6.713       2521.459       2450.845          1.000          1.000
     05/11/1986        183.425          1.296         64.462          0.000          6.699       2542.377       2465.655          1.000          1.000
     06/11/1986        184.247          1.221         69.598          0.000          6.688       2563.904       2481.298          1.000          1.000
     07/11/1986        175.425          1.175         75.301          0.000          6.707       2608.996       2520.789          1.000          1.000
     08/11/1986        173.780          1.165         81.162          0.000          6.704       2632.455       2539.364          1.000          1.000
     09/11/1986        174.057          1.142         87.278          0.000          6.706       2656.709       2559.304          1.000          1.000
     10/11/1986        165.256          1.135         93.818          0.000          6.728       2703.254       2601.389          1.000          1.000
     11/11/1986        157.321          1.160        100.809          0.000          6.750       2748.261       2641.924          1.000          1.000
     12/11/1986        150.881          1.201        108.234          0.000          6.772       2786.775       2675.801          1.000          1.000
     13/11/1986        142.411          1.256        116.128          0.000          6.793       2823.924       2707.826          1.000          1.000
     14/11/1986        131.525          1.327        124.627          0.000          6.817       2871.429       2750.395          1.000          1.000
     15/11/1986        189.004          1.092        131.827         67.076          6.842       2911.928       2784.604          1.000          1.000
     16/11/1986        180.012          1.037        139.745          0.000          6.822       2959.360       2819.625          1.000          1.000
     17/11/1986        173.724          1.036        148.973          0.000          6.823       3003.192       2854.174          1.000          1.000
     18/11/1986        167.191          1.054        159.186          0.000          6.824       3044.934       2886.459          1.000          1.000
     19/11/1986        185.670          0.970        168.771          0.000          6.791       3065.466       2898.354          1.000          1.000
     20/11/1986        176.958          0.964        179.166          0.000          6.792       3100.379       2927.168          1.000          1.000
     21/11/1986        165.275          0.969        190.204          0.000          6.793       3143.718       2964.630          1.000          1.000
     22/11/1986        155.760          1.001        201.837          0.000          6.793       3181.308       2996.470          1.000          1.000
     23/11/1986        148.331          1.043        214.073          0.000          6.793       3217.178       3025.438          1.000          1.000
     24/11/1986        138.920          1.086        227.132          0.000          6.794       3259.518       3061.060          1.000          1.000
     25/11/1986        129.595          1.145        241.049          0.000          6.803       3302.207       3096.298          1.000          1.000
     26/11/1986        119.639          1.216        255.874          0.000          6.803       3340.423       3127.625          1.000          1.000
     27/11/1986        176.514          1.001        267.087         66.785          6.803       3385.562       3166.263          1.000          1.000
     28/11/1986        166.457          0.937        279.871          0.000          6.804       3424.860       3199.146          1.000          1.000
     29/11/1986        156.513          0.930        293.970          0.000          6.804       3473.132       3240.324          1.000          1.000
     30/11/1986        147.894          0.947        308.008          0.000          6.807       3515.691       3276.023          1.000          1.000
     01/12/1986        140.117          0.984        322.928          0.000          6.809       3562.031       3314.606          1.000          1.000
     02/12/1986        133.843          1.033        338.900          0.000          6.811       3600.374       3345.266          1.000          1.000
