Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date             es            eos             eo          drain   infiltration            esw          esw()             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
     24/11/1981          0.795          0.795          3.411          0.000          4.000        245.106        248.039              0.440              0.424              0.987              0.561              0.028              0.002              0.002          6.859          0.000          5.187       1200.934       1192.901          1.000          1.000
     25/11/1981          0.771          0.771          3.336          0.000         18.071        258.891        262.407              0.276              0.220              0.554              0.348              0.028              0.002              0.001          7.393          0.000          5.276       1219.969       1211.071          1.000          1.000
     26/11/1981          1.490          1.490          6.502          0.000          0.000        250.717        257.401              0.388              0.134              0.310              0.216              0.025              0.002              0.001          8.013          0.000          5.373       1255.589       1245.874          1.000          1.000
     27/11/1981          0.764          0.764          3.364          0.000         28.981        274.821        278.933              0.238              0.104              0.187              0.138              0.023              0.002              0.001          8.670          0.000          5.462       1275.020       1264.573          1.000          1.000
     28/11/1981          0.765          0.765          3.391          0.000          4.000        274.286        278.056              0.214              0.071              0.130              0.094              0.020              0.002              0.001          9.373          0.000          5.551       1294.742       1283.571          1.000          1.000
     29/11/1981          1.423          1.423          6.359          0.000          0.000        265.956        272.862              0.359              0.066              0.111              0.074              0.017              0.002              0.001         10.148          0.000          5.642       1331.557       1319.640          1.000          1.000
     30/11/1981          0.762          0.762          3.428          0.000         11.977        272.895        277.172              0.257              0.063              0.105              0.067              0.016              0.002              0.001         10.940          0.000          5.734       1351.219       1338.569          1.000          1.000
     01/12/1981          1.807          1.807          8.192          0.000          0.000        262.121        271.088              0.394              0.064              0.100              0.064              0.016              0.002              0.001         11.814          0.000          5.813       1398.122       1383.206          1.000          1.000
     02/12/1981          1.578          1.676          7.641          0.000          0.000        251.696        260.543              0.464              0.080              0.101              0.066              0.015              0.002              0.001         12.922          0.000          5.898       1441.845       1425.399          1.000          1.000
     03/12/1981          1.540          1.540          7.067          0.000          0.000        245.783        250.155              0.503              0.092              0.107              0.071              0.015              0.002              0.001         14.186          0.000          5.980       1484.104       1466.228          1.000          1.000
     04/12/1981          1.561          1.561          7.205          0.000          0.000        236.962        244.221              0.530              0.102              0.116              0.076              0.015              0.002              0.001         15.599          0.000          6.065       1526.355       1506.987          1.000          1.000
     05/12/1981          1.084          1.673          7.769          0.000          0.000        226.158        235.878              0.560              0.112              0.127              0.082              0.016              0.002              0.001         17.175          0.000          6.145       1571.716       1550.911          1.000          1.000
     06/12/1981          0.670          1.330          6.213          0.000          0.000        217.228        225.489              0.598              0.123              0.141              0.089              0.016              0.002              0.001         18.904          0.000          6.197       1609.466       1585.272          1.000          1.000
     07/12/1981          0.724          0.724          3.395          0.000         13.965        226.901        230.469              0.499              0.143              0.156              0.096              0.016              0.002              0.001         20.580          0.000          6.258       1629.698       1602.676          1.000          1.000
     08/12/1981          1.314          1.314          6.184          0.000          0.000        218.001        225.587              0.497              0.135              0.164              0.101              0.016              0.002              0.001         22.526          0.000          6.318       1666.358       1636.519          1.000          1.000
     09/12/1981          1.367          1.367          6.461          0.000          0.000        209.006        216.635              0.534              0.135              0.173              0.107              0.016              0.002              0.001         24.742          0.000          6.377       1704.321       1671.637          1.000          1.000
     10/12/1981          1.006          1.281          6.079          0.000          0.000        201.233        207.999              0.586              0.140              0.184              0.112              0.017              0.002              0.001         27.230          0.000          6.436       1739.995       1704.467          1.000          1.000
     11/12/1981          0.733          0.733          3.493          0.000         11.000        207.789        211.500              0.528              0.159              0.196              0.118              0.017              0.002              0.001         29.711          0.000          6.494       1760.271       1721.896          1.000          1.000
     12/12/1981          0.709          0.709          3.391          0.000          7.000        210.656        214.080              0.479              0.158              0.204              0.123              0.018              0.002              0.001         32.380          0.000          6.518       1780.515       1736.488          1.000          1.000
     13/12/1981          0.715          0.715          3.431          0.000          1.000        207.756        210.941              0.487              0.150              0.207              0.126              0.018              0.002              0.001         35.509          0.000          6.514       1800.780       1752.437          1.000          1.000
     14/12/1981          1.424          1.424          6.834          0.000          0.000        200.729        206.332              0.521              0.146              0.207              0.127              0.018              0.002              0.001         39.046          0.000          6.552       1841.733       1789.183          1.000          1.000
     15/12/1981          1.639          1.639          7.893          0.000          0.000        190.533        199.090              0.568              0.147              0.210              0.128              0.018              0.002              0.001         43.000          0.000          6.590       1889.084       1832.440          1.000          1.000
     16/12/1981          0.893          1.340          6.473          0.000          0.000        184.004        189.640              0.626              0.155              0.217              0.132              0.018              0.002              0.001         47.345          0.000          6.624       1929.078       1868.667          1.000          1.000
     17/12/1981          0.702          0.702          3.403          0.000          9.000        188.309        192.302              0.581              0.176              0.227              0.135              0.018              0.002              0.001         51.523          0.000          6.602       1949.285       1882.285          1.000          1.000
     18/12/1981          0.715          0.715          3.466          0.000          1.000        183.866        188.594              0.588              0.175              0.232              0.138              0.018              0.002              0.001         56.196          0.000          6.585       1969.427       1896.301          1.000          1.000
     19/12/1981          1.626          1.626          7.885          0.000          0.000        170.763        182.240              0.627              0.172              0.235              0.140              0.019              0.002              0.001         61.478          0.000          6.605       2013.959       1934.832          1.000          1.000
     20/12/1981          1.184          1.184          5.760          0.000          0.000        162.033        169.579              0.700              0.181              0.246              0.146              0.020              0.002              0.001         67.312          0.000          6.616       2047.640       1962.469          1.000          1.000
     21/12/1981          0.783          0.988          4.815          0.000          0.000        153.608        161.250              0.781              0.194              0.261              0.154              0.021              0.002              0.001         73.683          0.000          6.617       2074.858       1984.010          1.000          1.000
     22/12/1981          1.212          1.212          5.919          0.000          0.000        144.090        152.397              0.876              0.209              0.278              0.162              0.022              0.002              0.001         80.595          0.000          6.631       2109.177       2012.613          1.000          1.000
     23/12/1981          0.716          0.716          3.509          0.000         67.626        206.008        211.000              0.330              0.239              0.305              0.175              0.024              0.002              0.001         87.081         66.626          6.608       2128.967       2026.429          1.000          1.000
     24/12/1981          0.695          0.695          3.409          0.000          5.995        207.468        211.307              0.222              0.163              0.251              0.178              0.025              0.002              0.001         93.909          0.000          6.587       2148.758       2040.451          1.000          1.000
     25/12/1981          1.417          1.417          6.957          0.000          0.000        195.486        206.051              0.299              0.127              0.216              0.174              0.025              0.002              0.001        101.307          0.000          6.605       2189.003       2075.146          1.000          1.000
     26/12/1981          0.723          0.723          3.561          0.000          4.000        192.677        198.763              0.355              0.121              0.206              0.171              0.025              0.002              0.001        108.707          0.000          6.589       2208.784       2089.715          1.000          1.000
     27/12/1981          0.702          0.702          3.464          0.000         13.303        200.028        205.277              0.223              0.120              0.202              0.168              0.024              0.002              0.001        116.337          0.000          6.571       2228.547       2104.188          1.000          1.000
     28/12/1981          1.193          1.193          5.893          0.000          0.000        189.355        198.836              0.316              0.114              0.198              0.163              0.024              0.002              0.001        124.469          0.000          6.584       2262.068       2132.103          1.000          1.000
     29/12/1981          1.671          1.671          8.285          0.000          0.000        176.009        187.684              0.384              0.118              0.201              0.160              0.024              0.002              0.001        133.270          0.000          6.578       2309.651       2169.734          1.000          1.000
     30/12/1981          1.072          1.497          7.438          0.000          0.000        163.281        174.937              0.454              0.131              0.211              0.161              0.024              0.002              0.001        143.162          0.000          6.578       2351.083       2202.342          1.000          1.000
     31/12/1981          1.644          1.644          8.193          0.000          0.000        151.266        161.638              0.537              0.148              0.227              0.166              0.024              0.002              0.001        154.095          0.000          6.578       2398.453       2240.487          1.000          1.000
     01/01/1982          1.311          1.491          7.459          0.000          0.000        142.122        149.955              0.628              0.168              0.247              0.173              0.023              0.002              0.001        166.101          0.000          6.578       2442.611       2275.833          1.000          1.000
     02/01/1982          0.784          1.457          7.315          0.000          0.000        129.707        141.337              0.710              0.187              0.267              0.181              0.023              0.002              0.001        179.169          0.000          6.577       2485.485       2310.506          1.000          1.000
     03/01/1982          1.470          1.470          7.409          0.000         64.855        182.328        193.092              0.291              0.206              0.286              0.193              0.022              0.002              0.001        189.618         64.855          6.577       2528.442       2345.025          1.000          1.000
     04/01/1982          1.406          1.406          7.114          0.000          0.000        170.508        180.922              0.319              0.153              0.249              0.197              0.022              0.002              0.001        201.024          0.000          6.570       2568.711       2375.858          1.000          1.000
     05/01/1982          1.260          1.350          6.851          0.000          0.000        159.472        169.249              0.359              0.140              0.234              0.199              0.021              0.002              0.001        213.491          0.000          6.564       2606.740       2404.620          1.000          1.000
     06/01/1982          1.079          1.079          5.494          0.000          0.000        150.783        158.393              0.412              0.144              0.235              0.202              0.021              0.002              0.001        226.914          0.000          6.546       2637.386       2426.063          1.000          1.000
     07/01/1982          1.467          1.467          7.495          0.000          0.000        143.100        149.317              0.474              0.155              0.242              0.205              0.020              0.002              0.001        241.486          0.000          6.541       2681.945       2462.141          1.000          1.000
     08/01/1982          1.334          1.334          6.848          0.000          0.000        130.172        141.766              0.531              0.167              0.250              0.206              0.020              0.002              0.001        257.118          0.000          6.537       2720.829       2492.677          1.000          1.000
     09/01/1982          0.987          1.477          7.616          0.000          0.000        118.898        129.185              0.606              0.185              0.266              0.210              0.019              0.002              0.001        273.921          0.000          6.532       2763.253       2526.148          1.000          1.000
     10/01/1982          0.590          1.256          6.510          0.000          0.000        110.327        118.308              0.693              0.206              0.289              0.216              0.018              0.002              0.001        291.903          0.000          6.525       2799.396       2554.149          1.000          1.000
     11/01/1982          1.327          1.327          6.913          0.000         69.644        169.620        178.644              0.264              0.211              0.305              0.225              0.017              0.002              0.001        304.944         69.644          6.524       2839.408       2586.730          1.000          1.000
     12/01/1982          0.666          0.666          3.485          0.000          3.000        165.906        171.954              0.205              0.154              0.258              0.227              0.017              0.002              0.001        318.214          0.000          6.487       2857.924       2598.330          1.000          1.000
     13/01/1982          1.109          1.109          5.814          0.000          0.000        158.413        164.797              0.242              0.134              0.233              0.225              0.017              0.002              0.001        332.349          0.000          6.481       2891.245       2624.590          1.000          1.000
     14/01/1982          1.167          1.167          6.143          0.000          0.000        147.629        157.246              0.276              0.129              0.221              0.219              0.016              0.002              0.001        347.427          0.000          6.475       2925.046       2651.254          1.000          1.000
     15/01/1982          0.667          0.667          3.525          0.000         20.274        162.908        167.236              0.156              0.130              0.221              0.217              0.016              0.002              0.001        361.138          0.000          6.432       2943.406       2662.156          1.000          1.000
     16/01/1982          1.359          1.359          7.199          0.000          0.000        153.042        161.549              0.194              0.121              0.217              0.212              0.015              0.002              0.001        376.021          0.000          6.429       2983.748       2694.557          1.000          1.000
     17/01/1982          1.328          1.328          7.066          0.000          0.000        142.565        151.715              0.236              0.125              0.218              0.209              0.015              0.002              0.001        392.134          0.000          6.427       3023.177       2725.791          1.000          1.000
     18/01/1982          1.173          1.524          8.150          0.000          0.000        132.181        141.392              0.284              0.136              0.225              0.207              0.015              0.002              0.001        409.693          0.000          6.424       3068.517       2762.643          1.000          1.000
     19/01/1982          1.315          1.315          7.069          0.000          0.000        122.517        130.866              0.339              0.152              0.237              0.207              0.014              0.002              0.001        428.616          0.000          6.421       3107.816       2793.803          1.000          1.000
     20/01/1982          0.625          0.625          3.382          0.000         35.778        153.775        157.669              0.161              0.153              0.251              0.211              0.014              0.002              0.001        443.154          0.000          6.429       3124.979       2802.921          1.000          1.000
     21/01/1982          0.657          0.657          3.571          0.000         13.023        161.571        166.141              0.092              0.122              0.242              0.213              0.014              0.002              0.001        457.926          0.000          6.390       3143.168       2813.352          1.000          1.000
     22/01/1982          1.038          1.038          5.657          0.000          0.000        154.336        160.532              0.105              0.111              0.228              0.211              0.013              0.002              0.001        473.827          0.000          6.375       3173.675       2835.889          1.000          1.000
     23/01/1982          1.243          1.243          6.802          0.000          0.000        143.448        153.093              0.136              0.113              0.219              0.208              0.013              0.002              0.001        491.091          0.000          6.369       3206.745       2861.505          1.000          1.000
     24/01/1982          0.615          0.615          3.384          0.000         21.607        161.057        164.439              0.052              0.108              0.217              0.208              0.013              0.002              0.001        506.295          0.000          6.325       3223.572       2870.493          1.000          1.000
     25/01/1982          1.308          1.308          7.210          0.000          0.000        150.981        159.749              0.093              0.104              0.210              0.204              0.013              0.002              0.001        524.391          0.000          6.325       3262.349       2901.592          1.000          1.000
     26/01/1982          1.239          1.239          6.868          0.000          0.000        140.320        149.742              0.120              0.112              0.210              0.201              0.012              0.002              0.001        542.464          0.000          6.325       3299.189       2931.150          1.000          1.000
     27/01/1982          1.029          1.156          6.444          0.000          0.000        132.521        139.291              0.165              0.126              0.219              0.201              0.012              0.001              0.001        561.878          0.000          6.318       3333.525       2957.817          1.000          1.000
     28/01/1982          0.590          0.590          3.310          0.000         55.963        187.075        187.894              0.041              0.085              0.195              0.201              0.012              0.001              0.001        579.543          0.000          6.295       3351.239       2970.353          1.000          1.000
     29/01/1982          0.625          0.625          3.520          0.000         21.451        205.383        207.901              0.028              0.053              0.158              0.182              0.012              0.001              0.001        601.647          0.000          6.264       3369.318       2982.239          1.000          1.000
     30/01/1982          1.342          1.342          7.594          0.000          0.000        194.388        204.041              0.067              0.053              0.130              0.154              0.012              0.001              0.001        625.138          0.000          6.264       3410.667       3016.699          1.000          1.000
     31/01/1982          0.586          0.586          3.341          0.000          2.000        192.777        195.802              0.088              0.072              0.122              0.135              0.013              0.001              0.001        648.272          0.000          6.219       3426.553       3025.207          1.000          1.000
     01/02/1982          1.325          1.325          7.588          0.000          0.000        181.761        191.452              0.099              0.078              0.120              0.120              0.013              0.001              0.001        672.013          0.000          6.227       3466.364       3058.100          1.000          1.000
     02/02/1982          1.052          1.052          6.073          0.000          0.000        173.565        180.708              0.114              0.089              0.129              0.113              0.014              0.001              0.001        694.926          0.000          6.219       3498.106       3082.994          1.000          1.000
     03/02/1982          0.550          0.550          3.198          0.000         10.000        181.049        183.015              0.100              0.096              0.141              0.111              0.014              0.001              0.001        717.061          0.000          6.180       3513.461       3092.060          1.000          1.000
     04/02/1982          0.618          0.618          3.605          0.000         18.907        194.503        199.338              0.037              0.091              0.139              0.109              0.015              0.001              0.001        741.485          0.000          6.143       3530.528       3102.744          1.000          1.000
     05/02/1982          0.599          0.599          3.515          0.000         10.899        201.031        204.803              0.029              0.059              0.134              0.107              0.016              0.001              0.001        768.372          0.000          6.103       3547.024       3112.522          1.000          1.000
     06/02/1982          0.627          0.627          3.703          0.000         13.489        209.892        213.893              0.027              0.043              0.125              0.103              0.016              0.001              0.001        796.133          0.000          6.073       3565.188       3124.889          1.000          1.000
     07/02/1982          0.483          0.483          2.868          0.000         19.730        227.017        229.139              0.024              0.036              0.112              0.093              0.018              0.001              0.001        825.049          0.000          6.036       3578.481       3132.837          1.000          1.000
     08/02/1982          0.559          0.559          3.343          0.000         23.521        247.008        249.980              0.024              0.033              0.079              0.079              0.023              0.001              0.001        855.327          0.000          6.005       3594.586       3143.706          1.000          1.000
     09/02/1982          0.508          0.508          3.060          0.000          6.000        248.722        252.500              0.024              0.034              0.066              0.068              0.024              0.001              0.001        886.240          0.000          5.968       3608.611       3152.294          1.000          1.000
     10/02/1982          0.957          0.957          5.811          0.000          0.000        240.832        247.765              0.056              0.046              0.081              0.063              0.022              0.001              0.001        917.985          0.000          6.038       3639.089       3177.090          1.000          1.000
     11/02/1982          0.861          0.861          5.301          0.000          0.000        233.518        239.971              0.089              0.068              0.092              0.064              0.021              0.001              0.001        949.219          0.000          6.029       3666.263       3198.852          1.000          1.000
     12/02/1982          0.543          0.543          3.373          0.000          5.000        235.195        237.976              0.065              0.076              0.098              0.066              0.020              0.001              0.001        979.426          0.000          5.998       3682.278       3209.814          1.000          1.000
     13/02/1982          0.526          0.526          3.291          0.000         13.674        244.111        248.344              0.030              0.053              0.102              0.067              0.019              0.001              0.001       1011.474          0.000          5.962       3697.149       3219.159          1.000          1.000
     14/02/1982          0.448          0.448          2.824          0.000         10.000        252.085        253.663              0.024              0.041              0.102              0.067              0.018              0.001              0.001       1044.990          0.000          5.932       3710.173       3228.120          1.000          1.000
     15/02/1982          0.528          0.528          3.360          0.000         20.367        267.323        271.923              0.023              0.034              0.074              0.065              0.017              0.002              0.001       1079.457          0.000          5.896       3725.171       3237.792          1.000          1.000
     16/02/1982          0.521          0.521          3.342          0.000          1.000        264.373        267.802              0.041              0.044              0.081              0.061              0.016              0.002              0.001       1114.333          0.000          5.859       3740.158       3247.315          1.000          1.000
     17/02/1982          0.530          0.530          3.427          0.000         24.057        283.976        287.901              0.026              0.037              0.065              0.057              0.014              0.002              0.001       1149.505          0.000          5.820       3755.086       3256.553          1.000          1.000
     18/02/1982          1.086          1.086          7.080          0.000          0.000        273.244        282.890              0.062              0.045              0.075              0.054              0.014              0.002              0.001       1185.240          0.000          5.820       3790.490       3286.609          1.000          1.000
     19/02/1982          1.097          1.097          7.232          0.000          0.000        263.955        272.147              0.103              0.067              0.086              0.053              0.015              0.002              0.001       1219.651          0.000          5.820       3826.767       3317.231          1.000          1.000
     20/02/1982          1.071          1.071          7.138          0.000          0.000        253.413        262.884              0.113              0.077              0.093              0.053              0.016              0.002              0.001       1251.154          0.000          5.820       3861.813       3347.038          1.000          1.000
     21/02/1982          0.525          0.525          3.535          0.000          8.000        257.906        260.887              0.056              0.084              0.099              0.054              0.016              0.002              0.001       1282.562          0.000          5.788       3877.749       3358.086          1.000          1.000
     22/02/1982          0.436          0.436          2.954          0.000         46.209        299.981        303.679              0.028              0.050              0.082              0.047              0.015              0.003              0.001       1318.030          0.000          5.750       3890.114       3365.810          1.000          1.000
     23/02/1982          0.427          0.427          2.918          0.000         10.000        306.657        309.554              0.026              0.040              0.067              0.038              0.013              0.003              0.001       1354.480          0.000          5.706       3901.888       3372.353          1.000          1.000
     24/02/1982          0.424          0.424          2.921          0.000          1.000        305.659        307.234              0.039              0.044              0.078              0.038              0.013              0.003              0.001       1391.608          0.000          5.674       3914.406       3380.939          1.000          1.000
     25/02/1982          0.435          0.435          3.024          0.000         16.481        318.244        321.705              0.025              0.038              0.065              0.035              0.011              0.003              0.001       1429.579          0.000          5.635       3926.812       3388.653          1.000          1.000
     26/02/1982          0.375          0.375          2.634          0.000         18.885        334.107        336.754              0.022              0.035              0.059              0.033              0.008              0.002              0.001       1469.286          0.000          5.598       3937.011       3395.101          1.000          1.000
     27/02/1982          0.991          0.991          7.027          0.000          0.000        323.542        333.116              0.054              0.043              0.073              0.036              0.006              0.002              0.001       1509.590          0.000          5.603       3971.880       3426.027          1.000          1.000
     28/02/1982          0.998          0.998          7.167          0.000          0.000        313.428        322.544              0.094              0.067              0.088              0.047              0.006              0.001              0.001       1548.753          0.000          5.608       4007.039       3457.073          1.000          1.000
     01/03/1982          0.947          0.947          6.888          0.000          0.000        304.142        312.481              0.109              0.076              0.095              0.052              0.007              0.001              0.001       1585.995          0.000          5.613       4041.601       3487.777          1.000          1.000
     02/03/1982          0.769          0.824          6.059          0.000          0.000        295.604        303.372              0.117              0.084              0.100              0.054              0.009              0.001              0.001       1621.772          0.000          5.618       4071.131       3513.550          1.000          1.000
     03/03/1982          0.340          0.340          2.533          0.000          5.000        297.499        300.263              0.112              0.088              0.104              0.056              0.010              0.001              0.001       1657.308          0.000          5.573       4079.899       3518.104          1.000          1.000
     04/03/1982          0.387          0.387          2.906          0.000         27.654        322.109        324.766              0.035              0.062              0.102              0.058              0.011              0.001              0.001       1695.133          0.000          5.536       4091.148       3525.455          1.000          1.000
     05/03/1982          0.293          0.293          2.219          0.000          5.000        324.663        326.816              0.025              0.047              0.092              0.058              0.012              0.001              0.001       1735.461          0.000          5.501       4098.269       3530.885          1.000          1.000
     06/03/1982          0.784          0.784          5.991          0.000          0.000        315.499        323.879              0.055              0.046              0.095              0.057              0.012              0.001              0.001       1776.568          0.000          5.514       4126.648       3557.904          1.000          1.000
     07/03/1982          0.766          0.766          5.936          0.000          0.000        307.585        314.732              0.097              0.066              0.096              0.056              0.012              0.001              0.001       1816.597          0.000          5.528       4155.299       3585.175          1.000          1.000
     08/03/1982          0.751          0.751          5.899          0.000          0.000        298.949        306.834              0.110              0.075              0.097              0.056              0.013              0.001              0.001       1855.383          0.000          5.541       4183.236       3611.764          1.000          1.000
     09/03/1982          0.759          0.759          6.034          0.000          0.000        290.415        298.190              0.116              0.080              0.098              0.056              0.015              0.001              0.002       1892.733          0.000          5.552       4211.313       3638.389          1.000          1.000
     10/03/1982          0.327          0.327          2.632          0.000          1.000        288.504        291.088              0.120              0.087              0.102              0.057              0.016              0.001              0.002       1929.689          0.000          5.523       4220.765       3646.299          1.000          1.000
     11/03/1982          0.449          0.449          3.650          0.000         29.604        313.712        317.659              0.037              0.063              0.106              0.059              0.016              0.001              0.002       1967.751          0.000          5.506       4235.967       3660.045          1.000          1.000
     12/03/1982          0.719          0.719          5.902          0.000          0.000        304.323        312.994              0.062              0.056              0.101              0.059              0.016              0.001              0.002       2008.714          0.000          5.521       4263.924       3687.687          1.000          1.000
     13/03/1982          0.709          0.709          5.901          0.000          0.000        297.522        303.615              0.102              0.070              0.099              0.060              0.016              0.001              0.001       2048.837          0.000          5.550       4292.250       3717.192          1.000          1.000
     14/03/1982          0.288          0.288          2.429          0.000         14.948        310.291        312.183              0.034              0.053              0.100              0.062              0.016              0.001              0.001       2087.846          0.000          5.531       4300.837       3726.442          1.000          1.000
     15/03/1982          0.710          0.710          6.061          0.000          0.000        301.135        309.581              0.054              0.048              0.097              0.062              0.016              0.001              0.001       2129.512          0.000          5.554       4329.245       3755.406          1.000          1.000
     16/03/1982          0.450          0.450          3.896          0.000         23.255        320.956        323.940              0.029              0.040              0.073              0.063              0.016              0.002              0.001       2170.503          0.000          5.555       4346.534       3773.384          1.000          1.000
     17/03/1982          0.391          0.391          3.427          0.000         30.854        348.874        351.420              0.024              0.034              0.060              0.048              0.013              0.002              0.001       2212.480          0.000          5.551       4361.220       3788.888          1.000          1.000
     18/03/1982          0.409          0.409          3.632          1.181         47.481        393.090        394.765              0.022              0.031              0.053              0.039              0.011              0.002              0.001       2255.162          0.000          5.556       4377.896       3806.854          1.000          1.000
     19/03/1982          0.387          0.387          3.482          3.327         13.997        400.573        403.373              0.022              0.032              0.052              0.034              0.007              0.001              0.001       2298.294          0.000          5.577       4393.025       3822.907          1.000          1.000
     20/03/1982          0.405          0.405          3.700         15.965         22.643        404.522        406.845              0.021              0.032              0.051              0.032              0.006              0.001              0.001       2341.731          0.000          5.584       4409.653       3841.100          1.000          1.000
     21/03/1982          0.232          0.232          2.147          4.272          7.000        405.736        407.018              0.018              0.033              0.051              0.031              0.004              0.001              0.000       2385.610          0.000          5.573       4417.155       3850.317          1.000          1.000
     22/03/1982          0.302          0.302          2.834         14.409         15.923        404.447        406.948              0.018              0.033              0.051              0.031              0.004              0.001              0.000       2430.036          0.000          5.566       4428.353       3862.857          1.000          1.000
     23/03/1982          0.178          0.178          1.696          4.164          6.000        404.764        406.105              0.017              0.034              0.051              0.030              0.004              0.001              0.000       2474.433          0.000          5.546       4432.941       3868.979          1.000          1.000
     24/03/1982          0.205          0.205          1.971          6.514          9.000        404.784        407.045              0.017              0.034              0.052              0.030              0.004              0.001              0.000       2518.706          0.000          5.529       4439.028       3876.471          1.000          1.000
     25/03/1982          0.298          0.298          2.909          8.534         11.000        403.480        406.952              0.018              0.034              0.052              0.030              0.004              0.001              0.000       2562.809          0.000          5.525       4450.751       3889.656          1.000          1.000
     26/03/1982          0.589          0.589          5.821          4.148          0.000        391.911        398.743              0.044              0.043              0.069              0.035              0.003              0.000              0.000       2606.490          0.000          5.549       4480.164       3920.643          1.000          1.000
     27/03/1982          0.275          0.275          2.757          4.028          6.000        390.365        393.608              0.023              0.041              0.085              0.045              0.004              0.000              0.000       2648.580          0.000          5.543       4491.009       3932.912          1.000          1.000
     28/03/1982          0.310          0.310          3.145          3.930          1.000        383.130        387.126              0.032              0.045              0.090              0.050              0.005              0.001              0.000       2691.175          0.000          5.541       4504.036       3946.549          1.000          1.000
     29/03/1982          0.552          0.552          5.680          3.800          0.000        371.610        378.778              0.061              0.056              0.091              0.051              0.006              0.001              0.000       2732.950          0.000          5.527       4532.180       3970.841          1.000          1.000
