ApsimVersion = 5.4
Title = Dalby 1500mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             22           1958          0.340         6783.3         1094.9        197.489
             28           1959          1.660        13365.5         6393.9        289.099
             26           1960          1.694        13942.7         6929.5        313.313
             31           1961          1.603        13703.3         6539.0        278.735
             25           1962          1.606        13114.0         6391.7        255.898
             28           1963          1.596        11007.0         5072.3        239.594
             27           1964          1.993        13541.2         6294.3        304.747
             32           1965          0.957        11083.6         4492.4        271.107
             26           1966          1.791        13824.7         6191.0        300.620
             27           1967          1.857        12148.8         5765.6        289.027
             27           1968          1.793        10764.4         3792.8        247.494
             20           1969          1.802        12268.2         5810.4        294.785
             24           1970          1.727        14938.2         7085.7        334.762
             27           1971          1.578        13808.0         6660.5        276.682
             32           1972          1.620        14784.3         6849.7        290.436
             23           1973          1.928        12392.5         4825.3        270.011
             23           1974          1.560        13235.6         6460.8        268.410
             31           1975          1.735        14196.1         6982.4        304.635
             29           1976          1.641        13445.1         6733.5        265.600
             24           1977          1.517         9998.1         3561.2        245.774
             18           1978          1.377        10294.1         3494.8        243.367
             30           1979          1.784        13093.6         6649.0        277.172
             21           1980          1.550        10617.6         4751.2        271.161
             24           1981          1.617        13377.6         6779.6        270.489
             25           1982          1.735        13134.6         6414.6        293.266
             25           1983          1.561        12634.5         6485.4        302.030
             32           1984          1.623        14195.9         6414.8        263.271
             26           1985          1.325        11539.7         5268.2        272.324
             26           1986          1.520        11325.5         5364.9        278.794
             29           1987          1.775        13719.6         6337.0        329.216
             26           1988          1.636        14038.4         7035.3        305.980
             22           1989          1.699        13433.9         6390.5        295.176
             25           1990          1.737        14654.6         6831.7        310.277
             21           1991          1.295         8258.9         2436.6        204.498
             19           1992          1.805        12827.0         6468.3        291.379
             27           1993          1.307        10392.6         4228.1        244.055
             24           1994          2.013        12939.3         6402.4        322.357
             27           1995          1.826        11691.9         4636.3        267.993
             26           1996          1.510        14401.3         6850.0        277.782
             32           1997          0.996        11361.5         4958.2        261.018
             23           1998          1.538        11874.5         5872.5        287.109
             28           1999          1.663        13114.7         6341.6        284.382
             37           2000          1.716        15703.2         6706.2        305.975
             25           2001          0.899         9109.7         3241.9        217.970
             23           2002          1.983        12809.6         6110.7        315.742
