ApsimVersion = 6.0
Title = Roma 600mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             55           1958          0.229         4124.3          972.8        135.442
             25           1959          1.742         9123.9         4096.0        230.370
             18           1960          1.058         6728.5         1742.0        165.581
             28           1961          0.099         5387.2          494.7        137.996
             17           1962          1.703        10246.5         5008.7        239.238
             37           1963          1.442         9121.4         3447.9        225.006
             15           1964          0.872         9506.6         3816.8        216.550
             35           1965          0.091         4996.5          551.6        126.608
             17           1966          1.477        10139.8         5287.1        221.130
             35           1967          0.283         5595.1         1028.4        136.286
             27           1968          1.471        10380.0         4173.3        255.281
             29           1969          0.649         5783.4         2055.0        170.077
             25           1970          0.192         6956.2         1038.2        173.070
             22           1971          1.699        13153.3         6381.1        330.129
             39           1972          0.901         7539.6         2806.8        198.165
             15           1973          1.249         8390.8         2319.5        204.479
             18           1974          1.674         9027.4         2874.7        191.495
             43           1975          0.108         5394.9          992.6        141.929
             33           1976          1.297         8331.5         3124.4        187.961
             41           1977          0.779         6947.3         2412.9        183.605
             50           1978          0.211         5291.9         1056.1        131.665
             31           1979          0.313         6620.9         1348.1        158.295
             22           1980          0.268         5803.8         1211.3        168.990
             17           1981          1.684        10584.5         4713.9        252.829
             22           1982          0.845         6299.7         1557.2        160.070
             21           1983          0.770         6468.9         2020.1        179.662
             22           1984          1.617        12516.4         6094.3        250.735
             24           1985          1.490         8931.7         3929.6        238.871
             18           1986          0.560         7632.2         1901.5        182.521
             31           1987          0.935         7311.3         1921.0        174.807
             59           1988          0.175         5928.2          992.5        149.405
             22           1989          0.199         5676.2          927.6        142.957
             16           1990          0.955        10198.5         4166.2        239.352
             40           1991          0.572         5593.8         1883.0        152.781
             14           1992          0.607         6457.8         2055.4        164.543
             29           1993          0.096         4326.7            0.0        110.885
             24           1994          0.098         4528.0            0.0        107.862
             18           1995          0.297         6556.7         1131.7        135.736
             21           1996          1.624        14212.2         6938.3        308.345
             25           1997          0.251         6366.8         1497.5        157.655
             18           1998          0.991         7267.5         2917.6        188.399
             21           1999          1.714         9863.3         4525.1        223.782
             27           2000          1.675        13766.4         6712.9        281.113
             20           2001          0.606         7917.4         2431.8        176.007
             20           2002          1.110         7686.6         2181.5        187.012
