ApsimVersion = 6.0
Title = Dalby 600mm wet soil
            day           year            LAI        Biomass          Yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             21           1958          0.079         3932.2            0.0        108.508
             42           1959          1.848        12510.0         6201.3        245.356
             38           1960          1.420        13922.1         6320.1        307.023
             45           1961          0.313        10140.0         2261.7        196.990
             37           1962          1.726        16121.5         8705.1        306.874
             58           1963          0.290         8221.8         1881.6        165.155
             43           1964          0.752        13470.3         4947.9        281.342
             52           1965          0.374         8703.3         1629.4        193.960
             39           1966          1.460        15333.6         8069.7        319.068
             55           1967          0.350         9286.7         2570.4        206.240
             62           1968          0.396         7588.3         2406.5        168.478
             39           1969          0.460         9297.9         2547.0        214.100
             44           1970          1.933        14758.6         7319.2        306.037
             39           1971          3.242        17468.5         9172.5        329.536
             48           1972          2.579        16903.0         8308.9        309.708
             41           1973          0.928        12305.2         4437.0        248.244
             37           1974          1.138        13277.9         6076.9        252.594
             48           1975          0.360        12040.4         4208.4        238.124
             45           1976          2.032        14373.9         7182.0        262.645
             50           1977          0.092         7245.1            0.0        164.722
             64           1978          0.538        10363.8         3139.1        224.782
             43           1979          0.587        10457.2         2586.6        204.824
             38           1980          0.435         8379.8         2262.8        199.733
             37           1981          0.716        10740.9         3705.5        200.895
             40           1982          1.500        14786.7         7534.9        317.101
             46           1983          0.267         9705.5         3175.7        220.397
             44           1984          1.434        15402.8         6928.9        275.454
             42           1985          0.381         9595.7         2558.3        209.449
             41           1986          0.179         8511.8         1599.9        195.297
             52           1987          0.538        11760.5         4720.5        259.489
             39           1988          1.151        13871.8         6215.6        287.833
             39           1989          0.905        10382.5         4143.3        213.941
             39           1990          1.346        14054.8         5803.7        279.188
             76           1991          0.336         6908.8         1947.8        156.316
             34           1992          0.549        10240.1         3024.4        215.379
             54           1993          0.094         7438.8            0.0        156.772
             40           1994          0.439        11009.3         3710.9        247.669
             55           1995          1.199        11955.6         5378.1        234.775
             38           1996          1.688        18492.2         9863.8        359.254
             47           1997          0.119         8202.3         1357.1        177.273
             37           1998          0.392         9797.2         2938.0        230.729
             41           1999          0.919        11296.6         4277.3        223.511
             50           2000          1.738        17205.5         8526.3        313.815
             61           2001          0.268         7124.7         1542.4        150.794
             39           2002          0.410        11444.6         3897.9        261.626
