ApsimVersion = 6.1
Title = Roma 1500mm wet soil
            day           year            LAI        Biomass          Yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             53           1958          0.610         7655.1         2305.2        250.817
             35           1959          3.183        14531.2         8024.5        366.895
             32           1960          1.066        10227.1         3243.5        263.196
             37           1961          0.260         8933.8         2056.6        226.053
             30           1962          1.420        14247.4         7090.9        346.893
             37           1963          2.917        15158.9         8126.5        362.672
             32           1964          1.493        12603.2         5519.2        308.823
             47           1965          0.096         8149.1         1310.8        218.781
             32           1966          1.513        14243.0         7643.7        321.011
             33           1967          0.408         9205.6         2372.4        225.685
             33           1968          1.354        13574.8         6720.0        338.880
             38           1969          0.518         9209.1         3171.8        265.183
             35           1970          0.400         9863.2         2477.8        248.109
             35           1971          1.988        16890.5         8935.0        431.107
             43           1972          2.074        14135.3         7122.1        364.734
             33           1973          1.268        12228.0         4780.4        316.740
             32           1974          1.560        12695.6         5655.4        278.050
             52           1975          0.144         8631.7         1587.5        237.107
             37           1976          2.857        15566.7         8171.9        340.886
             46           1977          1.269        12735.1         6024.0        341.248
             39           1978          0.377         8645.3         2161.4        224.437
             40           1979          0.626        10236.4         3159.7        253.317
             32           1980          0.439         9007.2         2619.5        268.773
             31           1981          1.532        14604.0         7303.1        356.238
             37           1982          0.636        10613.5         3880.0        282.148
             37           1983          0.304         9568.6         2642.7        272.184
             35           1984          1.858        16236.0         8226.7        336.818
             36           1985          0.617        12181.0         4875.1        335.018
             36           1986          0.572        10546.9         3199.4        270.908
             42           1987          0.971        10964.2         3613.6        284.579
             39           1988          0.438         8741.8         1906.2        233.880
             33           1989          0.225         9289.7         2124.4        233.095
             34           1990          0.857        11366.4         3806.6        270.703
             42           1991          0.942         9518.6         3327.1        255.249
             30           1992          0.318         9760.5         2777.8        257.064
             44           1993          0.137         7631.2         1036.5        201.588
             37           1994          0.198         8218.7         1459.3        196.873
             35           1995          0.696        10502.7         3048.2        239.898
             35           1996          2.516        18534.2        10153.2        410.709
             39           1997          0.622        10125.0         2603.5        255.932
             33           1998          0.495        10467.9         3747.6        279.496
             35           1999          1.413        14047.1         6392.3        330.502
             39           2000          2.150        17943.3         9631.7        378.951
             36           2001          0.537        10628.3         3427.4        242.748
             37           2002          1.272        11388.7         4094.7        291.715
