Summary_file = oryza-wl.sum
Title = oryza Sample Simulation - water limited
           year            day   plant_status      crop_type        cropsta            dae            dvs            dvr             hu         lrstrs         ldstrs         lestrs           pcew         tnsoil           nflv           fnlv           nacr           ancr           anso           anlv         rnstrs           wagt            wso            wst           wlvg           wlvd           dtga            gcr           rlai           ssga            zrt            eff            etd           etrd           etae            trc
           1992             40          alive           rice              4             37          0.440          0.013         17.650          0.990          1.000          0.425          1.000      10000.000          1.423          0.025          0.000          0.000          0.000          0.000          1.000        168.502          0.000         67.401        101.098          0.003         52.157         23.573          0.242          0.000          0.310          0.436          4.038          3.028          1.009          0.555
           1992             41          alive           rice              4             38          0.454          0.014         18.000          0.985          1.000          0.424          1.000      10000.000          1.410          0.025          0.000          0.000          0.000          0.000          1.000        183.749          0.000         73.500        110.246          0.003         59.370         26.950          0.258          0.000          0.320          0.432          4.869          3.652          1.217          0.711
           1992             42          alive           rice              4             39          0.467          0.013         17.200          0.974          1.000          0.422          1.000      10000.000          1.398          0.025          0.000          0.000          0.000          0.000          1.000        200.115          0.000         80.046        120.065          0.003         62.730         28.596          0.274          0.000          0.330          0.435          4.770          3.577          1.192          0.740
           1992             43          alive           rice              4             40          0.480          0.013         17.437          0.964          1.000          0.419          1.000      10000.000          1.385          0.025          0.000          0.000          0.000          0.000          1.000        217.873          0.000         87.150        130.720          0.004         67.647         30.691          0.291          0.000          0.340          0.431          5.421          4.066          1.355          0.891
           1992             44          alive           rice              4             41          0.493          0.013         17.710          0.952          1.000          0.416          1.000      10000.000          1.372          0.025          0.000          0.000          0.000          0.000          1.000        236.565          0.000         94.626        141.935          0.004         70.946         31.980          0.309          0.000          0.350          0.431          5.335          4.001          1.334          0.929
           1992             45          alive           rice              4             42          0.507          0.014         17.950          0.940          1.000          0.412          1.000      10000.000          1.359          0.025          0.000          0.000          0.000          0.000          1.000        255.824          0.000        102.330        153.490          0.004         72.956         32.610          0.328          0.000          0.360          0.432          4.851          3.639          1.213          0.895
           1992             46          alive           rice              4             43          0.521          0.014         17.894          0.930          1.000          0.409          1.000      10000.000          1.345          0.025          0.000          0.000          0.000          0.000          1.000        274.510          0.000        109.961        164.545          0.004         71.638         31.288          0.349          0.000          0.370          0.426          4.263          3.197          1.066          0.834
           1992             47          alive           rice              4             44          0.534          0.013         17.649          0.923          1.000          0.407          1.000      10000.000          1.332          0.025          0.000          0.000          0.000          0.000          1.000        296.482          0.000        119.291        177.186          0.004         81.746         36.363          0.370          0.000          0.380          0.428          5.136          3.852          1.284          1.064
           1992             48          alive           rice              4             45          0.548          0.014         18.097          0.912          1.000          0.403          1.000      10000.000          1.319          0.025          0.000          0.000          0.000          0.000          1.000        319.134          0.000        129.274        189.855          0.005         84.948         37.110          0.393          0.000          0.390          0.423          5.155          3.867          1.289          1.130
           1992             49          alive           rice              4             46          0.561          0.013         17.597          0.900          1.000          0.398          1.000      10000.000          1.306          0.025          0.000          0.000          0.000          0.000          1.000        343.174          0.000        140.265        202.904          0.005         89.058         38.978          0.416          0.000          0.400          0.423          5.068          3.801          1.267          1.176
           1992             50          alive           rice              4             47          0.574          0.013         17.715          0.890          1.000          0.394          1.000      10000.000          1.293          0.025          0.000          0.000          0.000          0.000          1.000        369.353          0.000        152.652        216.696          0.005         95.491         42.025          0.441          0.000          0.400          0.426          5.433          4.075          1.358          1.331
           1992             51          alive           rice              4             48          0.587          0.013         16.942          0.874          1.000          0.388          1.000      10000.000          1.281          0.025          0.000          0.000          0.000          0.000          1.000        396.638          0.000        166.002        230.630          0.005         98.403         43.444          0.466          0.000          0.400          0.428          4.971          3.728          1.243          1.286
           1992             52          alive           rice              4             49          0.599          0.012         16.000          0.992          1.000          0.443          1.000      10000.000          1.269          0.025          0.000          0.000          0.000          0.000          1.000        408.538          0.000        172.008        236.524          0.006         48.356         17.840          0.494          0.000          0.400          0.453          1.331          0.999          0.333          0.362
           1992             53          alive           rice              4             50          0.612          0.013         17.000          1.000          1.000          0.459          1.000      10000.000          1.257          0.025          0.000          0.000          0.000          0.000          1.000        433.701          0.000        185.074        248.621          0.006         86.287         36.854          0.526          0.000          0.400          0.442          2.743          2.057          0.686          0.788
           1992             54          alive           rice              4             51          0.626          0.013         17.500          0.990          1.000          0.434          1.000      10000.000          1.244          0.025          0.000          0.000          0.000          0.000          1.000        472.091          0.000        205.602        266.369          0.121        125.402         56.497          0.560          0.000          0.400          0.435          5.633          4.224          1.408          1.719
           1992             55          alive           rice              4             52          0.638          0.013         16.850          0.969          1.000          0.422          1.000      10000.000          1.231          0.025          0.000          0.000          0.000          0.000          1.000        512.709          0.000        227.968        284.365          0.376        131.632         59.515          0.594          0.000          0.400          0.438          5.335          4.001          1.334          1.725
           1992             56          alive           rice              4             53          0.651          0.013         16.800          0.939          1.000          0.411          1.000      10000.000          1.223          0.025          0.000          0.000          0.000          0.000          1.000        554.071          0.000        251.377        301.909          0.785        134.357         60.332          0.629          0.000          0.400          0.441          4.755          3.566          1.189          1.623
           1992             57          alive           rice              4             54          0.663          0.012         14.850          0.914          1.000          0.401          1.000      10000.000          1.251          0.025          0.000          0.000          0.000          0.000          1.000        592.057          0.000        273.456        317.238          1.363        123.029         55.100          0.661          0.000          0.400          0.453          3.341          2.505          0.835          1.202
           1992             58          alive           rice              4             55          0.675          0.012         15.400          0.896          1.000          0.394          1.000      10000.000          1.280          0.025          0.000          0.000          0.000          0.000          1.000        638.827          0.000        301.294        335.424          2.109        148.228         67.371          0.695          0.000          0.400          0.446          4.543          3.407          1.136          1.710
           1992             59          alive           rice              4             56          0.688          0.013         16.500          0.872          1.000          0.384          1.000      10000.000          1.312          0.025          0.000          0.000          0.000          0.000          1.000        687.367          0.000        330.889        353.428          3.050        155.225         69.560          0.733          0.000          0.400          0.438          4.677          3.508          1.169          1.843
           1992             60          alive           rice              4             57          0.701          0.014         17.600          0.843          1.000          0.374          0.879      10000.000          1.345          0.025          0.000          0.000          0.000          0.000          1.000        726.476          0.000        355.341        366.922          4.213        131.848         55.720          0.773          0.000          0.400          0.436          3.919          2.939          0.980          1.619
           1992             61          alive           rice              4             58          0.716          0.014         18.088          0.819          1.000          0.365          0.860      10000.000          1.379          0.025          0.000          0.000          0.000          0.000          1.000        770.654          0.000        383.694        381.351          5.609        147.397         62.388          0.817          0.000          0.400          0.428          4.836          3.627          1.209          2.098
           1992             62          alive           rice              4             59          0.729          0.014         17.500          0.788          1.000          0.355          0.836      10000.000          1.413          0.025          0.000          0.000          0.000          0.000          1.000        816.473          0.000        413.880        395.330          7.264        151.991         64.221          0.860          0.000          0.400          0.425          4.937          3.703          1.234          2.250
           1992             63          alive           rice              4             60          0.744          0.014         18.027          0.756          1.000          0.344          0.811      10000.000          1.447          0.025          0.000          0.000          0.000          0.000          1.000        862.328          0.000        444.844        408.302          9.182        153.262         63.822          0.905          0.000          0.400          0.425          4.800          3.600          1.200          2.290
           1992             64          alive           rice              4             61          0.758          0.014         18.102          0.725          1.000          0.333          0.787      10000.000          1.482          0.025          0.000          0.000          0.000          0.000          1.000        912.798          0.000        479.780        421.637         11.380        164.976         69.687          0.952          0.000          0.400          0.428          5.792          4.344          1.448          2.892
           1992             65          alive           rice              4             62          0.771          0.014         17.329          0.686          1.000          0.319          0.757      10000.000          1.515          0.025          0.000          0.000          0.000          0.000          1.000        962.335          0.917        513.998        433.546         13.874        163.411         67.982          0.996          0.000          0.400          0.424          5.443          4.082          1.361          2.841
           1992             66          alive           rice              4             63          0.785          0.014         17.849          0.649          1.000          0.307          0.728      10000.000          1.549          0.025          0.000          0.000          0.000          0.000          1.000       1011.736          3.442        547.316        444.318         16.659        164.127         67.357          1.043          0.000          0.400          0.426          5.413          4.059          1.353          2.941
           1992             67          alive           rice              4             64          0.799          0.014         17.965          0.613          1.000          0.294          0.700      10000.000          1.548          0.025          0.000          0.000          0.000          0.000          1.000       1062.617          7.752        580.778        454.340         19.747        167.767         68.858          1.101          0.000          0.400          0.429          5.958          4.469          1.490          3.369
           1992             68          alive           rice              4             65          0.813          0.014         17.802          0.573          1.000          0.280          0.669      10000.000          1.530          0.025          0.000          0.000          0.000          0.000          1.000       1111.411         13.535        612.042        462.690         23.144        164.802         65.583          1.137          0.000          0.400          0.423          5.905          4.428          1.476          3.500
           1992             69          alive           rice              4             66          0.827          0.014         17.944          0.533          1.000          0.267          0.638      10000.000          1.512          0.025          0.000          0.000          0.000          0.000          1.000       1159.040         20.775        641.763        469.657         26.846        160.848         63.553          1.160          0.000          0.400          0.428          5.979          4.484          1.495          3.643
           1992             70          alive           rice              4             67          0.842          0.014         18.116          0.494          1.000          0.253          0.608      10000.000          1.494          0.025          0.000          0.000          0.000          0.000          1.000       1202.026         28.760        667.860        474.555         30.851        150.540         56.889          1.174          0.000          0.400          0.425          5.390          4.042          1.347          3.341
           1992             71          alive           rice              4             68          0.856          0.014         17.834          0.461          1.000          0.242          0.582      10000.000          1.476          0.025          0.000          0.000          0.000          0.000          1.000       1244.209         38.034        692.751        478.273         35.151        146.954         55.212          1.184          0.000          0.400          0.427          5.784          4.338          1.446          3.624
           1992             72          alive           rice              4             69          0.869          0.014         17.615          0.426          1.000          0.230          0.555      10000.000          1.458          0.025          0.000          0.000          0.000          0.000          1.000       1284.390         48.217        715.787        480.652         39.735        140.530         52.009          1.189          0.000          0.400          0.429          6.271          4.703          1.568          3.957
           1992             73          alive           rice              4             70          0.883          0.014         17.562          0.390          1.000          0.217          0.527      10000.000          1.440          0.025          0.000          0.000          0.000          0.000          1.000       1321.531         58.860        736.463        481.617         44.591        131.838         47.528          1.190          0.000          0.400          0.431          5.641          4.231          1.410          3.573
           1992             74          alive           rice              4             71          0.898          0.014         18.417          0.359          1.000          0.207          0.504      10000.000          1.422          0.025          0.000          0.000          0.000          0.000          1.000       1354.707         69.463        754.385        481.154         49.705        124.623         41.841          1.188          0.000          0.400          0.426          5.935          4.451          1.484          3.763
           1992             75          alive           rice              4             72          0.912          0.014         18.170          0.329          1.000          0.196          0.480      10000.000          1.403          0.025          0.000          0.000          0.000          0.000          1.000       1384.433         79.993        769.928        479.436         55.075        114.619         36.844          1.182          0.000          0.400          0.426          5.267          3.950          1.317          3.334
           1992             76          alive           rice              4             73          0.926          0.014         17.550          0.304          1.000          0.188          0.461      10000.000          1.386          0.025          0.000          0.000          0.000          0.000          1.000       1415.151         91.926        785.465        477.079         60.682        112.585         37.297          1.175          0.000          0.400          0.433          6.080          4.560          1.520          3.832
           1992             77          alive           rice              4             74          0.940          0.014         17.760          0.277          0.971          0.178          0.440      10000.000          1.368          0.025          0.000          0.000          0.000          0.000          1.000       1441.674        103.104        798.442        459.852         80.276        103.855         31.541          1.165          0.000          0.400          0.426          5.715          4.286          1.429          3.583
           1992             78          alive           rice              4             75          0.954          0.014         18.233          0.252          0.942          0.170          0.421      10000.000          1.349          0.025          0.000          0.000          0.000          0.000          1.000       1465.525        113.954        809.712        442.884         98.974         95.874         27.674          1.085          0.000          0.400          0.425          5.326          3.995          1.332          3.315
           1992             79          alive           rice              4             76          0.969          0.015         19.150          0.930          1.000          0.458          1.000      10000.000          1.330          0.025          0.000          0.000          0.000          0.000          1.000       1561.705        161.004        853.513        468.950         78.238        241.626        100.520          1.053          0.000          0.400          0.429          3.376          2.532          0.844          1.976
           1992             80          alive           rice              4             77          0.984          0.015         18.953          0.927          1.000          0.417          1.000      10000.000          1.311          0.025          0.000          0.000          0.000          0.000          1.000       1682.996        224.709        906.564        466.998         84.725        297.258        125.320          1.210          0.000          0.400          0.425          5.804          4.353          1.451          3.310
           1992             81          alive           rice              4             78          0.999          0.015         18.990          0.839          1.000          0.372          0.875      10000.000          1.292          0.025          0.000          0.000          0.000          0.000          1.000       1795.951        288.064        953.956        462.487         91.444        279.759        115.140          1.132          0.000          0.400          0.423          6.000          4.500          1.500          3.856
           1992             82          alive           rice              4             79          1.013          0.014         17.850          0.744          1.000          0.340          0.802      10000.000          1.292          0.025          0.000          0.000          0.000          0.000          1.000       1873.927        334.586        985.278        455.706         98.357        200.250         78.119          1.114          0.000          0.400          0.436          3.567          2.675          0.892          2.165
