Summary_file = p0N175c_h.sum
Title = p0N175
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       104     13/04/1952       1000.300              77.656            489.820              3.931              2.568              2.010              1.932              1.345              1.368              1.353              1.340              1.328              1.314          0.000          0.046         97.947          0.432          0.281         14.009         37.936       1322.882         429.843              0.157              0.245              0.265              0.279              0.288              0.294              0.298              0.300              0.300              0.300        478.405         94.691          0.148          0.148                 0.481                 0.481                 0.265             45       1130.126       3815.142          0.266          6.240       1700.000         60.333              6.511              6.155              6.232             13.112             12.918             11.674             11.315             10.728             10.041              9.261         39.920        106.618              ?              ?              ?
      1953       109     19/04/1953        918.900              42.642            386.857              4.045              2.389              1.964              1.935              1.349              1.374              1.353              1.335              1.323              1.310          0.000          0.032        127.082          0.502          0.942         24.238         50.558       1319.389         456.611              0.217              0.283              0.292              0.299              0.300              0.300              0.300              0.300              0.300              0.301        499.216        111.216          0.000          0.000                 0.367                 0.364                 0.236             49       1291.422       3818.760          0.303          6.223       1700.000         57.245              3.334              3.266              4.674             17.204             22.382             22.779             19.714             15.275             10.965              7.488         39.277         98.771              ?              ?              ?
      1954       100     10/04/1954        668.500              34.774            277.577              3.497              2.393              1.954              1.934              1.336              1.358              1.333              1.313              1.301              1.288          0.000          0.041        142.606          0.441          2.038         44.907         54.543       1315.367         363.398              0.202              0.264              0.276              0.287              0.294              0.298              0.300              0.300              0.300              0.300        489.901        101.901          0.015          0.015                 0.390                 0.388                 0.291             39       1114.575       3544.323          0.269          5.672       1700.000         53.034              6.707              5.078              7.105             22.908             27.224             25.202             19.736             13.846              9.081              5.719         38.706         90.128              ?              ?              ?
      1955        96     06/04/1955       1006.700              83.224            481.204              3.982              2.328              1.929              1.916              1.291              1.315              1.293              1.279              1.269              1.258          0.000          0.036        108.496          0.480          1.758         40.342         53.848       1310.542         429.843              0.190              0.267              0.280              0.289              0.295              0.298              0.300              0.300              0.300              0.300        490.210        103.209          0.000          0.000                 0.396                 0.393                 0.303             35       1257.830       3996.386          0.304          6.365       1700.000         60.100              6.702              6.070              7.530             17.962             16.903             13.918             11.565             10.106              9.225              8.516         38.305        102.537              ?              ?              ?
      1956       102     11/04/1956       1005.400              70.776            435.601              4.739              2.322              1.921              1.920              1.300              1.325              1.301              1.282              1.272              1.261          0.000          0.025        114.990          0.478          1.089         26.032         58.300       1306.791         468.445              0.195              0.271              0.282              0.291              0.296              0.299              0.300              0.300              0.300              0.300        492.061        104.519          0.000          0.000                 0.380                 0.377                 0.309             44       1461.260       4250.055          0.347          6.469       1700.000         64.900              2.557              1.852              2.411              9.459             14.837             18.552             19.512             18.151             15.421             12.238         37.874        131.101              ?              ?              ?
      1957        97     07/04/1957       1059.200              62.842            489.957              4.547              2.380              1.920              1.916              1.271              1.298              1.274              1.254              1.244              1.234          0.000          0.024        123.552          0.504          1.033         25.249         63.738       1303.803         483.432              0.187              0.263              0.277              0.288              0.294              0.298              0.300              0.300              0.300              0.300        488.867        102.128          0.000          0.000                 0.399                 0.396                 0.335             38       1245.712       3560.355          0.288          5.537       1700.000         52.731              3.552              3.343              4.561             15.153             19.480             20.409             18.700             15.792             12.694              9.868         37.413        119.624              ?              ?              ?
      1958       102     12/04/1958        811.400              68.359            347.699              5.247              2.471              1.975              1.950              1.286              1.306              1.280              1.262              1.252              1.242          0.000          0.016        133.273          0.663          0.573         14.882         62.399       1300.329         387.376              0.235              0.265              0.273              0.282              0.290              0.296              0.300              0.300              0.300              0.300        490.952        102.952          0.000          0.000                 0.362                 0.359                 0.298             43       1315.760       3965.085          0.305          6.331       1700.000         60.119              6.053              4.402              5.694             17.978             22.218             22.142             19.408             15.421             11.581              8.376         37.189        107.337              ?              ?              ?
      1959       118     28/04/1959        797.300              36.072            335.978              4.833              2.605              2.043              1.983              1.295              1.303              1.281              1.265              1.255              1.244          0.000          0.021        134.573          0.585          0.831         20.871         68.152       1298.174         425.193              0.144              0.229              0.250              0.264              0.274              0.281              0.288              0.296              0.300              0.300        462.829         80.409          0.000          0.000                 0.365                 0.362                 0.248             57        920.717       3740.501          0.232          6.307       1700.000         59.334             19.626             13.236             14.375             24.172             17.720             12.873             10.676              8.972              7.306              5.618         37.219         76.065              ?              ?              ?
      1960        99     08/04/1960        663.400              31.644            286.541              4.326              2.413              1.940              1.923              1.247              1.273              1.244              1.230              1.222              1.212          0.000          0.034        139.321          0.519          1.807         41.160         74.691       1296.807         329.370              0.186              0.267              0.280              0.291              0.297              0.300              0.300              0.300              0.300              0.300        491.037        104.402          0.058          0.058                 0.410                 0.408                 0.240             39       1141.982       3818.055          0.272          6.318       1700.000         58.915              6.281              5.529              7.558             23.460             27.084             24.100             18.432             12.876              8.524              5.477         36.949         89.588              ?              ?              ?
      1961        86     27/03/1961        990.100              44.572            443.470              5.309              2.325              1.891              1.903              1.219              1.245              1.221              1.204              1.196              1.188          0.000          0.019        123.568          0.827          0.826         19.628         68.151       1293.855         456.471              0.245              0.287              0.294              0.299              0.300              0.300              0.300              0.300              0.300              0.300        502.512        114.512          0.000          0.000                 0.377                 0.374                 0.274             30       1591.601       4397.443          0.382          7.012       1700.000         68.258              5.056              3.940              4.939             15.244             18.982             19.838             18.313             15.528             12.358              9.369         36.711        138.266              ?              ?              ?
