APSIM output file, version = 5.4
Title = p20N0
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              35.207            289.015         17.675          3.168          2.198          2.034          1.172          1.146          1.137          1.130          1.123          1.115          0.000          0.035          1.287          0.491          0.138          9.485         34.838       1320.633         376.164          0.276          0.296          0.302          0.302          0.302          0.302          0.301          0.301          0.301          0.301        509.138        121.138          0.066          0.066                 0.472                 0.262                 1.000             43       1103.055       4363.541          0.657          2.652       1700.000         74.623          0.610          0.339          0.141          0.059          0.019          0.003          0.004          0.007          0.014          0.091         42.093          4.556              ?              ?              ?
           1977            113     23/04/1977       1122.500             119.593            559.486         18.253          3.210          2.253          2.122          1.208          1.126          1.137          1.144          1.134          1.125          0.000          0.429          1.327          0.361          2.386        189.911         44.082       1314.732         453.747          0.190          0.264          0.276          0.286          0.292          0.296          0.299          0.300          0.300          0.300        487.482        100.497          0.469          0.469                 0.362                 0.191                 0.984             51        721.510       3245.331          0.447          1.922       1700.000         49.369          0.726          0.292          0.126          0.067          0.038          0.016          0.015          0.010          0.013          0.023         45.554          4.591              ?              ?              ?
           1978             97     07/04/1978       1159.600              69.207            637.429         17.834          3.218          2.233          2.135          1.221          1.168          1.141          1.124          1.117          1.109          0.000          0.323          1.429          0.469          1.807        149.060         46.435       1307.631         424.012          0.226          0.287          0.294          0.299          0.300          0.300          0.300          0.301          0.301          0.301        501.242        113.242          0.252          0.252                 0.372                 0.204                 1.000             40        992.662       3724.190          0.569          2.301       1700.000         61.984          0.798          0.307          0.136          0.081          0.035          0.014          0.011          0.011          0.015          0.022         49.033          4.979              ?              ?              ?
           1979            108     18/04/1979        678.800              19.530            233.881         19.042          3.002          2.156          2.069          1.213          1.163          1.144          1.129          1.122          1.113          0.000          0.639          1.455          0.378          3.562        291.779         53.342       1304.281         395.737          0.219          0.267          0.278          0.286          0.292          0.296          0.299          0.300          0.300          0.300        491.052        103.052          1.925          1.925                 0.354                 0.183                 0.995             49        373.388       3422.299          0.403          1.799       1700.000         55.757          0.796          0.264          0.109          0.063          0.032          0.014          0.010          0.008          0.019          0.140         52.239          3.766              ?              ?              ?
           1980             82     22/03/1980        661.100              25.525            300.580         19.766          3.109          2.184          2.092          1.193          1.144          1.123          1.109          1.102          1.095          0.000          0.781          1.553          0.383          4.502        359.833         59.446       1300.987         342.637          0.193          0.269          0.280          0.289          0.293          0.296          0.299          0.300          0.300          0.300        489.614        102.335          1.744          1.744                 0.381                 0.193                 0.998             27        358.987       2960.781          0.343          1.680       1700.000         43.740          0.779          0.293          0.134          0.080          0.039          0.017          0.010          0.008          0.020          0.172         55.244          4.867              ?              ?              ?
           1981             87     28/03/1981       1027.800              80.763            508.964         19.284          3.089          2.161          2.081          1.183          1.142          1.115          1.107          1.100          1.094          0.000          0.610          1.545          0.419          3.660        285.630         62.478       1297.272         428.174          0.199          0.273          0.283          0.291          0.295          0.297          0.299          0.300          0.300          0.300        491.832        103.956          0.340          0.340                 0.358                 0.203                 0.995             29        599.464       3531.326          0.449          2.154       1700.000         54.728          0.994          0.267          0.119          0.071          0.034          0.013          0.008          0.009          0.012          0.019         58.443          3.041              ?              ?              ?
           1982             92     02/04/1982        781.000              52.815            328.155         19.378          2.919          2.117          2.040          1.185          1.148          1.124          1.112          1.105          1.098          0.000          0.588          1.749          0.399          3.624        278.026         65.760       1293.981         358.453          0.178          0.254          0.269          0.280          0.287          0.292          0.297          0.300          0.300          0.300        481.074         95.308          1.796          1.796                 0.349                 0.188                 1.000             35        716.233       3652.201          0.446          2.074       1700.000         61.208          1.044          0.332          0.138          0.071          0.036          0.012          0.008          0.008          0.015          0.084         61.486          3.467              ?              ?              ?
           1983             98     08/04/1983        492.900               7.697            114.415         18.681          2.957          2.139          2.071          1.209          1.153          1.134          1.121          1.114          1.106          0.000          0.520          2.174          0.441          3.315        267.304         68.913       1291.166         336.545          0.168          0.249          0.265          0.276          0.284          0.290          0.296          0.299          0.300          0.300        477.131         92.355          6.775          6.775                 0.326                 0.197                 0.977             45       1443.552       3767.496          0.498          2.331       1700.000         60.168          1.287          0.346          0.137          0.076          0.040          0.014          0.007          0.008          0.032          0.227         64.798          2.942              ?              ?              ?
           1984            112     21/04/1984        627.200              16.011            214.553         18.024          2.870          2.098          2.035          1.203          1.158          1.124          1.125          1.116          1.108          0.000          0.314          1.767          0.459          2.472        205.207         64.564       1287.638         358.446          0.184          0.262          0.275          0.285          0.290          0.294          0.298          0.300          0.300          0.300        485.676         99.254          2.114          2.114                 0.356                 0.211                 0.977             53       1255.495       4286.951          0.618          2.691       1700.000         69.115          1.181          0.257          0.105          0.059          0.030          0.014          0.015          0.009          0.013          0.084         67.997          4.279              ?              ?              ?
           1985             95     05/04/1985       1049.100              45.346            565.108         18.647          3.042          2.129          2.081          1.174          1.129          1.125          1.105          1.100          1.093          0.000          0.515          1.626          0.422          3.615        304.991         62.307       1283.808         422.809          0.200          0.273          0.284          0.292          0.296          0.298          0.300          0.300          0.300          0.300        492.873        104.873          0.725          0.725                 0.375                 0.195                 0.996             38        925.250       3565.827          0.531          2.134       1700.000         58.849          1.082          0.240          0.103          0.075          0.044          0.022          0.014          0.011          0.013          0.023         70.737          4.200              ?              ?              ?
