APSIM output file, version = 5.3
Title = p20N13
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              73.772            510.199         18.292          3.119          2.154          2.000          1.151          1.139          1.130          1.125          1.119          1.111          0.000          0.049          1.871          0.403          0.198         13.346         37.708       1322.727         409.586          0.151          0.236          0.255          0.267          0.276          0.283          0.292          0.298          0.300          0.300        467.380         84.322          0.121          0.121                 0.477                 0.287                 0.986             43       1545.452       4828.086          0.548          2.868       1700.000         80.745          1.029          0.465          0.175          0.063          0.022          0.003          0.004          0.008          0.016          0.087         41.886         10.621              ?              ?              ?
           1953            108     18/04/1953        918.900              39.684            405.153         15.989          2.947          2.143          2.043          1.155          1.098          1.106          1.130          1.123          1.114          0.000          0.200          1.394          0.431          2.442        211.966         47.056       1318.172         432.987          0.220          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.825        111.825          0.945          0.945                 0.363                 0.200                 1.000             49       1167.242       4099.375          0.648          2.473       1700.000         68.707          0.651          0.310          0.164          0.115          0.054          0.023          0.019          0.013          0.014          0.031         44.922          3.835              ?              ?              ?
           1954             97     07/04/1954        668.500              36.051            288.730         16.377          2.921          2.116          2.041          1.198          1.158          1.148          1.123          1.115          1.107          0.000          0.469          1.533          0.390          3.056        259.039         54.703       1313.861         340.719          0.203          0.262          0.273          0.283          0.290          0.294          0.298          0.300          0.300          0.300        486.832         98.832          1.008          1.008                 0.384                 0.214                 0.998             36       1295.382       4696.575          0.691          2.796       1700.000         78.671          0.960          0.272          0.110          0.064          0.035          0.015          0.014          0.008          0.012          0.042         47.544          2.459              ?              ?              ?
           1955             92     02/04/1955       1006.700              80.405            504.665         17.400          3.020          2.161          2.081          1.197          1.138          1.128          1.112          1.105          1.098          0.000          0.578          1.507          0.437          3.560        307.997         60.167       1309.643         408.366          0.198          0.270          0.281          0.290          0.295          0.298          0.300          0.300          0.300          0.300        491.532        103.695          0.843          0.843                 0.386                 0.215                 1.000             32       1098.050       4164.961          0.617          2.566       1700.000         67.945          0.889          0.255          0.118          0.072          0.039          0.020          0.018          0.010          0.013          0.073         50.294          8.315              ?              ?              ?
           1956             97     06/04/1956       1000.800              75.986            448.268         16.419          2.866          2.097          2.048          1.204          1.171          1.146          1.117          1.109          1.102          0.000          0.531          1.521          0.438          3.162        270.260         63.220       1305.428         435.431          0.204          0.274          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        493.720        105.720          0.493          0.493                 0.368                 0.217                 1.000             39       1492.948       5074.747          0.777          3.237       1700.000         85.516          0.972          0.231          0.110          0.079          0.044          0.022          0.017          0.012          0.013          0.022         53.220          4.533              ?              ?              ?
           1957             95     05/04/1957       1059.500              63.362            504.670         17.856          2.813          2.054          2.013          1.176          1.143          1.119          1.110          1.102          1.095          0.000          0.666          1.541          0.448          4.051        338.631         66.188       1301.483         465.033          0.179          0.258          0.272          0.282          0.289          0.294          0.298          0.300          0.300          0.300        483.285         97.363          1.249          1.249                 0.390                 0.241                 0.974             36       1355.312       4379.181          0.611          2.773       1700.000         70.278          0.900          0.294          0.124          0.078          0.047          0.024          0.020          0.012          0.013          0.030         55.930          7.672              ?              ?              ?
           1958            101     11/04/1958        815.700              71.485            359.225         17.237          2.914          2.115          2.060          1.212          1.186          1.152          1.122          1.113          1.105          0.000          0.424          2.161          0.579          2.858        242.930         68.045       1297.837         367.041          0.237          0.254          0.259          0.268          0.276          0.283          0.292          0.298          0.300          0.300        478.354         90.354          1.341          1.341                 0.358                 0.217                 0.991             43       1667.009       5219.719          0.663          3.262       1700.000         85.935          1.406          0.370          0.140          0.082          0.042          0.022          0.018          0.009          0.015          0.057         59.035          6.822              ?              ?              ?
           1959            117     27/04/1959        797.300              34.518            321.697         18.188          2.957          2.150          2.066          1.211          1.175          1.151          1.127          1.118          1.110          0.000          0.400          2.346          0.423          3.560        298.921         72.455       1295.241         415.885          0.150          0.227          0.245          0.256          0.266          0.274          0.286          0.295          0.299          0.300        457.370         74.405          1.557          1.557                 0.362                 0.221                 0.973             57       1701.984       4998.389          0.518          3.014       1700.000         82.154          1.446          0.321          0.161          0.089          0.047          0.024          0.024          0.012          0.019          0.204         61.936         10.672              ?              ?              ?
           1960            102     11/04/1960        663.400              29.913            286.179         17.805          2.801          2.081          2.026          1.180          1.156          1.148          1.119          1.109          1.100          0.000          0.435          1.877          0.453          4.590        396.082         76.559       1293.490         326.802          0.176          0.255          0.270          0.280          0.288          0.292          0.297          0.300          0.300          0.300        481.608         96.044          3.974          3.974                 0.414                 0.256                 0.966             42       1589.214       4573.321          0.543          2.812       1700.000         72.633          1.126          0.333          0.137          0.083          0.047          0.028          0.025          0.013          0.017          0.069         64.475          4.193              ?              ?              ?
           1961             85     26/03/1961        989.300              45.359            449.421         16.195          2.803          2.066          2.055          1.191          1.163          1.124          1.103          1.095          1.089          0.000          0.293          1.874          0.726          2.988        255.098         71.917       1289.948         422.744          0.267          0.291          0.296          0.299          0.300          0.300          0.300          0.300          0.300          0.301        505.462        117.462          0.528          0.528                 0.378                 0.231                 1.000             29       1499.692       5425.633          0.846          3.627       1700.000         90.378          1.158          0.303          0.153          0.112          0.056          0.026          0.013          0.010          0.012          0.033         67.027          4.582              ?              ?              ?
