Summary_file = p10N13c_h.sum
Title = p10N13
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            103     12/04/1952       1000.300              74.876            506.539          8.724          2.632          2.038          1.952          1.349          1.366          1.350          1.337          1.325          1.311          0.000          0.049          1.879          0.392          0.205         13.756         37.729       1322.739         413.250          0.146          0.230          0.250          0.262          0.271          0.279          0.289          0.296          0.300          0.300        461.875         79.315          0.123          0.123                 0.479                 0.306                 0.449             44        933.140       5036.654          0.484          2.888       1700.000         79.082          1.027          0.459          0.185          0.066          0.023          0.003          0.004          0.008          0.016          0.088         42.635         10.795              ?              ?              ?
           1953            108     18/04/1953        918.900              42.233            397.945          7.680          2.563          2.047          2.001          1.353          1.329          1.326          1.334          1.322          1.309          0.000          0.329          1.343          0.416          3.486        293.263         50.338       1318.593         432.795          0.219          0.283          0.292          0.297          0.299          0.300          0.300          0.300          0.300          0.301        498.818        110.818          1.149          1.149                 0.364                 0.210                 0.982             49        181.740       4308.616          0.452          2.291       1700.000         64.078          0.608          0.307          0.163          0.113          0.052          0.022          0.019          0.012          0.014          0.034         45.872          3.619              ?              ?              ?
           1954             97     07/04/1954        668.500              35.756            288.252          7.989          2.537          2.015          1.986          1.358          1.354          1.337          1.308          1.295          1.282          0.000          0.699          1.500          0.399          5.004        377.168         64.208       1315.287         344.092          0.197          0.256          0.268          0.277          0.284          0.290          0.296          0.299          0.300          0.300        481.184         93.443          0.663          0.663                 0.384                 0.228                 0.970             36        338.180       4814.453          0.492          2.544       1700.000         71.093          0.909          0.285          0.115          0.065          0.035          0.015          0.014          0.008          0.012          0.043         48.574          2.379              ?              ?              ?
           1955             92     02/04/1955       1006.700              80.414            501.197          8.883          2.666          2.072          2.033          1.339          1.311          1.295          1.274          1.263          1.252          0.000          0.787          1.566          0.467          5.422        410.561         74.787       1312.725         410.699          0.194          0.265          0.277          0.285          0.291          0.294          0.298          0.300          0.300          0.300        487.234         99.820          0.521          0.521                 0.386                 0.225                 1.000             32         81.211       4513.051          0.446          2.409       1700.000         62.718          0.945          0.265          0.121          0.071          0.037          0.017          0.015          0.009          0.013          0.072         51.272          7.335              ?              ?              ?
           1956             98     07/04/1956       1002.100              75.858            438.476          8.464          2.418          1.960          1.954          1.319          1.328          1.303          1.277          1.266          1.255          0.000          0.684          1.786          0.471          4.626        335.047         81.663       1310.526         443.571          0.214          0.271          0.282          0.290          0.294          0.297          0.299          0.300          0.300          0.300        492.564        104.564          0.229          0.229                 0.369                 0.240                 0.969             41        826.555       5135.207          0.614          3.310       1700.000         78.991          1.228          0.243          0.114          0.078          0.041          0.019          0.016          0.011          0.013          0.022         54.289          4.180              ?              ?              ?
           1957             96     06/04/1957       1058.200              63.315            494.818          9.279          2.471          1.957          1.948          1.288          1.290          1.268          1.252          1.241          1.232          0.000          0.675          1.810          0.512          4.898        348.803         84.121       1308.381         471.321          0.196          0.251          0.265          0.275          0.283          0.288          0.295          0.299          0.300          0.300        479.282         91.722          0.685          0.685                 0.393                 0.275                 0.946             37        852.638       4708.950          0.510          3.021       1700.000         64.859          1.142          0.316          0.132          0.080          0.046          0.023          0.017          0.010          0.012          0.032         57.037          7.799              ?              ?              ?
           1958            101     11/04/1958        815.700              70.687            355.542          9.170          2.569          2.018          1.991          1.315          1.325          1.290          1.261          1.250          1.239          0.000          0.470          2.523          0.604          3.703        270.102         86.163       1306.777         375.418          0.227          0.246          0.254          0.263          0.272          0.280          0.290          0.297          0.300          0.300        472.954         84.954          1.041          1.041                 0.359                 0.246                 0.968             43       1358.877       5287.962          0.510          3.510       1700.000         78.228          1.757          0.375          0.149          0.083          0.041          0.020          0.015          0.008          0.015          0.060         60.060          7.041              ?              ?              ?
           1959            117     27/04/1959        797.300              34.898            315.522          9.825          2.672          2.071          2.017          1.321          1.316          1.288          1.263          1.254          1.242          0.000          0.391          2.684          0.472          3.973        301.491         88.580       1305.540         418.884          0.147          0.224          0.241          0.252          0.261          0.271          0.284          0.294          0.299          0.300        453.284         70.537          1.508          1.508                 0.362                 0.241                 0.891             56       1397.341       5141.186          0.384          3.255       1700.000         77.203          1.745          0.322          0.162          0.090          0.043          0.020          0.018          0.013          0.024          0.247         62.931         11.564              ?              ?              ?
           1960            106     15/04/1960        663.400              29.706            280.459          9.447          2.541          2.005          1.977          1.277          1.279          1.265          1.244          1.232          1.221          0.000          0.434          2.170          0.585          5.192        419.627         91.419       1304.711         332.313          0.290          0.299          0.295          0.278          0.284          0.290          0.296          0.299          0.300          0.300        497.962        109.962          4.080          4.080                 0.401                 0.284                 0.505             45       1256.280       4735.517          0.427          2.984       1700.000         70.211          1.150          0.553          0.184          0.077          0.041          0.024          0.018          0.013          0.017          0.093         65.319          5.050              ?              ?              ?
           1961             85     26/03/1961        989.300              46.338            438.881          8.684          2.399          1.933          1.945          1.247          1.259          1.225          1.207          1.197          1.188          0.000          0.294          2.100          0.809          3.346        270.810         83.537       1302.409         423.000          0.266          0.290          0.295          0.298          0.299          0.300          0.300          0.300          0.300          0.301        504.627        116.627          0.666          0.666                 0.383                 0.255                 0.768             29       1083.172       5821.384          0.711          3.935       1700.000         89.564          1.348          0.327          0.163          0.112          0.053          0.022          0.013          0.011          0.013          0.038         67.413          4.809              ?              ?              ?
           1962             98     08/04/1962        873.400              44.937            346.202          9.180          2.525          1.981          1.990          1.270          1.259          1.220          1.206          1.198          1.188          0.000          0.457          2.240          0.699          4.064        297.473         86.519       1300.580         443.734          0.254          0.281          0.289          0.296          0.298          0.300          0.300          0.300          0.300          0.300        501.126        113.126          0.698          0.698                 0.370                 0.253                 0.975             40        792.882       5197.434          0.544          3.168       1700.000         76.943          1.351          0.293          0.146          0.092          0.043          0.024          0.020          0.010          0.028          0.234         69.502          5.503              ?              ?              ?
           1963             99     09/04/1963       1055.900             137.891            524.901          9.606          2.519          1.963          1.978          1.233          1.237          1.210          1.185          1.179          1.172          0.000          0.553          2.219          0.591          4.904        365.157         89.129       1299.396         395.936          0.283          0.284          0.280          0.279          0.278          0.283          0.291          0.298          0.300          0.300        490.544        102.544          0.633          0.633                 0.393                 0.249                 0.962             38        435.084       4970.678          0.531          3.009       1700.000         72.681          1.533          0.349          0.122          0.086          0.046          0.016          0.013          0.007          0.012          0.035         71.215          7.622              ?              ?              ?
           1964            103     12/04/1964        665.400              37.343            251.228          9.753          2.667          2.047          2.034          1.262          1.232          1.208          1.192          1.183          1.174          0.000          1.076          1.942          0.387          8.560        603.224        102.351       1299.783         339.306          0.132          0.219          0.240          0.252          0.262          0.271          0.284          0.294          0.299          0.300        451.336         70.091          3.861          3.861                 0.358                 0.228                 0.953             49        918.226       4127.121          0.335          2.367       1700.000         69.387          1.157          0.317          0.161          0.106          0.052          0.023          0.021          0.011          0.015          0.079         73.089          2.518              ?              ?              ?
           1965            106     16/04/1965        903.200              90.544            476.539          9.984          2.567          2.016          1.999          1.233          1.219          1.203          1.180          1.173          1.165          0.000          0.735          2.684          0.399          7.031        541.810        101.858       1299.515         347.883          0.143          0.224          0.240          0.249          0.257          0.266          0.280          0.291          0.298          0.300        449.003         66.726          2.953          2.953                 0.388                 0.231                 0.774             46        458.458       4332.633          0.414          2.242       1700.000         67.636          1.627          0.314          0.143          0.087          0.051          0.025          0.022          0.009          0.026          0.381         74.844         11.457              ?              ?              ?
           1966            106     16/04/1966        830.000              38.088            396.471          9.562          2.470          1.960          1.957          1.210          1.224          1.202          1.175          1.169          1.161          0.000          0.827          1.919          0.618          7.115        557.542        102.191       1299.386         353.315          0.220          0.284          0.292          0.297          0.299          0.300          0.300          0.300          0.301          0.301        499.150        111.150          1.901          1.901                 0.384                 0.296                 0.961             45        878.443       4776.345          0.540          3.113       1700.000         66.630          1.213          0.270          0.152          0.129          0.056          0.027          0.019          0.011          0.011          0.031         76.607          5.784              ?              ?              ?
           1967            129     09/05/1967        841.400              48.434            396.131         10.737          2.693          2.039          2.016          1.246          1.240          1.211          1.185          1.179          1.172          0.000          0.562          2.663          0.526          4.929        372.440        101.044       1299.207         409.462          0.145          0.225          0.243          0.253          0.259          0.266          0.279          0.291          0.298          0.300        450.622         68.127          2.301          2.301                 0.359                 0.247                 0.936             70       1469.285       5584.104          0.404          3.498       1700.000         88.212          1.838          0.271          0.120          0.071          0.037          0.015          0.012          0.007          0.024          0.269         78.887         13.850              ?              ?              ?
           1968            110     19/04/1968        654.600              40.793            246.659          9.622          2.658          2.033          2.017          1.203          1.175          1.168          1.159          1.158          1.150          0.000          0.663          2.493          0.533          7.468        599.826        105.622       1299.444         344.373          0.292          0.296          0.282          0.251          0.259          0.268          0.281          0.293          0.299          0.300        477.033         89.033          6.651          6.651                 0.392                 0.244                 0.497             51        996.967       4410.517          0.401          2.546       1700.000         71.614          1.217          0.634          0.220          0.109          0.053          0.028          0.020          0.012          0.023          0.178         80.512          4.525              ?              ?              ?
           1969             87     28/03/1969        653.700              19.213            240.374          9.326          2.454          1.939          1.946          1.175          1.187          1.158          1.138          1.131          1.125          0.000          0.536          2.355          0.625          6.215        510.900         99.962       1298.979         348.575          0.287          0.290          0.289          0.294          0.297          0.299          0.300          0.300          0.300          0.300        504.547        116.547          1.278          1.278                 0.388                 0.247                 0.902             31       1389.580       5230.848          0.638          3.497       1700.000         81.129          1.625          0.305          0.111          0.066          0.034          0.020          0.013          0.008          0.019          0.154         81.570          5.081              ?              ?              ?
