Summary_file = P40N200c_h.sum
Title = P40N200
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              74.830            472.628             23.467              2.828              2.112              2.019              1.345              1.333              1.321              1.314              1.306              1.295          0.000          0.054          8.999          0.359          0.321         15.469         37.714       1322.718         399.260              0.100              0.200              0.207              0.210              0.214              0.223              0.256              0.279              0.293              0.298        405.442         27.437          0.106          0.106                 0.477                 0.477                 0.408             43       5248.639      12553.529          1.088         16.550       1700.000        153.061              1.580              0.503              0.301              0.244              0.143              0.070              0.256              0.524              1.347              4.030         50.885         98.111              ?              ?              ?
      1953       108     18/04/1953        918.900              46.474            292.655             17.423              2.601              2.045              1.949              1.296              1.281              1.319              1.366              1.334              1.311          0.000          0.116         12.514          0.857          4.067        133.942         79.192       1322.265         397.949              0.234              0.285              0.292              0.298              0.299              0.300              0.300              0.300              0.300              0.301        500.699        112.699          0.015          0.015                 0.363                 0.360                 0.340             49       6146.212      13756.005          1.365         18.314       1700.000        166.459              2.802              1.621              1.304              1.759              1.287              0.842              0.733              0.667              0.686              0.814         64.584         31.447              ?              ?              ?
      1954        97     07/04/1954        668.500              47.838            181.910             19.837              2.720              2.130              2.121              1.470              1.453              1.418              1.357              1.312              1.282          0.000          0.127         30.410          0.881          4.721        151.954        109.263       1324.068         329.800              0.166              0.233              0.244              0.250              0.255              0.261              0.271              0.284              0.295              0.299        447.401         62.832          0.024          0.024                 0.384                 0.381                 0.498             36       6028.906      14900.143          1.361         19.027       1700.000        173.101              5.483              2.470              2.281              4.875              4.660              3.331              2.654              1.890              1.472              1.294         75.496         33.975              ?              ?              ?
      1955        92     02/04/1955       1006.700              85.157            419.252             19.517              2.674              2.123              2.111              1.427              1.418              1.384              1.337              1.289              1.256          0.000          0.132          7.168          1.135          4.549        162.097        131.440       1327.970         369.439              0.184              0.247              0.256              0.262              0.263              0.257              0.266              0.284              0.295              0.299        453.723         67.367          0.022          0.022                 0.386                 0.383                 0.506             32       6181.973      16072.636          1.652         19.639       1700.000        175.601              2.403              0.385              0.191              0.137              0.087              0.068              0.140              0.224              0.669              2.865         86.353         75.602              ?              ?              ?
      1956        97     06/04/1956       1000.800              96.905            315.030             19.164              2.629              2.077              2.096              1.431              1.434              1.398              1.346              1.295              1.258          0.000          0.133         39.939          1.075          4.213        171.132        144.697       1333.227         413.108              0.201              0.258              0.267              0.274              0.279              0.285              0.294              0.298              0.300              0.300        478.613         90.613          0.044          0.044                 0.368                 0.365                 0.756             39       6064.652      14757.271          1.763         18.468       1700.000        165.820              4.341              1.725              1.919              4.835              5.621              5.595              5.255              4.371              3.480              2.799         97.301         58.212              ?              ?              ?
      1957        94     04/04/1957       1059.500              75.653            405.309             23.545              2.677              2.070              2.079              1.391              1.403              1.365              1.322              1.267              1.230          0.000          0.136         50.158          1.095          4.340        183.203        151.546       1338.503         446.216              0.154              0.223              0.233              0.238              0.246              0.257              0.279              0.293              0.298              0.300        443.307         59.878          0.144          0.144                 0.388                 0.386                 0.950             36       5505.007      13075.264          1.431         16.696       1700.000        135.814              4.305              2.146              2.416              6.362              7.198              6.730              6.483              5.615              4.773              4.130        107.209         77.878              ?              ?              ?
      1958       101     11/04/1958        815.700              80.876            307.956             24.847              2.851              2.164              2.151              1.403              1.391              1.361              1.315              1.274              1.247          0.000          0.121         42.952          0.898          3.701        156.713        152.690       1343.645         349.413              0.216              0.206              0.207              0.209              0.214              0.224              0.259              0.282              0.294              0.299        419.132         31.132          0.138          0.138                 0.358                 0.355                 0.746             43       5638.984      13796.627          1.223         18.434       1700.000        166.531              6.978              1.820              1.872              4.797              5.163              4.663              4.983              4.622              4.204              3.849        119.285         71.777              ?              ?              ?
      1959       117     27/04/1959        797.300              34.302            296.690             27.782              2.957              2.211              2.184              1.433              1.413              1.386              1.333              1.274              1.241          0.000          0.158         65.641          1.055          5.692        201.791        179.358       1350.098         405.494              0.100              0.200              0.206              0.208              0.212              0.222              0.254              0.278              0.292              0.298        403.464         25.460          0.070          0.070                 0.362                 0.360                 0.338             57       3662.251      10743.079          0.841         16.188       1700.000        149.603             16.426              6.118              5.886              9.086              6.070              4.077              4.450              4.471              4.524              4.533        130.473         66.798              ?              ?              ?
      1960       106     15/04/1960        663.400              30.920            241.477             29.121              2.812              2.154              2.158              1.427              1.425              1.378              1.311              1.269              1.226          0.000          0.145        101.642          1.536          6.142        183.277        190.535       1356.591         314.848              0.289              0.287              0.250              0.248              0.237              0.244              0.267              0.284              0.295              0.299        457.269         69.269          0.076          0.076                 0.401                 0.418                 0.335             46       4499.960      10570.651          0.974         15.064       1700.000        137.473              8.620              7.311              6.602             17.312             16.982             13.731             11.680              8.766              6.279              4.358        141.182         85.021              ?              ?              ?
      1961        85     26/03/1961        989.300              51.753            289.043             24.769              2.744              2.108              2.131              1.378              1.353              1.299              1.258              1.235              1.202          0.000          0.068         74.887          1.732          2.463         74.688        157.478       1364.327         397.473              0.271              0.287              0.290              0.291              0.291              0.294              0.298              0.300              0.300              0.300        499.422        111.422          0.000          0.000                 0.383                 0.380                 0.397             29       5751.233      15726.912          2.083         19.526       1700.000        181.791              7.821              5.097              5.102             10.967             11.359              9.935              8.243              6.644              5.383              4.336        151.788         96.517              ?              ?              ?
      1962        98     08/04/1962        873.400              43.869            331.349             25.873              2.841              2.139              2.179              1.374              1.343              1.306              1.266              1.229              1.189          0.000          0.109         57.149          1.528          3.395        130.876        164.898       1372.084         407.896              0.265              0.271              0.270              0.232              0.206              0.209              0.244              0.271              0.289              0.297        430.359         42.359          0.100          0.100                 0.363                 0.381                 0.962             40       5539.209      13330.880          1.352         17.456       1700.000        158.584             10.101              7.000              7.922             12.371              7.143              3.848              3.008              2.268              1.878              1.610        160.766         46.156              ?              ?              ?
      1963        95     05/04/1963       1051.300             174.870            432.075             27.258              2.814              2.135              2.172              1.353              1.327              1.291              1.247              1.201              1.172          0.000          0.108         51.295          1.324          3.737        129.665        173.175       1378.940         367.456              0.205              0.256              0.233              0.220              0.227              0.238              0.268              0.287              0.296              0.299        436.470         48.470          0.020          0.020                 0.387                 0.384                 0.603             33       5610.909      13925.390          1.469         17.670       1700.000        144.529              8.892              3.331              1.740              3.776              4.578              4.661              5.738              6.019              6.186              6.373        167.834        110.949              ?              ?              ?
      1964       102     11/04/1964        670.000              44.484            186.060             29.690              2.933              2.178              2.190              1.365              1.336              1.308              1.264              1.200              1.168          0.000          0.225         70.618          1.360          7.523        293.146        208.022       1385.334         322.472              0.100              0.200              0.203              0.204              0.208              0.217              0.253              0.278              0.292              0.298        400.208         22.207          0.960          0.960                 0.347                 0.349                 0.681             47       3173.453       9604.821          0.736         14.549       1700.000        139.539             10.910              5.964              7.069             14.218             11.368              7.610              5.655              3.750              2.416              1.657        175.938         42.759              ?              ?              ?
      1965       106     16/04/1965        903.200              90.408            467.587             29.414              2.840              2.095              2.095              1.296              1.305              1.281              1.221              1.176              1.157          0.000          0.173         55.673          1.392          7.372        217.024        203.623       1390.861         330.834              0.100              0.200              0.200              0.200              0.200              0.202              0.235              0.262              0.284              0.295        385.566          7.566          0.044          0.044                 0.294                 0.395                 0.393             46       3029.062       9748.649          0.926         14.853       1700.000        169.656             17.625              4.233              2.718              4.725              3.246              2.128              2.855              3.655              5.572              8.916        183.999        105.497              ?              ?              ?
