Summary_file = p50N75c_h.sum
Title = p50N75
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1965       106     16/04/1965        903.200              89.684            470.260             37.336              2.954              2.153              2.105              1.252              1.237              1.238              1.226              1.178              1.159          0.000          0.342          5.395          0.853          6.486        378.573        151.594       1334.454         332.802              0.100              0.200              0.200              0.200              0.201              0.204              0.239              0.267              0.287              0.296        389.060         11.060          0.383          0.383                 0.365                 0.296                 0.378             46       3681.818       9165.918          0.888          6.529       1700.000        143.479              2.728              0.376              0.164              0.153              0.105              0.065              0.081              0.060              0.146              1.517        233.128         42.270              ?              ?              ?
      1966       105     15/04/1966        830.000              54.194            328.293             31.874              2.794              2.069              2.031              1.260              1.252              1.237              1.201              1.186              1.167          0.000          0.297          3.394          1.401          5.188        337.312        148.880       1337.437         318.669              0.238              0.285              0.292              0.297              0.299              0.300              0.300              0.300              0.301              0.301        501.079        113.079          1.252          1.252                 0.382                 0.347                 0.573             44       4818.256      10453.531          1.683          8.859       1700.000        135.493              1.990              0.407              0.265              0.265              0.139              0.079              0.071              0.056              0.047              0.075        242.830         10.936              ?              ?              ?
      1967       127     07/05/1967        841.400              49.703            380.920             37.199              3.069              2.235              2.265              1.409              1.370              1.327              1.251              1.196              1.171          0.000          0.203          4.821          0.907          3.485        223.746        138.272       1340.446         403.916              0.101              0.200              0.203              0.203              0.204              0.211              0.247              0.274              0.290              0.298        395.839         17.758          1.806          1.806                 0.354                 0.307                 0.958             68       5025.092      11257.931          1.048          9.808       1700.000        158.974              2.555              0.334              0.162              0.151              0.102              0.067              0.081              0.070              0.166              1.133        253.581         45.283              ?              ?              ?
      1968       108     17/04/1968        654.300              42.668            219.925             35.773              3.036              2.202              2.157              1.231              1.212              1.215              1.197              1.179              1.150          0.000          0.340          4.030          0.837          6.764        405.872        153.946       1343.321         322.265              0.100              0.200              0.201              0.201              0.203              0.208              0.246              0.273              0.290              0.297        393.923         15.923          2.591          2.591                 0.382                 0.304                 0.386             50       4434.707      10403.516          1.027          7.625       1700.000        153.613              2.530              0.359              0.161              0.173              0.121              0.082              0.083              0.061              0.089              0.371        262.416         15.886              ?              ?              ?
      1969        87     28/03/1969        654.000              20.766            194.433             30.824              2.849              2.101              2.096              1.239              1.225              1.193              1.190              1.152              1.129          0.000          0.269          4.198          1.186          4.771        324.381        147.289       1346.778         321.644              0.288              0.285              0.283              0.286              0.284              0.268              0.272              0.287              0.296              0.300        484.420         96.420          1.030          1.030                 0.386                 0.316                 0.536             31       5039.692      11057.105          2.030          9.235       1700.000        152.285              2.751              0.444              0.173              0.150              0.110              0.095              0.102              0.054              0.055              0.263        269.218         11.172              ?              ?              ?
      1970       105     15/04/1970        970.700              62.425            420.913             39.990              3.100              2.192              2.216              1.326              1.288              1.256              1.186              1.141              1.121          0.000          0.380          8.279          0.701          4.526        302.811        152.946       1350.292         443.427              0.213              0.201              0.200              0.200              0.200              0.202              0.234              0.262              0.284              0.295        396.705          8.705          0.686          0.686                 0.270                 0.319                 0.990             46       2503.040       8194.420          0.820          7.814       1700.000        155.627              4.769              0.972              0.284              0.250              0.171              0.102              0.130              0.104              0.239              1.257        276.883         33.017              ?              ?              ?
      1971        87     28/03/1971        706.200              54.623            222.275             36.639              2.794              2.021              1.972              1.139              1.145              1.139              1.121              1.140              1.118          0.000          0.252          4.304          1.040          5.326        263.977        160.682       1354.181         326.159              0.157              0.233              0.246              0.254              0.262              0.271              0.286              0.295              0.299              0.300        456.893         73.205          0.243          0.243                 0.386                 0.310                 0.889             29       5144.215      11690.094          1.436          9.206       1700.000        161.808              3.006              0.378              0.198              0.196              0.138              0.090              0.087              0.060              0.044              0.107        283.535          8.364              ?              ?              ?
      1972        91     31/03/1972        913.200              95.100            299.687             34.274              2.855              2.118              2.170              1.333              1.315              1.274              1.202              1.142              1.112          0.000          0.221          4.149          1.164          4.059        253.117        153.320       1358.095         382.040              0.293              0.302              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.506        130.506          1.593          1.593                 0.369                 0.305                 0.904             31       5502.063      12173.133          1.798          9.649       1700.000        164.855              1.247              0.787              0.574              0.599              0.298              0.145              0.095              0.070              0.067              0.267        289.680         20.836              ?              ?              ?
      1973       105     15/04/1973        636.100              15.743            199.021             37.689              2.932              2.173              2.212              1.337              1.299              1.266              1.225              1.161              1.123          0.000          0.243          4.367          0.712          4.400        289.493        150.612       1361.324         339.431              0.166              0.213              0.219              0.221              0.212              0.207              0.242              0.269              0.288              0.297        406.768         22.148          6.226          6.226                 0.339                 0.337                 0.955             50       4389.598      10382.961          1.097          9.338       1700.000        133.077              2.406              0.330              0.175              0.178              0.197              0.123              0.134              0.141              0.163              0.519        297.313         16.430              ?              ?              ?
      1974       100     10/04/1974       1186.900              97.910            552.605             32.154              2.849              2.093              2.094              1.204              1.185              1.171              1.171              1.138              1.111          0.000          0.215          3.124          1.394          4.193        270.533        142.690       1364.166         420.193              0.228              0.278              0.286              0.292              0.295              0.297              0.299              0.300              0.300              0.300        495.637        107.637          0.085          0.085                 0.393                 0.338                 0.694             39       4613.519      10235.490          1.957          8.901       1700.000        135.232              2.239              0.248              0.106              0.092              0.070              0.056              0.060              0.036              0.048              0.169        303.216         32.799              ?              ?              ?
      1975        87     28/03/1975       1165.200             182.007            465.060             35.815              2.867              2.092              2.138              1.292              1.289              1.237              1.157              1.118              1.099          0.000          0.342          3.355          0.914          3.573        231.262        133.820       1366.368         412.868              0.177              0.253              0.265              0.274              0.280              0.286              0.294              0.298              0.300              0.300        475.876         90.164          0.505          0.505                 0.381                 0.311                 0.998             29       5097.247      11540.060          1.816          9.517       1700.000        159.215              2.366              0.271              0.123              0.110              0.080              0.058              0.057              0.038              0.040              0.211        307.173         33.100              ?              ?              ?
      1976       103     12/04/1976        801.900              36.743            239.275             31.672              2.850              2.110              2.149              1.295              1.290              1.243              1.168              1.124              1.103          0.000          0.207          3.120          1.078          2.853        192.013        122.454       1367.798         374.573              0.283              0.297              0.299              0.294              0.287              0.290              0.296              0.299              0.300              0.300        501.016        113.016          0.569          0.569                 0.357                 0.289                 1.000             43       4873.066      11948.522          2.075          9.879       1700.000        176.553              1.751              0.504              0.155              0.088              0.053              0.041              0.047              0.041              0.056              0.384        312.276         19.086              ?              ?              ?
      1977       112     22/04/1977       1122.500             152.743            470.501             32.207              2.861              2.126              2.160              1.297              1.282              1.248              1.190              1.139              1.109          0.000          0.387          3.101          0.991          3.894        251.692        125.054       1369.585         413.037              0.178              0.253              0.264              0.270              0.275              0.281              0.291              0.297              0.299              0.300        472.308         86.541          0.239          0.239                 0.360                 0.299                 0.989             51       5295.013      11327.244          1.950          9.531       1700.000        139.609              2.261              0.232              0.105              0.094              0.072              0.054              0.062              0.065              0.056              0.100        317.026         17.191              ?              ?              ?
      1978        97     07/04/1978       1159.600             108.201            528.699             31.229              2.926              2.138              2.168              1.284              1.270              1.230              1.172              1.118              1.092          0.000          0.234          3.122          1.107          2.550        174.464        111.630       1369.929         386.277              0.241              0.285              0.291              0.294              0.289              0.286              0.293              0.298              0.300              0.300        493.783        105.783          0.272          0.272                 0.371                 0.309                 1.000             40       5340.157      11811.011          2.231         10.041       1700.000        161.862              2.090              0.421              0.165              0.115              0.071              0.052              0.053              0.043              0.037              0.076        320.957         28.534              ?              ?              ?
      1979       108     18/04/1979        678.800              17.221            180.104             35.344              2.844              2.090              2.132              1.280              1.243              1.210              1.164              1.115              1.089          0.000          0.601          3.602          0.747          4.961        332.792        127.505       1371.504         382.261              0.210              0.249              0.255              0.258              0.249              0.231              0.251              0.275              0.290              0.298        441.468         53.468          1.456          1.456                 0.352                 0.269                 0.984             49       3408.783      10435.110          1.509          8.060       1700.000        153.837              2.271              0.276              0.111              0.095              0.081              0.063              0.085              0.082              0.096              0.442        324.601         10.696              ?              ?              ?
      1980        82     22/03/1980        661.100              23.587            250.858             35.205              2.833              2.100              2.114              1.203              1.169              1.133              1.131              1.100              1.074          0.000          0.656          3.878          0.829          6.184        433.241        137.638       1373.760         314.146              0.188              0.256              0.266              0.271              0.268              0.231              0.253              0.277              0.291              0.298        448.675         61.915          1.690          1.690                 0.381                 0.285                 0.993             27       3966.343      10168.231          1.664          7.717       1700.000        153.427              2.184              0.290              0.142              0.117              0.079              0.081              0.109              0.088              0.139              0.648        327.644         19.148              ?              ?              ?
      1981        87     28/03/1981       1027.800             122.532            415.258             34.089              2.912              2.112              2.142              1.260              1.257              1.218              1.160              1.106              1.075          0.000          0.583          3.288          0.963          5.287        376.769        141.052       1376.501         391.872              0.193              0.266              0.275              0.282              0.286              0.290              0.296              0.299              0.300              0.300        484.092         96.746          0.700          0.700                 0.358                 0.300                 0.996             29       4435.817      10598.515          1.839          8.958       1700.000        146.964              2.399              0.278              0.128              0.113              0.079              0.062              0.069              0.061              0.044              0.054        331.209          8.013              ?              ?              ?
      1982        92     02/04/1982        781.000              68.159            227.338             38.171              2.906              2.121              2.146              1.272              1.271              1.233              1.158              1.099              1.074          0.000          0.479          3.842          0.795          4.236        294.515        139.561       1378.963         341.349              0.162              0.229              0.241              0.248              0.256              0.265              0.282              0.292              0.298              0.300        450.845         66.693          1.974          1.974                 0.349                 0.285                 0.999             35       4792.844      11627.104          1.472          9.438       1700.000        163.097              2.585              0.299              0.147              0.119              0.086              0.063              0.071              0.051              0.069              0.352        334.654         14.135              ?              ?              ?
      1983        99     09/04/1983        492.900               7.148             98.945             39.729              2.992              2.165              2.216              1.279              1.244              1.221              1.154              1.101              1.074          0.000          0.372          4.453          0.914          4.616        326.576        145.897       1381.689         323.825              0.116              0.200              0.203              0.203              0.202              0.206              0.242              0.269              0.288              0.297        393.294         13.703         10.334         10.334                 0.317                 0.297                 0.955             45       4998.066       9691.148          1.035          9.289       1700.000        109.907              2.655              0.371              0.192              0.224              0.175              0.095              0.121              0.105              0.121              0.393        340.225          7.034              ?              ?              ?
      1984       111     20/04/1984        627.200              17.975            124.002             34.795              2.763              2.037              2.065              1.216              1.232              1.214              1.170              1.094              1.075          0.000          0.216          3.445          1.060          3.088        200.819        131.554       1383.080         337.594              0.169              0.243              0.254              0.262              0.268              0.273              0.281              0.282              0.292              0.298        457.843         72.944          0.617          0.617                 0.355                 0.314                 0.476             53       5378.618      11883.591          1.836         10.578       1700.000        150.352              2.222              0.274              0.127              0.114              0.084              0.061              0.082              0.081              0.063              0.337        345.672          9.831              ?              ?              ?
      1985        95     05/04/1985       1049.100              63.226            478.517             32.603              2.847              2.087              2.148              1.277              1.257              1.207              1.134              1.080              1.070          0.000          0.236          3.496          0.875          3.902        258.594        129.796       1384.792         387.135              0.201              0.266              0.275              0.281              0.286              0.290              0.296              0.299              0.300              0.300        484.445         96.445          0.293          0.293                 0.374                 0.291                 1.000             38       4937.995      11592.843          2.014          8.967       1700.000        165.767              2.565              0.257              0.115              0.110              0.080              0.056              0.053              0.036              0.049              0.176        347.994         23.591              ?              ?              ?
      1986       107     17/04/1986        931.300              60.335            397.514             35.675              2.973              2.129              2.159              1.271              1.253              1.195              1.122              1.100              1.067          0.000          0.438          4.022          0.834          4.604        316.113        129.063       1386.357         383.896              0.178              0.246              0.257              0.265              0.272              0.279              0.290              0.297              0.299              0.300        468.559         82.750          0.511          0.511                 0.355                 0.286                 1.000             49       4706.781      10807.890          1.719          8.599       1700.000        151.843              2.494              0.283              0.124              0.105              0.078              0.059              0.059              0.059              0.096              0.664        350.496         33.517              ?              ?              ?
      1987        95     05/04/1987        650.000              29.705            216.532             38.633              2.939              2.116              2.182              1.256              1.232              1.192              1.144              1.092              1.061          0.000          0.412          3.489          0.956          5.214        363.627        138.271       1388.352         296.963              0.192              0.250              0.253              0.240              0.210              0.215              0.252              0.277              0.292              0.298        426.490         39.257          3.567          3.567                 0.357                 0.315                 0.944             42       4224.277       9968.480          1.249          8.442       1700.000        137.218              1.969              0.312              0.160              0.179              0.116              0.081              0.094              0.074              0.102              0.403        353.633         14.247              ?              ?              ?
      1988        95     04/04/1988        914.300             105.790            420.067             36.162              2.866              2.102              2.147              1.230              1.227              1.191              1.144              1.092              1.062          0.000          0.238          3.551          0.877          3.723        241.971        128.387       1389.795         278.367              0.215              0.250              0.261              0.268              0.274              0.281              0.292              0.297              0.300              0.300        474.826         86.826          0.610          0.610                 0.342                 0.290                 0.997             39       4357.866      11230.606          1.738          9.607       1700.000        160.039              2.525              0.257              0.124              0.112              0.087              0.062              0.061              0.053              0.058              0.212        357.221         30.699              ?              ?              ?
      1989       103     13/04/1989        831.300              43.338            326.885             36.691              2.885              2.111              2.176              1.275              1.257              1.205              1.142              1.078              1.056          0.000          0.325          3.322          0.974          4.248        280.193        135.317       1392.009         360.421              0.183              0.252              0.258              0.251              0.245              0.254              0.276              0.290              0.297              0.300        451.883         65.632          0.795          0.795                 0.361                 0.307                 0.997             43       4717.236      10563.570          1.597          9.056       1700.000        134.523              2.384              0.238              0.110              0.116              0.098              0.070              0.070              0.053              0.041              0.143        359.646         14.726              ?              ?              ?
      1990        85     26/03/1990        799.000              66.327            381.700             39.835              2.913              2.117              2.159              1.239              1.233              1.186              1.132              1.068              1.051          0.000          0.307          3.897          0.923          4.851        330.953        138.230       1393.857         271.221              0.265              0.226              0.237              0.245              0.253              0.263              0.281              0.293              0.298              0.300        459.666         71.666          3.261          3.261                 0.375                 0.305                 0.996             28       4345.043      10585.171          1.300          8.438       1700.000        149.723              2.826              0.309              0.142              0.127              0.080              0.059              0.059              0.054              0.043              0.197        361.128         19.054              ?              ?              ?
      1991        84     25/03/1991        824.900              52.951            236.611             36.606              2.930              2.107              2.155              1.244              1.227              1.175              1.116              1.064              1.048          0.000          0.202          3.961          1.160          3.072        213.845        131.075       1396.002         363.839              0.276              0.293              0.296              0.295              0.279              0.266              0.278              0.291              0.298              0.300        487.947         99.947          0.901          0.901                 0.341                 0.292                 0.924             31       4408.849      11206.185          1.810          9.960       1700.000        158.096              2.335              0.568              0.216              0.148              0.082              0.064              0.059              0.043              0.066              0.379        363.860         14.814              ?              ?              ?
      1992        68     08/03/1992         87.100               1.976             24.649             45.549              3.234              2.185              2.197              1.215              1.183              1.149              1.103              1.060              1.041          0.000          0.322         24.129          0.503          3.941        255.143        141.495       1398.229         118.696              0.146              0.200              0.200              0.200              0.200              0.202              0.235              0.264              0.286              0.296        391.180          8.603        133.023        133.023                 0.205                 0.305                 1.000             23       1187.137       4855.065          0.533          6.869       1700.000        105.155             19.386              2.425              0.661              0.539              0.276              0.142              0.135              0.103              0.121              0.341        366.592          0.659              ?              ?              ?
      1993        91     01/04/1993        775.000             101.417            297.540             43.421              2.945              2.062              2.065              1.166              1.187              1.139              1.126              1.064              1.046          0.000          0.175          4.906          1.101          3.511        152.652        138.886       1400.366         295.072              0.115              0.204              0.216              0.220              0.227              0.238              0.268              0.287              0.296              0.299        420.504         41.001          0.156          0.156                 0.326                 0.306                 0.967             33       5147.620      10699.128          1.092         10.918       1700.000        108.525              2.699              0.268              0.144              0.144              0.118              0.097              0.106              0.082              0.190              1.057        371.880         39.967              ?              ?              ?
      1994        86     27/03/1994        439.400              23.173            172.521             45.040              2.920              2.081              2.135              1.212              1.180              1.141              1.076              1.045              1.036          0.000          0.304          9.562          0.433          6.844        362.852        152.697       1402.210         245.920              0.100              0.200              0.200              0.200              0.200              0.202              0.234              0.262              0.284              0.295        385.264          7.264          8.196          8.196                 0.262                 0.337                 0.501             28       2046.173       7410.069          0.590          7.003       1700.000        145.706              6.767              0.873              0.384              0.420              0.246              0.101              0.091              0.052              0.109              0.519        375.212         12.768              ?              ?              ?
      1995       117     27/04/1995        580.000              23.295            183.325             42.279              2.930              2.067              2.058              1.140              1.088              1.042              1.036              1.060              1.049          0.000          0.213          5.427          0.962          5.830        259.070        163.879       1405.205         280.804              0.181              0.217              0.227              0.231              0.233              0.220              0.247              0.273              0.289              0.297        420.390         34.330          1.307          1.307                 0.334                 0.328                 0.602             58       4346.738       8939.063          0.870          9.035       1700.000        108.449              3.871              0.351              0.206              0.219              0.155              0.105              0.135              0.102              0.070              0.213        380.856         12.377              ?              ?              ?
      1996        92     01/04/1996        579.200              45.503            180.234             40.096              2.840              2.107              2.194              1.299              1.269              1.217              1.119              1.063              1.044          0.000          0.156          4.186          0.996          4.234        193.777        156.692       1407.740         251.541              0.162              0.232              0.243              0.249              0.257              0.266              0.284              0.295              0.299              0.300        453.616         69.440          0.882          0.882                 0.376                 0.382                 0.415             40       4813.961      10634.465          1.471         10.994       1700.000        120.672              2.927              0.308              0.155              0.153              0.115              0.084              0.085              0.058              0.070              0.231        383.206         11.205              ?              ?              ?
      1997       101     11/04/1997        748.800              45.622            158.311             35.767              2.873              2.093              2.184              1.236              1.203              1.158              1.090              1.058              1.041          0.000          0.119          3.165          1.093          2.877        148.141        141.106       1410.083         370.500              0.182              0.256              0.267              0.274              0.280              0.285              0.293              0.293              0.294              0.298        474.174         87.928          0.578          0.578                 0.357                 0.310                 1.000             39       4535.791      12784.158          1.970         11.012       1700.000        160.063              2.166              0.207              0.116              0.123              0.071              0.039              0.040              0.024              0.053              0.325        385.258         12.007              ?              ?              ?
      1998       102     12/04/1998       1164.300             168.085            519.077             38.533              2.873              2.079              2.157              1.221              1.188              1.145              1.073              1.059              1.038          0.000          0.385          3.505          0.874          4.680        285.802        146.195       1412.765         353.096              0.169              0.245              0.258              0.267              0.274              0.281              0.291              0.297              0.299              0.300        468.883         84.023          1.092          1.092                 0.372                 0.275                 1.000             44       4470.603      10432.896          1.576          7.497       1700.000        157.481              2.275              0.226              0.104              0.110              0.077              0.053              0.054              0.047              0.073              0.487        385.456         44.556              ?              ?              ?
