Summary_file = p50N13c_h.sum
Title = p50N13
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              44.632            349.069             40.078              3.139              2.221              2.174              1.334              1.276              1.231              1.206              1.197              1.188          0.000          0.675          2.332          0.737          4.619        336.824         92.588       1303.573         438.320              0.255              0.281              0.289              0.296              0.298              0.299              0.300              0.300              0.300              0.300        501.079        113.079          0.627          0.627                 0.370                 0.249                 0.994             39        799.552       5418.968          0.676          3.276       1700.000         79.662              1.429              0.300              0.150              0.095              0.045              0.028              0.022              0.009              0.027              0.228        231.047          4.978              ?              ?              ?
      1963        95     05/04/1963       1051.300             144.029            518.900             42.793              3.185              2.221              2.171              1.289              1.238              1.205              1.180              1.174              1.167          0.000          0.826          2.214          0.578          5.403        400.975         94.767       1302.865         384.773              0.217              0.280              0.285              0.283              0.279              0.284              0.292              0.298              0.300              0.300        485.276         97.276          0.667          0.667                 0.387                 0.231                 1.000             33        444.766       5236.917          0.587          3.040       1700.000         75.981              1.500              0.351              0.139              0.092              0.048              0.018              0.012              0.007              0.012              0.036        242.684          7.775              ?              ?              ?
      1964       102     11/04/1964        670.000              39.005            252.588             42.310              3.077              2.206              2.154              1.301              1.237              1.204              1.190              1.182              1.173          0.000          1.386          2.002          0.406          9.132        655.863        107.741       1303.457         339.042              0.135              0.220              0.241              0.253              0.263              0.272              0.285              0.294              0.299              0.300        452.962         71.497          4.089          4.089                 0.352                 0.201                 0.994             47        831.708       4272.078          0.422          2.363       1700.000         71.500              1.206              0.320              0.162              0.106              0.054              0.025              0.022              0.012              0.016              0.080        255.197          2.577              ?              ?              ?
      1965       106     16/04/1965        903.200              90.381            476.886             43.543              3.101              2.226              2.156              1.283              1.226              1.206              1.180              1.171              1.164          0.000          1.011          2.745          0.411          7.688        597.798        107.029       1303.489         348.460              0.142              0.223              0.240              0.249              0.257              0.266              0.279              0.291              0.298              0.300        448.709         66.466          3.129          3.129                 0.386                 0.231                 1.000             46        484.385       4358.066          0.453          2.271       1700.000         68.012              1.677              0.316              0.144              0.090              0.054              0.028              0.026              0.009              0.025              0.378        265.979         11.508              ?              ?              ?
      1966       104     14/04/1966        830.000              41.533            393.559             42.630              3.092              2.205              2.136              1.266              1.228              1.204              1.174              1.166              1.159          0.000          1.049          1.828          0.803          7.537        593.689        106.434       1303.587         340.332              0.238              0.289              0.296              0.300              0.300              0.301              0.301              0.302              0.302              0.303        503.966        115.967          1.843          1.843                 0.380                 0.268                 0.990             43        754.746       5094.922          0.626          3.124       1700.000         73.583              1.024              0.291              0.179              0.159              0.068              0.031              0.020              0.011              0.012              0.032        276.320          5.889              ?              ?              ?
      1967       127     07/05/1967        841.400              48.151            394.052             42.198              3.133              2.207              2.138              1.281              1.242              1.213              1.184              1.177              1.170          0.000          0.799          2.665          0.556          5.508        418.441        105.481       1303.794         408.784              0.151              0.230              0.248              0.258              0.266              0.273              0.283              0.292              0.298              0.300        456.873         73.814          2.206          2.206                 0.354                 0.227                 0.993             68       1295.490       5950.732          0.621          3.519       1700.000         97.757              1.872              0.275              0.118              0.069              0.037              0.018              0.014              0.006              0.021              0.236        288.243         12.788              ?              ?              ?
      1968       108     17/04/1968        654.300              40.633            246.824             42.834              3.187              2.239              2.167              1.252              1.190              1.169              1.160              1.157              1.149          0.000          0.997          2.420          0.463          8.600        695.407        111.187       1304.315         341.985              0.143              0.223              0.241              0.251              0.260              0.270              0.282              0.293              0.299              0.300        451.814         69.516          7.528          7.528                 0.386                 0.225                 0.996             50        781.214       4466.350          0.475          2.454       1700.000         73.299              1.564              0.290              0.133              0.113              0.061              0.034              0.028              0.012              0.022              0.162        297.496          4.109              ?              ?              ?
      1969        87     28/03/1969        654.000              19.133            240.892             43.075              3.227              2.245              2.181              1.254              1.200              1.171              1.137              1.130              1.124          0.000          0.874          2.416          0.643          7.105        582.449        105.986       1304.320         349.649              0.286              0.289              0.289              0.294              0.297              0.299              0.300              0.300              0.300              0.300        504.313        116.313          1.241          1.241                 0.386                 0.241                 0.996             31       1280.554       5286.376          0.774          3.494       1700.000         82.175              1.671              0.310              0.112              0.068              0.037              0.023              0.017              0.008              0.018              0.153        305.593          4.993              ?              ?              ?
      1970       105     15/04/1970        970.700              59.820            434.686             43.905              3.136              2.184              2.138              1.248              1.210              1.173              1.138              1.131              1.125          0.000          0.882          3.323          0.495          6.371        507.199        109.158       1304.782         460.899              0.229              0.207              0.216              0.220              0.227              0.239              0.265              0.284              0.295              0.299        431.223         43.223          0.857          0.857                 0.352                 0.207                 1.000             46        579.028       5122.364          0.540          2.771       1700.000         80.607              2.188              0.293              0.119              0.082              0.051              0.029              0.026              0.010              0.053              0.472        315.396         11.854              ?              ?              ?
      1971        87     28/03/1971        706.200              49.044            297.385             45.890              3.042              2.128              2.067              1.181              1.159              1.145              1.122              1.117              1.112          0.000          1.145          2.302          0.507          8.219        651.100        111.747       1305.313         339.113              0.173              0.252              0.266              0.276              0.283              0.289              0.295              0.299              0.300              0.300        477.428         92.130          3.704          3.704                 0.386                 0.222                 0.995             29        648.316       4652.640          0.523          2.624       1700.000         70.808              1.611              0.292              0.123              0.096              0.056              0.030              0.020              0.009              0.012              0.052        322.595          3.349              ?              ?              ?
      1972        91     31/03/1972        913.200              81.451            375.144             43.853              3.059              2.150              2.110              1.216              1.177              1.142              1.115              1.110              1.105          0.000          0.874          2.459          0.638          6.215        492.749        108.691       1305.708         397.343              0.290              0.301              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.133        130.133          1.310          1.310                 0.369                 0.223                 0.995             31       1533.952       5608.720          0.853          3.440       1700.000         90.137              0.808              0.531              0.378              0.377              0.182              0.083              0.041              0.019              0.013              0.027        330.385          3.622              ?              ?              ?
      1973       105     15/04/1973        636.100              19.290            212.329             43.430              2.999              2.157              2.125              1.247              1.193              1.161              1.135              1.127              1.119          0.000          0.858          2.527          0.594          5.580        453.120        104.585       1305.498         345.941              0.196              0.255              0.266              0.276              0.283              0.289              0.295              0.299              0.300              0.300        480.235         92.630          6.998          6.998                 0.350                 0.255                 0.967             50       1051.014       5537.069          0.719          3.408       1700.000         88.681              1.736              0.237              0.101              0.072              0.043              0.025              0.018              0.012              0.030              0.252        338.924          5.772              ?              ?              ?
      1974        98     08/04/1974       1186.900              75.761            616.969             46.386              3.325              2.227              2.171              1.203              1.145              1.116              1.106              1.101              1.097          0.000          0.944          1.799          0.877          6.223        494.808         99.910       1305.069         447.296              0.237              0.281              0.290              0.295              0.298              0.299              0.300              0.300              0.300              0.300        499.150        111.150          0.192          0.192                 0.392                 0.261                 1.000             38        306.319       5036.548          0.541          3.151       1700.000         69.890              1.322              0.200              0.078              0.057              0.037              0.025              0.023              0.008              0.011              0.038        345.542         10.619              ?              ?              ?
      1975        87     28/03/1975       1165.200             159.493            546.345             46.510              3.135              2.156              2.131              1.210              1.175              1.139              1.099              1.095              1.090          0.000          0.919          2.019          0.527          6.395        456.675        103.014       1305.167         436.300              0.184              0.263              0.275              0.284              0.290              0.294              0.298              0.300              0.300              0.300        485.561         99.162          0.409          0.409                 0.379                 0.227                 1.000             29        957.740       4965.071          0.625          3.110       1700.000         72.811              1.487              0.212              0.088              0.070              0.045              0.028              0.021              0.008              0.013              0.047        351.514         10.335              ?              ?              ?
      1976       103     12/04/1976        801.900              34.552            301.812             44.854              3.207              2.204              2.156              1.219              1.177              1.139              1.104              1.099              1.095          0.000          0.607          1.943          0.718          4.184        314.002         93.355       1303.982         395.105              0.278              0.296              0.302              0.301              0.300              0.297              0.299              0.300              0.300              0.300        507.078        119.078          0.580          0.580                 0.357                 0.221                 1.000             43       1143.727       6018.321          0.814          3.900       1700.000         95.667              1.205              0.375              0.119              0.059              0.029              0.018              0.014              0.006              0.012              0.106        358.292          5.716              ?              ?              ?
      1977       112     22/04/1977       1122.500             129.042            540.067             44.545              3.194              2.212              2.158              1.213              1.165              1.134              1.105              1.104              1.099          0.000          0.781          2.073          0.528          5.207        383.055         93.219       1303.033         434.775              0.187              0.261              0.273              0.281              0.287              0.291              0.297              0.299              0.300              0.300        483.160         96.466          0.331          0.331                 0.360                 0.222                 0.990             51       1177.757       5460.804          0.730          3.512       1700.000         77.128              1.611              0.182              0.080              0.059              0.041              0.025              0.025              0.015              0.012              0.023        364.724          5.895              ?              ?              ?
      1978        97     07/04/1978       1159.600              98.904            597.078             44.314              3.327              2.247              2.191              1.217              1.161              1.133              1.099              1.090              1.086          0.000          0.534          2.125          0.735          3.549        268.861         83.927       1300.849         402.703              0.236              0.287              0.294              0.299              0.300              0.300              0.300              0.300              0.300              0.301        501.598        113.598          0.237          0.237                 0.371                 0.235                 1.000             40       1610.013       6003.540          0.917          4.051       1700.000         94.434              1.477              0.316              0.121              0.078              0.042              0.025              0.019              0.011              0.014              0.023        370.202          6.840              ?              ?              ?
      1979       108     18/04/1979        678.800              18.266            216.145             46.191              3.104              2.164              2.129              1.205              1.164              1.123              1.097              1.091              1.086          0.000          0.953          2.004          0.461          5.968        455.369         90.693       1300.125         391.771              0.215              0.262              0.272              0.281              0.286              0.291              0.296              0.299              0.300              0.300        485.614         97.614          2.129          2.129                 0.354                 0.209                 0.997             49         44.683       5227.321          0.538          2.712       1700.000         80.065              1.396              0.195              0.077              0.057              0.038              0.025              0.024              0.013              0.019              0.160        375.499          3.968              ?              ?              ?
      1980        82     22/03/1980        661.100              26.436            286.520             48.077              3.177              2.187              2.131              1.176              1.138              1.116              1.085              1.075              1.071          0.000          1.182          2.072          0.478          7.444        537.225         98.574       1299.957         334.711              0.192              0.264              0.275              0.283              0.289              0.293              0.297              0.299              0.300              0.300        485.296         98.133          1.481          1.481                 0.381                 0.221                 0.999             27         48.192       4617.384          0.468          2.535       1700.000         65.630              1.336              0.227              0.102              0.074              0.045              0.029              0.025              0.011              0.022              0.201        379.889          5.626              ?              ?              ?
      1981        87     28/03/1981       1027.800              95.142            488.428             47.373              3.247              2.190              2.143              1.183              1.144              1.106              1.079              1.072              1.068          0.000          1.011          2.088          0.547          6.513        457.216        102.587       1300.100         415.406              0.197              0.269              0.279              0.286              0.291              0.294              0.298              0.300              0.300              0.300        488.203        100.465          0.339          0.339                 0.358                 0.230                 1.000             29        412.350       5156.000          0.567          3.175       1700.000         74.253              1.599              0.209              0.090              0.067              0.041              0.025              0.016              0.011              0.011              0.019        385.234          3.450              ?              ?              ?
      1982        92     02/04/1982        781.000              59.811            302.990             47.407              3.050              2.134              2.092              1.175              1.145              1.104              1.078              1.073              1.069          0.000          0.845          2.316          0.498          5.680        391.805        105.082       1300.324         350.753              0.172              0.247              0.261              0.271              0.279              0.285              0.293              0.298              0.300              0.300        473.134         87.891          1.551          1.551                 0.349                 0.213                 1.000             35        822.870       5549.038          0.625          3.237       1700.000         87.138              1.711              0.239              0.098              0.064              0.041              0.023              0.017              0.007              0.015              0.101        389.747          4.566              ?              ?              ?
      1983        99     09/04/1983        492.900               7.653            103.321             46.210              3.024              2.130              2.099              1.177              1.140              1.105              1.081              1.075              1.071          0.000          0.750          2.747          0.562          5.187        379.569        107.375       1300.677         330.896              0.161              0.243              0.259              0.269              0.276              0.281              0.287              0.293              0.298              0.300        466.866         82.724          8.653          8.653                 0.328                 0.216                 0.977             45       2012.148       5070.398          0.665          3.362       1700.000         76.028              1.942              0.251              0.099              0.073              0.049              0.028              0.023              0.008              0.033              0.240        394.976          3.203              ?              ?              ?
      1984       111     20/04/1984        627.200              18.662            189.854             45.280              3.022              2.127              2.093              1.182              1.151              1.114              1.078              1.074              1.069          0.000          0.408          2.230          0.586          3.263        248.227         95.307       1299.719         351.177              0.182              0.259              0.272              0.281              0.287              0.291              0.297              0.299              0.300              0.300        482.396         96.162          2.271          2.271                 0.355                 0.233                 0.984             53       1673.602       6135.765          0.869          4.104       1700.000         96.685              1.711              0.191              0.074              0.051              0.032              0.020              0.022              0.013              0.013              0.104        399.412          5.036              ?              ?              ?
      1985        95     05/04/1985       1049.100              54.863            547.596             46.317              3.223              2.173              2.125              1.149              1.105              1.102              1.072              1.064              1.060          0.000          0.631          2.100          0.514          4.594        357.210         90.327       1298.422         409.194              0.201              0.272              0.282              0.290              0.294              0.297              0.299              0.300              0.300              0.300        491.343        103.343          0.632          0.632                 0.374                 0.218                 1.000             38       1085.066       5263.585          0.726          3.218       1700.000         83.726              1.601              0.190              0.080              0.072              0.049              0.032              0.025              0.012              0.013              0.024        402.820          4.655              ?              ?              ?
      1986       107     17/04/1986        931.300              57.216            458.564             47.125              3.202              2.173              2.135              1.190              1.152              1.107              1.070              1.063              1.059          0.000          0.751          2.059          0.457          4.904        381.941         88.003       1297.002         393.520              0.186              0.259              0.271              0.280              0.287              0.291              0.297              0.299              0.300              0.300        482.377         95.768          0.655          0.655                 0.355                 0.216                 1.000             49        916.789       5158.016          0.654          3.055       1700.000         81.480              1.496              0.204              0.085              0.063              0.044              0.030              0.021              0.010              0.013              0.093        406.453         10.170              ?              ?              ?
      1987        95     05/04/1987        650.000              29.319            255.908             46.222              3.087              2.142              2.121              1.174              1.141              1.097              1.066              1.060              1.056          0.000          0.905          2.177          0.463          5.874        460.062         92.750       1296.239         303.958              0.214              0.279              0.288              0.294              0.294              0.292              0.287              0.294              0.299              0.300        490.100        102.100          3.826          3.826                 0.357                 0.219                 0.985             42       1164.676       4612.017          0.698          2.776       1700.000         77.195              1.476              0.219              0.105              0.084              0.050              0.032              0.025              0.007              0.020              0.159        409.971          4.743              ?              ?              ?
      1988        95     04/04/1988        914.300              98.756            487.618             48.379              3.179              2.173              2.138              1.178              1.136              1.098              1.061              1.058              1.054          0.000          0.642          2.104          0.453          3.983        315.303         85.556       1294.391         301.486              0.221              0.260              0.271              0.279              0.285              0.290              0.296              0.299              0.300              0.300        485.131         97.131          1.544          1.544                 0.342                 0.220                 0.999             39        612.916       5574.968          0.635          3.435       1700.000         85.733              1.626              0.180              0.079              0.061              0.039              0.025              0.021              0.014              0.013              0.046        413.224         10.728              ?              ?              ?
      1989       103     13/04/1989        831.300              32.968            368.876             48.033              3.098              2.142              2.115              1.153              1.119              1.090              1.061              1.053              1.049          0.000          0.782          1.893          0.491          5.267        385.972         92.126       1293.669         374.099              0.193              0.268              0.277              0.283              0.283              0.284              0.290              0.297              0.300              0.300        481.178         93.832          0.719          0.719                 0.361                 0.227                 0.999             43        417.109       5020.819          0.553          2.920       1700.000         71.888              1.487              0.156              0.068              0.051              0.037              0.025              0.020              0.009              0.009              0.031        416.876          2.930              ?              ?              ?
      1990        85     26/03/1990        799.000              46.382            442.945             48.961              3.082              2.131              2.107              1.148              1.120              1.086              1.055              1.048              1.045          0.000          0.988          2.206          0.522          6.639        478.212         98.072       1293.512         299.096              0.276              0.244              0.256              0.266              0.275              0.282              0.291              0.297              0.300              0.300        479.832         91.832          2.637          2.637                 0.375                 0.230                 1.000             28        274.943       4840.805          0.523          2.576       1700.000         71.033              1.660              0.243              0.093              0.072              0.041              0.027              0.020              0.009              0.010              0.031        419.102          2.852              ?              ?              ?
      1991        84     25/03/1991        824.900              53.192            307.298             48.907              3.212              2.166              2.139              1.156              1.118              1.074              1.050              1.046              1.043          0.000          0.714          2.368          0.732          4.622        339.037         97.279       1293.194         382.143              0.271              0.293              0.299              0.300              0.301              0.301              0.301              0.301              0.301              0.300        507.093        119.093          0.680          0.680                 0.341                 0.221                 1.000             31        686.610       5568.796          0.665          3.534       1700.000         86.563              1.536              0.395              0.145              0.087              0.043              0.022              0.010              0.006              0.014              0.110        421.971          4.226              ?              ?              ?
      1992        68     08/03/1992         87.100               2.398             26.075             49.357              3.268              2.169              2.136              1.133              1.086              1.046              1.045              1.040              1.036          0.000          0.610          4.423          0.388          4.101        290.790        105.139       1293.562         118.620              0.156              0.200              0.200              0.200              0.201              0.204              0.240              0.269              0.288              0.297        395.436         11.808         96.168         96.168                 0.284                 0.191                 1.000             23       1112.948       4371.979          0.439          2.578       1700.000         83.032              3.242              0.403              0.138              0.116              0.067              0.036              0.029              0.024              0.069              0.299        424.748          0.514              ?              ?              ?
      1993        87     28/03/1993        775.000              99.125            351.741             49.699              3.013              2.052              2.014              1.089              1.075              1.055              1.049              1.044              1.041          0.000          0.474          2.544          0.554          4.120        304.872        100.320       1293.272         295.034              0.162              0.240              0.256              0.267              0.276              0.283              0.292              0.297              0.300              0.300        468.670         84.516          3.843          3.843                 0.319                 0.189                 1.000             29        902.035       4668.069          0.511          2.913       1700.000         60.645              1.832              0.224              0.094              0.080              0.057              0.041              0.036              0.010              0.022              0.149        427.884          7.748              ?              ?              ?
      1994        82     23/03/1994        439.400              38.571            161.132             49.846              3.019              2.076              2.092              1.154              1.118              1.074              1.040              1.037              1.034          0.000          0.721          2.434          0.312          6.174        469.703        104.249       1293.342         259.310              0.133              0.204              0.222              0.231              0.240              0.252              0.271              0.287              0.296              0.300        431.263         49.997         13.913         13.913                 0.358                 0.203                 0.985             23        834.438       4434.840          0.400          2.383       1700.000         72.002              1.648              0.179              0.090              0.085              0.062              0.030              0.018              0.005              0.033              0.285        430.380          5.658              ?              ?              ?
      1995       116     26/04/1995        578.900              26.791            201.538             48.000              2.987              2.093              2.078              1.156              1.122              1.083              1.049              1.047              1.044          0.000          0.698          2.206          0.404          6.895        567.354        105.236       1293.389         287.908              0.183              0.250              0.262              0.272              0.280              0.286              0.294              0.298              0.300              0.300        475.372         89.096         12.797         12.797                 0.338                 0.215                 0.974             57        522.368       4414.188          0.498          2.594       1700.000         65.899              1.582              0.201              0.085              0.069              0.039              0.021              0.019              0.012              0.017              0.162        434.053          4.564              ?              ?              ?
      1996        73     13/03/1996        575.500              41.481            238.490             49.915              3.100              2.118              2.103              1.124              1.086              1.064              1.042              1.036              1.033          0.000          0.688          2.001          0.859          5.563        426.588        105.903       1293.652         241.512              0.269              0.295              0.302              0.302              0.303              0.304              0.304              0.305              0.305              0.305        512.284        124.284          4.975          4.975                 0.354                 0.223                 1.000             23        618.820       4362.333          0.535          3.005       1700.000         65.114              0.843              0.318              0.235              0.257              0.131              0.065              0.034              0.020              0.022              0.076        435.264          3.942              ?              ?              ?
      1997       101     11/04/1997        753.600              45.151            258.353             48.244              3.076              2.106              2.103              1.146              1.114              1.064              1.040              1.036              1.034          0.000          0.388          1.969          0.589          3.062        222.282         96.132       1293.181         405.036              0.190              0.264              0.275              0.283              0.288              0.292              0.297              0.299              0.300              0.300        484.870         97.855          0.361          0.361                 0.340                 0.223                 1.000             39        823.343       6779.235          0.777          4.234       1700.000         94.219              1.535              0.137              0.069              0.058              0.034              0.019              0.011              0.007              0.011              0.089        438.397          4.196              ?              ?              ?
      1998       102     12/04/1998       1164.300             163.453            584.252             49.721              3.045              2.101              2.077              1.115              1.084              1.042              1.036              1.036              1.032          0.000          0.732          1.752          0.516          5.402        385.460         99.307       1292.952         365.409              0.177              0.256              0.270              0.279              0.286              0.291              0.296              0.299              0.300              0.300        480.684         94.967          1.204          1.204                 0.372                 0.216                 1.000             44        572.664       4787.390          0.538          2.585       1700.000         77.402              1.293              0.159              0.069              0.065              0.045              0.029              0.022              0.013              0.015              0.041        439.655          7.281              ?              ?              ?
