Summary_file = p70N75c_h.sum
Title = p70N75
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1977       112     22/04/1977       1122.500             155.112            467.236             49.843              3.088              2.211              2.226              1.320              1.286              1.252              1.193              1.141              1.109          0.000          0.468          3.118          1.007          3.973        256.874        126.834       1371.482         411.120              0.178              0.253              0.264              0.270              0.275              0.281              0.291              0.297              0.299              0.300        472.263         86.476          0.232          0.232                 0.360                 0.298                 0.992             51       5280.430      11511.478          2.016          9.621       1700.000        144.444              2.287              0.232              0.104              0.093              0.072              0.054              0.062              0.064              0.056              0.093        453.123         16.274              ?              ?              ?
      1978        97     07/04/1978       1159.600             108.132            528.873             49.119              3.191              2.238              2.246              1.309              1.272              1.233              1.176              1.119              1.092          0.000          0.284          3.171          1.124          2.657        182.311        113.722       1372.062         386.239              0.241              0.285              0.291              0.294              0.289              0.286              0.293              0.298              0.300              0.300        493.739        105.739          0.282          0.282                 0.371                 0.309                 1.000             40       5331.860      11804.252          2.276         10.048       1700.000        161.718              2.120              0.426              0.167              0.117              0.073              0.053              0.056              0.046              0.038              0.076        459.662         28.337              ?              ?              ?
      1979       108     18/04/1979        678.800              17.137            179.968             52.671              3.011              2.155              2.183              1.294              1.245              1.213              1.168              1.115              1.089          0.000          0.666          3.651          0.755          5.001        335.553        129.145       1373.725         381.863              0.209              0.247              0.254              0.256              0.247              0.229              0.250              0.274              0.290              0.298        439.678         51.678          1.409          1.409                 0.351                 0.268                 0.988             49       3217.442      10603.267          1.633          8.086       1700.000        158.394              2.303              0.280              0.112              0.096              0.082              0.063              0.085              0.083              0.096              0.451        465.888         10.704              ?              ?              ?
      1980        82     22/03/1980        661.100              23.379            250.219             54.335              3.026              2.168              2.153              1.208              1.162              1.125              1.129              1.098              1.075          0.000          0.876          3.874          0.835          6.566        457.898        140.512       1376.216         313.434              0.188              0.257              0.266              0.272              0.270              0.234              0.253              0.277              0.292              0.298        450.198         63.393          1.692          1.692                 0.381                 0.283                 0.999             27       3879.424      10128.696          1.673          7.635       1700.000        154.029              2.208              0.290              0.142              0.118              0.080              0.083              0.112              0.090              0.136              0.614        470.792         18.552              ?              ?              ?
      1981        87     28/03/1981       1027.800             123.188            414.729             52.486              3.133              2.194              2.206              1.281              1.263              1.226              1.164              1.107              1.075          0.000          0.697          3.304          0.989          5.465        389.160        143.561       1379.143         390.089              0.193              0.266              0.275              0.282              0.286              0.290              0.296              0.299              0.300              0.300        483.967         96.666          0.694          0.694                 0.358                 0.297                 0.999             29       4420.376      10759.562          1.882          9.002       1700.000        151.202              2.414              0.278              0.129              0.113              0.080              0.063              0.069              0.060              0.044              0.053        476.899          7.827              ?              ?              ?
      1982        92     02/04/1982        781.000              68.175            226.508             56.025              3.054              2.178              2.190              1.289              1.275              1.235              1.161              1.099              1.074          0.000          0.563          3.893          0.807          4.425        308.409        142.431       1381.834         340.724              0.162              0.229              0.241              0.248              0.256              0.265              0.282              0.292              0.298              0.300        450.926         66.773          2.060          2.060                 0.349                 0.284                 1.000             35       4780.164      11655.189          1.598          9.429       1700.000        164.193              2.627              0.300              0.148              0.121              0.088              0.065              0.073              0.053              0.068              0.349        482.251         13.978              ?              ?              ?
      1983        99     09/04/1983        492.900               7.142             98.956             57.385              3.102              2.208              2.247              1.289              1.248              1.224              1.158              1.101              1.074          0.000          0.417          4.521          0.931          4.701        333.026        148.329       1384.724         323.708              0.116              0.200              0.203              0.203              0.202              0.205              0.242              0.269              0.288              0.297        392.922         13.355         10.400         10.400                 0.309                 0.298                 0.969             45       4921.680       9733.798          1.164          9.343       1700.000        110.181              2.699              0.374              0.194              0.228              0.179              0.097              0.124              0.109              0.123              0.396        489.728          7.087              ?              ?              ?
      1984       111     20/04/1984        627.200              18.109            122.474             52.907              2.949              2.106              2.115              1.232              1.235              1.216              1.172              1.094              1.074          0.000          0.243          3.471          1.071          3.180        207.492        133.823       1386.280         337.109              0.169              0.243              0.255              0.262              0.268              0.274              0.282              0.282              0.292              0.298        458.560         73.629          0.640          0.640                 0.355                 0.311                 0.711             53       5413.708      11953.523          1.903         10.563       1700.000        156.207              2.258              0.273              0.127              0.113              0.083              0.060              0.081              0.081              0.061              0.334        496.836          9.521              ?              ?              ?
      1985        95     05/04/1985       1049.100              63.189            478.287             50.602              3.072              2.173              2.216              1.299              1.259              1.212              1.137              1.078              1.071          0.000          0.258          3.543          0.889          3.961        264.551        131.453       1388.086         387.276              0.201              0.266              0.275              0.281              0.285              0.290              0.296              0.299              0.300              0.300        484.359         96.359          0.312          0.312                 0.374                 0.291                 1.000             38       4946.977      11620.866          2.105          9.012       1700.000        165.929              2.593              0.258              0.116              0.112              0.082              0.058              0.057              0.038              0.050              0.179        500.806         23.716              ?              ?              ?
      1986       107     17/04/1986        931.300              60.322            397.134             53.698              3.158              2.199              2.214              1.291              1.261              1.203              1.126              1.101              1.068          0.000          0.505          4.072          0.843          4.640        319.010        130.316       1389.718         383.868              0.178              0.246              0.257              0.265              0.272              0.279              0.290              0.297              0.299              0.300        468.396         82.601          0.507          0.507                 0.355                 0.287                 1.000             49       4720.603      10843.450          1.839          8.651       1700.000        152.061              2.520              0.284              0.125              0.107              0.080              0.061              0.060              0.060              0.098              0.678        504.925         33.755              ?              ?              ?
      1987        95     05/04/1987        650.000              29.749            215.049             54.574              3.036              2.154              2.212              1.265              1.235              1.194              1.146              1.093              1.061          0.000          0.527          3.513          0.961          5.241        365.491        139.270       1391.755         296.239              0.192              0.251              0.253              0.238              0.208              0.213              0.250              0.276              0.291              0.298        424.515         37.287          3.475          3.475                 0.356                 0.309                 0.954             42       4451.616      10205.978          1.607          8.473       1700.000        140.313              1.986              0.314              0.160              0.184              0.116              0.081              0.094              0.074              0.102              0.402        509.539         14.005              ?              ?              ?
      1988        95     04/04/1988        914.300             105.726            420.491             55.081              3.056              2.171              2.196              1.233              1.217              1.187              1.143              1.092              1.062          0.000          0.296          3.551          0.877          3.786        252.261        128.901       1393.166         278.038              0.215              0.250              0.261              0.268              0.275              0.281              0.292              0.297              0.300              0.300        474.984         86.984          0.774          0.774                 0.342                 0.289                 1.000             39       4334.219      11212.114          1.773          9.542       1700.000        160.755              2.521              0.257              0.125              0.115              0.090              0.065              0.063              0.054              0.057              0.204        513.909         30.052              ?              ?              ?
      1989       103     13/04/1989        831.300              43.422            326.771             53.212              3.027              2.165              2.217              1.290              1.263              1.209              1.142              1.078              1.056          0.000          0.379          3.306          0.988          4.289        286.023        135.684       1395.378         358.923              0.182              0.252              0.258              0.251              0.245              0.254              0.275              0.290              0.297              0.300        451.877         65.647          0.788          0.788                 0.361                 0.305                 0.999             43       4687.601      10682.146          1.882          9.076       1700.000        138.070              2.376              0.238              0.110              0.116              0.099              0.071              0.071              0.052              0.039              0.134        517.941         13.962              ?              ?              ?
      1990        85     26/03/1990        799.000              66.973            381.137             59.259              3.060              2.174              2.202              1.254              1.237              1.189              1.133              1.069              1.051          0.000          0.517          3.891          0.931          4.986        343.253        139.303       1397.296         270.114              0.265              0.226              0.237              0.245              0.254              0.264              0.282              0.293              0.298              0.300        459.850         71.850          3.365          3.365                 0.375                 0.303                 0.998             28       4317.132      10631.716          1.363          8.411       1700.000        151.879              2.828              0.310              0.143              0.129              0.082              0.061              0.060              0.055              0.042              0.181        520.136         17.825              ?              ?              ?
      1991        84     25/03/1991        824.900              52.970            237.257             54.214              3.108              2.173              2.207              1.260              1.230              1.179              1.118              1.064              1.048          0.000          0.271          3.992          1.170          3.151        221.080        132.350       1399.536         363.418              0.276              0.293              0.296              0.295              0.279              0.266              0.278              0.291              0.298              0.300        487.940         99.940          0.927          0.927                 0.341                 0.292                 0.986             31       4404.901      11201.997          2.017          9.961       1700.000        158.034              2.351              0.572              0.218              0.150              0.084              0.066              0.061              0.045              0.067              0.379        524.228         14.789              ?              ?              ?
      1992        68     08/03/1992         87.100               1.976             24.648             65.629              3.303              2.210              2.216              1.222              1.186              1.153              1.105              1.061              1.041          0.000          0.463         24.277          0.508          3.972        258.114        142.526       1401.800         118.694              0.146              0.200              0.200              0.200              0.200              0.202              0.235              0.264              0.286              0.296        391.179          8.602        132.867        132.867                 0.205                 0.305                 1.000             23       1187.146       4855.625          0.555          6.892       1700.000        105.162             19.496              2.442              0.667              0.544              0.279              0.144              0.137              0.105              0.121              0.341        528.036          0.662              ?              ?              ?
      1993        91     01/04/1993        775.000             102.826            282.468             61.437              3.050              2.101              2.092              1.173              1.187              1.139              1.126              1.064              1.046          0.000          0.232          4.860          1.065          3.501        153.110        139.255       1403.933         292.012              0.120              0.204              0.214              0.218              0.224              0.235              0.266              0.286              0.296              0.299        418.857         38.853          0.137          0.137                 0.326                 0.293                 0.982             33       5515.736      11673.499          1.285         10.893       1700.000        125.061              2.807              0.263              0.138              0.139              0.114              0.093              0.099              0.070              0.155              0.982        534.874         38.894              ?              ?              ?
      1994        86     27/03/1994        439.400              22.689            173.146             64.142              2.997              2.104              2.135              1.210              1.192              1.156              1.084              1.046              1.036          0.000          0.389          8.476          0.301          7.138        424.875        155.467       1405.933         245.937              0.100              0.200              0.200              0.200              0.200              0.202              0.234              0.262              0.284              0.295        385.314          7.314         13.396         13.396                 0.262                 0.332                 0.648             28       2067.104       7396.148          0.634          6.769       1700.000        144.365              5.845              0.787              0.347              0.381              0.233              0.103              0.099              0.057              0.108              0.516        538.773         12.339              ?              ?              ?
      1995       116     26/04/1995        578.900              22.093            179.737             58.092              3.010              2.105              2.103              1.174              1.116              1.071              1.053              1.062              1.049          0.000          0.266          5.209          0.932          6.138        291.318        166.695       1409.023         278.704              0.147              0.211              0.218              0.221              0.223              0.215              0.244              0.271              0.289              0.297        409.557         26.871          1.557          1.557                 0.331                 0.315                 0.728             57       4306.445       9553.798          1.227          8.864       1700.000        112.751              3.711              0.331              0.197              0.213              0.155              0.105              0.135              0.100              0.062              0.202        545.456         11.169              ?              ?              ?
      1996        92     01/04/1996        580.300              45.266            178.904             58.882              2.980              2.159              2.234              1.311              1.266              1.224              1.124              1.063              1.044          0.000          0.218          4.140          1.003          4.731        255.937        162.128       1411.880         250.728              0.163              0.235              0.247              0.254              0.261              0.270              0.286              0.295              0.299              0.300        457.600         73.307          2.435          2.435                 0.375                 0.373                 0.968             40       4714.357      10491.735          1.525         10.267       1700.000        124.911              2.865              0.309              0.158              0.160              0.123              0.090              0.091              0.058              0.066              0.220        547.567         10.194              ?              ?              ?
      1997       101     11/04/1997        748.800              45.566            158.326             54.721              3.075              2.169              2.247              1.266              1.217              1.169              1.092              1.059              1.041          0.000          0.147          3.232          1.120          3.035        171.944        145.165       1414.506         371.145              0.182              0.256              0.267              0.274              0.280              0.285              0.293              0.292              0.294              0.298        473.762         87.529          0.734          0.734                 0.357                 0.310                 1.000             39       4538.717      12813.173          2.018         11.059       1700.000        160.097              2.203              0.209              0.119              0.128              0.076              0.043              0.044              0.026              0.054              0.330        550.777         12.168              ?              ?              ?
      1998       102     12/04/1998       1164.300             168.023            518.434             57.927              3.031              2.138              2.208              1.244              1.202              1.155              1.077              1.059              1.038          0.000          0.434          3.582          0.893          4.839        303.187        149.232       1417.377         353.060              0.168              0.244              0.258              0.266              0.274              0.280              0.291              0.297              0.299              0.300        468.579         83.742          1.072          1.072                 0.372                 0.276                 1.000             44       4510.609      10498.736          1.625          7.579       1700.000        157.996              2.324              0.227              0.105              0.113              0.079              0.054              0.055              0.048              0.075              0.502        551.773         45.259              ?              ?              ?
