Summary_file = p80N200c_h.sum
Title = p80N200
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              76.052            468.869             48.416              3.036              2.186              2.071              1.358              1.328              1.315              1.309              1.303              1.293          0.000          0.054          5.610          0.363          0.323         15.566         37.688       1322.699         394.500              0.100              0.200              0.201              0.202              0.203              0.208              0.245              0.272              0.290              0.297        393.397         15.397          0.102          0.102                 0.443                 0.477                 0.453             43       5422.802      14066.366          1.338         16.859       1700.000        167.525              1.054              0.407              0.191              0.108              0.049              0.013              0.069              0.174              0.636              2.910         62.920         92.577              ?              ?              ?
      1953       108     18/04/1953        918.900              45.097            291.735             37.318              2.845              2.088              1.959              1.267              1.244              1.254              1.313              1.336              1.311          0.000          0.145          3.022          0.819          4.535        178.516         86.823       1322.967         396.168              0.221              0.275              0.282              0.284              0.273              0.257              0.277              0.292              0.298              0.300        473.761         85.761          0.053          0.053                 0.363                 0.359                 0.615             49       6143.336      15887.222          2.010         17.997       1700.000        166.303              1.378              0.433              0.260              0.211              0.107              0.057              0.067              0.075              0.119              0.315         94.254         24.788              ?              ?              ?
      1954        97     07/04/1954        668.500              47.436            181.205             39.561              2.937              2.230              2.189              1.494              1.451              1.419              1.365              1.313              1.282          0.000          0.209          4.240          0.818          5.744        277.173        127.246       1325.943         325.695              0.155              0.212              0.217              0.219              0.225              0.233              0.259              0.279              0.293              0.298        419.624         36.089          0.268          0.268                 0.384                 0.381                 1.000             36       6023.672      16896.795          2.061         19.067       1700.000        172.954              2.254              0.405              0.202              0.155              0.104              0.068              0.131              0.138              0.206              0.578        119.859         24.850              ?              ?              ?
      1955        93     03/04/1955       1006.700              83.450            420.981             38.777              2.894              2.211              2.163              1.448              1.417              1.392              1.347              1.293              1.258          0.000          0.234          5.898          1.234          6.599        325.145        157.963       1331.897         369.474              0.178              0.239              0.248              0.253              0.255              0.250              0.264              0.283              0.294              0.299        446.012         60.212          0.136          0.136                 0.388                 0.382                 1.000             33       6255.225      16364.698          2.449         18.029       1700.000        175.071              2.465              0.400              0.206              0.153              0.100              0.076              0.106              0.116              0.322              1.953        144.247         63.455              ?              ?              ?
      1956        97     06/04/1956       1000.800              99.820            302.024             41.150              2.989              2.229              2.219              1.490              1.456              1.415              1.353              1.294              1.258          0.000          0.235         26.137          1.183          4.698        239.834        164.918       1338.990         407.519              0.202              0.257              0.265              0.272              0.278              0.283              0.293              0.298              0.300              0.300        477.111         89.111          0.116          0.116                 0.369                 0.366                 1.000             39       6290.336      15951.922          2.573         19.835       1700.000        184.009              4.580              1.554              1.600              3.347              3.345              2.991              2.754              2.305              1.928              1.736        169.409         46.783              ?              ?              ?
      1957        94     04/04/1957       1059.500              76.744            395.991             51.157              2.963              2.189              2.178              1.437              1.420              1.381              1.334              1.277              1.234          0.000          0.280         41.915          1.225          4.822        224.678        170.706       1346.371         440.830              0.153              0.219              0.228              0.232              0.240              0.251              0.277              0.291              0.298              0.300        437.668         54.399          0.143          0.143                 0.388                 0.386                 0.982             35       5707.530      14290.752          1.844         17.970       1700.000        147.638              4.613              2.026              2.170              5.290              5.723              5.168              5.051              4.428              3.895              3.551        192.945         72.075              ?              ?              ?
      1958       101     11/04/1958        815.700              80.773            307.408             52.687              3.131              2.278              2.247              1.450              1.406              1.376              1.329              1.280              1.250          0.000          0.182         44.268          1.034          4.176        189.798        171.510       1353.319         348.417              0.205              0.202              0.202              0.203              0.205              0.211              0.250              0.276              0.292              0.298        407.975         19.975          0.166          0.166                 0.347                 0.355                 0.982             43       5492.741      14619.782          1.426         18.706       1700.000        166.920              7.323              1.854              1.924              4.943              5.275              4.714              5.114              4.771              4.352              3.998        220.449         73.579              ?              ?              ?
      1959       116     26/04/1959        797.300              34.293            294.417             56.974              3.171              2.296              2.254              1.467              1.426              1.397              1.342              1.277              1.243          0.000          0.219         59.046          1.104          6.514        260.993        197.472       1360.776         402.013              0.100              0.200              0.203              0.204              0.207              0.214              0.250              0.275              0.291              0.298        397.842         19.841          0.143          0.143                 0.358                 0.358                 0.601             56       4072.804      11342.080          0.908         16.491       1700.000        151.906             16.150              5.648              5.253              7.933              5.165              3.349              3.695              3.768              3.941              4.144        245.436         62.474              ?              ?              ?
      1960       106     15/04/1960        663.400              30.948            239.968             57.803              2.986              2.196              2.159              1.417              1.427              1.386              1.313              1.265              1.223          0.000          0.175         81.945          1.556          6.398        209.748        206.174       1368.083         313.931              0.285              0.243              0.207              0.206              0.206              0.212              0.249              0.274              0.290              0.297        420.492         32.492          0.085          0.085                 0.400                 0.417                 0.370             46       5855.482      12907.290          1.286         17.033       1700.000        141.466              8.249              5.326              4.716             12.544             13.211             10.622              9.828              7.644              5.683              4.122        268.521         83.330              ?              ?              ?
      1961        86     27/03/1961        990.100              51.054            266.039             50.535              3.107              2.255              2.253              1.440              1.382              1.321              1.265              1.238              1.205          0.000          0.088         75.964          1.858          2.739         95.225        169.546       1376.911         397.145              0.266              0.283              0.287              0.289              0.290              0.292              0.297              0.299              0.300              0.300        497.073        109.073          0.000          0.000                 0.384                 0.382                 0.439             29       5868.499      15833.671          2.709         19.556       1700.000        180.728              8.898              5.344              5.293             11.122             11.334              9.812              8.098              6.503              5.281              4.279        291.160         86.256              ?              ?              ?
