APSIM output file, version = 5.4
Title = p80N125
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              39.733            197.649         50.411          3.312          2.246          2.055          1.163          1.131          1.120          1.114          1.114          1.111          0.000          0.040          1.916          0.501          0.221         11.654         34.740       1320.490         349.256          0.284          0.297          0.297          0.286          0.282          0.286          0.290          0.284          0.293          0.298        491.470        103.470          0.047          0.047                 0.472                 0.427                 1.000             43       6233.455      14546.206          2.669         13.033       1700.000        196.780          0.619          0.350          0.142          0.049          0.010          0.001          0.001          0.011          0.099          0.634         48.510         30.367              ?              ?              ?
           1977            112     22/04/1977       1122.500             154.553            459.170         50.778          3.312          2.311          2.171          1.150          1.007          1.025          1.051          1.120          1.135          0.000          0.548          2.138          0.674          4.451        266.369         76.544       1318.030         408.271          0.177          0.252          0.262          0.268          0.274          0.280          0.291          0.297          0.299          0.300        470.937         85.247          0.320          0.320                 0.360                 0.308                 0.993             51       5809.740      12385.869          2.182         10.571       1700.000        149.033          1.108          0.321          0.141          0.096          0.065          0.039          0.045          0.053          0.069          0.201         61.730         28.908              ?              ?              ?
           1978             97     07/04/1978       1159.600             106.363            512.417         48.812          3.350          2.322          2.267          1.340          1.274          1.241          1.198          1.143          1.114          0.000          0.313          2.741          0.958          2.857        190.003         90.603       1316.902         384.984          0.240          0.284          0.290          0.291          0.279          0.281          0.291          0.297          0.299          0.300        489.328        101.328          0.306          0.306                 0.371                 0.333                 1.000             40       6367.294      13542.431          2.643         12.432       1700.000        170.402          1.587          0.437          0.190          0.130          0.076          0.050          0.052          0.046          0.047          0.126         74.545         43.003              ?              ?              ?
           1979            108     18/04/1979        678.800              16.810            179.478         56.740          3.166          2.249          2.232          1.316          1.249          1.224          1.190          1.141          1.110          0.000          0.725          3.751          0.635          5.611        358.577        118.920       1318.659         381.109          0.184          0.212          0.214          0.209          0.205          0.205          0.239          0.266          0.286          0.296        402.096         15.662          1.458          1.458                 0.344                 0.321                 0.988             49       4216.038      13126.945          1.828         11.814       1700.000        162.932          1.768          0.417          0.190          0.152          0.149          0.129          0.125          0.113          0.143          0.566         86.420         17.265              ?              ?              ?
           1980             82     22/03/1980        661.100              20.050            249.086         55.027          3.017          2.140          2.003          1.048          1.032          1.049          1.124          1.123          1.093          0.000          0.752          4.635          0.911          7.935        494.809        145.886       1322.458         302.949          0.178          0.237          0.244          0.245          0.217          0.207          0.241          0.269          0.287          0.296        418.543         32.778          1.080          1.080                 0.368                 0.330                 0.995             27       4899.836      12561.606          2.007         10.856       1700.000        176.148          2.060          0.422          0.219          0.190          0.234          0.142          0.162          0.144          0.226          0.837         97.026         28.926              ?              ?              ?
           1981             87     28/03/1981       1027.800             120.243            390.214         54.024          3.253          2.303          2.289          1.349          1.250          1.206          1.189          1.154          1.105          0.000          0.605          3.882          1.308          6.252        400.496        158.425       1327.493         382.502          0.187          0.259          0.268          0.274          0.279          0.284          0.294          0.298          0.300          0.300        477.161         90.459          0.519          0.519                 0.358                 0.340                 0.999             29       5565.636      13607.873          2.304         13.334       1700.000        164.810          2.523          0.397          0.195          0.164          0.127          0.101          0.107          0.090          0.074          0.105        108.294         13.705              ?              ?              ?
           1982             92     02/04/1982        781.000              66.428            210.228         59.969          3.207          2.285          2.262          1.393          1.365          1.318          1.218          1.141          1.103          0.000          0.520          4.630          1.018          5.251        323.201        163.681       1333.048         338.016          0.146          0.207          0.212          0.214          0.217          0.223          0.258          0.281          0.294          0.299        413.792         31.197          1.462          1.462                 0.348                 0.328                 1.000             35       5794.409      14800.592          1.830         14.391       1700.000        173.143          2.746          0.403          0.214          0.164          0.127          0.100          0.118          0.091          0.133          0.533        119.710         23.239              ?              ?              ?
           1983             98     08/04/1983        492.900               7.061             95.395         63.422          3.264          2.328          2.325          1.355          1.317          1.296          1.222          1.144          1.106          0.000          0.404         20.320          1.062          6.047        371.809        178.284       1339.117         317.323          0.112          0.200          0.203          0.202          0.202          0.205          0.241          0.268          0.288          0.296        391.710         12.493          8.590          8.590                 0.290                 0.323                 0.976             45       4394.909       9903.841          1.178         13.115       1700.000        111.745          8.519          2.832          2.235          2.704          1.231          0.506          0.557          0.501          0.515          0.720        132.423          9.582              ?              ?              ?
           1984            110     19/04/1984        627.200              17.370            121.313         59.976          3.118          2.211          2.177          1.338          1.312          1.287          1.220          1.132          1.108          0.000          0.181         10.241          1.370          2.959        156.676        157.619       1343.813         337.204          0.161          0.225          0.232          0.235          0.237          0.224          0.248          0.273          0.290          0.297        422.897         38.803          0.052          0.052                 0.352                 0.350                 0.985             53       5912.302      14454.263          2.134         17.659       1700.000        165.273          5.710          0.968          0.575          0.587          0.361          0.302          0.414          0.321          0.327          0.675        145.521         18.991              ?              ?              ?
           1985             95     05/04/1985       1049.100              56.301            443.739         51.663          3.106          2.259          2.280          1.383          1.321          1.271          1.175          1.136          1.105          0.000          0.199          5.601          1.299          4.333        206.475        163.184       1349.522         380.636          0.194          0.259          0.267          0.273          0.278          0.283          0.293          0.298          0.300          0.300        476.921         89.483          0.044          0.044                 0.373                 0.333                 1.000             38       6545.434      15097.554          2.661         13.940       1700.000        183.980          3.282          0.372          0.179          0.161          0.110          0.075          0.081          0.063          0.185          1.093        156.143         63.207              ?              ?              ?
           1986            107     17/04/1986        931.300              58.802            391.337         57.015          3.332          2.317          2.292          1.383          1.329          1.271          1.184          1.146          1.105          0.000          0.415          6.608          1.076          5.087        282.562        164.093       1354.710         381.640          0.163          0.228          0.236          0.240          0.243          0.234          0.254          0.277          0.292          0.298        430.161         45.878          0.304          0.304                 0.355                 0.328                 1.000             49       5954.445      13733.027          2.188         13.135       1700.000        162.579          3.056          0.421          0.202          0.156          0.111          0.096          0.133          0.153          0.347          1.934        166.317         64.578              ?              ?              ?
           1987             95     05/04/1987        650.000              29.235            206.619         60.042          3.194          2.244          2.264          1.336          1.288          1.251          1.192          1.135          1.095          0.000          0.408         13.057          1.204          5.921        344.853        176.617       1359.946         293.045          0.186          0.243          0.245          0.228          0.204          0.207          0.244          0.272          0.289          0.297        415.293         28.696          2.842          2.842                 0.335                 0.354                 0.955             42       4718.340      10942.452          1.713         12.701       1700.000        146.009          5.314          2.347          1.502          1.395          0.491          0.233          0.278          0.270          0.376          0.851        176.737         26.482              ?              ?              ?
           1988             95     04/04/1988        914.300             104.750            394.531         59.595          3.228          2.301          2.284          1.321          1.262          1.249          1.204          1.137          1.100          0.000          0.177          5.431          1.269          3.418        156.248        154.397       1364.596         276.753          0.205          0.235          0.243          0.249          0.256          0.265          0.284          0.295          0.299          0.300        457.717         69.717          0.061          0.061                 0.342                 0.340                 1.000             39       5383.172      14331.783          2.107         16.686       1700.000        171.293          3.316          0.428          0.221          0.190          0.129          0.085          0.088          0.092          0.180          0.702        188.392         63.243              ?              ?              ?
           1989            103     13/04/1989        831.300              43.177            321.680         57.904          3.227          2.285          2.266          1.349          1.311          1.262          1.188          1.120          1.091          0.000          0.247          5.054          1.243          4.648        215.427        167.794       1370.399         356.721          0.156          0.218          0.219          0.208          0.210          0.219          0.256          0.280          0.293          0.298        412.232         28.641          0.191          0.191                 0.360                 0.354                 0.999             43       5169.237      13654.504          2.114         14.559       1700.000        141.608          2.858          0.413          0.206          0.154          0.116          0.086          0.107          0.109          0.215          0.791        198.564         40.586              ?              ?              ?
           1990             84     25/03/1990        799.000              61.784            367.690         63.320          3.123          2.216          2.113          1.236          1.252          1.225          1.172          1.105          1.083          0.000          0.431          4.993          1.145          6.240        321.882        178.064       1375.651         262.785          0.130          0.206          0.214          0.217          0.223          0.231          0.263          0.284          0.295          0.299        417.616         36.576          1.971          1.971                 0.374                 0.347                 0.997             28       5236.631      13663.860          1.519         12.846       1700.000        165.126          3.097          0.400          0.213          0.188          0.127          0.087          0.085          0.075          0.121          0.600        207.407         42.967              ?              ?              ?
           1991             84     25/03/1991        824.900              47.668            208.307         57.067          3.247          2.266          2.279          1.348          1.291          1.228          1.156          1.104          1.083          0.000          0.207          5.414          1.547          3.527        193.056        167.423       1382.662         353.095          0.271          0.285          0.282          0.260          0.230          0.232          0.264          0.285          0.295          0.299        456.758         68.758          0.521          0.521                 0.340                 0.337                 1.000             31       5185.649      14116.826          2.399         16.014       1700.000        165.223          3.039          0.742          0.300          0.213          0.131          0.085          0.089          0.079          0.146          0.591        218.346         27.205              ?              ?              ?
           1992             68     08/03/1992         87.100               1.416             23.027         72.248          3.374          2.267          2.246          1.277          1.226          1.192          1.143          1.097          1.071          0.000          0.506         70.282          0.734          5.815        292.127        182.673       1388.307         114.774          0.133          0.200          0.200          0.200          0.200          0.202          0.235          0.264          0.286          0.296        389.806          8.555        146.461        146.461                 0.204                 0.307                 1.000             23       1149.375       4735.360          0.528          8.271       1700.000        103.193         59.296          5.753          1.410          0.973          0.513          0.344          0.445          0.447          0.504          0.596        229.239          0.671              ?              ?              ?
           1993             99     09/04/1993        775.000              97.467            296.480         71.419          3.241          2.190          2.118          1.217          1.256          1.218          1.177          1.107          1.087          0.000          0.235         19.981          1.266          4.610        162.190        168.371       1392.119         297.001          0.100          0.200          0.205          0.207          0.211          0.221          0.257          0.280          0.293          0.298        404.199         26.195          0.157          0.157                 0.323                 0.338                 0.951             40       5025.471      11567.543          1.014         15.806       1700.000        127.906          6.037          1.063          0.901          1.419          1.018          0.698          1.101          1.488          2.364          3.891        241.971         72.746              ?              ?              ?
           1994             86     27/03/1994        439.400              23.068            172.406         70.881          3.042          2.138          2.153          1.253          1.241          1.198          1.108          1.077          1.067          0.000          0.319         32.548          0.975         10.641        342.255        184.811       1395.496         241.664          0.100          0.200          0.200          0.200          0.200          0.201          0.234          0.262          0.283          0.295        385.076          7.076          2.659          2.659                 0.252                 0.375                 0.980             28       1981.325       7512.824          0.650         10.734       1700.000        151.896         21.757          3.968          1.954          2.159          1.082          0.376          0.267          0.134          0.188          0.662        251.569         20.109              ?              ?              ?
           1995            116     26/04/1995        578.900              21.315            177.276         65.870          3.177          2.199          2.096          1.215          1.235          1.137          1.100          1.125          1.096          0.000          0.206         46.065          1.250          7.608        220.476        189.154       1399.724         278.623          0.139          0.204          0.209          0.210          0.213          0.208          0.241          0.268          0.287          0.296        400.060         18.137          0.572          0.572                 0.319                 0.347                 0.974             57       4446.185      10347.377          1.261         12.725       1700.000        117.682         14.476          6.624          5.967          8.360          4.744          1.673          1.370          1.037          0.860          0.953        263.307         26.684              ?              ?              ?
           1996             91     31/03/1996        580.300              45.292            174.161         64.803          3.093          2.252          2.305          1.418          1.372          1.297          1.172          1.109          1.085          0.000          0.162         42.095          1.252          5.421        190.222        184.237       1404.487         248.161          0.164          0.231          0.241          0.247          0.255          0.264          0.283          0.294          0.299          0.300        451.823         67.456          0.729          0.729                 0.374                 0.385                 0.968             40       4882.060      11164.772          1.600         13.404       1700.000        128.673          6.681          2.908          3.470          8.105          7.261          5.179          3.650          2.252          1.457          1.131        272.545         27.722              ?              ?              ?
           1997            101     11/04/1997        748.800              42.240            156.786         62.105          3.274          2.273          2.309          1.332          1.261          1.214          1.130          1.101          1.081          0.000          0.104         13.221          1.332          3.223        120.613        163.615       1409.383         370.268          0.174          0.242          0.251          0.256          0.262          0.266          0.264          0.276          0.291          0.298        449.271         63.904          0.127          0.127                 0.345                 0.354                 1.000             39       4688.462      14705.521          2.118         17.022       1700.000        163.497          4.201          1.203          1.126          1.896          1.385          0.771          0.622          0.503          0.611          0.903        282.346         25.096              ?              ?              ?
           1998            102     12/04/1998       1164.300             165.123            489.443         60.902          3.169          2.224          2.242          1.292          1.250          1.204          1.145          1.102          1.075          0.000          0.287          5.784          1.223          5.143        211.883        175.709       1415.021         345.888          0.158          0.231          0.243          0.250          0.258          0.267          0.284          0.295          0.299          0.300        453.532         69.768          0.188          0.188                 0.367                 0.318                 1.000             44       5783.170      13686.347          1.968         11.809       1700.000        180.727          2.725          0.333          0.164          0.142          0.089          0.054          0.061          0.078          0.267          1.871        289.888         93.179              ?              ?              ?
           1999            108     18/04/1999       1329.100             174.881            704.028         59.944          3.073          2.189          2.209          1.276          1.216          1.162          1.109          1.106          1.080          0.000          0.230          3.864          1.119          4.404        238.762        165.153       1419.551         359.440          0.186          0.249          0.260          0.268          0.276          0.282          0.292          0.298          0.300          0.300        472.551         85.948          0.244          0.244                 0.402                 0.330                 1.000             42       5607.529      13361.027          2.176         11.086       1700.000        169.923          2.859          0.264          0.106          0.093          0.066          0.047          0.053          0.046          0.040          0.289        296.491         87.269              ?              ?              ?
