Summary_file = p70N50c_h.sum
Title = p70N50
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              75.790            491.110             44.894              3.056              2.197              2.064              1.379              1.360              1.343              1.330              1.321              1.308          0.000          0.051          1.955          0.368          0.224         14.352         37.581       1322.632         397.109              0.137              0.222              0.239              0.249              0.259              0.268              0.283              0.294              0.299              0.300        450.055         68.350          0.105          0.105                 0.477                 0.335                 0.471             43       3401.838       8396.823          0.968          5.605       1700.000        133.407              0.997              0.444              0.186              0.066              0.019              0.001              0.001              0.002              0.023              0.217         60.416         24.561              ?              ?              ?
      1953       108     18/04/1953        918.900              48.554            376.183             40.114              2.980              2.232              2.109              1.354              1.279              1.278              1.298              1.324              1.310          0.000          0.213          1.665          0.555          2.853        236.391         57.790       1319.307         407.981              0.227              0.284              0.292              0.297              0.299              0.300              0.300              0.300              0.301              0.301        499.925        111.925          1.122          1.122                 0.363                 0.238                 0.843             49       2459.383       7091.593          1.223          4.657       1700.000        115.168              0.816              0.341              0.183              0.131              0.066              0.029              0.024              0.025              0.019              0.031         90.241          4.624              ?              ?              ?
      1954        97     07/04/1954        668.500              47.880            245.622             42.476              3.014              2.221              2.154              1.425              1.366              1.345              1.331              1.298              1.283          0.000          0.514          2.014          0.583          3.415        276.703         73.537       1316.892         333.444              0.190              0.255              0.267              0.276              0.282              0.288              0.295              0.299              0.300              0.300        479.062         92.025          1.105          1.105                 0.384                 0.259                 1.000             36       2848.364       8176.729          1.292          5.563       1700.000        127.723              1.290              0.297              0.124              0.082              0.051              0.030              0.035              0.023              0.016              0.065        115.821          4.545              ?              ?              ?
      1955        92     02/04/1955       1006.700              83.609            484.650             44.834              3.158              2.277              2.204              1.415              1.347              1.329              1.288              1.267              1.253          0.000          0.614          2.240          0.582          4.257        349.807         83.782       1315.230         384.072              0.203              0.267              0.278              0.287              0.292              0.295              0.299              0.300              0.300              0.300        489.297        101.297          0.888          0.888                 0.386                 0.259                 1.000             32       2585.150       7594.182          1.269          5.282       1700.000        118.797              1.384              0.280              0.129              0.087              0.054              0.034              0.037              0.031              0.025              0.179        140.966         19.546              ?              ?              ?
      1956        97     06/04/1956       1000.800              97.356            392.028             43.165              3.081              2.238              2.190              1.431              1.375              1.346              1.306              1.267              1.254          0.000          0.582          2.278          0.587          3.708        299.050         89.348       1313.811         418.882              0.211              0.271              0.281              0.288              0.293              0.296              0.299              0.300              0.300              0.300        491.280        103.280          0.533          0.533                 0.368                 0.266                 1.000             39       3392.738       8865.638          1.551          6.547       1700.000        137.438              1.567              0.257              0.127              0.101              0.062              0.039              0.038              0.026              0.019              0.042        166.487         10.461              ?              ?              ?
      1957        94     04/04/1957       1059.500              79.806            454.152             48.594              2.978              2.176              2.140              1.376              1.334              1.304              1.260              1.241              1.229          0.000          0.734          2.229          0.641          4.751        366.742         94.580       1312.688         450.341              0.174              0.250              0.263              0.273              0.280              0.286              0.294              0.298              0.300              0.300        474.931         89.540          1.145          1.145                 0.388                 0.289                 0.982             35       3285.990       8013.506          1.209          5.981       1700.000        116.546              1.381              0.322              0.141              0.102              0.067              0.043              0.044              0.038              0.024              0.067        188.961         15.206              ?              ?              ?
      1958       101     11/04/1958        815.700              83.295            330.034             46.023              3.093              2.243              2.193              1.424              1.382              1.344              1.303              1.258              1.242          0.000          0.412          3.085          0.727          3.526        274.875         98.285       1312.241         355.138              0.233              0.234              0.239              0.247              0.256              0.266              0.282              0.293              0.298              0.300        458.876         70.876          1.296          1.296                 0.358                 0.260                 1.000             43       3620.995       9184.211          1.262          6.650       1700.000        140.127              2.086              0.395              0.170              0.118              0.069              0.042              0.042              0.032              0.026              0.106        213.658         11.888              ?              ?              ?
      1959       117     27/04/1959        797.300              34.112            299.995             50.088              3.100              2.257              2.193              1.410              1.364              1.333              1.294              1.259              1.242          0.000          0.474          3.271          0.596          5.375        415.732        108.532       1312.780         409.647              0.126              0.208              0.222              0.229              0.238              0.249              0.272              0.288              0.297              0.300        430.260         49.655          1.863          1.863                 0.362                 0.260                 0.963             56       3573.010       8492.017          0.826          5.920       1700.000        126.743              2.006              0.320              0.169              0.118              0.078              0.050              0.054              0.044              0.042              0.389        235.586         18.857              ?              ?              ?
      1960       106     15/04/1960        663.400              31.391            254.778             49.160              2.922              2.186              2.122              1.364              1.340              1.319              1.283              1.235              1.221          0.000          0.438          3.144          0.800          5.409        430.713        117.442       1313.859         318.809              0.292              0.294              0.267              0.261              0.266              0.271              0.281              0.292              0.298              0.300        479.013         91.013          3.814          3.814                 0.401                 0.314                 0.526             46       3596.979       8155.452          1.144          5.796       1700.000        118.248              1.679              0.714              0.206              0.122              0.073              0.048              0.053              0.040              0.038              0.172        255.155          8.640              ?              ?              ?
      1961        86     27/03/1961        990.100              52.899            382.645             47.317              3.169              2.253              2.217              1.371              1.311              1.277              1.240              1.214              1.193          0.000          0.275          2.803          1.073          3.094        246.518        105.003       1314.140         404.198              0.269              0.288              0.294              0.297              0.297              0.298              0.300              0.300              0.300              0.300        503.616        115.616          0.636          0.636                 0.384                 0.290                 1.000             29       3580.051       9679.289          1.707          7.629       1700.000        147.647              1.819              0.365              0.181              0.136              0.071              0.041              0.032              0.027              0.034              0.096        273.649         13.459              ?              ?              ?
