Summary_file = p20N200c_h.sum
Title = p20N200
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              73.999            475.122             12.764              2.657              2.055              1.969              1.341              1.345              1.331              1.323              1.314              1.303          0.000          0.052         26.250          0.395          0.319         15.425         37.731       1322.730         403.565              0.117              0.216              0.238              0.248              0.255              0.263              0.276              0.289              0.297              0.300        442.544         62.817          0.110          0.110                 0.477                 0.477                 0.365             43       3478.174       9970.654          0.780         14.919       1700.000        140.658              2.279              1.854              1.415              1.843              1.557              1.257              2.164              3.047              4.411              6.422         45.238        103.061              ?              ?              ?
      1953       108     18/04/1953        918.900              48.620            339.995             10.545              2.446              2.015              1.992              1.391              1.411              1.389              1.357              1.334              1.311          0.000          0.072         64.804          0.819          2.795         75.018         73.187       1322.002         406.990              0.231              0.286              0.294              0.299              0.300              0.300              0.300              0.301              0.301              0.301        501.475        113.475          0.000          0.000                 0.363                 0.360                 0.287             49       3981.887       9716.709          0.883         14.940       1700.000        142.449              3.850              2.879              3.261              9.459             11.372             10.806              8.773              6.493              4.621              3.291         51.227         61.273              ?              ?              ?
      1954        97     07/04/1954        668.500              48.334            209.381             11.469              2.499              2.013              2.011              1.401              1.417              1.390              1.343              1.308              1.284          0.000          0.083         91.495          0.695          4.148         96.300         90.479       1321.776         334.708              0.205              0.267              0.278              0.288              0.294              0.298              0.300              0.300              0.300              0.300        490.737        102.737          0.011          0.011                 0.384                 0.381                 0.364             36       3962.270       9736.952          0.869         14.631       1700.000        139.716              8.587              4.517              5.625             16.840             18.551             15.028             10.076              6.150              3.743              2.378         56.211         56.316              ?              ?              ?
      1955        92     02/04/1955       1006.700              87.339            429.278             11.883              2.455              1.996              2.001              1.362              1.378              1.350              1.315              1.272              1.252          0.000          0.072         51.964          0.735          3.365         79.631         94.478       1321.569         381.836              0.209              0.272              0.283              0.291              0.296              0.299              0.300              0.300              0.300              0.300        493.436        105.436          0.000          0.000                 0.386                 0.383                 0.393             32       5210.305      11660.226          1.111         16.108       1700.000        158.634              8.048              4.222              4.028              7.046              5.559              3.800              3.497              3.992              5.134              6.637         61.636         93.839              ?              ?              ?
      1956        97     06/04/1956       1000.800              92.419            362.504             13.222              2.460              1.998              2.027              1.386              1.408              1.373              1.327              1.280              1.255          0.000          0.053         86.736          0.763          2.046         52.745        102.149       1323.141         423.139              0.211              0.273              0.283              0.291              0.295              0.297              0.299              0.300              0.300              0.300        492.991        104.991          0.000          0.000                 0.368                 0.365                 0.398             39       5321.598      11302.174          1.175         14.967       1700.000        144.041              4.370              2.144              2.752              9.187             12.808             14.515             13.757             11.565              8.977              6.659         67.069         96.008              ?              ?              ?
      1957        95     05/04/1957       1059.500              74.136            435.498             14.634              2.526              1.996              2.013              1.354              1.378              1.345              1.305              1.254              1.232          0.000          0.063        100.033          0.890          2.413         70.531        108.618       1324.572         460.427              0.170              0.252              0.268              0.278              0.285              0.291              0.296              0.299              0.300              0.300        478.862         93.863          0.021          0.021                 0.390                 0.387                 0.478             36       4448.041       8879.002          0.869         11.972       1700.000        103.612              4.220              3.375              4.392             13.759             16.784             16.507             14.127             11.362              8.782              6.726         72.195        103.077              ?              ?              ?
      1958       101     11/04/1958        815.700              79.953            316.797             14.998              2.636              2.062              2.057              1.360              1.365              1.335              1.292              1.259              1.240          0.000          0.049         74.927          0.769          1.546         46.716        106.456       1325.859         359.508              0.219              0.224              0.232              0.239              0.248              0.259              0.277              0.291              0.298              0.300        449.799         61.799          0.011          0.011                 0.358                 0.356                 0.318             43       4195.093      10977.757          0.928         15.869       1700.000        145.035              6.207              2.703              3.182              9.405             11.092             10.702             10.137              8.716              7.112              5.670         78.418         91.156              ?              ?              ?
      1959       117     27/04/1959        797.300              34.854            302.434             16.765              2.775              2.125              2.097              1.383              1.382              1.355              1.310              1.262              1.239          0.000          0.063         91.272          0.879          2.258         65.099        133.238       1329.994         411.600              0.105              0.202              0.221              0.229              0.236              0.247              0.267              0.285              0.295              0.299        424.503         45.967          0.018          0.018                 0.362                 0.360                 0.287             57       2606.738       8811.863          0.627         14.042       1700.000        135.017             17.112              8.062              8.760             14.261             10.086              7.249              7.214              6.839              6.239              5.450         84.172         74.847              ?              ?              ?
      1960       106     15/04/1960        663.400              30.945            245.256             15.800              2.572              2.064              2.080              1.377              1.373              1.333              1.291              1.256              1.223          0.000          0.093        105.467          1.149          4.478        112.434        148.085       1333.989         317.876              0.293              0.299              0.294              0.272              0.264              0.265              0.277              0.290              0.297              0.300        481.108         93.108          0.069          0.069                 0.401                 0.418                 0.310             45       3169.075       8745.704          0.717         13.834       1700.000        125.576              7.681              6.728              6.908             17.992             18.916             15.060             12.282              9.097              6.414              4.389         89.115         84.997              ?              ?              ?
      1961        85     26/03/1961        989.300              52.228            327.439             14.215              2.468              1.976              2.005              1.300              1.308              1.266              1.243              1.223              1.194          0.000          0.049         69.473          1.451          1.996         49.711        130.170       1338.916         397.665              0.277              0.292              0.297              0.299              0.299              0.300              0.300              0.300              0.300              0.301        506.282        118.282          0.000          0.000                 0.383                 0.380                 0.371             29       5745.293      14109.797          1.423         18.625       1700.000        183.552              6.793              4.643              4.723             10.229             10.554              9.361              7.693              6.242              5.088              4.147         93.414         97.635              ?              ?              ?
