APSIM output file, version = 5.4
Title = p10N0
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              35.277            288.939          9.648          2.771          2.051          1.932          1.142          1.145          1.137          1.130          1.123          1.115          0.000          0.035          1.287          0.492          0.138          9.498         34.838       1320.633         376.238          0.276          0.296          0.302          0.302          0.302          0.302          0.301          0.301          0.301          0.301        509.139        121.139          0.066          0.066                 0.472                 0.262                 0.985             43       1107.675       4360.385          0.642          2.654       1700.000         74.492          0.610          0.339          0.141          0.060          0.019          0.003          0.004          0.006          0.014          0.091         40.986          4.645              ?              ?              ?
           1977            113     23/04/1977       1122.500             120.064            557.704          9.965          2.925          2.151          2.050          1.189          1.126          1.136          1.144          1.134          1.125          0.000          0.408          1.326          0.360          2.387        190.063         44.065       1314.741         455.582          0.190          0.264          0.277          0.286          0.292          0.296          0.299          0.300          0.300          0.300        487.636        100.642          0.473          0.473                 0.362                 0.197                 0.977             52        759.030       3223.725          0.447          1.925       1700.000         49.979          0.725          0.292          0.126          0.067          0.038          0.016          0.016          0.010          0.013          0.023         42.493          4.608              ?              ?              ?
           1978             97     07/04/1978       1159.600              69.342            637.323          9.701          2.819          2.088          2.032          1.191          1.167          1.141          1.124          1.117          1.109          0.000          0.307          1.427          0.468          1.775        147.470         46.187       1307.605         423.844          0.226          0.287          0.294          0.299          0.300          0.300          0.300          0.301          0.301          0.301        501.244        113.244          0.268          0.268                 0.372                 0.204                 1.000             40        999.730       3735.836          0.569          2.308       1700.000         62.234          0.796          0.306          0.136          0.080          0.035          0.013          0.011          0.011          0.015          0.023         44.014          4.996              ?              ?              ?
           1979            108     18/04/1979        678.800              19.621            233.372         10.537          2.770          2.066          2.007          1.194          1.162          1.145          1.129          1.122          1.113          0.000          0.630          1.452          0.378          3.563        292.694         53.133       1304.245         395.726          0.219          0.267          0.277          0.286          0.292          0.295          0.299          0.300          0.300          0.300        490.801        102.801          1.931          1.931                 0.354                 0.186                 0.985             49        332.328       3457.510          0.398          1.799       1700.000         55.597          0.791          0.265          0.110          0.063          0.032          0.014          0.010          0.008          0.019          0.141         45.419          3.762              ?              ?              ?
           1980             82     22/03/1980        661.100              25.487            301.077         11.133          2.900          2.107          2.036          1.177          1.144          1.123          1.109          1.102          1.095          0.000          0.793          1.543          0.380          4.620        367.693         59.661       1300.976         342.623          0.193          0.269          0.280          0.289          0.293          0.296          0.299          0.300          0.300          0.300        489.658        102.374          1.723          1.723                 0.381                 0.194                 0.992             27        348.485       2932.461          0.335          1.659       1700.000         43.281          0.770          0.293          0.134          0.080          0.039          0.017          0.010          0.008          0.020          0.170         46.757          4.820              ?              ?              ?
           1981             88     29/03/1981       1027.800              80.345            509.065         10.708          2.808          2.061          2.010          1.164          1.143          1.117          1.108          1.101          1.094          0.000          0.603          1.655          0.472          3.666        285.594         62.597       1297.240         429.371          0.295          0.302          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        518.703        130.703          0.321          0.321                 0.360                 0.209                 0.984             30        595.496       3539.561          0.450          2.169       1700.000         53.781          0.519          0.380          0.269          0.253          0.117          0.050          0.023          0.014          0.013          0.017         48.215          3.051              ?              ?              ?
           1982             92     02/04/1982        781.000              55.018            325.950         10.812          2.699          2.033          1.980          1.166          1.147          1.124          1.112          1.106          1.098          0.000          0.589          1.751          0.398          3.662        279.773         66.126       1294.027         357.706          0.178          0.254          0.269          0.279          0.287          0.292          0.297          0.300          0.300          0.300        481.022         95.259          1.781          1.781                 0.350                 0.189                 0.990             35        707.717       3641.633          0.435          2.069       1700.000         60.787          1.047          0.332          0.138          0.071          0.035          0.011          0.008          0.008          0.016          0.084         49.581          3.461              ?              ?              ?
           1983             99     09/04/1983        492.900               7.666            114.188         11.029          2.790          2.070          2.016          1.191          1.150          1.134          1.122          1.115          1.107          0.000          0.513          2.180          0.442          3.339        268.269         69.325       1291.267         337.452          0.167          0.248          0.265          0.276          0.284          0.289          0.295          0.299          0.300          0.300        476.648         91.990          6.765          6.765                 0.328                 0.198                 0.959             45       1495.572       3744.296          0.399          2.330       1700.000         58.944          1.296          0.347          0.137          0.076          0.040          0.014          0.007          0.008          0.032          0.225         51.123          2.939              ?              ?              ?
           1984            113     22/04/1984        627.200              16.011            213.357         10.240          2.578          1.982          1.951          1.177          1.156          1.125          1.126          1.117          1.108          0.000          0.307          1.707          0.483          2.438        201.378         64.909       1287.822         362.343          0.181          0.260          0.274          0.283          0.290          0.294          0.298          0.300          0.300          0.300        484.447         98.384          2.153          2.153                 0.359                 0.227                 0.950             55       1330.109       4191.200          0.558          2.717       1700.000         65.920          1.119          0.259          0.105          0.058          0.030          0.014          0.015          0.008          0.013          0.086         52.657          4.304              ?              ?              ?
           1985             95     05/04/1985       1049.100              45.485            566.039          9.986          2.703          2.004          1.991          1.152          1.133          1.122          1.105          1.100          1.093          0.000          0.386          1.636          0.423          3.410        283.771         61.990       1283.962         420.244          0.201          0.274          0.284          0.292          0.296          0.298          0.300          0.300          0.300          0.300        492.906        104.906          0.608          0.608                 0.376                 0.198                 0.991             38        968.936       3643.431          0.535          2.179       1700.000         60.331          1.099          0.240          0.102          0.074          0.042          0.020          0.013          0.010          0.013          0.023         53.858          4.292              ?              ?              ?
           1986            107     17/04/1986        931.300              58.389            466.987         10.757          2.803          2.053          2.005          1.179          1.158          1.122          1.109          1.102          1.095          0.000          0.512          1.687          0.382          3.555        295.832         61.119       1280.219         404.052          0.191          0.263          0.276          0.285          0.291          0.295          0.299          0.300          0.300          0.300        487.102        100.019          0.687          0.687                 0.355                 0.193                 0.999             49        804.480       3388.837          0.461          2.017       1700.000         55.516          1.073          0.272          0.116          0.066          0.037          0.018          0.010          0.009          0.013          0.074         55.065          7.729              ?              ?              ?
           1987             95     05/04/1987        650.000              30.811            267.990         10.609          2.741          2.034          2.009          1.177          1.155          1.120          1.106          1.100          1.093          0.000          0.605          1.785          0.392          4.026        336.167         63.746       1277.289         312.027          0.215          0.280          0.289          0.295          0.297          0.299          0.300          0.300          0.300          0.300        496.612        108.612          3.114          3.114                 0.357                 0.205                 0.977             43       1069.314       3335.303          0.434          1.965       1700.000         57.450          1.065          0.262          0.127          0.088          0.042          0.017          0.008          0.007          0.020          0.150         56.329          4.496              ?              ?              ?
           1988             96     05/04/1988        919.200              85.926            512.873         10.835          2.717          2.030          1.996          1.167          1.149          1.113          1.107          1.100          1.093          0.000          0.347          1.729          0.369          2.837        236.352         59.450       1272.910         311.280          0.213          0.264          0.276          0.285          0.290          0.294          0.298          0.300          0.300          0.300        488.686        100.686          1.243          1.243                 0.344                 0.199                 0.982             39        683.027       3811.637          0.472          2.306       1700.000         59.874          1.196          0.243          0.104          0.064          0.033          0.015          0.013          0.011          0.013          0.036         57.712          8.283              ?              ?              ?
           1989            103     13/04/1989        826.400              31.416            373.990         10.817          2.674          2.010          1.985          1.148          1.132          1.114          1.099          1.092          1.086          0.000          0.503          1.506          0.390          3.663        293.094         62.960       1269.670         382.975          0.197          0.273          0.283          0.290          0.294          0.295          0.296          0.299          0.300          0.300        490.213        102.472          0.808          0.808                 0.362                 0.204                 0.989             44        569.043       3449.524          0.434          2.008       1700.000         54.415          1.071          0.197          0.087          0.051          0.028          0.012          0.010          0.008          0.010          0.031         58.914          2.544              ?              ?              ?
           1990             86     27/03/1990        812.500              44.954            446.747         11.147          2.757          2.035          2.010          1.146          1.125          1.104          1.093          1.086          1.080          0.000          0.695          1.738          0.453          4.669        370.790         65.803       1267.269         313.851          0.288          0.288          0.270          0.276          0.284          0.290          0.296          0.299          0.300          0.300        493.668        105.668          2.429          2.429                 0.377                 0.210                 0.979             29        527.639       3220.784          0.373          1.782       1700.000         50.467          1.002          0.425          0.129          0.074          0.034          0.016          0.009          0.008          0.011          0.030         59.983          2.126              ?              ?              ?
           1991             84     25/03/1991        811.400              51.103            331.187         10.867          2.682          1.994          1.978          1.139          1.130          1.099          1.091          1.085          1.080          0.000          0.531          1.721          0.539          3.598        292.160         65.282       1263.739         396.185          0.265          0.293          0.298          0.301          0.301          0.301          0.301          0.302          0.301          0.301        507.462        119.462          0.888          0.888                 0.342                 0.196                 0.998             31        655.355       3698.167          0.488          2.252       1700.000         60.471          0.995          0.340          0.142          0.086          0.036          0.013          0.007          0.007          0.013          0.084         61.231          3.490              ?              ?              ?
           1992             69     09/03/1992         87.100               2.618             27.231         11.771          3.103          2.143          2.090          1.167          1.114          1.097          1.086          1.079          1.072          0.000          0.510          2.840          0.298          3.372        264.325         68.682       1261.193         118.603          0.171          0.205          0.210          0.211          0.217          0.230          0.260          0.282          0.294          0.299        417.616         32.478         66.181         66.181                 0.311                 0.184                 0.922             23       1011.551       3323.389          0.236          1.938       1700.000         61.522          1.798          0.362          0.151          0.089          0.049          0.019          0.013          0.017          0.058          0.283         62.637          0.532              ?              ?              ?
           1993             87     28/03/1993        775.000              97.889            368.892         11.413          2.660          1.964          1.922          1.104          1.101          1.099          1.091          1.085          1.079          0.000          0.406          1.891          0.403          3.587        286.491         66.597       1258.418         298.823          0.171          0.249          0.265          0.276          0.284          0.290          0.296          0.300          0.300          0.300        477.785         92.713          3.558          3.558                 0.320                 0.165                 0.989             29        709.402       3084.921          0.365          1.826       1700.000         44.858          1.206          0.280          0.112          0.075          0.041          0.019          0.009          0.007          0.018          0.125         64.064          5.859              ?              ?              ?
           1994             82     23/03/1994        439.400              40.288            164.896         11.935          2.772          1.997          1.970          1.127          1.127          1.090          1.080          1.075          1.070          0.000          0.607          1.824          0.207          5.067        420.553         67.783       1256.814         261.392          0.149          0.218          0.239          0.252          0.263          0.272          0.283          0.293          0.299          0.300        453.166         70.226         13.070         13.070                 0.358                 0.192                 0.950             23        685.681       2784.455          0.232          1.503       1700.000         46.716          0.946          0.293          0.138          0.080          0.040          0.017          0.007          0.007          0.029          0.269         65.216          4.283              ?              ?              ?
           1995            118     28/04/1995        584.500              27.405            219.517         11.237          2.682          2.013          1.972          1.152          1.150          1.120          1.110          1.102          1.095          0.000          0.554          1.715          0.282          5.340        459.812         67.828       1254.944         297.314          0.194          0.255          0.268          0.278          0.286          0.291          0.297          0.300          0.300          0.300        482.168         94.745          7.692          7.692                 0.341                 0.205                 0.950             59        718.882       3065.834          0.325          1.813       1700.000         50.050          1.045          0.281          0.109          0.061          0.028          0.010          0.007          0.007          0.017          0.150         66.628          4.329              ?              ?              ?
