APSIM output file, version = 5.4
Title = P40N75
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              40.668            221.796         23.148          2.957          2.122          1.975          1.145          1.137          1.128          1.120          1.117          1.113          0.000          0.039          1.485          0.487          0.182         11.131         34.616       1320.404         351.198          0.284          0.297          0.300          0.298          0.289          0.292          0.297          0.299          0.300          0.300        503.060        115.060          0.048          0.048                 0.472                 0.374                 1.000             43       4806.348      11514.440          1.914          8.819       1700.000        176.989          0.616          0.338          0.138          0.051          0.010          0.001          0.001          0.001          0.023          0.307         44.016         19.693              ?              ?              ?
           1977            112     22/04/1977       1122.500             151.926            488.568         22.438          2.933          2.172          2.041          1.106          1.010          1.026          1.053          1.110          1.129          0.000          0.384          1.725          0.554          3.858        264.414         65.306       1316.549         416.754          0.184          0.261          0.271          0.279          0.284          0.288          0.295          0.299          0.300          0.300        480.371         94.008          0.444          0.444                 0.360                 0.272                 0.988             51       4230.408       9259.755          1.605          6.817       1700.000        128.454          0.961          0.295          0.130          0.087          0.057          0.031          0.035          0.040          0.040          0.049         49.906         11.407              ?              ?              ?
           1978             97     07/04/1978       1159.600             109.709            540.583         21.807          2.938          2.162          2.136          1.277          1.229          1.208          1.181          1.136          1.112          0.000          0.245          2.258          0.821          2.264        171.154         74.657       1313.224         388.357          0.242          0.286          0.293          0.297          0.297          0.292          0.295          0.299          0.300          0.300        497.821        109.821          0.472          0.472                 0.371                 0.292                 1.000             40       4733.661      10609.277          1.909          8.285       1700.000        153.868          1.313          0.386          0.171          0.116          0.065          0.042          0.043          0.034          0.031          0.057         55.577         22.457              ?              ?              ?
           1979            108     18/04/1979        678.800              17.274            182.398         26.629          2.881          2.137          2.129          1.297          1.233          1.198          1.163          1.135          1.112          0.000          0.562          2.948          0.630          4.721        345.023         96.094       1313.217         383.192          0.212          0.253          0.260          0.264          0.258          0.240          0.254          0.276          0.291          0.298        448.735         60.735          2.085          2.085                 0.353                 0.266                 0.980             49       3644.780       9930.565          1.318          7.608       1700.000        147.167          1.612          0.338          0.141          0.101          0.073          0.058          0.075          0.069          0.084          0.397         60.859         10.647              ?              ?              ?
           1980             82     22/03/1980        661.100              24.176            252.039         25.154          2.811          2.134          2.114          1.224          1.172          1.145          1.142          1.117          1.093          0.000          0.450          3.494          0.725          5.861        432.961        111.359       1314.227         317.370          0.188          0.257          0.267          0.273          0.270          0.235          0.254          0.278          0.292          0.298        451.212         64.375          1.839          1.839                 0.381                 0.288                 0.985             27       4164.564       9808.943          1.481          7.460       1700.000        143.890          1.707          0.361          0.172          0.124          0.077          0.072          0.096          0.079          0.135          0.671         65.762         19.675              ?              ?              ?
           1981             87     28/03/1981       1027.800             122.179            416.304         23.557          2.854          2.110          2.107          1.270          1.258          1.223          1.175          1.123          1.097          0.000          0.354          2.973          0.867          4.973        366.065        120.111       1316.002         395.538          0.194          0.266          0.276          0.282          0.287          0.291          0.297          0.299          0.300          0.300        484.731         97.287          0.681          0.681                 0.358                 0.300                 0.994             29       4405.306      10258.257          1.755          8.648       1700.000        141.339          2.027          0.342          0.156          0.118          0.076          0.054          0.058          0.052          0.037          0.053         70.728          8.296              ?              ?              ?
           1982             92     02/04/1982        781.000              68.178            229.219         28.945          2.944          2.168          2.145          1.300          1.280          1.242          1.174          1.122          1.100          0.000          0.371          3.654          0.739          4.110        292.690        123.944       1317.852         342.340          0.162          0.230          0.242          0.249          0.257          0.266          0.283          0.293          0.298          0.300        452.742         68.500          1.975          1.975                 0.349                 0.283                 0.994             35       4737.270      11354.244          1.297          9.177       1700.000        159.538          2.279          0.407          0.196          0.130          0.083          0.054          0.060          0.042          0.064          0.341         75.750         14.046              ?              ?              ?
           1983             98     08/04/1983        492.900               7.144             98.955         31.124          3.079          2.235          2.239          1.314          1.246          1.229          1.167          1.128          1.103          0.000          0.316          4.262          0.839          4.603        331.031        133.738       1320.304         324.291          0.122          0.203          0.212          0.212          0.207          0.212          0.248          0.274          0.290          0.297        401.775         21.608         10.259         10.259                 0.324                 0.302                 0.938             45       4522.680       9144.351          0.893          9.174       1700.000        109.438          2.413          0.443          0.232          0.225          0.167          0.086          0.107          0.094          0.115          0.379         81.811          7.111              ?              ?              ?
           1984            111     20/04/1984        627.200              17.935            125.212         26.775          2.775          2.099          2.082          1.259          1.267          1.248          1.199          1.127          1.108          0.000          0.176          3.459          1.043          3.112        191.629        123.506       1321.879         339.962          0.169          0.242          0.254          0.261          0.267          0.272          0.280          0.282          0.293          0.298        457.067         72.204          0.329          0.329                 0.354                 0.321                 0.975             53       5546.498      11847.401          1.602         10.827       1700.000        142.943          2.104          0.360          0.163          0.122          0.082          0.053          0.073          0.072          0.068          0.361         87.920         10.957              ?              ?              ?
           1985             95     05/04/1985       1049.100              63.152            478.162         25.056          2.890          2.126          2.144          1.308          1.269          1.220          1.155          1.113          1.099          0.000          0.206          3.439          0.876          3.803        245.939        123.186       1323.782         387.057          0.201          0.266          0.275          0.281          0.286          0.290          0.296          0.299          0.300          0.300        484.425         96.425          0.264          0.264                 0.374                 0.291                 0.999             38       4954.419      11619.355          1.687          8.999       1700.000        165.893          2.437          0.319          0.142          0.116          0.077          0.048          0.044          0.030          0.046          0.180         92.677         24.413              ?              ?              ?
           1986            107     17/04/1986        931.300              60.335            397.536         27.217          3.043          2.181          2.162          1.302          1.256          1.197          1.127          1.132          1.100          0.000          0.266          4.024          0.844          4.608        313.103        124.400       1325.736         383.894          0.178          0.246          0.257          0.265          0.272          0.279          0.290          0.297          0.299          0.300        468.521         82.715          0.510          0.510                 0.355                 0.286                 1.000             49       4704.015      10808.001          1.443          8.611       1700.000        151.793          2.383          0.369          0.160          0.116          0.078          0.054          0.053          0.056          0.094          0.661         97.355         33.838              ?              ?              ?
           1987             95     05/04/1987        650.000              29.682            217.175         29.982          2.975          2.159          2.190          1.291          1.246          1.207          1.174          1.125          1.092          0.000          0.301          3.600          0.933          5.205        360.257        134.661       1328.135         297.253          0.197          0.255          0.258          0.247          0.212          0.218          0.254          0.278          0.292          0.298        431.087         43.431          3.575          3.575                 0.357                 0.322                 0.933             42       3971.882       9631.937          1.085          8.532       1700.000        135.879          1.987          0.369          0.191          0.193          0.118          0.076          0.090          0.071          0.102          0.404        102.203         14.745              ?              ?              ?
           1988             95     04/04/1988        914.300             106.014            418.153         26.015          2.835          2.134          2.140          1.270          1.254          1.219          1.178          1.128          1.097          0.000          0.178          3.646          0.915          3.581        219.380        125.644       1330.217         279.551          0.214          0.249          0.260          0.267          0.273          0.280          0.291          0.297          0.299          0.300        474.006         86.006          0.356          0.356                 0.342                 0.294                 0.998             39       4442.603      11422.444          1.684          9.933       1700.000        160.489          2.494          0.335          0.155          0.120          0.085          0.056          0.056          0.050          0.060          0.234        107.649         32.814              ?              ?              ?
           1989            103     13/04/1989        831.300              43.221            326.947         28.433          2.924          2.152          2.178          1.311          1.277          1.228          1.174          1.113          1.090          0.000          0.245          3.426          0.995          4.188        267.725        133.653       1333.056         361.440          0.182          0.252          0.257          0.249          0.244          0.253          0.275          0.290          0.297          0.300        450.794         64.571          0.772          0.772                 0.361                 0.311                 0.993             43       4776.049      10542.638          1.371          9.199       1700.000        131.211          2.364          0.303          0.141          0.130          0.098          0.066          0.067          0.053          0.044          0.160        112.053         16.113              ?              ?              ?
           1990             85     26/03/1990        799.000              65.690            381.552         29.334          2.896          2.142          2.148          1.268          1.254          1.209          1.161          1.099          1.083          0.000          0.260          4.036          0.932          4.738        315.582        136.325       1335.352         271.782          0.265          0.225          0.236          0.244          0.252          0.262          0.281          0.293          0.298          0.300        458.666         70.666          3.076          3.076                 0.375                 0.308                 0.992             28       4402.327      10641.842          1.253          8.606       1700.000        148.167          2.801          0.403          0.185          0.139          0.081          0.054          0.054          0.050          0.046          0.223        116.177         20.956              ?              ?              ?
           1991             84     25/03/1991        824.900              52.744            234.964         27.974          2.954          2.138          2.149          1.277          1.244          1.195          1.144          1.097          1.082          0.000          0.173          4.026          1.183          2.985        203.269        129.290       1338.238         363.798          0.276          0.293          0.296          0.294          0.278          0.265          0.278          0.291          0.298          0.300        487.076         99.076          0.846          0.846                 0.341                 0.294                 0.999             31       4452.738      11318.522          1.572         10.141       1700.000        158.723          2.308          0.617          0.247          0.163          0.083          0.059          0.053          0.041          0.068          0.386        121.033         15.352              ?              ?              ?
           1992             68     08/03/1992         87.100               1.961             24.604         35.201          3.308          2.225          2.204          1.244          1.193          1.159          1.124          1.089          1.070          0.000          0.206         24.490          0.472          3.943        251.311        140.314       1341.019         118.415          0.144          0.200          0.200          0.200          0.200          0.202          0.235          0.264          0.286          0.296        391.013          8.586        128.800        128.800                 0.207                 0.306                 0.989             23       1172.837       4806.765          0.432          6.904       1700.000        102.048         19.446          2.615          0.745          0.574          0.280          0.135          0.127          0.100          0.121          0.346        126.175          0.670              ?              ?              ?
           1993             93     03/04/1993        775.000              99.357            308.290         35.127          2.972          2.071          2.014          1.162          1.183          1.133          1.160          1.102          1.084          0.000          0.131          5.893          0.980          3.576        151.959        138.224       1343.634         298.132          0.117          0.208          0.225          0.231          0.240          0.252          0.274          0.289          0.297          0.300        431.445         51.725          0.179          0.179                 0.329                 0.326                 0.944             35       4534.945       9255.281          0.875         11.072       1700.000         97.257          2.856          0.384          0.227          0.207          0.165          0.134          0.145          0.126          0.302          1.346        132.018         43.122              ?              ?              ?
           1994             86     27/03/1994        439.400              24.252            171.429         35.439          2.922          2.107          2.148          1.225          1.183          1.148          1.093          1.072          1.065          0.000          0.215         12.330          0.718          6.998        276.955        148.131       1345.527         248.131          0.100          0.200          0.200          0.200          0.200          0.202          0.234          0.262          0.284          0.295        385.210          7.210          2.675          2.675                 0.275                 0.349                 0.943             28       2144.135       7486.070          0.531          7.636       1700.000        147.276          8.915          1.160          0.517          0.536          0.289          0.108          0.094          0.054          0.116          0.541        136.738         14.418              ?              ?              ?
           1995            117     27/04/1995        580.000              25.990            185.134         34.296          2.982          2.085          1.938          1.091          1.056          1.017          1.030          1.100          1.096          0.000          0.155          8.840          1.001          5.426        207.287        157.765       1348.673         281.317          0.194          0.232          0.245          0.251          0.250          0.235          0.252          0.276          0.291          0.298        437.715         50.317          1.031          1.031                 0.335                 0.345                 0.904             59       3371.833       7723.457          0.724          9.425       1700.000        105.204          4.829          1.101          0.672          0.671          0.414          0.239          0.250          0.205          0.153          0.307        142.547         14.529              ?              ?              ?
           1996             86     26/03/1996        579.200              44.829            178.821         30.098          2.839          2.123          2.172          1.309          1.289          1.241          1.150          1.101          1.081          0.000          0.112         11.451          0.978          4.121        148.923        148.266       1351.335         254.964          0.184          0.250          0.260          0.267          0.273          0.280          0.291          0.298          0.299          0.300        470.946         84.552          0.332          0.332                 0.379                 0.377                 0.958             35       4774.117       9673.927          1.414         11.435       1700.000        108.183          4.913          1.186          0.959          1.336          0.876          0.536          0.447          0.349          0.349          0.501        147.160         13.906              ?              ?              ?
           1997            101     11/04/1997        748.800              44.977            156.737         28.988          2.890          2.106          2.154          1.252          1.204          1.160          1.109          1.087          1.078          0.000          0.077          3.093          1.077          2.377         94.310        129.628       1353.642         374.712          0.180          0.253          0.264          0.271          0.276          0.280          0.285          0.281          0.292          0.298        466.452         80.431          0.105          0.105                 0.348                 0.317                 1.000             39       4760.418      13452.446          1.694         11.977       1700.000        162.155          2.066          0.247          0.131          0.122          0.067          0.031          0.029          0.019          0.049          0.332        151.628         14.141              ?              ?              ?
           1998            102     12/04/1998       1164.300             168.182            521.147         28.274          2.881          2.107          2.146          1.246          1.177          1.130          1.075          1.089          1.076          0.000          0.206          3.402          0.857          4.947        281.656        141.672       1356.710         352.513          0.169          0.245          0.259          0.267          0.275          0.281          0.291          0.297          0.300          0.300        469.594         84.680          1.007          1.007                 0.372                 0.273                 1.000             44       4360.170      10233.213          1.316          7.285       1700.000        155.550          2.152          0.291          0.128          0.112          0.075          0.048          0.048          0.044          0.067          0.439        154.913         42.067              ?              ?              ?
           1999            108     18/04/1999       1329.100             172.549            730.787         28.161          2.788          2.051          2.087          1.211          1.183          1.138          1.109          1.089          1.072          0.000          0.219          2.959          0.791          4.116        272.341        132.241       1358.747         369.786          0.193          0.256          0.267          0.276          0.283          0.289          0.295          0.299          0.300          0.300        479.821         92.562          0.475          0.475                 0.402                 0.290                 1.000             42       4248.615      10157.342          1.596          7.447       1700.000        142.483          2.268          0.222          0.086          0.078          0.058          0.041          0.045          0.038          0.023          0.099        157.859         51.074              ?              ?              ?
