APSIM output file, version = 5.3
Title = p20N25
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              73.789            503.988         17.191          3.040          2.129          1.981          1.144          1.137          1.129          1.123          1.118          1.111          0.000          0.049          1.919          0.383          0.209         13.797         37.588       1322.641         405.200          0.146          0.231          0.249          0.261          0.270          0.278          0.289          0.296          0.300          0.300        461.459         78.833          0.114          0.114                 0.477                 0.312                 0.981             43       2240.077       6103.328          0.669          3.804       1700.000         99.593          1.049          0.459          0.183          0.064          0.021          0.001          0.002          0.006          0.017          0.117         41.844         14.872              ?              ?              ?
           1953            108     18/04/1953        918.900              42.759            397.821         14.462          2.817          2.104          2.009          1.130          1.076          1.084          1.121          1.124          1.115          0.000          0.201          1.511          0.496          2.530        216.070         50.840       1318.506         420.963          0.227          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        500.329        112.329          1.043          1.043                 0.363                 0.214                 0.998             49       1693.910       5142.906          0.772          3.173       1700.000         85.930          0.725          0.322          0.171          0.121          0.059          0.026          0.023          0.017          0.016          0.031         44.688          3.994              ?              ?              ?
           1954             97     07/04/1954        668.500              40.651            273.681         14.461          2.782          2.070          2.018          1.193          1.160          1.151          1.129          1.116          1.107          0.000          0.356          1.710          0.458          2.988        250.132         61.010       1314.792         337.540          0.198          0.260          0.272          0.281          0.288          0.292          0.297          0.300          0.300          0.300        484.512         96.741          1.040          1.040                 0.384                 0.231                 0.998             36       1900.711       5956.226          0.863          3.719       1700.000         97.887          1.095          0.278          0.113          0.070          0.041          0.020          0.022          0.010          0.013          0.048         47.091          2.991              ?              ?              ?
           1955             92     02/04/1955       1006.700              81.179            501.497         15.163          2.842          2.100          2.047          1.195          1.150          1.139          1.110          1.106          1.098          0.000          0.470          1.745          0.480          3.699        315.928         67.939       1311.443         396.317          0.201          0.269          0.280          0.289          0.294          0.297          0.300          0.300          0.300          0.300        491.040        103.040          0.874          0.874                 0.386                 0.231                 1.000             32       1695.770       5411.939          0.842          3.466       1700.000         88.533          1.061          0.263          0.121          0.077          0.045          0.025          0.025          0.017          0.016          0.094         49.540         11.361              ?              ?              ?
           1956             97     06/04/1956       1000.800              87.641            424.677         14.298          2.683          2.034          2.016          1.209          1.185          1.163          1.125          1.110          1.102          0.000          0.483          1.733          0.497          3.323        279.907         72.054       1308.179         430.257          0.204          0.273          0.283          0.291          0.295          0.298          0.299          0.300          0.300          0.300        492.713        104.713          0.541          0.541                 0.368                 0.237                 0.987             39       2216.326       6372.207          1.014          4.307       1700.000        103.615          1.124          0.241          0.116          0.088          0.051          0.029          0.026          0.014          0.015          0.028         52.175          6.344              ?              ?              ?
           1957             95     05/04/1957       1059.500              69.636            483.933         16.235          2.674          2.006          1.988          1.182          1.165          1.138          1.107          1.102          1.095          0.000          0.594          1.757          0.519          4.211        342.518         75.666       1305.169         462.491          0.176          0.254          0.268          0.278          0.286          0.291          0.296          0.299          0.300          0.300        479.911         94.291          1.229          1.229                 0.390                 0.267                 0.964             36       2150.430       5619.390          0.789          3.857       1700.000         85.042          1.041          0.308          0.131          0.087          0.055          0.032          0.029          0.020          0.014          0.039         54.615         10.085              ?              ?              ?
           1958            101     11/04/1958        815.700              78.842            345.920         16.022          2.852          2.098          2.060          1.226          1.209          1.174          1.135          1.114          1.106          0.000          0.321          2.499          0.641          2.876        237.087         78.031       1302.690         363.091          0.236          0.246          0.252          0.261          0.270          0.278          0.288          0.296          0.299          0.300        471.913         83.914          1.331          1.331                 0.358                 0.238                 0.987             43       2425.970       6583.670          0.764          4.401       1700.000        104.551          1.663          0.383          0.153          0.093          0.050          0.028          0.027          0.014          0.017          0.072         57.456          8.455              ?              ?              ?
           1959            117     27/04/1959        797.300              34.281            311.564         17.442          2.925          2.145          2.080          1.226          1.191          1.167          1.131          1.120          1.111          0.000          0.343          2.681          0.505          3.815        310.611         83.757       1301.130         414.342          0.140          0.219          0.236          0.246          0.256          0.266          0.281          0.293          0.298          0.300        447.615         65.643          1.634          1.634                 0.362                 0.240                 0.947             57       2460.090       6223.877          0.573          4.025       1700.000         98.197          1.642          0.322          0.165          0.104          0.058          0.031          0.033          0.022          0.026          0.277         60.201         13.699              ?              ?              ?
           1960            105     14/04/1960        663.400              29.834            270.723         16.878          2.753          2.080          2.033          1.201          1.177          1.166          1.134          1.111          1.103          0.000          0.379          2.214          0.549          4.615        385.920         89.945       1300.375         326.582          0.168          0.248          0.263          0.274          0.282          0.288          0.295          0.299          0.300          0.300        475.298         90.528          3.764          3.764                 0.400                 0.285                 0.952             45       2432.171       5860.026          0.611          3.772       1700.000         89.745          1.366          0.349          0.141          0.090          0.051          0.033          0.031          0.022          0.022          0.109         62.650          5.794              ?              ?              ?
           1961             85     26/03/1961        989.300              52.616            424.889         14.345          2.627          2.004          2.010          1.185          1.175          1.145          1.117          1.101          1.090          0.000          0.237          2.184          0.846          2.714        227.120         82.273       1298.017         412.440          0.271          0.291          0.296          0.299          0.299          0.300          0.300          0.300          0.300          0.301        505.668        117.668          0.607          0.607                 0.382                 0.254                 0.998             29       2224.020       6982.784          1.094          4.948       1700.000        113.939          1.362          0.336          0.168          0.123          0.061          0.031          0.020          0.017          0.018          0.048         65.063          6.773              ?              ?              ?
