APSIM output file, version = 5.4
Title = WaterSupply Sample Simulation
           Date        biomass          yield  grain_protein     grain_size            esw      dam_water  channel_water     bore_water     irrigation        deficit
     26/09/1940          0.000          0.000          0.000          0.000        150.957         50.000       1000.000        100.000          0.000        249.353
     27/09/1940          0.000          0.000          0.000          0.000        150.768         50.000       1000.000        100.000          0.000        249.543
     28/09/1940          0.000          0.000          0.000          0.000        150.580         50.000       1000.000        100.000          0.000        249.732
     29/09/1940          0.000          0.000          0.000          0.000        150.393         50.000       1000.000        100.000          0.000        249.920
     30/09/1940          0.000          0.000          0.000          0.000        150.207         50.000       1000.000        100.000          0.000        250.107
     01/10/1940          0.000          0.000          0.000          0.000        150.023         50.000       1000.000        100.000          0.000        250.293
     02/10/1940          0.000          0.000          0.000          0.000        149.839         50.000       1000.000        100.000          0.000        250.477
     03/10/1940          0.000          0.000          0.000          0.000        149.656         50.000       1000.000        100.000          0.000        250.661
     04/10/1940          0.000          0.000          0.000          0.000        149.474         50.000       1000.000        100.000          0.000        250.844
     05/10/1940          0.000          0.000          0.000          0.000        149.294         50.000       1000.000        100.000          0.000        251.026
     06/10/1940          0.000          0.000          0.000          0.000        149.114         50.000       1000.000        100.000          0.000        251.206
     07/10/1940          0.000          0.000          0.000          0.000        148.935         50.000       1000.000        100.000          0.000        251.386
     08/10/1940          0.000          0.000          0.000          0.000        148.757         50.000       1000.000        100.000          0.000        251.565
     09/10/1940          0.000          0.000          0.000          0.000        148.580         50.000       1000.000        100.000          0.000        251.743
     10/10/1940          0.000          0.000          0.000          0.000        148.404         50.000       1000.000        100.000          0.000        251.920
     11/10/1940          0.000          0.000          0.000          0.000        148.228         50.000       1000.000        100.000          0.000        252.096
     12/10/1940          0.000          0.000          0.000          0.000        148.054         50.000       1000.000        100.000          0.000        252.272
     13/10/1940          0.000          0.000          0.000          0.000        147.880         50.000       1000.000        100.000          0.000        252.446
     14/10/1940          0.000          0.000          0.000          0.000        147.708         50.000       1000.000        100.000          0.000        252.620
     15/10/1940          0.000          0.000          0.000          0.000        147.536         50.000       1000.000        100.000          0.000        252.792
     16/10/1940          0.000          0.000          0.000          0.000        147.365         50.000       1000.000        100.000          0.000        252.964
     17/10/1940          0.000          0.000          0.000          0.000        147.195         50.000       1000.000        100.000          0.000        253.135
     18/10/1940          0.000          0.000          0.000          0.000        147.025         50.000       1000.000        100.000          0.000        253.305
     19/10/1940          0.000          0.000          0.000          0.000        146.857         50.000       1000.000        100.000          0.000        253.475
     20/10/1940          0.000          0.000          0.000          0.000        146.689         50.000       1000.000        100.000          0.000        253.643
     21/10/1940          0.000          0.000          0.000          0.000        149.798         50.000       1000.000        100.000          0.000        253.811
     22/10/1940          0.000          0.000          0.000          0.000        149.407         50.000       1000.000        100.000          0.000        250.702
     23/10/1940          0.000          0.000          0.000          0.000        149.227         50.000       1000.000        100.000          0.000        251.093
     24/10/1940          0.000          0.000          0.000          0.000        149.047         50.000       1000.000        100.000          0.000        251.273
     25/10/1940          0.000          0.000          0.000          0.000        148.869         50.000       1000.000        100.000          0.000        251.453
     26/10/1940          0.000          0.000          0.000          0.000        148.691         50.000       1000.000        100.000          0.000        251.631
     27/10/1940          0.000          0.000          0.000          0.000        148.514         50.000       1000.000        100.000          0.000        251.809
     28/10/1940          0.000          0.000          0.000          0.000        148.339         50.000       1000.000        100.000          0.000        251.986
     29/10/1940          0.000          0.000          0.000          0.000        148.164         50.000       1000.000        100.000          0.000        252.161
     30/10/1940          0.000          0.000          0.000          0.000        147.990         50.000       1000.000        100.000          0.000        252.336
     31/10/1940          0.000          0.000          0.000          0.000        147.816         50.000       1000.000        100.000          0.000        252.510
     01/11/1940          0.000          0.000          0.000          0.000        147.644         50.000       1000.000        100.000          0.000        252.684
     02/11/1940          0.000          0.000          0.000          0.000        147.473         50.000       1000.000        100.000          0.000        252.856
     03/11/1940          0.000          0.000          0.000          0.000        147.302         50.000       1000.000        100.000          0.000        253.027
     04/11/1940          0.000          0.000          0.000          0.000        147.132         50.000       1000.000        100.000          0.000        253.198
     05/11/1940          0.000          0.000          0.000          0.000        146.963         50.000       1000.000        100.000          0.000        253.368
     06/11/1940          0.000          0.000          0.000          0.000        146.794         50.000       1000.000        100.000          0.000        253.537
     07/11/1940          0.000          0.000          0.000          0.000        146.627         50.000       1000.000        100.000          0.000        253.706
     08/11/1940          0.000          0.000          0.000          0.000        146.460         50.000       1000.000        100.000          0.000        253.873
     09/11/1940          0.000          0.000          0.000          0.000        146.294         50.000       1000.000        100.000          0.000        254.040
     10/11/1940          0.000          0.000          0.000          0.000        146.129         50.000       1000.000        100.000          0.000        254.206
     11/11/1940          0.000          0.000          0.000          0.000        145.964         50.000       1000.000        100.000          0.000        254.371
     12/11/1940          0.000          0.000          0.000          0.000        145.800         50.000       1000.000        100.000          0.000        254.536
     13/11/1940          0.000          0.000          0.000          0.000        145.637         50.000       1000.000        100.000          0.000        254.700
     14/11/1940          0.000          0.000          0.000          0.000        145.475         50.000       1000.000        100.000          0.000        254.863
     15/11/1940          0.000          0.000          0.000          0.000        145.313         50.000       1000.000        100.000          0.000        255.025
     16/11/1940          0.000          0.000          0.000          0.000        145.152         50.000       1000.000        100.000          0.000        255.187
     17/11/1940          0.000          0.000          0.000          0.000        144.991         50.000       1000.000        100.000          0.000        255.348
     18/11/1940          0.000          0.000          0.000          0.000        144.832         50.000       1000.000        100.000          0.000        255.509
     19/11/1940          0.000          0.000          0.000          0.000        144.673         50.000       1000.000        100.000          0.000        255.668
     20/11/1940          0.000          0.000          0.000          0.000        144.514         50.000       1000.000        100.000          0.000        255.827
     21/11/1940          0.000          0.000          0.000          0.000        144.356         50.000       1000.000        100.000          0.000        255.986
     22/11/1940          0.000          0.000          0.000          0.000        144.199         50.000       1000.000        100.000          0.000        256.144
     23/11/1940          0.000          0.000          0.000          0.000        144.043         50.000       1000.000        100.000          0.000        256.301
     24/11/1940          0.000          0.000          0.000          0.000        143.887         50.000       1000.000        100.000          0.000        256.457
     25/11/1940          0.000          0.000          0.000          0.000        143.732         50.000       1000.000        100.000          0.000        256.613
     26/11/1940          0.000          0.000          0.000          0.000        143.577         50.000       1000.000        100.000          0.000        256.768
     27/11/1940          0.000          0.000          0.000          0.000        143.423         50.000       1000.000        100.000          0.000        256.923
     28/11/1940          0.000          0.000          0.000          0.000        143.270         50.000       1000.000        100.000          0.000        257.077
     29/11/1940          0.000          0.000          0.000          0.000        143.117         50.000       1000.000        100.000          0.000        257.230
     30/11/1940          0.000          0.000          0.000          0.000        166.691         50.000       1000.000        100.000          0.000        257.383
     01/12/1940          0.000          0.000          0.000          0.000        185.381         50.000       1000.000        100.000          0.000        233.809
     02/12/1940          0.000          0.000          0.000          0.000        182.199         50.000       1000.000        100.000          0.000        215.119
     03/12/1940          0.000          0.000          0.000          0.000        180.083         50.000       1000.000        100.000          0.000        218.301
     04/12/1940          0.000          0.000          0.000          0.000        178.756         50.000       1000.000        100.000          0.000        220.417
     05/12/1940          0.000          0.000          0.000          0.000        177.701         50.000       1000.000        100.000          0.000        221.744
     06/12/1940          0.000          0.000          0.000          0.000        176.799         50.000       1000.000        100.000          0.000        222.799
     07/12/1940          0.000          0.000          0.000          0.000        175.997         50.000       1000.000        100.000          0.000        223.701
     08/12/1940          0.000          0.000          0.000          0.000        175.268         50.000       1000.000        100.000          0.000        224.503
     09/12/1940          0.000          0.000          0.000          0.000        174.595         50.000       1000.000        100.000          0.000        225.232
     10/12/1940          0.000          0.000          0.000          0.000        180.124         50.000       1000.000        100.000          0.000        225.905
     11/12/1940          0.000          0.000          0.000          0.000        188.327         50.000       1000.000        100.000          0.000        220.376
     12/12/1940          0.000          0.000          0.000          0.000        183.891         50.000       1000.000        100.000          0.000        212.173
     13/12/1940          0.000          0.000          0.000          0.000        182.467         50.000       1000.000        100.000          0.000        216.609
     14/12/1940          0.000          0.000          0.000          0.000        181.365         50.000       1000.000        100.000          0.000        218.033
     15/12/1940          0.000          0.000          0.000          0.000        180.434         50.000       1000.000        100.000          0.000        219.135
     16/12/1940          0.000          0.000          0.000          0.000        179.613         50.000       1000.000        100.000          0.000        220.066
     17/12/1940          0.000          0.000          0.000          0.000        178.869         50.000       1000.000        100.000          0.000        220.887
     18/12/1940          0.000          0.000          0.000          0.000        179.947         50.000       1000.000        100.000          0.000        221.631
     19/12/1940          0.000          0.000          0.000          0.000        178.185         50.000       1000.000        100.000          0.000        220.553
     20/12/1940          0.000          0.000          0.000          0.000        177.548         50.000       1000.000        100.000          0.000        222.315
     21/12/1940          0.000          0.000          0.000          0.000        198.262         50.000       1000.000        100.000          0.000        222.952
     22/12/1940          0.000          0.000          0.000          0.000        193.640         50.000       1000.000        100.000          0.000        202.238
     23/12/1940          0.000          0.000          0.000          0.000        192.161         50.000       1000.000        100.000          0.000        206.860
     24/12/1940          0.000          0.000          0.000          0.000        191.036         50.000       1000.000        100.000          0.000        208.339
     25/12/1940          0.000          0.000          0.000          0.000        190.091         50.000       1000.000        100.000          0.000        209.464
     26/12/1940          0.000          0.000          0.000          0.000        189.259         50.000       1000.000        100.000          0.000        210.409
     27/12/1940          0.000          0.000          0.000          0.000        188.508         50.000       1000.000        100.000          0.000        211.241
     28/12/1940          0.000          0.000          0.000          0.000        187.819         50.000       1000.000        100.000          0.000        211.992
     29/12/1940          0.000          0.000          0.000          0.000        187.177         50.000       1000.000        100.000          0.000        212.681
     30/12/1940          0.000          0.000          0.000          0.000        189.364         50.000       1000.000        100.000          0.000        213.323
     31/12/1940          0.000          0.000          0.000          0.000        187.418         50.000       1000.000        100.000          0.000        211.136
     01/01/1941          0.000          0.000          0.000          0.000        186.801         50.000       1000.000        100.000          0.000        213.082
     02/01/1941          0.000          0.000          0.000          0.000        186.220         50.000       1000.000        100.000          0.000        213.699
     03/01/1941          0.000          0.000          0.000          0.000        185.668         50.000       1000.000        100.000          0.000        214.280
     04/01/1941          0.000          0.000          0.000          0.000        193.039         50.000       1000.000        100.000          0.000        214.832
     05/01/1941          0.000          0.000          0.000          0.000        202.749         50.000       1000.000        100.000          0.000        207.461
     06/01/1941          0.000          0.000          0.000          0.000        201.617         50.000       1000.000        100.000          0.000        197.751
     07/01/1941          0.000          0.000          0.000          0.000        205.936         50.000       1000.000        100.000          0.000        198.883
     08/01/1941          0.000          0.000          0.000          0.000        203.788         50.000       1000.000        100.000          0.000        194.564
     09/01/1941          0.000          0.000          0.000          0.000        204.161         50.000       1000.000        100.000          0.000        196.712
     10/01/1941          0.000          0.000          0.000          0.000        205.008         50.000       1000.000        100.000          0.000        196.339
     11/01/1941          0.000          0.000          0.000          0.000        203.719         50.000       1000.000        100.000          0.000        195.492
     12/01/1941          0.000          0.000          0.000          0.000        201.674         50.000       1000.000        100.000          0.000        196.781
     13/01/1941          0.000          0.000          0.000          0.000        202.832         50.000       1000.000        100.000          0.000        198.826
     14/01/1941          0.000          0.000          0.000          0.000        222.524         50.000       1000.000        100.000          0.000        197.668
     15/01/1941          0.000          0.000          0.000          0.000        218.114         50.000       1000.000        100.000          0.000        177.976
     16/01/1941          0.000          0.000          0.000          0.000        216.221         50.000       1000.000        100.000          0.000        182.386
     17/01/1941          0.000          0.000          0.000          0.000        214.950         50.000       1000.000        100.000          0.000        184.279
     18/01/1941          0.000          0.000          0.000          0.000        213.924         50.000       1000.000        100.000          0.000        185.550
     19/01/1941          0.000          0.000          0.000          0.000        213.039         50.000       1000.000        100.000          0.000        186.576
     20/01/1941          0.000          0.000          0.000          0.000        212.249         50.000       1000.000        100.000          0.000        187.461
     21/01/1941          0.000          0.000          0.000          0.000        211.530         50.000       1000.000        100.000          0.000        188.251
     22/01/1941          0.000          0.000          0.000          0.000        210.865         50.000       1000.000        100.000          0.000        188.970
     23/01/1941          0.000          0.000          0.000          0.000        210.243         50.000       1000.000        100.000          0.000        189.635
     24/01/1941          0.000          0.000          0.000          0.000        233.034         50.000       1000.000        100.000          0.000        190.257
     25/01/1941          0.000          0.000          0.000          0.000        252.822         50.000       1000.000        100.000          0.000        167.466
     26/01/1941          0.000          0.000          0.000          0.000        249.362         50.000       1000.000        100.000          0.000        147.678
     27/01/1941          0.000          0.000          0.000          0.000        247.913         50.000       1000.000        100.000          0.000        151.138
     28/01/1941          0.000          0.000          0.000          0.000        246.800         50.000       1000.000        100.000          0.000        152.587
     29/01/1941          0.000          0.000          0.000          0.000        245.862         50.000       1000.000        100.000          0.000        153.700
     30/01/1941          0.000          0.000          0.000          0.000        245.036         50.000       1000.000        100.000          0.000        154.638
     31/01/1941          0.000          0.000          0.000          0.000        244.289         50.000       1000.000        100.000          0.000        155.464
     01/02/1941          0.000          0.000          0.000          0.000        243.602         50.000       1000.000        100.000          0.000        156.211
     02/02/1941          0.000          0.000          0.000          0.000        242.963         50.000       1000.000        100.000          0.000        156.898
     03/02/1941          0.000          0.000          0.000          0.000        242.561         50.000       1000.000        100.000          0.000        157.537
     04/02/1941          0.000          0.000          0.000          0.000        241.983         50.000       1000.000        100.000          0.000        157.939
     05/02/1941          0.000          0.000          0.000          0.000        241.433         50.000       1000.000        100.000          0.000        158.517
     06/02/1941          0.000          0.000          0.000          0.000        240.910         50.000       1000.000        100.000          0.000        159.067
     07/02/1941          0.000          0.000          0.000          0.000        240.408         50.000       1000.000        100.000          0.000        159.590
     08/02/1941          0.000          0.000          0.000          0.000        239.925         50.000       1000.000        100.000          0.000        160.092
     09/02/1941          0.000          0.000          0.000          0.000        239.460         50.000       1000.000        100.000          0.000        160.575
     10/02/1941          0.000          0.000          0.000          0.000        239.011         50.000       1000.000        100.000          0.000        161.040
     11/02/1941          0.000          0.000          0.000          0.000        249.858         50.000       1000.000        100.000          0.000        161.489
     12/02/1941          0.000          0.000          0.000          0.000        255.370         50.000       1000.000        100.000          0.000        150.642
     13/02/1941          0.000          0.000          0.000          0.000        251.052         50.000       1000.000        100.000          0.000        145.130
     14/02/1941          0.000          0.000          0.000          0.000        249.411         50.000       1000.000        100.000          0.000        149.448
     15/02/1941          0.000          0.000          0.000          0.000        248.221         50.000       1000.000        100.000          0.000        151.089
     16/02/1941          0.000          0.000          0.000          0.000        247.238         50.000       1000.000        100.000          0.000        152.279
     17/02/1941          0.000          0.000          0.000          0.000        246.382         50.000       1000.000        100.000          0.000        153.262
     18/02/1941          0.000          0.000          0.000          0.000        245.613         50.000       1000.000        100.000          0.000        154.118
     19/02/1941          0.000          0.000          0.000          0.000        244.909         50.000       1000.000        100.000          0.000        154.887
     20/02/1941          0.000          0.000          0.000          0.000        244.256         50.000       1000.000        100.000          0.000        155.591
     21/02/1941          0.000          0.000          0.000          0.000        243.645         50.000       1000.000        100.000          0.000        156.244
     22/02/1941          0.000          0.000          0.000          0.000        243.067         50.000       1000.000        100.000          0.000        156.855
     23/02/1941          0.000          0.000          0.000          0.000        242.519         50.000       1000.000        100.000          0.000        157.433
     24/02/1941          0.000          0.000          0.000          0.000        241.996         50.000       1000.000        100.000          0.000        157.981
     25/02/1941          0.000          0.000          0.000          0.000        241.494         50.000       1000.000        100.000          0.000        158.504
     26/02/1941          0.000          0.000          0.000          0.000        241.012         50.000       1000.000        100.000          0.000        159.006
     27/02/1941          0.000          0.000          0.000          0.000        240.548         50.000       1000.000        100.000          0.000        159.488
     28/02/1941          0.000          0.000          0.000          0.000        240.099         50.000       1000.000        100.000          0.000        159.952
     01/03/1941          0.000          0.000          0.000          0.000        239.664         50.000       1000.000        100.000          0.000        160.401
     02/03/1941          0.000          0.000          0.000          0.000        239.242         50.000       1000.000        100.000          0.000        160.836
     03/03/1941          0.000          0.000          0.000          0.000        238.831         50.000       1000.000        100.000          0.000        161.258
     04/03/1941          0.000          0.000          0.000          0.000        238.432         50.000       1000.000        100.000          0.000        161.669
     05/03/1941          0.000          0.000          0.000          0.000        238.042         50.000       1000.000        100.000          0.000        162.068
     06/03/1941          0.000          0.000          0.000          0.000        237.662         50.000       1000.000        100.000          0.000        162.458
     07/03/1941          0.000          0.000          0.000          0.000        237.291         50.000       1000.000        100.000          0.000        162.838
     08/03/1941          0.000          0.000          0.000          0.000        236.927         50.000       1000.000        100.000          0.000        163.209
     09/03/1941          0.000          0.000          0.000          0.000        239.981         50.000       1000.000        100.000          0.000        163.573
     10/03/1941          0.000          0.000          0.000          0.000        242.511         50.000       1000.000        100.000          0.000        160.519
     11/03/1941          0.000          0.000          0.000          0.000        241.577         50.000       1000.000        100.000          0.000        157.989
     12/03/1941          0.000          0.000          0.000          0.000        241.092         50.000       1000.000        100.000          0.000        158.923
     13/03/1941          0.000          0.000          0.000          0.000        253.855         50.000       1000.000        100.000          0.000        159.408
     14/03/1941          0.000          0.000          0.000          0.000        275.695         50.000       1000.000        100.000          0.000        146.645
     15/03/1941          0.000          0.000          0.000          0.000        273.673         50.000       1000.000        100.000          0.000        124.805
     16/03/1941          0.000          0.000          0.000          0.000        270.123         50.000       1000.000        100.000          0.000        126.827
     17/03/1941          0.000          0.000          0.000          0.000        268.468         50.000       1000.000        100.000          0.000        130.377
     18/03/1941          0.000          0.000          0.000          0.000        267.272         50.000       1000.000        100.000          0.000        132.032
     19/03/1941          0.000          0.000          0.000          0.000        266.287         50.000       1000.000        100.000          0.000        133.228
     20/03/1941          0.000          0.000          0.000          0.000        272.620         50.000       1000.000        100.000          0.000        134.213
     21/03/1941          0.000          0.000          0.000          0.000        271.336         50.000       1000.000        100.000          0.000        127.880
     22/03/1941          0.000          0.000          0.000          0.000        283.308         50.000       1000.000        100.000          0.000        129.164
     23/03/1941          0.000          0.000          0.000          0.000        279.812         50.000       1000.000        100.000          0.000        117.192
     24/03/1941          0.000          0.000          0.000          0.000        277.230         50.000       1000.000        100.000          0.000        120.688
     25/03/1941          0.000          0.000          0.000          0.000        275.827         50.000       1000.000        100.000          0.000        123.270
     26/03/1941          0.000          0.000          0.000          0.000        274.736         50.000       1000.000        100.000          0.000        124.673
     27/03/1941          0.000          0.000          0.000          0.000        273.810         50.000       1000.000        100.000          0.000        125.764
     28/03/1941          0.000          0.000          0.000          0.000        272.993         50.000       1000.000        100.000          0.000        126.690
     29/03/1941          0.000          0.000          0.000          0.000        272.252         50.000       1000.000        100.000          0.000        127.507
     30/03/1941          0.000          0.000          0.000          0.000        271.570         50.000       1000.000        100.000          0.000        128.248
     31/03/1941          0.000          0.000          0.000          0.000        270.935         50.000       1000.000        100.000          0.000        128.930
     01/04/1941          0.000          0.000          0.000          0.000        270.338         50.000       1000.000        100.000          0.000        129.565
     02/04/1941          0.000          0.000          0.000          0.000        269.773         50.000       1000.000        100.000          0.000        130.162
     03/04/1941          0.000          0.000          0.000          0.000        269.235         50.000       1000.000        100.000          0.000        130.727
     04/04/1941          0.000          0.000          0.000          0.000        268.721         50.000       1000.000        100.000          0.000        131.265
     05/04/1941          0.000          0.000          0.000          0.000        268.228         50.000       1000.000        100.000          0.000        131.779
     06/04/1941          0.000          0.000          0.000          0.000        267.753         50.000       1000.000        100.000          0.000        132.272
     07/04/1941          0.000          0.000          0.000          0.000        267.295         50.000       1000.000        100.000          0.000        132.747
     08/04/1941          0.000          0.000          0.000          0.000        266.852         50.000       1000.000        100.000          0.000        133.205
     09/04/1941          0.000          0.000          0.000          0.000        266.422         50.000       1000.000        100.000          0.000        133.648
     10/04/1941          0.000          0.000          0.000          0.000        266.005         50.000       1000.000        100.000          0.000        134.078
     11/04/1941          0.000          0.000          0.000          0.000        265.599         50.000       1000.000        100.000          0.000        134.495
     12/04/1941          0.000          0.000          0.000          0.000        265.204         50.000       1000.000        100.000          0.000        134.901
     13/04/1941          0.000          0.000          0.000          0.000        264.818         50.000       1000.000        100.000          0.000        135.296
     14/04/1941          0.000          0.000          0.000          0.000        264.441         50.000       1000.000        100.000          0.000        135.682
     15/04/1941          0.000          0.000          0.000          0.000        264.073         50.000       1000.000        100.000          0.000        136.059
     16/04/1941          0.000          0.000          0.000          0.000        263.713         50.000       1000.000        100.000          0.000        136.427
     17/04/1941          0.000          0.000          0.000          0.000        265.636         50.000       1000.000        100.000          0.000        136.787
     18/04/1941          0.000          0.000          0.000          0.000        263.360         50.000       1000.000        100.000          0.000        134.864
     19/04/1941          0.000          0.000          0.000          0.000        263.014         50.000       1000.000        100.000          0.000        137.140
     20/04/1941          0.000          0.000          0.000          0.000        262.675         50.000       1000.000        100.000          0.000        137.486
     21/04/1941          0.000          0.000          0.000          0.000        262.342         50.000       1000.000        100.000          0.000        137.825
     22/04/1941          0.000          0.000          0.000          0.000        262.014         50.000       1000.000        100.000          0.000        138.158
     23/04/1941          0.000          0.000          0.000          0.000        261.693         50.000       1000.000        100.000          0.000        138.486
     24/04/1941          0.000          0.000          0.000          0.000        261.376         50.000       1000.000        100.000          0.000        138.807
     25/04/1941          0.000          0.000          0.000          0.000        261.065         50.000       1000.000        100.000          0.000        139.124
     26/04/1941          0.000          0.000          0.000          0.000        260.758         50.000       1000.000        100.000          0.000        139.435
     27/04/1941          0.000          0.000          0.000          0.000        260.456         50.000       1000.000        100.000          0.000        139.742
     28/04/1941          0.000          0.000          0.000          0.000        260.159         50.000       1000.000        100.000          0.000        140.044
     29/04/1941          0.000          0.000          0.000          0.000        259.866         50.000       1000.000        100.000          0.000        140.341
     30/04/1941          0.000          0.000          0.000          0.000        259.576         50.000       1000.000        100.000          0.000        140.634
     01/05/1941          0.000          0.000          0.000          0.000        259.291         50.000       1000.000        100.000          0.000        140.924
     02/05/1941          0.000          0.000          0.000          0.000        259.009         50.000       1000.000        100.000          0.000        141.209
     03/05/1941          0.000          0.000          0.000          0.000        258.731         50.000       1000.000        100.000          0.000        141.491
     04/05/1941          0.000          0.000          0.000          0.000        258.456         50.000       1000.000        100.000          0.000        141.769
     05/05/1941          0.000          0.000          0.000          0.000        258.185         50.000       1000.000        100.000          0.000        142.044
     06/05/1941          0.000          0.000          0.000          0.000        257.917         50.000       1000.000        100.000          0.000        142.315
     07/05/1941          0.000          0.000          0.000          0.000        257.652         50.000       1000.000        100.000          0.000        142.583
     08/05/1941          0.000          0.000          0.000          0.000        257.390         50.000       1000.000        100.000          0.000        142.848
     09/05/1941          0.000          0.000          0.000          0.000        257.131         50.000       1000.000        100.000          0.000        143.110
     10/05/1941          0.000          0.000          0.000          0.000        256.874         50.000       1000.000        100.000          0.000        143.369
     11/05/1941          0.000          0.000          0.000          0.000        256.621         50.000       1000.000        100.000          0.000        143.626
     12/05/1941          0.000          0.000          0.000          0.000        256.370         50.000       1000.000        100.000          0.000        143.879
     13/05/1941          0.000          0.000          0.000          0.000        256.121         50.000       1000.000        100.000          0.000        144.130
     14/05/1941          0.000          0.000          0.000          0.000        255.875         50.000       1000.000        100.000          0.000        144.379
     15/05/1941          0.000          0.000          0.000          0.000        255.631         50.000       1000.000        100.000          0.000        144.625
     16/05/1941          0.000          0.000          0.000          0.000        255.390         50.000       1000.000        100.000          0.000        144.869
     17/05/1941          0.000          0.000          0.000          0.000        255.151         50.000       1000.000        100.000          0.000        145.110
     18/05/1941          0.000          0.000          0.000          0.000        254.914         50.000       1000.000        100.000          0.000        145.349
     19/05/1941          0.000          0.000          0.000          0.000        254.679         50.000       1000.000        100.000          0.000        145.586
     20/05/1941          0.000          0.000          0.000          0.000        254.447         50.000       1000.000        100.000          0.000        145.821
     21/05/1941          0.000          0.000          0.000          0.000        254.216         50.000       1000.000        100.000          0.000        146.053
     22/05/1941          0.000          0.000          0.000          0.000        253.988         50.000       1000.000        100.000          0.000        146.284
     23/05/1941          0.000          0.000          0.000          0.000        253.761         50.000       1000.000        100.000          0.000        146.512
     24/05/1941          0.000          0.000          0.000          0.000        254.247         50.000       1000.000        100.000          0.000        146.739
     25/05/1941          0.000          0.000          0.000          0.000        253.536         50.000       1000.000        100.000          0.000        146.253
     26/05/1941          0.000          0.000          0.000          0.000        253.313         50.000       1000.000        100.000          0.000        146.964
     27/05/1941          0.000          0.000          0.000          0.000        253.092         50.000       1000.000        100.000          0.000        147.187
     28/05/1941          0.000          0.000          0.000          0.000        252.873         50.000       1000.000        100.000          0.000        147.408
     29/05/1941          0.000          0.000          0.000          0.000        252.655         50.000       1000.000        100.000          0.000        147.627
     30/05/1941          0.000          0.000          0.000          0.000        252.439         50.000       1000.000        100.000          0.000        147.845
     31/05/1941          0.000          0.000          0.000          0.000        252.224         50.000       1000.000        100.000          0.000        148.061
     01/06/1941          0.000          0.000          0.000          0.000        252.011         50.000       1000.000        100.000          0.000        148.276
     02/06/1941          0.000          0.000          0.000          0.000        258.599         50.000       1000.000        100.000          0.000        148.489
     03/06/1941          0.000          0.000          0.000          0.000        256.320         50.000       1000.000        100.000          0.000        141.901
     04/06/1941          0.000          0.000          0.000          0.000        253.685         50.000       1000.000        100.000          0.000        144.180
     05/06/1941          0.000          0.000          0.000          0.000        253.461         50.000       1000.000        100.000          0.000        146.815
     06/06/1941          0.000          0.000          0.000          0.000        253.239         50.000       1000.000        100.000          0.000        147.039
     07/06/1941          0.000          0.000          0.000          0.000        253.018         50.000       1000.000        100.000          0.000        147.261
     08/06/1941          0.000          0.000          0.000          0.000        262.673         50.000       1000.000        100.000          0.000        147.482
     09/06/1941          0.000          0.000          0.000          0.000        271.905         50.000       1000.000        100.000          0.000        137.827
     10/06/1941          0.000          0.000          0.000          0.000        271.922         50.000       1000.000        100.000          0.000        128.595
     11/06/1941          0.000          0.000          0.000          0.000        269.789         50.000       1000.000        100.000          0.000        128.578
     12/06/1941          0.000          0.000          0.000          0.000        267.952         50.000       1000.000        100.000          0.000        130.711
     13/06/1941          0.000          0.000          0.000          0.000        267.248         50.000       1000.000        100.000          0.000        132.548
     14/06/1941          0.000          0.000          0.000          0.000        266.806         50.000       1000.000        100.000          0.000        133.252
     15/06/1941          0.000          0.000          0.000          0.000        266.378         50.000       1000.000        100.000          0.000        133.694
     16/06/1941          0.000          0.000          0.000          0.000        265.962         50.000       1000.000        100.000          0.000        134.122
     17/06/1941          0.000          0.000          0.000          0.000        265.557         50.000       1000.000        100.000          0.000        134.538
     18/06/1941          0.000          0.000          0.000          0.000        265.163         50.000       1000.000        100.000          0.000        134.943
     19/06/1941          0.000          0.000          0.000          0.000        264.778         50.000       1000.000        100.000          0.000        135.337
     20/06/1941          0.000          0.000          0.000          0.000        268.551         50.000       1000.000        100.000          0.000        135.722
     21/06/1941          0.000          0.000          0.000          0.000        266.699         50.000       1000.000        100.000          0.000        131.949
     22/06/1941          0.000          0.000          0.000          0.000        264.533         50.000       1000.000        100.000          0.000        133.801
