ApsimVersion = 6.1
Title = Dalby 600mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
            291           1957          0.000         6013.1         1724.8        141.386
            286           1958          0.000         8328.5         3324.1        184.324
            288           1959          0.000         5476.5         1924.6        133.645
            292           1960          0.000         5361.4         1371.7        134.948
            290           1961          0.000         6722.1         2090.4        168.514
            289           1962          0.000         6537.8         2076.1        155.650
            288           1963          0.000         5900.4         2313.9        137.409
            288           1964          0.000         7800.4         3317.3        172.657
            289           1965          0.000        11422.0         4893.6        241.355
            289           1966          0.000        10443.1         4440.1        210.708
            289           1967          0.000         7332.7         2415.4        152.898
            291           1968          0.000         8171.8         2684.7        166.655
            287           1969          0.000         8704.0         3890.5        174.960
            290           1970          0.000         4627.4         1835.4        121.164
            289           1971          0.000        10879.5         4624.6        222.200
            289           1972          0.000         3926.7         1226.9        104.610
            283           1973          0.000        14070.3         6577.6        254.158
            289           1974          0.000         8159.6         3433.3        158.085
            287           1975          0.000        10106.4         4398.7        194.790
            288           1976          0.000         8386.3         3742.0        169.898
            290           1977          0.000         4325.8         1128.3        103.459
            289           1978          0.000        13559.2         5928.8        230.549
            287           1979          0.000         6152.9         2110.6        137.436
            288           1980          0.000         5332.4         1407.1        124.604
            288           1981          0.000         8016.7         2638.0        162.191
            291           1982          0.000         4939.9         1586.5        118.959
            286           1983          0.000         8136.2         2947.5        148.357
            289           1984          0.000        11887.6         5571.1        222.482
            289           1985          0.000         9079.6         3547.4        191.094
            288           1986          0.000         5543.3         1555.0        124.478
            287           1987          0.000         6210.4         1833.6        143.645
            285           1988          0.000        11053.3         5237.9        212.148
            290           1989          0.000         5829.0         1554.9        118.632
            288           1990          0.000         7102.1         2278.9        153.063
            286           1991          0.000         3801.3         1001.4         99.687
            291           1992          0.000         5155.6         1807.4        134.146
            286           1993          0.000         6167.6         2449.2        144.535
            292           1994          0.000         3366.5          875.9        101.333
            289           1995          0.000         4729.7         1556.4        118.021
            289           1996          0.000         6660.4         2886.9        147.175
            288           1997          0.000         4765.2         1944.2        124.423
            285           1998          0.000        14282.1         6681.8        263.337
            287           1999          0.000         7082.3         2235.9        158.895
            291           2000          0.000         3691.3          923.9        101.674
            288           2001          0.000         3718.8         1045.7        102.110
            290           2002          0.000         5054.5         1625.5        144.623
