APSIM output file, version = 5.3
Title = 
           date            das          stage          zadok            lai        biomass          grain      biomass_n        grain_n         tillers      rootdepth            cep       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller    n_conc_root    n_conc_leaf    n_conc_stem   n_conc_grain     dm_green()    dm_green(1)    dm_green(2)    dm_green(3)    dm_green(4)    dm_green(5)  dm_senesced() dm_senesced(1) dm_senesced(2) dm_senesced(3) dm_senesced(4) dm_senesced(5) dlt_dm_detached(1) dlt_dm_detached(2) dlt_dm_detached(3) dlt_dm_detached(4) dlt_dm_detached(5)      p_green()     p_green(1)     p_green(2)     p_green(3)     p_green(4)     p_green(5)        p_sen()       p_sen(1)       p_sen(2)       p_sen(3)       p_sen(4)       p_sen(5)    p_demand(1)    p_demand(2)    p_demand(3)    p_demand(4)    p_demand(5)    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p     deadleaf_p       flower_p         head_p   p_senesced()       p_dead()  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand    surfaceom_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() p_below_ground p_above_ground        systemp cum_error_systemp    dlt_systemp        p_plant   p_pl_up_diff  dlt_residue_p below_gnd_diff            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() p_below_ground p_above_ground        systemp cum_error_systemp    dlt_systemp        p_plant   p_pl_up_diff  dlt_residue_p below_gnd_diff
     09/11/1992             10          3.464              ?          0.039          2.914          0.000          0.096          0.000           0.000        243.000          0.180          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.010          0.031          0.040          0.000          4.714          1.900          1.799          1.015          0.000          0.000          0.114          0.014          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.028          0.000          0.000          0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        267.298          2.376          1.116          0.000          0.000         20.998          0.332              0.000       1400.000          0.371          1.882          0.152          2.405       2432.514         21.063         34.788          0.000        341.404         34.788       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005        267.298          2.376          1.116          0.000          0.000         20.998          0.332              0.000       1400.000          0.371          1.882          0.152          2.405       2432.514         21.063         34.788          0.000        341.404         34.788       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005
     10/11/1992             11          3.586              ?          0.049          3.436          0.000          0.109          0.000           0.000        270.000          0.274          1.000          1.000          1.000              ?          1.000          0.995          1.000              ?          0.008          0.030          0.039          0.000          5.754          2.418          2.308          1.028          0.000          0.000          0.118          0.018          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.045          0.000          0.000          0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        266.264          2.368          2.540          0.000          0.000         20.987          0.392              0.000       1400.000          0.369          1.824          0.134          2.327       2432.480         21.105         34.857          0.000        341.405         34.857       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        266.264          2.368          2.540          0.000          0.000         20.987          0.392              0.000       1400.000          0.369          1.824          0.134          2.327       2432.480         21.105         34.857          0.000        341.405         34.857       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     11/11/1992             12          3.661              ?          0.056          3.948          0.000          0.120          0.000           0.000        297.000          0.368          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.007          0.028          0.038          0.000          6.773          2.925          2.802          1.046          0.000          0.000          0.123          0.023          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.073          0.000          0.000          0.000          0.504          1.000           0.504          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        265.343          2.361          0.828          0.000          0.000         21.031          0.448              0.000       1400.000          0.367          1.766          0.117          2.250       2432.445         21.144         34.929          0.000        341.405         34.929       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        265.343          2.361          0.828          0.000          0.000         21.031          0.448              0.000       1400.000          0.367          1.766          0.117          2.250       2432.445         21.144         34.929          0.000        341.405         34.929       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     12/11/1992             13          3.734              ?          0.062          4.587          0.000          0.129          0.000           0.000        324.000          0.475          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.006          0.026          0.038          0.000          8.046          3.558          3.415          1.072          0.000          0.000          0.129          0.029          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.100          0.000          0.000          0.000          0.002          0.004           0.002          0.014              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        264.487          2.355          0.748          0.000          0.000         21.109          0.500              0.000       1400.000          0.365          1.710          0.102          2.176       2432.410         21.179         35.002          0.000        341.406         35.002       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        264.487          2.355          0.748          0.000          0.000         21.109          0.500              0.000       1400.000          0.365          1.710          0.102          2.176       2432.410         21.179         35.002          0.000        341.406         35.002       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     13/11/1992             14          3.808              ?          0.068          5.330          0.000          0.139          0.000           0.000        351.000          0.625          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.005          0.024          0.036          0.000          9.524          4.294          4.122          1.108          0.000          0.000          0.136          0.036          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.134          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        263.650          2.349          0.688          0.000          0.000         21.208          0.549              0.000       1400.000          0.362          1.656          0.089          2.107       2432.375         21.209         35.075          0.000        341.407         35.075       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        263.650          2.349          0.688          0.000          0.000         21.208          0.549              0.000       1400.000          0.362          1.656          0.089          2.107       2432.375         21.209         35.075          0.000        341.407         35.075       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     14/11/1992             15          3.914              ?          0.080          6.136          0.000          0.153          0.000           0.000        378.000          0.766          1.000          1.000          1.000              ?          1.000          0.995          1.000              ?          0.004          0.023          0.035          0.000         11.128          5.092          4.886          1.150          0.000          0.000          0.144          0.044          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.022          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.171          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        262.869          2.344          0.640          0.000          0.000         21.278          0.600              0.000       1400.000          0.360          1.605          0.078          2.043       2432.341         21.235         35.146          0.000        341.408         35.146       2832.174          0.901       2833.075             0.216          0.000          0.216          0.216          0.000          0.000        262.869          2.344          0.640          0.000          0.000         21.278          0.600              0.000       1400.000          0.360          1.605          0.078          2.043       2432.341         21.235         35.146          0.000        341.408         35.146       2832.174          0.901       2833.075             0.216          0.000          0.216          0.216          0.000          0.000
     15/11/1992             16          4.000              ?          0.094          6.801          0.000          0.169          0.000           0.000        405.000          0.849          1.000          1.000          1.000              ?          1.000          0.994          1.000              ?          0.003          0.023          0.034          0.000         12.448          5.747          5.511          1.190          0.000          0.000          0.154          0.054          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.021          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.210          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        262.185          2.340          0.601          0.000          0.000         21.324          0.649              0.000       1400.000          0.358          1.558          0.069          1.985       2432.308         21.256         35.215          0.000        341.409         35.215       2832.174          0.901       2833.074             0.216         -0.000          0.216          0.216          0.000         -0.000        262.185          2.340          0.601          0.000          0.000         21.324          0.649              0.000       1400.000          0.358          1.558          0.069          1.985       2432.308         21.256         35.215          0.000        341.409         35.215       2832.174          0.901       2833.074             0.216         -0.000          0.216          0.216          0.000         -0.000
     16/11/1992             17          4.105              ?          0.112          7.717          0.000          0.191          0.000           0.000        432.000          1.044          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.003          0.024          0.032          0.000         14.269          6.651          6.365          1.253          0.000          0.000          0.166          0.066          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.021          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.243          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        261.422          2.335          0.568          0.000          0.000         21.348          0.691              0.000       1400.000          0.356          1.510          0.061          1.927       2432.274         21.275         35.287          0.000        341.411         35.287       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        261.422          2.335          0.568          0.000          0.000         21.348          0.691              0.000       1400.000          0.356          1.510          0.061          1.927       2432.274         21.275         35.287          0.000        341.411         35.287       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     17/11/1992             18          4.198              ?          0.134          8.801          0.000          0.219          0.000           0.000        459.000          1.248          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.003          0.024          0.030          0.000         16.423          7.722          7.364          1.338          0.000          0.000          0.179          0.079          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.021          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.281          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.685        260.677          2.330          0.541          0.000          0.000         21.349          0.727              0.000       1400.000          0.354          1.462          0.053          1.869       2432.238         21.291         35.363          0.000        341.412         35.363       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        260.677          2.330          0.541          0.000          0.000         21.349          0.727              0.000       1400.000          0.354          1.462          0.053          1.869       2432.238         21.291         35.363          0.000        341.412         35.363       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     18/11/1992             19          4.296              ?          0.162         10.096          0.000          0.255          0.000           0.000        486.000          1.455          1.000          1.000          1.000              ?          1.000          0.992          1.000              ?          0.002          0.025          0.028          0.000         18.998          9.001          8.542          1.454          0.000          0.000          0.195          0.095          0.100          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.021          0.010          0.006          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.324          0.000          0.000          0.000          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.646        269.853          2.387          4.417          0.000          0.000         21.220          0.575              0.000       1400.000          0.352          1.414          0.046          1.812       2432.204         21.352         35.432          0.000        341.413         35.432       2832.213          0.862       2833.075             0.216          0.000          0.216          0.216         -0.039          0.039        269.853          2.387          4.417          0.000          0.000         21.220          0.575              0.000       1400.000          0.352          1.414          0.046          1.812       2432.204         21.352         35.432          0.000        341.413         35.432       2832.213          0.862       2833.075             0.216          0.000          0.216          0.216         -0.039          0.039
