Summary_file = pasture.sum
Title = Pasture PI SAMPLE Simulation
           Date           rain          rtdep             rlv(1)             rlv(2)             rlv(3)             rlv(4)             rlv(5)             rlv(6)             rlv(7)          rwu()       sw_dep()             es          no3()          nh4()          fom()             rwu(1)             rwu(2)             rwu(3)             rwu(4)             rwu(5)             rwu(6)             rwu(7)          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             nh4(1)             nh4(2)             nh4(3)             nh4(4)             nh4(5)             nh4(6)             nh4(7)            fom      cover_tot  residue_cover
     15/01/1989          0.000        100.000         200342.875              0.000              0.000              0.000              0.000              0.000              0.000          0.000        724.747          0.697        126.845          1.917              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.324             63.912            125.154            119.580            117.317            116.761            117.699             15.720             22.000             42.501             20.645              9.276              9.105              7.598              0.560              0.482              0.582              0.235              0.038              0.009              0.011              ?          0.298          0.298
     16/01/1989          0.000        100.000         199505.250              0.000              0.000              0.000              0.000              0.000              0.000          0.000        724.138          0.609        127.470          1.879              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.602             63.396            124.894            119.919            117.621            116.941            117.765             15.988             21.946             42.538             20.902              9.369              9.122              7.606              0.540              0.473              0.574              0.232              0.038              0.009              0.011              ?          0.294          0.294
     17/01/1989          0.000        100.000         198677.359              0.000              0.000              0.000              0.000              0.000              0.000          0.000        723.591          0.547        128.081          1.841              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.007             62.949            124.582            120.182            117.902            117.130            117.840             16.262             21.918             42.556             21.132              9.460              9.140              7.613              0.523              0.464              0.566              0.229              0.039              0.009              0.011              ?          0.290          0.290
     18/01/1989          0.000        100.000         197855.906              0.000              0.000              0.000              0.000              0.000              0.000          0.000        723.090          0.501        128.682          1.815              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             62.503             62.556            124.245            120.380            118.159            117.324            117.925             16.542             21.911             42.563             21.337              9.549              9.159              7.622              0.512              0.457              0.560              0.227              0.039              0.009              0.011              ?          0.286          0.286
     19/01/1989          0.000        100.000         197032.656              0.000              0.000              0.000              0.000              0.000              0.000          0.000        722.625          0.465        129.290          1.827              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             62.068             62.206            123.899            120.524            118.389            117.520            118.018             16.837             21.919             42.568             21.521              9.636              9.178              7.631              0.519              0.459              0.562              0.228              0.039              0.009              0.011              ?          0.282          0.282
     20/01/1989          5.000        100.000         196202.625              0.000              0.000              0.000              0.000              0.000              0.000          0.000        723.873          3.752        129.910          1.856              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             62.623             62.418            123.752            120.646            118.597            117.717            118.120             16.944             22.065             42.645             21.696              9.721              9.198              7.641              0.533              0.465              0.568              0.231              0.038              0.009              0.011              ?          0.279          0.279
     21/01/1989          0.000        100.000         195369.453              0.000              0.000              0.000              0.000              0.000              0.000          0.000        723.121          0.752        130.549          1.904              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             61.914             62.027            123.516            120.737            118.784            117.912            118.231             17.262             22.062             42.691             21.860              9.805              9.217              7.652              0.552              0.477              0.580              0.236              0.038              0.009              0.012              ?          0.275          0.275
     22/01/1989          0.000        100.000         194530.469              0.000              0.000              0.000              0.000              0.000              0.000          0.000        722.654          0.467        131.201          1.942              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             61.505             61.707            123.241            120.798            118.951            118.103            118.350             17.591             22.087             42.726             22.011              9.886              9.237              7.663              0.564              0.488              0.591              0.240              0.037              0.010              0.012              ?          0.272          0.272
     23/01/1989          2.600        100.000         193695.047              0.000              0.000              0.000              0.000              0.000              0.000          0.000        722.502          2.752        131.857          1.956              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             61.310             61.511            122.981            120.836            119.099            118.290            118.476             17.890             22.154             42.766             22.152              9.964              9.256              7.675              0.568              0.491              0.596              0.243              0.037              0.010              0.012              ?          0.269          0.269
     24/01/1989          0.400        100.000         192867.641              0.000              0.000              0.000              0.000              0.000              0.000          0.000        722.073          0.829        132.496          1.922              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.961             61.249            122.705            120.850            119.230            118.470            118.608             18.220             22.197             42.800             22.281             10.036              9.275              7.688              0.549              0.483              0.590              0.240              0.037              0.010              0.012              ?          0.265          0.265
     25/01/1989          0.000        100.000         192057.891              0.000              0.000              0.000              0.000              0.000              0.000          0.000        721.668          0.405        133.111          1.860              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.664             61.003            122.421            120.845            119.346            118.643            118.746             18.544             22.241             42.826             22.400             10.105              9.293              7.700              0.521              0.468              0.577              0.236              0.038              0.009              0.012              ?          0.262          0.262
     26/01/1989          0.000        100.000         191266.062              0.000              0.000              0.000              0.000              0.000              0.000          0.000        721.282          0.386        133.676          1.804              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.400             60.779            122.137            120.822            119.447            118.808            118.889             18.837             22.287             42.849             22.509             10.169              9.311              7.714              0.508              0.449              0.560              0.229              0.039              0.009              0.011              ?          0.259          0.259
     27/01/1989          1.600        100.000         190486.922              0.000              0.000              0.000              0.000              0.000              0.000          0.000        720.913          1.969        134.203          1.753              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.164             60.572            121.857            120.784            119.535            118.966            119.036             19.108             22.333             42.869             22.608             10.230              9.329              7.727              0.504              0.428              0.540              0.222              0.039              0.009              0.011              ?          0.256          0.256
     28/01/1989          0.000        100.000         189723.219              0.000              0.000              0.000              0.000              0.000              0.000          0.000        720.560          0.353        134.710          1.709              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.949             60.380            121.585            120.734            119.611            119.115            119.186             19.372             22.379             42.886             22.698             10.289              9.345              7.741              0.503              0.410              0.522              0.215              0.040              0.008              0.011              ?          0.253          0.253
     29/01/1989          0.000        100.000         188971.984              0.000              0.000              0.000              0.000              0.000              0.000          0.000        720.220          0.340        135.215          1.675              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.751             60.202            121.322            120.675            119.677            119.255            119.338             19.643             22.426             42.904             22.781             10.345              9.361              7.755              0.500              0.397              0.509              0.211              0.040              0.008              0.011              ?          0.250          0.250
     30/01/1989          0.000        100.000         188230.812              0.000              0.000              0.000              0.000              0.000              0.000          0.000        719.892          0.328        135.745          1.657              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.569             60.035            121.069            120.608            119.733            119.387            119.491             19.942             22.476             42.923             22.859             10.400              9.376              7.768              0.491              0.393              0.504              0.209              0.040              0.008              0.011              ?          0.247          0.247
     31/01/1989          0.000        100.000         187485.703              0.000              0.000              0.000              0.000              0.000              0.000          0.000        719.574          0.317        136.302          1.665              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.400             59.879            120.825            120.535            119.784            119.508            119.644             20.264             22.531             42.947             22.932             10.455              9.391              7.782              0.486              0.400              0.509              0.211              0.040              0.008              0.011              ?          0.244          0.244
     01/02/1989          0.000        100.000         186727.422              0.000              0.000              0.000              0.000              0.000              0.000          0.000        719.266          0.308        136.876          1.711              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.242             59.732            120.590            120.457            119.828            119.621            119.796             20.594             22.594             42.976             23.002             10.510              9.405              7.796              0.500              0.414              0.522              0.216              0.039              0.009              0.011              ?          0.242          0.242
     02/02/1989          0.000        100.000         185960.953              0.000              0.000              0.000              0.000              0.000              0.000          0.000        718.968          0.299        137.464          1.751              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.093             59.593            120.365            120.377            119.866            119.726            119.947             20.931             22.662             43.011             23.070             10.562              9.418              7.810              0.511              0.427              0.534              0.221              0.038              0.009              0.011              ?          0.239          0.239
     03/02/1989          0.000        100.000         185204.328              0.000              0.000              0.000              0.000              0.000              0.000          0.000        718.677          0.291        138.059          1.775              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             58.954             59.461            120.149            120.295            119.898            119.824            120.095             21.270             22.735             43.051             23.135             10.612              9.431              7.824              0.515              0.435              0.542              0.225              0.038              0.009              0.011              ?          0.237          0.237
     04/02/1989          1.000        100.000         184457.734              0.000              0.000              0.000              0.000              0.000              0.000          0.000        718.403          1.274        138.638          1.744              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             58.827             59.339            119.943            120.212            119.925            119.916            120.241             21.598             22.810             43.093             23.197             10.658              9.444              7.837              0.495              0.429              0.538              0.223              0.038              0.009              0.011              ?          0.234          0.234
     05/02/1989          4.000        100.000         183731.891              0.000              0.000              0.000              0.000              0.000              0.000          0.000        721.466          0.937        139.127          1.693              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.556             60.265            120.135            120.172            119.951            120.003            120.383             21.331             23.231             43.287             23.272             10.700              9.456              7.850              0.496              0.406              0.517              0.216              0.039              0.009              0.011              ?          0.232          0.232
     06/02/1989         20.900        100.000         183030.969              0.000              0.000              0.000              0.000              0.000              0.000          0.000        738.822          2.481        139.505          1.617              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             69.328             66.048            122.430            120.398            120.007            120.089            120.522             19.143             24.567             44.270             23.448             10.746              9.467              7.863              0.489              0.376              0.489              0.205              0.040              0.008              0.010              ?          0.230          0.230
     07/02/1989          0.000        100.000         182346.062              0.000              0.000              0.000              0.000              0.000              0.000          0.000        736.404          2.419        139.900          1.565              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.286             64.855            123.619            120.712            120.094            120.178            120.659             19.110             24.163             44.816             23.659             10.798              9.479              7.876              0.500              0.350              0.462              0.194              0.041              0.008              0.010              ?          0.228          0.228
     08/02/1989          0.000        100.000         181671.438              0.000              0.000              0.000              0.000              0.000              0.000          0.000        734.646          1.757        140.293          1.524              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.473             63.791            124.090            121.019            120.206            120.272            120.794             19.241             23.857             45.091             23.869             10.856              9.491              7.888              0.508              0.330              0.441              0.186              0.041              0.008              0.010              ?          0.224          0.224
     09/02/1989          0.000        100.000         180996.516              0.000              0.000              0.000              0.000              0.000              0.000          0.000        733.655          0.991        140.717          1.506              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.419             63.118            124.203            121.283            120.333            120.372            120.927             19.404             23.692             45.232             24.065             10.919              9.504              7.900              0.508              0.324              0.432              0.183              0.041              0.008              0.010              ?          0.221          0.221
     10/02/1989          0.000        100.000         180313.484              0.000              0.000              0.000              0.000              0.000              0.000          0.000        732.881          0.774        141.212          1.514              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             62.655             62.610            124.122            121.493            120.466            120.476            121.059             19.652             23.597             45.302             24.243             10.987              9.517              7.912              0.493              0.335              0.441              0.187              0.041              0.008              0.010              ?          0.218          0.218
     11/02/1989          3.400        100.000         179614.953              0.000              0.000              0.000              0.000              0.000              0.000          0.000        732.663          3.618        141.741          1.550              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             62.314             62.334            123.984            121.655            120.600            120.584            121.191             19.879             23.586             45.355             24.406             11.059              9.532              7.925              0.485              0.354              0.458              0.194              0.040              0.008              0.010              ?          0.216          0.216
     12/02/1989          1.000        100.000         178912.297              0.000              0.000              0.000              0.000              0.000              0.000          0.000        732.032          1.631        142.288          1.605              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             61.772             61.970            123.770            121.773            120.728            120.695            121.324             20.182             23.555             45.383             24.554             11.130              9.546              7.937              0.491              0.375              0.478              0.202              0.039              0.008              0.010              ?          0.213          0.213
     13/02/1989          0.000        100.000         178211.672              0.000              0.000              0.000              0.000              0.000              0.000          0.000        731.469          0.563        142.851          1.660              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             61.347             61.648            123.512            121.850            120.849            120.807            121.456             20.509             23.545             45.398             24.688             11.201              9.561              7.949              0.501              0.394              0.498              0.210              0.038              0.009              0.011              ?          0.211          0.211
     14/02/1989          0.000        100.000         177510.734              0.000              0.000              0.000              0.000              0.000              0.000          0.000        730.956          0.513        143.426          1.702              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.996             61.366            123.234            121.893            120.961            120.919            121.588             20.848             23.554             45.408             24.809             11.270              9.576              7.962              0.506              0.409              0.513              0.216              0.038              0.009              0.011              ?          0.208          0.208
     15/02/1989          0.000        100.000         176808.219              0.000              0.000              0.000              0.000              0.000              0.000          0.000        730.482          0.475        144.001          1.716              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.697             61.117            122.950            121.907            121.061            121.030            121.720             21.189             23.577             45.417             24.918             11.335              9.591              7.974              0.501              0.416              0.522              0.220              0.037              0.009              0.011              ?          0.206          0.206
     16/02/1989          0.000        100.000         176104.594              0.000              0.000              0.000              0.000              0.000              0.000          0.000        730.038          0.444        144.580          1.731              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.437             60.894            122.669            121.897            121.151            121.139            121.851             21.533             23.611             45.428             25.017             11.398              9.606              7.986              0.498              0.422              0.530              0.223              0.037              0.009              0.011              ?          0.203          0.203
     17/02/1989          0.000        100.000         175400.250              0.000              0.000              0.000              0.000              0.000              0.000          0.000        729.620          0.418        145.162          1.746              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.208             60.691            122.395            121.870            121.229            121.244            121.982             21.879             23.654             45.443             25.107             11.459              9.621              7.999              0.498              0.427              0.538              0.227              0.037              0.009              0.011              ?          0.201          0.201
     18/02/1989          0.000        100.000         174700.219              0.000              0.000              0.000              0.000              0.000              0.000          0.000        729.223          0.396        145.745          1.753              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             60.002             60.507            122.131            121.828            121.297            121.346            122.112             22.225             23.704             45.462             25.190             11.517              9.636              8.011              0.494              0.430              0.543              0.229              0.037              0.009              0.011              ?          0.199          0.199
     19/02/1989          0.000        100.000         174004.453              0.000              0.000              0.000              0.000              0.000              0.000          0.000        728.845          0.378        146.327          1.757              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.817             60.337            121.877            121.774            121.356            121.444            122.240             22.569             23.760             45.485             25.267             11.573              9.650              8.023              0.491              0.431              0.546              0.230              0.037              0.009              0.011              ?          0.197          0.197
     20/02/1989          0.000        100.000         173307.328              0.000              0.000              0.000              0.000              0.000              0.000          0.000        728.484          0.362        146.911          1.763              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             59.647             60.180            121.635            121.712            121.405            121.539            122.366             22.913             23.821             45.514             25.338             11.626              9.664              8.035              0.490              0.433              0.550              0.232              0.037              0.009              0.011              ?          0.195          0.195
     21/02/1989         99.000        100.000         172606.891              0.000              0.000              0.000              0.000              0.000              0.000          0.000        773.056          3.592        146.970          1.794              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             69.908             74.850            137.926            124.456            121.759            121.663            122.493             15.769             24.457             50.775             26.490             11.750              9.681              8.047              0.497              0.462              0.544              0.233              0.037              0.009              0.011              ?          0.193          0.193
     22/02/1989          0.000        100.000         171907.078              0.000              0.000              0.000              0.000              0.000              0.000          0.000        770.416          2.640        147.305          1.776              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             73.322            136.725            126.176            122.239            121.826            122.628             16.162             23.839             50.343             27.289             11.909              9.702              8.060              0.492              0.451              0.542              0.234              0.037              0.009              0.012              ?          0.191          0.191
     23/02/1989          0.000        100.000         171207.891              0.000              0.000              0.000              0.000              0.000              0.000          0.000        769.296          1.120        147.771          1.745              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             71.308            135.740            127.209            122.745            122.021            122.773             16.791             23.218             50.037             27.844             12.080              9.727              8.074              0.483              0.429              0.541              0.234              0.037              0.009              0.012              ?          0.188          0.188
     24/02/1989          0.200        100.000         170517.859              0.000              0.000              0.000              0.000              0.000              0.000          0.000        768.466          1.030        148.294          1.710              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             69.979            134.844            127.754            123.221            122.238            122.931             17.320             22.861             49.801             28.219             12.249              9.755              8.088              0.467              0.416              0.537              0.232              0.037              0.009              0.011              ?          0.186          0.186
     25/02/1989          0.000        100.000         169836.906              0.000              0.000              0.000              0.000              0.000              0.000          0.000        767.776          0.690        148.820          1.675              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             69.063            134.046            127.960            123.639            122.569            123.000             17.780             22.670             49.611             28.464             12.407              9.792              8.096              0.456              0.405              0.529              0.228              0.037              0.009              0.011              ?          0.183          0.183
     26/02/1989          0.000        100.000         169163.531              0.000              0.000              0.000              0.000              0.000              0.000          0.000        767.172          0.604        149.329          1.645              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             67.809            133.746            128.123            124.018            122.975            123.000             18.195             22.373             49.582             28.687             12.557              9.836              8.098              0.452              0.394              0.518              0.224              0.038              0.009              0.011              ?          0.181          0.181
     27/02/1989          0.000        100.000         168498.594              0.000              0.000              0.000              0.000              0.000              0.000          0.000        766.628          0.544        149.819          1.617              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.135             67.206            133.299            128.242            124.746            123.000            123.000             18.460             22.283             49.507             28.888             12.740              9.842              8.100              0.451              0.382              0.507              0.219              0.038              0.009              0.011              ?          0.179          0.179
     28/02/1989          0.000        100.000         167839.688              0.000              0.000              0.000              0.000              0.000              0.000          0.000        766.130          0.499        150.283          1.587              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.690             66.804            132.847            128.365            125.423            123.000            123.000             18.665             22.255             49.431             29.078             12.908              9.844              8.101              0.455              0.369              0.493              0.213              0.039              0.008              0.011              ?          0.177          0.177
     01/03/1989          0.000        100.000         167197.656              0.000              0.000              0.000              0.000              0.000              0.000          0.000        765.667          0.463        150.731          1.558              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.283             66.451            132.412            128.520            126.000            123.000            123.000             18.865             22.239             49.360             29.264             13.053              9.847              8.103              0.458              0.356              0.479              0.208              0.039              0.008              0.011              ?          0.175          0.175
     02/03/1989          0.000        100.000         166565.953              0.000              0.000              0.000              0.000              0.000              0.000          0.000        765.232          0.434        151.177          1.536              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.917             66.131            132.004            129.180            126.000            123.000            123.000             19.072             22.230             49.299             29.555             13.067              9.849              8.105              0.460              0.346              0.468              0.203              0.039              0.008              0.010              ?          0.173          0.173
     03/03/1989          0.000        100.000         165934.391              0.000              0.000              0.000              0.000              0.000              0.000          0.000        764.822          0.410        151.611          1.514              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.584             65.838            131.682            129.718            126.000            123.000            123.000             19.276             22.228             49.269             29.799             13.081              9.852              8.107              0.462              0.337              0.458              0.199              0.040              0.008              0.010              ?          0.171          0.171
     04/03/1989          0.000        100.000         165310.016              0.000              0.000              0.000              0.000              0.000              0.000          0.000        764.433          0.390        152.039          1.495              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.281             65.579            131.418            130.155            126.000            123.000            123.000             19.483             22.234             49.260             30.005             13.095              9.854              8.109              0.464              0.329              0.449              0.196              0.040              0.008              0.010              ?          0.169          0.169
     05/03/1989          2.800        100.000         164686.875              0.000              0.000              0.000              0.000              0.000              0.000          0.000        764.061          3.172        152.488          1.488              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.993             65.358            131.199            130.511            126.000            123.000            123.000             19.715             22.246             49.270             30.180             13.109              9.856              8.110              0.460              0.328              0.447              0.195              0.040              0.008              0.010              ?          0.167          0.167
     06/03/1989          0.000        100.000         164061.844              0.000              0.000              0.000              0.000              0.000              0.000          0.000        763.704          0.357        152.960          1.490              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.757             65.145            131.005            130.798            126.000            123.000            123.000             19.974             22.269             49.291             30.331             13.125              9.859              8.112              0.452              0.333              0.451              0.197              0.039              0.008              0.010              ?          0.166          0.166
     07/03/1989          0.000        100.000         163434.594              0.000              0.000              0.000              0.000              0.000              0.000          0.000        763.361          0.343        153.440          1.495              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.539             64.963            130.833            131.027            126.000            123.000            123.000             20.238             22.303             49.322             30.460             13.142              9.861              8.114              0.445              0.339              0.456              0.199              0.039              0.008              0.010              ?          0.164          0.164
     08/03/1989          0.000        100.000         162807.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        763.031          0.331        153.936          1.504              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.344             64.802            130.677            131.208            126.000            123.000            123.000             20.517             22.347             49.362             30.572             13.158              9.864              8.116              0.435              0.347              0.463              0.202              0.039              0.008              0.010              ?          0.162          0.162
