Summary_file = s_971_1.sum
Title = Alan Hunter
      year       day       yld/acre           c_ep          c_lai        c_yield     c_yld/acre        biomass          sites         squarz          bollz          openz      c_nuptake             es           pesw          no3()
    (year)     (day)             ()           (cm)      (m^2/m^2)     (bales/ha)             ()        (kg/ha)         (1/m2)         (1/m2)         (1/m2)         (1/m2)        (kg/ha)           (mm)           (mm)        (kg/ha)
      1996       126          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.261        130.883        164.432
      1996       127          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.609        128.274        164.493
      1996       128          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.642        125.631        164.261
      1996       129          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.178        123.453        164.035
      1996       130          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.112        122.341        163.902
      1996       131          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.938        121.403        163.915
      1996       132          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.826        120.577        163.987
      1996       133          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.747        119.830        164.066
      1996       134          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.687        119.143        164.149
      1996       135          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.639        118.504        164.237
      1996       136          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.600        117.904        164.328
      1996       137          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.568        117.336        164.422
      1996       138          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.540        116.796        164.518
      1996       139          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.516        116.279        164.615
      1996       140          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.495        115.784        164.714
