Summary_file = Merredin300.sum
Title = Merredin 300mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     29/10/1957       302      1957        193.400          175.153          0.001       6499.261       1648.926          0.254          0.717         96.957          2.510          4.138         13.963          1.657            256
     06/11/1958       310      1958        296.300          247.474          0.001       9080.492       2622.904          0.289          0.669        130.549          1.628          4.271          9.616         18.425            263
     21/10/1959       294      1959        168.300          168.300          0.001       6399.835       1887.866          0.295          0.746         96.701          2.375          4.485         17.704          1.812            246
     06/11/1960       311      1960        224.700          199.620          0.001       8739.060       2195.568          0.251          0.657        126.300          1.933          4.244          8.164          2.839            269
     26/10/1961       299      1961        142.100          142.100          0.001       5456.926       1241.771          0.228          0.668         75.146          3.113          3.866         14.622          0.578            257
     01/11/1962       305      1962        186.700          186.700          0.001       6520.146       1767.291          0.271          0.739         96.619          2.619          4.628         12.371          1.071            255
     26/10/1963       299      1963        357.500          231.583          0.001       8156.618       2711.828          0.332          0.693        108.767          1.519          4.118         10.480         31.638            255
     04/11/1964       309      1964        250.100          229.301          0.001       9636.315       2995.513          0.311          0.664        129.906          1.455          4.357          8.695          9.045            255
     28/10/1965       301      1965        279.100          226.851          0.001       8712.344       2589.730          0.297          0.674        112.746          1.643          4.254          9.878          9.589            256
     07/11/1966       311      1966        236.900          235.843          0.001       9300.722       2641.410          0.284          0.659        126.815          1.638          4.327          9.198         14.852            264
     25/10/1967       298      1967        192.000          192.000          0.001       7069.846       1791.200          0.253          0.709         97.464          2.479          4.440         12.684          2.993            255
     08/11/1968       313      1968        243.000          195.977          0.001       8074.925       2119.400          0.262          0.662        106.032          1.856          3.933          9.805          2.326            266
     25/10/1969       298      1969        126.500          126.500          0.001       5470.636       1334.300          0.244          0.704         78.309          2.874          3.834         18.745          0.981            257
     30/10/1970       303      1970        218.200          218.200          0.001       8022.945       2896.898          0.361          0.737        111.393          1.674          4.850         10.682         17.090            258
     05/11/1971       309      1971        132.100          132.100          0.001       4228.149       1004.084          0.237          0.604         53.689          3.055          3.067         19.384          0.273            260
     26/10/1972       300      1972        171.500          170.750          0.001       8109.046       2180.471          0.269          0.695        104.018          2.068          4.509         11.077          2.402            253
     30/10/1973       303      1973        255.000          255.000          0.001       9495.438       3097.872          0.326          0.680        126.291          1.465          4.539          8.825         33.922            254
     31/10/1974       304      1974        260.900          248.945          0.001       8867.099       3015.644          0.340          0.696        130.431          1.471          4.435          9.681         14.727            255
     31/10/1975       304      1975        241.800          241.800          0.001       9036.621       2807.387          0.311          0.688        124.915          1.616          4.536         10.722         24.632            254
     23/10/1976       297      1976        162.700          162.700          0.001       5858.495       1710.163          0.292          0.748         83.014          2.553          4.366         17.360          3.178            250
     23/10/1977       296      1977        141.500          141.500          0.001       6057.338       1454.673          0.240          0.730         83.966          3.001          4.366         17.455          0.467            250
     01/11/1978       305      1978        180.500          180.500          0.001       7309.045       2051.906          0.281          0.712        104.823          2.194          4.502         10.787          2.136            259
     01/11/1979       305      1979        178.800          178.800          0.001       7796.160       2066.744          0.265          0.690        107.634          2.128          4.398         11.419          2.187            261
     24/10/1980       298      1980        105.200          105.200          0.001       4042.586        850.412          0.210          0.654         50.849          3.314          2.818         32.273          0.217            251
     31/10/1981       304      1981        210.700          202.836          0.001       8052.601       2328.200          0.289          0.683        119.932          1.767          4.114          9.673          4.994            258
     25/10/1982       298      1982        188.200          188.200          0.001       7222.755       2383.242          0.330          0.737        105.316          1.974          4.705         12.598          7.066            254
     18/10/1983       291      1983        177.100          177.100          0.001       8147.718       2819.775          0.346          0.735        110.360          1.748          4.929         11.572          5.569            246
     01/11/1984       306      1984        173.700          173.642          0.001       7655.356       1923.136          0.251          0.690        100.605          2.266          4.357         10.301          1.496            261
     22/10/1985       295      1985        174.300          174.300          0.001       7166.650       2173.622          0.303          0.737         95.295          2.154          4.682         13.907          4.812            248
     05/11/1986       309      1986        211.200          211.200          0.001       8978.706       2572.701          0.287          0.667        124.576          1.648          4.240          9.260          4.257            261
     24/10/1987       297      1987        140.700          140.700          0.001       5577.379       1464.407          0.263          0.710         77.036          2.821          4.132         15.955          0.812            254
     24/10/1988       298      1988        233.400          233.209          0.001       8914.812       2851.782          0.320          0.687        134.080          1.547          4.411         10.492         12.182            250
     03/11/1989       307      1989        202.600          173.590          0.001       6591.599       1680.858          0.255          0.708         97.964          2.494          4.191         12.256          1.489            259
     02/11/1990       306      1990        160.200          160.200          0.001       6407.218       1661.776          0.259          0.729         83.133          2.712          4.507         11.030          1.094            260
     19/10/1991       292      1991        163.900          163.900          0.001       6350.331       1695.001          0.267          0.740         82.757          2.723          4.616         14.594          1.115            249
     28/10/1992       302      1992        278.000          254.573          0.001       9095.868       3145.839          0.346          0.709        115.908          1.552          4.881          7.112         62.823            253
     03/11/1993       307      1993        213.400          213.302          0.001       8823.470       2789.615          0.316          0.683        130.082          1.564          4.363          9.054          7.096            258
     19/10/1994       292      1994        156.500          156.500          0.001       6072.678       1500.628          0.247          0.738         91.380          2.989          4.485         16.272          0.705            248
     27/10/1995       300      1995        254.200          230.061          0.001       8377.759       2402.266          0.287          0.689        121.864          1.845          4.432          8.815         26.511            254
     22/10/1996       296      1996        243.100          243.100          0.001       9035.978       3043.546          0.337          0.706        122.328          1.588          4.834         10.231         35.961            249
     24/10/1997       297      1997        172.400          172.400          0.001       6986.147       1755.311          0.251          0.715        101.703          2.576          4.522         13.863          1.178            253
     26/10/1998       299      1998        192.100          192.100          0.001       8257.714       2592.918          0.314          0.702        113.399          1.763          4.571         10.900          3.351            250
     27/10/1999       300      1999        302.700          255.406          0.001       8677.860       2588.892          0.298          0.682        127.554          1.658          4.292         11.128         19.901            252
     24/10/2000       298      2000        134.000          134.000          0.001       6561.740       1570.828          0.239          0.723         90.091          2.866          4.502         12.183          0.798            255
     31/10/2001       304      2001        170.100          170.100          0.001       6713.730       1881.326          0.280          0.724        105.214          2.343          4.409         13.873          1.355            257
     23/10/2002       296      2002         94.900           94.900          0.001       3407.631        717.934          0.211          0.566         45.564          3.386          2.431         33.506          0.160            248
