ApsimVersion = 6.1
Title = south plots
           year          month            day      day_month          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)         sw(13)         sw(14)         sw(15)         sw(16)         sw(17)         sw(18)         sw(19)         sw(20)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)     no3ppm(11)     no3ppm(12)     no3ppm(13)     no3ppm(14)     no3ppm(15)     no3ppm(16)     no3ppm(17)     no3ppm(18)     no3ppm(19)     no3ppm(20)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)     nh4ppm(11)     nh4ppm(12)     nh4ppm(13)     nh4ppm(14)     nh4ppm(15)     nh4ppm(16)     nh4ppm(17)     nh4ppm(18)     nh4ppm(19)     nh4ppm(20)
           1994             12            348             14          0.051          0.151          0.195          0.203          0.202          0.217          0.209          0.237          0.284          0.308          0.307          0.330          0.332          0.320          0.334          0.322          0.328          0.335          0.335          0.335          6.143          5.461          5.187          4.299          2.442          0.737          0.196          0.224          1.068          1.090          0.900          0.865          0.723          0.554          0.580          0.490          0.515          0.542          0.535          0.534          0.983          0.791          1.174          0.111          0.035          0.015          0.003          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              2             45             14          0.066          0.206          0.235          0.258          0.259          0.291          0.296          0.315          0.321          0.329          0.321          0.341          0.339          0.323          0.333          0.320          0.327          0.333          0.334          0.334         11.864          7.307          4.364          4.203          5.208          6.584          4.541          1.920          1.266          1.208          0.962          0.908          0.756          0.573          0.593          0.499          0.523          0.550          0.543          0.542          1.649          1.277          1.314          0.104          0.037          0.017          0.010          0.005          0.002          0.001          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              5            129              9          0.052          0.173          0.171          0.176          0.176          0.194          0.205          0.238          0.277          0.299          0.303          0.329          0.333          0.322          0.336          0.325          0.331          0.338          0.338          0.338         12.130         11.978          9.637          5.583          4.651          5.093          3.915          1.957          1.262          1.125          0.891          0.842          0.729          0.561          0.583          0.492          0.519          0.549          0.545          0.545          2.169          1.467          0.529          0.051          0.041          0.054          0.040          0.008          0.004          0.003          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              6            159              8          0.071          0.158          0.218          0.176          0.176          0.194          0.205          0.238          0.278          0.302          0.303          0.328          0.331          0.320          0.334          0.323          0.330          0.336          0.337          0.337         15.000         13.535         13.872          6.275          4.969          5.389          4.193          2.052          1.311          1.156          0.899          0.846          0.731          0.564          0.585          0.491          0.516          0.545          0.541          0.540          2.624          1.000          1.039          0.044          0.034          0.041          0.031          0.007          0.003          0.003          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              6            181             30          0.110          0.215          0.235          0.250          0.226          0.194          0.205          0.238          0.278          0.303          0.303          0.327          0.330          0.319          0.333          0.322          0.329          0.335          0.336          0.336         15.663          9.510         11.291         10.811          7.305          5.527          4.296          2.105          1.340          1.170          0.903          0.848          0.733          0.565          0.588          0.493          0.517          0.545          0.540          0.539          1.889          1.343          0.795          0.146          0.102          0.040          0.030          0.007          0.003          0.003          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              8            214              2          0.051          0.119          0.215          0.222          0.216          0.195          0.205          0.238          0.280          0.304          0.302          0.327          0.329          0.318          0.332          0.321          0.327          0.334          0.334          0.335         22.273          9.418          8.945          6.880          5.535          5.141          4.164          2.181          1.383          1.186          0.908          0.853          0.736          0.568          0.592          0.496          0.520          0.548          0.542          0.542          2.330          0.409          0.595          0.122          0.096          0.038          0.027          0.007          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995              9            249              6          0.169          0.215          0.219          0.195          0.195          0.191          0.203          0.238          0.281          0.305          0.302          0.326          0.328          0.317          0.331          0.320          0.326          0.333          0.334          0.334         11.079          9.990          7.324          3.374          2.781          3.503          3.069          2.058          1.433          1.205          0.916          0.859          0.740          0.572          0.596          0.500          0.523          0.551          0.546          0.545          1.599          1.109          0.872          0.083          0.053          0.024          0.019          0.006          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995             10            283             10          0.102          0.166          0.202          0.187          0.185          0.185          0.200          0.235          0.281          0.305          0.302          0.326          0.328          0.316          0.331          0.319          0.326          0.332          0.333          0.333          7.438          9.992          9.929          3.986          2.988          3.419          3.072          2.022          1.470          1.222          0.923          0.865          0.744          0.576          0.601          0.503          0.526          0.554          0.549          0.548          1.088          0.825          1.077          0.057          0.032          0.016          0.014          0.005          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1995             11            326             22          0.334          0.339          0.279          0.282          0.280          0.316          0.318          0.329          0.330          0.331          0.302          0.325          0.327          0.316          0.330          0.318          0.325          0.332          0.332          0.332          0.210          0.461          1.277          3.853          5.990          8.912          7.820          4.861          2.366          1.426          0.935          0.873          0.751          0.581          0.607          0.508          0.530          0.559          0.553          0.553          0.637          0.811          0.917          0.416          0.165          0.066          0.029          0.008          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              1             22             22          0.329          0.334          0.276          0.282          0.280          0.316          0.316          0.325          0.326          0.330          0.322          0.344          0.345          0.334          0.346          0.336          0.341          0.347          0.347          0.348          0.686          1.506          1.655          1.605          1.681          2.893          4.854          6.497          6.065          4.789          3.188          2.419          1.512          0.917          0.804          0.602          0.584          0.591          0.576          0.573          0.850          1.058          1.241          0.337          0.131          0.063          0.035          0.008          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.000          0.000
           1996              3             65              5          0.165          0.192          0.208          0.205          0.190          0.209          0.216          0.235          0.271          0.284          0.283          0.331          0.336          0.326          0.340          0.329          0.335          0.342          0.342          0.342          3.967          3.732          4.030          2.182          1.114          1.161          1.287          1.600          2.292          2.851          3.027          4.422          3.590          2.359          1.919          1.199          0.937          0.778          0.670          0.644          1.098          0.956          1.141          0.117          0.043          0.029          0.015          0.003          0.000          0.000          0.000          0.001          0.001          0.001          0.000          0.000          0.000          0.000          0.000          0.000
           1996              4             93              2          0.051          0.089          0.169          0.174          0.170          0.190          0.202          0.227          0.266          0.277          0.273          0.323          0.331          0.322          0.336          0.325          0.332          0.338          0.339          0.339          7.137          3.504          5.570          2.538          1.289          1.352          1.385          1.598          2.259          2.794          3.023          4.306          3.538          2.327          1.894          1.183          0.925          0.767          0.658          0.636          1.050          0.435          0.418          0.030          0.011          0.014          0.007          0.001          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              5            135             14          0.304          0.307          0.264          0.254          0.254          0.286          0.294          0.312          0.319          0.321          0.275          0.317          0.327          0.318          0.333          0.322          0.329          0.336          0.336          0.336          2.559          2.729          1.402          1.735          2.304          3.318          3.013          2.485          2.492          3.082          3.055          4.206          3.487          2.310          1.897          1.186          0.927          0.767          0.656          0.637          1.381          1.045          0.834          0.075          0.017          0.017          0.011          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              6            163             11          0.127          0.188          0.221          0.231          0.234          0.268          0.279          0.299          0.311          0.319          0.298          0.319          0.326          0.317          0.332          0.320          0.328          0.334          0.335          0.335          9.247          5.833          3.147          1.765          1.941          2.857          2.807          2.299          2.254          2.844          3.194          4.092          3.471          2.305          1.902          1.193          0.934          0.775          0.662          0.644          1.189          1.034          0.703          0.036          0.021          0.020          0.016          0.002          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              7            191              9          0.052          0.155          0.230          0.243          0.238          0.263          0.274          0.293          0.308          0.315          0.302          0.322          0.326          0.316          0.331          0.319          0.327          0.333          0.334          0.334         11.267          5.605          4.535          2.186          1.858          2.511          2.463          2.000          1.947          2.449          2.885          3.713          3.452          2.303          1.907          1.200          0.941          0.782          0.669          0.652          1.795          0.782          0.432          0.009          0.003          0.003          0.002          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              8            227             14          0.052          0.142          0.186          0.197          0.198          0.216          0.222          0.241          0.275          0.287          0.278          0.314          0.325          0.315          0.330          0.318          0.325          0.332          0.333          0.333          6.536          4.629          4.075          1.749          1.342          1.676          1.640          1.334          1.407          1.751          2.096          2.728          2.569          2.294          1.914          1.208          0.950          0.791          0.677          0.661          1.267          0.837          0.354          0.014          0.009          0.008          0.006          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996              9            261             17          0.051          0.115          0.163          0.175          0.174          0.192          0.203          0.228          0.267          0.277          0.269          0.299          0.318          0.313          0.329          0.317          0.325          0.332          0.332          0.332          3.878          3.935          4.444          1.980          1.329          1.594          1.554          1.282          1.367          1.680          2.003          2.575          2.442          2.253          1.920          1.216          0.958          0.799          0.686          0.670          1.415          0.479          0.253          0.001          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996             10            289             15          0.051          0.133          0.170          0.177          0.170          0.187          0.199          0.226          0.266          0.276          0.268          0.299          0.316          0.312          0.328          0.317          0.324          0.331          0.331          0.331          6.055          5.929          3.365          1.601          1.150          1.187          1.177          1.046          1.193          1.299          1.628          1.648          0.917          2.190          1.922          1.222          0.965          0.806          0.693          0.677          1.453          0.561          0.435          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996             11            318             13          0.051          0.127          0.163          0.164          0.164          0.174          0.189          0.223          0.264          0.274          0.266          0.295          0.309          0.311          0.327          0.316          0.323          0.330          0.331          0.331          6.099          8.029          4.211          1.706          1.145          1.166          1.137          1.031          1.177          1.291          1.593          1.628          1.009          2.120          1.921          1.228          0.971          0.813          0.700          0.685          1.314          0.516          0.333          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1996             12            345             10          0.073          0.216          0.241          0.266          0.262          0.182          0.186          0.221          0.263          0.273          0.265          0.294          0.306          0.309          0.327          0.315          0.323          0.330          0.330          0.330          6.250          3.180          3.889          4.166          2.684          1.273          1.086          0.946          1.124          1.144          1.442          1.274          0.638          2.060          1.918          1.234          0.978          0.820          0.706          0.692          1.468          1.185          0.284          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1997              1              8              8          0.051          0.111          0.163          0.182          0.186          0.204          0.185          0.220          0.263          0.272          0.265          0.293          0.304          0.308          0.326          0.315          0.322          0.329          0.330          0.330          7.568          5.498          4.958          4.569          3.409          2.437          1.097          0.930          1.105          1.135          1.403          1.259          0.727          1.995          1.914          1.239          0.984          0.827          0.714          0.699          1.437          0.659          0.581          0.045          0.026          0.011          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1997              6            163             12          0.077          0.147          0.193          0.198          0.200          0.221          0.201          0.227          0.266          0.277          0.269          0.299          0.317          0.314          0.331          0.320          0.328          0.335          0.335          0.335          6.137          3.964          3.458          2.954          2.449          2.746          2.398          2.215          2.007          1.674          1.279          1.214          1.001          1.257          1.604          1.376          1.282          1.114          0.931          0.898          1.454          0.874          0.664          0.009          0.012          0.034          0.010          0.003          0.001          0.001          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1997             10            300             27          0.051          0.166          0.211          0.216          0.220          0.256          0.267          0.236          0.264          0.273          0.266          0.294          0.305          0.309          0.326          0.315          0.323          0.330          0.331          0.331          3.236          4.158          2.384          1.871          2.148          2.910          2.677          1.995          1.769          1.388          1.064          0.867          0.642          1.178          1.563          1.347          1.274          1.135          0.971          0.947          1.313          0.735          0.710          0.000          0.000          0.005          0.019          0.001          0.000          0.000          0.000          0.000          0.000          0.001          0.001          0.001          0.001          0.001          0.001          0.001
