Summary_file = Latham200SandGravel.sum
Title = Latham 200mm wet soil SandGravel
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     14/10/1957       287      1957        225.200          225.063          0.000       7825.017       2267.448          0.290          0.705        115.751          2.581          5.851         37.295          8.575
     19/10/1958       292      1958        405.300          333.357          0.000      10056.750       3676.554          0.366          0.757        141.904          1.853          6.813         19.220         87.958
     05/10/1959       278      1959        227.400          225.849          0.000       7496.787       3160.889          0.422          0.817        126.445          2.129          6.728         38.469         19.985
     20/10/1960       294      1960        256.300          256.300          0.000       9058.093       3320.946          0.367          0.776        133.187          2.292          7.611         18.113         13.232
     10/10/1961       283      1961        208.300          205.381          0.000       7564.546       2137.762          0.283          0.600        111.123          2.482          5.305         30.132          7.809
     14/10/1962       287      1962        243.100          241.740          0.000       7405.986       2387.732          0.322          0.705        114.864          2.178          5.201         49.024         25.401
     10/10/1963       283      1963        324.100          307.174          0.000       8619.791       3514.773          0.408          0.796        121.184          1.992          7.001         28.116         70.204
     15/10/1964       289      1964        282.800          282.800          0.000       9318.150       3682.626          0.395          0.784        126.423          1.938          7.136         29.794         56.526
     15/10/1965       288      1965        254.600          254.600          0.001       9281.708       3207.892          0.346          0.775        129.380          2.297          7.368         22.163         20.087
     22/10/1966       295      1966        163.400          163.400          0.001       5250.977       1416.189          0.270          0.527         70.138          2.493          3.531         48.588          2.509
     14/10/1967       287      1967        244.800          244.800          0.000       8746.071       2544.093          0.291          0.734        123.817          2.438          6.203         35.051         10.180
     24/10/1968       298      1968        250.600          250.600          0.000       8430.173       2358.153          0.280          0.734        111.234          2.593          6.115         36.194         22.133
     14/10/1969       287      1969        124.100          124.100          0.001       4217.844        912.057          0.216          0.434         61.307          2.785          2.540         57.817          1.960
     16/10/1970       289      1970        219.800          219.800          0.000       6101.629       2151.474          0.353          0.627         91.214          2.542          5.468         29.516          9.551
     23/10/1971       296      1971        148.500          148.500          0.001       1395.788        516.219          0.370          0.356         20.946          2.274          1.174        100.944          3.994
     15/10/1972       289      1972        268.100          268.099          0.000       9312.794       3523.735          0.378          0.776        133.059          2.023          7.127         25.972         39.121
