Summary_file = Emerald1500late.sum
Title = Emerald 1500mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     01/10/1957       274      1957        182.800          152.002          0.000       8230.525       2424.311          0.295          0.719        162.110          2.325          5.636         34.117         26.710
     25/09/1958       268      1958         66.100           45.233          0.000       4358.918       1193.401          0.274          0.611        106.504          2.561          3.056         59.239         24.326
     30/09/1959       273      1959         37.200           37.200          0.000       5407.565       1529.617          0.283          0.674        110.729          2.624          4.014         55.585         10.643
     06/10/1960       280      1960         40.000           40.000          0.000       5142.404       1250.503          0.243          0.605        103.622          2.564          3.207         54.359         10.227
     06/10/1961       279      1961         33.400           33.400          0.001       4873.177       1193.459          0.245          0.610        105.613          2.556          3.050         59.927         13.195
     27/09/1962       270      1962         43.100           43.100          0.000       4841.284       1263.224          0.261          0.638         99.132          1.868          2.359         83.326         12.531
     05/10/1963       278      1963         69.100           69.100          0.000       6094.736       2176.640          0.357          0.767        129.943          2.260          4.919         55.723         17.017
     29/09/1964       273      1964         97.900           97.673          0.000       5883.717       1465.780          0.249          0.596        124.748          2.584          3.787         40.560         24.355
     02/10/1965       275      1965         10.200           10.200          0.000       4229.730       1170.834          0.277          0.656         98.731          1.922          2.251         90.019         11.893
     03/10/1966       276      1966        182.000          180.767          0.000      10558.357       4014.541          0.380          0.735        183.229          1.581          6.348         30.544         36.015
     05/10/1967       278      1967        150.600           98.006          0.000       6587.208       1681.003          0.255          0.688        122.360          2.694          4.529         39.603         24.073
     07/10/1968       281      1968         75.100           75.100          0.000       5972.779       1643.640          0.275          0.717        115.761          2.884          4.740         37.185         10.450
     28/09/1969       271      1969          6.100            6.100          0.000       4444.978       1276.493          0.287          0.654         98.454          1.706          2.178         94.977         12.349
     01/10/1970       274      1970         67.800           67.800          0.000       4400.705       1283.420          0.292          0.738        102.235          2.605          3.343         76.225         26.491
     30/09/1971       273      1971        136.700          136.607          0.000       7616.461       3070.166          0.403          0.794        156.347          2.074          6.368         35.685         23.279
     28/09/1972       272      1972          8.800            8.800          0.000       3906.487       1075.929          0.275          0.673         99.618          2.112          2.272         94.135         11.386
     21/09/1973       264      1973        185.200          146.147          0.000       6626.071       2702.448          0.408          0.805        121.389          2.120          5.730         44.801         35.748
     06/10/1974       279      1974        100.500          100.500          0.000       5041.296       1907.065          0.378          0.712        119.473          2.674          5.099         50.611         24.074
     25/09/1975       268      1975        115.800          115.633          0.000       6515.721       2115.677          0.325          0.758        129.381          2.630          5.564         40.219         26.587
     01/10/1976       275      1976         63.500           63.500          0.000       4989.714       1336.145          0.268          0.603        106.583          2.466          3.295         52.701         10.394
     02/10/1977       275      1977         18.800           18.800          0.000       4161.773       1156.868          0.278          0.670         99.698          2.069          2.393         84.879         11.300
     03/10/1978       276      1978        232.900          197.054          0.000       8245.099       3030.376          0.368          0.757        148.786          1.941          5.881         36.522         65.884
