Summary_file = Emerald600late.sum
Title = Emerald 600mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     01/10/1957       274      1957        182.800          179.169          0.000       7488.579       2138.274          0.286          0.692        152.128          2.121          4.536         33.038          6.341
     25/09/1958       268      1958         66.100           64.917          0.001       3671.317        856.421          0.233          0.570         91.743          2.809          2.406         51.977          1.736
     30/09/1959       273      1959         37.200           37.200          0.000       3158.427        714.756          0.226          0.566         64.057          2.959          2.115         57.424          0.316
     06/10/1960       280      1960         40.000           40.000          0.001       2992.979        549.311          0.184          0.530         56.726          3.179          1.746         55.137          0.208
     06/10/1961       279      1961         33.400           33.400          0.000       3014.694        572.152          0.190          0.520         61.398          2.929          1.676         58.144          0.243
     27/09/1962       270      1962         43.100           43.100          0.001       2737.198        583.013          0.213          0.660         54.212          2.731          1.592         74.714          0.400
     05/10/1963       278      1963         69.100           69.100          0.001       4210.542       1215.833          0.289          0.675         88.458          2.413          2.933         55.955          1.216
     29/09/1964       273      1964         97.900           97.674          0.000       4012.931        783.383          0.195          0.564         86.453          3.160          2.476         42.207          4.650
     02/10/1965       275      1965         10.200           10.200          0.001       2420.400        520.483          0.215          0.646         53.295          2.787          1.451         80.712          0.365
     03/10/1966       276      1966        182.000          180.981          0.000       8107.835       3041.688          0.375          0.709        142.012          1.420          4.318         38.027         15.624
     05/10/1967       278      1967        150.600          141.046          0.000       6328.855       1627.043          0.257          0.688        120.993          2.411          3.922         35.914         11.128
     07/10/1968       281      1968         75.100           75.100          0.001       3479.981        749.192          0.215          0.502         66.774          2.710          2.030         44.837          0.272
     28/09/1969       271      1969          6.100            6.100          0.001       2446.179        545.991          0.223          0.665         53.630          2.643          1.443         84.587          0.329
     01/10/1970       274      1970         67.800           67.800          0.001       2435.957        530.358          0.218          0.596         55.015          2.685          1.424         76.489         15.222
     30/09/1971       273      1971        136.700          136.480          0.000       5311.576       1948.661          0.367          0.767        110.875          2.076          4.046         43.312          7.900
     28/09/1972       272      1972          8.800            8.800          0.000       2190.194        458.056          0.209          0.661         53.839          3.138          1.437         84.104          0.289
     21/09/1973       264      1973        185.200          180.436          0.000       6314.504       2419.668          0.383          0.792        115.511          2.095          5.069         35.608         18.915
     06/10/1974       279      1974        100.500          100.500          0.000       3149.605       1118.751          0.355          0.657         73.074          2.650          2.965         56.926         11.256
     25/09/1975       268      1975        115.800          115.644          0.000       4610.709       1291.527          0.280          0.746         94.582          2.934          3.790         44.006          1.426
     01/10/1976       275      1976         63.500           63.500          0.001       2867.643        594.679          0.207          0.531         58.141          2.813          1.673         56.386          0.375
     02/10/1977       275      1977         18.800           18.800          0.000       2388.517        506.175          0.212          0.601         53.799          2.769          1.402         75.877          0.280
     03/10/1978       276      1978        232.900          224.798          0.000       7210.062       2410.327          0.334          0.724        135.712          1.927          4.644         36.138         48.500
     25/09/1979       268      1979         32.700           32.700          0.000       3124.266        598.095          0.191          0.500         64.076          3.120          1.866         56.990          0.233
     26/09/1980       270      1980        126.700          110.086          0.000       6408.459       1649.993          0.257          0.706        128.791          2.608          4.302         35.200          2.456
     28/09/1981       271      1981         85.000           82.237          0.001       4695.402       1053.612          0.224          0.576         94.933          2.838          2.990         40.617          0.972
     04/10/1982       277      1982         17.200           17.200          0.000       2555.159        478.517          0.187          0.551         56.152          3.233          1.547         66.149          0.249
     28/09/1983       271      1983         64.300           64.300          0.001       3624.570        718.397          0.198          0.532         66.032          3.007          2.160         47.797          0.289
     27/09/1984       271      1984        259.700          252.822          0.000       5956.190       2340.728          0.393          0.802        107.787          2.174          5.089         36.629        112.214
     30/09/1985       273      1985        161.000          137.911          0.000       5721.268       1495.183          0.261          0.620        124.359          2.445          3.656         32.636         12.830
     25/09/1986       268      1986         90.000           90.000          0.001       4083.147        927.575          0.227          0.570         72.912          2.865          2.658         47.590          0.398
     27/09/1987       270      1987         74.200           74.200          0.001       3828.778        823.978          0.215          0.572         71.840          3.035          2.501         47.480          0.247
     24/09/1988       268      1988        179.200          170.378          0.000       6732.953       2610.575          0.388          0.754        126.703          1.769          4.619         37.955         31.431
     02/10/1989       275      1989         59.700           59.700          0.000       4208.490        824.586          0.196          0.551         71.743          3.083          2.542         40.069          0.261
     01/10/1990       274      1990         43.900           43.726          0.000       3373.503        680.288          0.202          0.557         70.684          2.929          1.993         57.139          0.541
     24/09/1991       267      1991         31.500           31.500          0.000       3103.244        645.271          0.208          0.525         64.943          3.226          2.082         54.067          0.265
     25/09/1992       269      1992         33.000           33.000          0.001       2419.209        594.817          0.246          0.599         55.470          2.710          1.612         74.193          0.392
     21/09/1993       264      1993        155.400          151.632          0.000       3640.256       1157.406          0.318          0.756         72.726          3.434          3.974         43.601         61.516
     28/09/1994       271      1994          1.400            1.400          0.000       2396.600        504.919          0.211          0.655         54.015          2.913          1.471         83.118          0.289
