Summary_file = Walgett1500.sum
Title = Walgett 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     16/10/1957       289      1957         49.800           49.800          0.000       9701.908       2907.244          0.300          0.683        177.997          2.548          7.407         81.268         28.549
     17/10/1958       290      1958        220.800          218.827          0.001      12562.388       5310.228          0.423          0.806        209.611          2.260         12.002         37.224        100.030
     21/10/1959       294      1959        170.900          170.900          0.001      11922.098       4487.618          0.376          0.801        219.467          2.479         11.123         37.513         45.388
     18/10/1960       292      1960         73.500           73.500          0.000       9849.535       3224.202          0.327          0.681        174.478          2.339          7.542         70.246         31.713
     12/10/1961       285      1961         83.900           83.900          0.000       8139.910       3039.285          0.373          0.803        151.354          2.309          7.016        110.674         60.047
     13/10/1962       286      1962        191.200          191.200          0.000      10044.116       4197.021          0.418          0.666        168.615          2.411         10.118         43.678        102.233
     14/10/1963       287      1963        179.300          175.431          0.001      12153.162       4462.801          0.367          0.784        214.065          2.589         11.553         38.798         65.739
     14/10/1964       288      1964        191.300          191.161          0.001      11812.267       4251.453          0.360          0.809        204.773          2.719         11.558         33.537         81.763
     12/10/1965       285      1965         81.400           81.400          0.000       6672.570       2843.091          0.426          0.814        120.515          2.081          5.915        138.122         82.685
     21/10/1966       294      1966        229.300          228.988          0.000      15226.454       6042.956          0.397          0.782        231.150          1.950         11.782         32.357         83.850
     13/10/1967       286      1967        127.800          127.800          0.001      11798.044       3612.710          0.306          0.644        197.350          2.469          8.921         38.305         41.304
     24/10/1968       298      1968        169.000          169.000          0.000      10713.744       4583.000          0.428          0.696        167.040          2.187         10.024         51.680         92.970
     16/10/1969       289      1969        256.800          256.684          0.001      14058.301       6457.950          0.459          0.820        221.863          1.904         12.299         34.078        127.374
