ApsimVersion = 6.1
Title = Roma 400mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             55           1958          0.000         2358.5          849.2        112.181
             47           1959          0.000         5295.4         2062.3        191.850
             51           1960          0.000         2272.2          671.5         99.345
             49           1961          0.000         1467.3          393.7         53.415
             46           1962          0.000         4950.5         1964.4        180.166
             48           1963          0.000         4558.2         1812.7        164.070
             50           1964          0.000         1673.2          469.5         79.244
             52           1965          0.000         1387.6          245.9         65.569
             48           1966          0.000         3601.5         1432.4        136.280
             50           1967          0.000         2676.0         1050.3        109.705
             48           1968          0.000         4394.8         1726.6        158.171
             50           1969          0.000         2600.4          599.0        119.753
             49           1970          0.000         1886.1          739.8         75.468
             47           1971          0.000         5114.1         1980.2        211.877
             49           1972          0.000         4322.3         1530.8        164.069
             50           1973          0.000         2529.8          779.7        105.806
             44           1974          0.000         3623.1         1435.1        116.363
             49           1975          0.000         1742.4          339.9         73.824
             46           1976          0.000         4248.1         1641.0        131.733
             49           1977          0.000         4214.3         1676.1        174.858
             48           1978          0.000         3419.0         1350.2        128.379
             49           1979          0.000         2642.4         1008.3        103.855
             53           1980          0.000         2700.9         1074.4        111.012
             47           1981          0.000         4220.2         1594.6        158.700
             50           1982          0.000         3544.0         1301.3        142.057
             51           1983          0.000         2906.2          729.9        124.742
             46           1984          0.000         4854.0         1934.4        158.320
             50           1985          0.000         3061.1          796.3        146.210
             51           1986          0.000         1607.4          365.5         74.832
             50           1987          0.000         2781.3         1083.6        122.556
             50           1988          0.000         2026.3          644.9         87.178
             48           1989          0.000         1687.8          517.0         66.938
             51           1990          0.000         2066.6          526.0         99.010
             46           1991          0.000         2942.0         1054.1        110.264
             50           1992          0.000         2574.8          953.5        123.221
             48           1993          0.000         1332.1          291.3         54.990
             51           1994          0.000         1598.6          635.7         65.340
             49           1995          0.000         2272.1          895.3         88.386
             49           1996          0.000         5794.6         2309.2        201.386
             46           1997          0.000         3274.4         1305.5        115.843
             49           1998          0.000         2989.4         1080.0        117.880
             47           1999          0.000         3953.6         1539.2        150.526
             50           2000          0.000         5137.9         1988.7        177.853
             48           2001          0.000         1878.9          722.1         71.368
             50           2002          0.000         3295.3         1183.8        144.802
