Summary_file = fieldpea.sum
Title = fieldpea sample
       day      year           date       sw_dep()         runoff          drain             es            eos             eo           rain     residue_wt  residue_cover      residue_n       das          stage            lai        biomass  green_biomass          yield             ep    swdef_photo    nfact_photo     root_depth        node_no        leaf_wt        stem_wt flowering_date maturity_date        leaf_no            esw
     (day)    (year)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)      (m^2/m^2)        (kg/ha)    (days)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)             ()             ()           (mm)     (nodes/m2)        (g/m^2)        (g/m^2)          (doy)         (doy)    (leaves/m2)           (mm)
       284      2002    11/Oct/2002        345.555          0.000          0.000          1.420          1.420          5.281          0.000          0.000          0.000          0.000       148          7.522          0.821       5042.634       3855.491       1629.537          0.516          0.137          1.000       1021.135         29.677         26.814        171.276            240             0         46.773         53.555
       285      2002    12/Oct/2002        344.082          0.000          0.000          1.044          1.044          3.851          0.000          0.000          0.000          0.000       149          7.555          0.752       5053.035       3843.181       1641.464          0.429          0.153          1.000       1022.759         30.079         24.543        171.276            240             0         47.375         52.082
       286      2002    13/Oct/2002        344.772          0.000          0.000          1.030          1.030          3.775          2.200          0.000          0.000          0.000       150          7.576          0.714       5085.218       3862.955       1669.279          0.480          0.494          1.000       1023.932         30.349         23.302        171.276            240             0         47.780         52.772
       287      2002    14/Oct/2002        343.609          0.000          0.000          0.950          0.950          3.470          0.200          0.000          0.000          0.000       151          7.600          0.675       5112.808       3877.835       1696.918          0.413          0.455          1.000       1025.207         30.649         22.031        171.276            240             0         48.230         51.609
       288      2002    15/Oct/2002        342.606          0.000          0.000          0.847          0.847          3.082          0.200          0.000          0.000          0.000       152          7.629          0.620       5121.615       3868.675       1709.786          0.355          0.184          1.000       1026.677         31.006         20.235        171.276            240             0         48.766         50.606
       289      2002    16/Oct/2002        341.375          0.000          0.000          0.932          1.659          6.001          0.000          0.000          0.000          0.000       153          7.663          0.564       5130.010       3858.892       1719.146          0.299          0.102          1.000       1028.377         31.431         18.417        171.276            240             0         49.404         49.615
       290      2002    17/Oct/2002        340.295          0.000          0.000          0.991          1.119          4.022          0.200          0.000          0.000          0.000       154          7.698          0.516       5137.135       3850.232       1726.753          0.288          0.143          1.000       1029.928         31.871         16.838        171.276            240             0         50.064         49.320
       291      2002    18/Oct/2002        339.319          0.000          0.000          0.699          1.633          5.841          0.000          0.000          0.000          0.000       155          7.728          0.468       5141.643       3839.065       1731.929          0.277          0.069          1.000       1031.388         32.250         15.271        171.276            240             0         50.632         49.033
       292      2002    19/Oct/2002        338.418          0.000          0.000          0.634          1.301          4.631          0.000          0.000          0.000          0.000       156          7.754          0.434       5157.187       3843.664       1745.237          0.267          0.283          1.000       1032.739         32.572         14.176        171.276            240             0         51.115         48.754
       293      2002    20/Oct/2002        337.578          0.000          0.000          0.584          1.202          4.261          0.000          0.000          0.000          0.000       157          7.775          0.401       5167.376       3842.937       1756.099          0.256          0.230          1.000       1033.891         32.836         13.085        171.276            240             0         51.511         48.483
       294      2002    21/Oct/2002        336.788          0.000          0.000          0.544          1.573          5.558          0.000          0.000          0.000          0.000       158          7.800          0.365       5173.836       3837.806       1763.509          0.246          0.114          1.000       1035.191         33.143         11.926        171.276            240             0         51.972         48.220
       295      2002    22/Oct/2002        336.040          0.000          0.000          0.511          0.750          2.639          0.000          0.000          0.000          0.000       159          7.833          0.337       5178.752       3833.460       1768.963          0.236          0.223          1.000       1036.743         33.558         10.999        171.276            240             0         52.594         47.965
       296      2002    23/Oct/2002        337.910          0.000          0.000          1.102          1.102          3.866          3.200          0.000          0.000          0.000       160          7.855          0.320       5195.631       3844.869       1783.377          0.228          0.503          1.000       1037.954         33.839         10.452        171.276            240             0         53.016         47.728
       297      2002    24/Oct/2002        337.190          0.000          0.000          1.101          1.101          3.854          0.600          0.000          0.000          0.000       161          7.882          0.298       5205.642       3847.701       1794.337          0.220          0.313          1.000       1039.317         34.168          9.735        171.276            240             0         53.509         47.497
       298      2002    25/Oct/2002        337.916          0.000          0.000          0.862          0.862          3.010          1.800          0.000          0.000          0.000       162          7.902          0.283       5216.314       3853.407       1805.073          0.212          0.490          1.000       1040.411         34.421          9.238        171.276            240             0         53.888         47.278
       299      2002    26/Oct/2002        336.309          0.000          0.000          1.402          1.402          4.888          0.000          0.000          0.000          0.000       163          7.923          0.263       5226.092       3856.547       1815.057          0.205          0.281          1.000       1041.541         34.688          8.574        171.276            240             0         54.289         47.061
       300      2002    27/Oct/2002        334.871          0.000          0.000          1.242          1.659          5.771          0.000          0.000          0.000          0.000       164          7.949          0.241       5233.430       3856.886       1822.965          0.197          0.184          1.000       1042.817         35.004          7.874        171.276            240             0         54.764         46.846
       301      2002    28/Oct/2002        334.203          0.000          0.000          0.479          1.392          4.829          0.000          0.000          0.000          0.000       165          7.980          0.221       5238.738       3855.777       1828.834          0.189          0.185          1.000       1044.345         35.403          7.233        171.276            240             0         55.362         46.637
       302      2002    29/Oct/2002        333.564          0.000          0.000          0.456          1.761          6.099          0.000          0.000          0.000          0.000       166          8.000          0.202       5241.970       3852.548       1832.295          0.183          0.107          1.000       1045.443         35.817          6.587        171.276            240             0         55.982         46.432
       303      2002    30/Oct/2002        333.256          0.000          0.000          0.132          1.219          4.212          0.000          0.000          0.000          0.000       167          8.315          0.189       5250.110       3856.424       1839.099          0.176          0.352          1.000       1046.634         36.119          6.160        171.276            240             0         56.436         46.235
       304      2002    31/Oct/2002        333.065          0.000          0.000          0.022          1.735          5.984          0.000          0.000          0.000          0.000       168          8.522          0.174       5256.319       3857.732       1845.478          0.169          0.205          1.000       1047.839         36.431          5.670        171.276            240             0         56.903         46.044
       305      2002    01/Nov/2002        332.881          0.000          0.000          0.022          1.898          6.535          0.000          0.000          0.000          0.000       169          8.786          0.158       5259.377       3855.761       1849.485          0.163          0.113          1.000       1049.273         36.825          5.167        171.276            240             0         57.495         45.859
       306      2002    02/Nov/2002        332.702          0.000          0.000          0.122          1.417          4.870          0.100          0.000          0.000          0.000       170          9.000          0.152       5270.478       3864.823       1849.485          0.157          0.605          1.000       1050.444         36.825          4.963        172.386            240           306         57.495         45.681
       307      2002    03/Nov/2002        332.529          0.000          0.000          0.021          1.324          4.546          0.000          0.000          0.000          0.000       171         10.000          0.000       5274.920       3819.634       1849.485          0.152          0.240          1.000       1051.699         36.825          0.000        172.830            240           306         57.495         45.515
       308      2002    04/Nov/2002        332.515          0.000          0.000          0.013          3.720          5.029          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       309      2002    05/Nov/2002        332.515          0.000          0.000          0.000          4.573          6.181          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       310      2002    06/Nov/2002        332.515          0.000          0.000          0.000          4.945          6.685          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       311      2002    07/Nov/2002        332.515          0.000          0.000          0.000          4.636          6.267          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       312      2002    08/Nov/2002        332.515          0.000          0.000          0.000          4.182          5.653          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       313      2002    09/Nov/2002        332.515          0.000          0.000          0.000          4.850          6.556          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       314      2002    10/Nov/2002        332.515          0.000          0.000          0.000          4.365          5.901          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       315      2002    11/Nov/2002        332.515          0.000          0.000          0.000          7.715         10.429          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       316      2002    12/Nov/2002        332.515          0.000          0.000          0.000          2.189          2.959          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       317      2002    13/Nov/2002        332.515          0.000          0.000          2.600          4.544          6.143          2.600       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       318      2002    14/Nov/2002        332.515          0.000          0.000          0.000          4.151          5.611          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       319      2002    15/Nov/2002        332.515          0.000          0.000          0.000          4.980          6.732          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       320      2002    16/Nov/2002        332.515          0.000          0.000          0.000          4.745          6.414          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       321      2002    17/Nov/2002        332.515          0.000          0.000          0.000          5.832          7.884          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       322      2002    18/Nov/2002        332.515          0.000          0.000          0.000          4.585          6.197          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       323      2002    19/Nov/2002        332.515          0.000          0.000          0.000          3.123          4.221          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       324      2002    20/Nov/2002        332.515          0.000          0.000          0.800          3.176          4.294          0.800       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       325      2002    21/Nov/2002        332.515          0.000          0.000          0.200          5.040          6.813          0.200       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       326      2002    22/Nov/2002        332.515          0.000          0.000          0.000          5.138          6.945          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       327      2002    23/Nov/2002        332.515          0.000          0.000          0.000          6.249          8.447          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       328      2002    24/Nov/2002        332.515          0.000          0.000          0.000          2.318          3.134          0.000       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       329      2002    25/Nov/2002        334.284          0.000          0.000          2.031          2.031          2.746          3.800       3425.436          0.496         55.829         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         45.515
       330      2002    26/Nov/2002        348.359          0.000          0.000          2.525          2.525          3.413         16.600       3299.824          0.483         53.782         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         56.359
       331      2002    27/Nov/2002        346.099          0.000          0.000          2.261          3.451          4.614          0.000       3178.847          0.470         51.810         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         54.099
       332      2002    28/Nov/2002        344.393          0.000          0.000          1.706          4.918          6.506          0.000       3091.087          0.461         50.380         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         52.393
       333      2002    29/Nov/2002        343.281          0.000          0.000          1.112          4.515          5.927          0.000       3030.536          0.455         49.393         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         51.281
       334      2002    30/Nov/2002        342.390          0.000          0.000          0.891          4.603          6.010          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         50.390
       335      2002    01/Dec/2002        341.624          0.000          0.000          0.766          5.275          6.879          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         49.624
       336      2002    02/Dec/2002        340.943          0.000          0.000          0.682          4.997          6.517          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         48.943
       337      2002    03/Dec/2002        340.322          0.000          0.000          0.621          4.356          5.681          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         48.322
       338      2002    04/Dec/2002        339.749          0.000          0.000          0.773          3.580          4.669          0.200       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.749
       339      2002    05/Dec/2002        339.213          0.000          0.000          2.635          3.137          4.091          2.100       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.340
       340      2002    06/Dec/2002        338.709          0.000          0.000          2.904          4.144          5.404          2.400       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.329
       341      2002    07/Dec/2002        338.231          0.000          0.000          0.478          4.627          6.033          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.316
       342      2002    08/Dec/2002        337.776          0.000          0.000          0.455          4.976          6.488          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.301
       343      2002    09/Dec/2002        337.340          0.000          0.000          0.436          2.599          3.389          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.284
       344      2002    10/Dec/2002        336.921          0.000          0.000          0.418          3.773          4.920          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.265
       345      2002    11/Dec/2002        336.518          0.000          0.000          0.403          4.065          5.301          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.244
       346      2002    12/Dec/2002        336.129          0.000          0.000          0.389          4.890          6.377          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.221
       347      2002    13/Dec/2002        335.752          0.000          0.000          0.377          4.390          5.725          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.197
       348      2002    14/Dec/2002        335.387          0.000          0.000          0.365          6.048          7.886          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.172
       349      2002    15/Dec/2002        335.032          0.000          0.000          0.355          7.694         10.033          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.145
       350      2002    16/Dec/2002        334.686          0.000          0.000          0.345          7.786         10.154          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.117
       351      2002    17/Dec/2002        334.350          0.000          0.000          0.337          6.220          8.111          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.087
       352      2002    18/Dec/2002        334.087          0.000          0.000          0.262          4.205          5.484          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.057
       353      2002    19/Dec/2002        334.057          0.000          0.000          0.030          7.491          9.768          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.027
       354      2002    20/Dec/2002        334.027          0.000          0.000          0.030          6.585          8.587          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.997
       355      2002    21/Dec/2002        333.997          0.000          0.000          0.030          8.849         11.539          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.968
       356      2002    22/Dec/2002        333.968          0.000          0.000          0.029          5.118          6.674          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.939
       357      2002    23/Dec/2002        333.939          0.000          0.000          0.029          5.363          6.993          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.910
       358      2002    24/Dec/2002        333.910          0.000          0.000          0.029          5.743          7.490          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.881
       359      2002    25/Dec/2002        333.881          0.000          0.000          0.029          5.660          7.380          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.853
       360      2002    26/Dec/2002        333.853          0.000          0.000          0.028          4.527          5.903          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.824
       361      2002    27/Dec/2002        333.824          0.000          0.000          0.028          5.775          7.530          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.796
       362      2002    28/Dec/2002        333.796          0.000          0.000          0.028          4.156          5.420          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.769
       363      2002    29/Dec/2002        333.769          0.000          0.000          0.028          2.572          3.354          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.741
       364      2002    30/Dec/2002        333.741          0.000          0.000          0.027          3.965          5.171          0.000       3016.407          0.453         49.163         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.714
       365      2002    31/Dec/2002        346.231          0.000          0.000          2.711          2.711          3.535         15.200       2942.169          0.445         47.953         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         54.231
         1      2003    01/Jan/2003        344.310          0.000          0.000          2.921          3.314          4.293          1.000       2828.976          0.432         46.108         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         52.310
         2      2003    02/Jan/2003        343.218          0.000          0.000          1.092          4.278          5.487          0.000       2719.679          0.420         44.326         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         51.218
         3      2003    03/Jan/2003        342.337          0.000          0.000          0.881          5.072          6.443          0.000       2647.572          0.411         43.151         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         50.337
         4      2003    04/Jan/2003        341.578          0.000          0.000          0.759          5.690          7.183          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         49.578
         5      2003    05/Jan/2003        340.900          0.000          0.000          0.677          6.750          8.504          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         48.900
         6      2003    06/Jan/2003        340.283          0.000          0.000          0.617          7.944         10.009          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         48.283
         7      2003    07/Jan/2003        339.713          0.000          0.000          0.571          5.838          7.355          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.713
         8      2003    08/Jan/2003        339.179          0.000          0.000          0.533          5.367          6.763          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         47.179
         9      2003    09/Jan/2003        338.677          0.000          0.000          0.502          5.823          7.337          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.864
        10      2003    10/Jan/2003        338.201          0.000          0.000          0.476          6.057          7.632          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.857
        11      2003    11/Jan/2003        337.747          0.000          0.000          0.454          6.392          8.054          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.848
        12      2003    12/Jan/2003        337.312          0.000          0.000          0.435          8.234         10.375          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.837
        13      2003    13/Jan/2003        336.895          0.000          0.000          0.417          4.828          6.083          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.824
        14      2003    14/Jan/2003        336.492          0.000          0.000          0.402          4.706          5.929          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.810
        15      2003    15/Jan/2003        336.104          0.000          0.000          0.388          5.513          6.946          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.794
        16      2003    16/Jan/2003        335.728          0.000          0.000          0.376          6.115          7.705          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.776
        17      2003    17/Jan/2003        335.363          0.000          0.000          0.365          8.396         10.579          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.757
        18      2003    18/Jan/2003        335.009          0.000          0.000          0.354          6.014          7.577          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.736
        19      2003    19/Jan/2003        334.664          0.000          0.000          0.345          6.714          8.460          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.714
        20      2003    20/Jan/2003        334.328          0.000          0.000          0.336          4.404          5.548          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.691
        21      2003    21/Jan/2003        334.000          0.000          0.000          0.528          6.155          7.755          0.200       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.666
        22      2003    22/Jan/2003        333.680          0.000          0.000          0.320          5.997          7.556          0.000       2625.772          0.409         42.796         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.640
