APSIM output file, version = 5.3
Title = Roma 800mm wet soil High Population
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             25           1958          0.002       3485.169        114.526        113.619
             27           1959          0.002       7364.678        698.585        189.343
             29           1960          0.002       6357.358       2213.297        154.554
             31           1961          0.002       5697.485       1367.673        144.501
             27           1962          0.002      11533.104       5512.077        265.427
             30           1963          0.002       5647.315       1321.340        148.225
             31           1964          0.002       9906.868       3127.783        223.123
             35           1965          0.004       4993.344       1121.616        124.155
             29           1966          0.005       9095.121       3866.851        203.793
             30           1967          0.002       5882.395       1619.191        141.434
             26           1968          0.002       7903.842       1158.437        190.558
             27           1969          0.002       5507.637       1396.789        157.875
             28           1970          0.002       6645.227       1376.885        155.179
             32           1971          0.002      12941.484       5011.822        315.285
             30           1972          0.002       5916.486        851.694        157.186
             29           1973          0.004      10199.906       3663.377        233.609
             31           1974          0.002       8865.281       3481.473        181.476
             35           1975          0.002       5791.428        587.255        140.521
             32           1976          0.002       7212.003       1806.283        162.078
             32           1977          0.002       6265.557        694.592        157.613
             24           1978          0.002       4900.956        840.302        125.346
             37           1979          0.011       6587.884       1427.813        153.486
             26           1980          0.002       6830.373       1052.096        187.627
             26           1981          0.002       9411.919       4070.486        226.229
             32           1982          0.002       7463.050        991.138        178.237
             27           1983          0.002       6738.823       2672.966        183.594
             33           1984          0.003      13351.720       5749.927        257.326
             31           1985          0.002       8385.841       1602.140        219.948
             33           1986          0.002       7726.176       1950.246        170.557
             32           1987          0.002       7971.492       2432.214        178.474
             28           1988          0.002       6125.441       1553.711        142.919
             23           1989          0.002       5851.047       1521.645        144.560
             30           1990          0.002       8675.564       2504.347        179.828
             25           1991          0.002       4995.114        711.355        133.359
             23           1992          0.002       5751.292       1749.727        154.882
             31           1993          0.002       4516.676        612.915        109.785
             32           1994          0.002       4878.987       1006.680        111.164
             32           1995          0.002       8000.405       2097.573        165.346
             33           1996          0.002      16318.312       8737.987        354.060
             36           1997          0.002       6837.356       2462.454        164.122
             26           1998          0.002       7494.793       1108.850        187.395
             32           1999          0.002      10013.733       3036.438        226.869
             38           2000          0.002      14761.626       6495.770        293.041
             33           2001          0.005       7275.080       2028.815        149.207
             34           2002          0.002       8644.683       3114.270        200.984
