Summary_file = s_971_1.sum
Title = Alan Hunter
           year            day       yld/acre           c_ep          c_lai        c_yield     c_yld/acre        biomass          sites         squarz          bollz          openz      c_nuptake             es           pesw          no3()
         (year)          (day)            (?)           (cm)      (m^2/m^2)     (bales/ha)            (?)        (kg/ha)         (1/m2)         (1/m2)         (1/m2)         (1/m2)        (kg/ha)           (mm)           (mm)        (kg/ha)
           1995            265          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.039        224.411        355.857
           1995            266          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.287        232.302        354.732
           1995            267          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.640        228.660        353.691
           1995            268          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          2.693        225.963        352.694
           1995            269          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.415        224.533        351.712
           1995            270          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.097        223.337        350.799
           1995            271          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.928        222.187        349.923
           1995            272          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.820        221.154        349.080
           1995            273          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.742        220.208        348.233
           1995            274          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.683        219.330        347.384
           1995            275          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          3.231        228.852        346.584
           1995            276          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          4.169        224.508        345.871
           1995            277          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.374        222.969        345.240
           1995            278          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.078        221.737        344.686
           1995            279          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.917        220.676        344.181
           1995            280          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.812        219.729        343.688
           1995            281          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.736        218.867        343.223
           1995            282          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.679        218.073        342.784
           1995            283          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.633        217.333        342.374
           1995            284          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.595        216.639        342.003
           1995            285          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.563        215.986        341.666
           1995            286          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.536        215.360        341.333
           1995            287          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.513        214.760        341.033
           1995            288          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.492        214.182        340.766
           1995            289          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.474        213.625        340.531
           1995            290          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.457        213.087        340.330
           1995            291          0.000          0.000          0.002          0.000          0.000         30.000          0.000          0.000          0.000          0.000          0.000          0.442        212.567        340.157
           1995            292          0.000          0.000          0.002          0.000          0.000         30.154          0.000          0.000          0.000          0.000          0.004          0.429        212.061        339.992
           1995            293          0.000          0.000          0.002          0.000          0.000         30.312          0.000          0.000          0.000          0.000          0.008          0.416        211.571        339.837
           1995            294          0.000          0.000          0.002          0.000          0.000         30.481          0.000          0.000          0.000          0.000          0.013          0.405        211.096        339.692
           1995            295          0.000          0.000          0.002          0.000          0.000         30.662          0.000          0.000          0.000          0.000          0.018          0.395        210.634        339.560
           1995            296          0.000          0.000          0.002          0.000          0.000         30.744          0.000          0.000          0.000          0.000          0.020          0.385        210.186        339.458
           1995            297          0.000          0.000          0.002          0.000          0.000         30.861          0.000          0.000          0.000          0.000          0.023          0.376        209.750        339.376
           1995            298          0.000          0.000          0.003          0.000          0.000         31.081          0.000          0.000          0.000          0.000          0.030          4.526        224.737        339.313
           1995            299          0.000          0.000          0.003          0.000          0.000         31.294          0.000          0.000          0.000          0.000          0.037          4.331        232.084        337.716
           1995            300          0.000          0.001          0.003          0.000          0.000         31.525          0.000          0.000          0.000          0.000          0.044          4.167        227.665        336.574
           1995            301          0.000          0.001          0.003          0.000          0.000         31.806          0.000          0.000          0.000          0.000          0.053          1.802        225.616        335.471
           1995            302          0.000          0.001          0.003          0.000          0.000         32.194          0.000          0.000          0.000          0.000          0.065          1.244        224.125        334.402
           1995            303          0.000          0.001          0.003          0.000          0.000         32.501          0.000          0.000          0.000          0.000          0.074          1.012        222.873        333.369
           1995            304          0.000          0.001          0.003          0.000          0.000         32.801          0.000          0.000          0.000          0.000          0.083          0.876        221.766        332.345
           1995            305          0.000          0.001          0.004          0.000          0.000         33.142          0.000          0.000          0.000          0.000          0.093          0.783        220.760        331.362
           1995            306          0.000          0.001          0.004          0.000          0.000         33.508          0.000          0.000          0.000          0.000          0.102          0.714        219.831        330.401
           1995            307          0.000          0.001          0.004          0.000          0.000         33.931          0.000          0.000          0.000          0.000          0.113          0.661        218.965        329.483
           1995            308          0.000          0.001          0.004          0.000          0.000         34.421          0.000          0.000          0.000          0.000          0.128          0.619        218.151        328.643
           1995            309          0.000          0.001          0.004          0.000          0.000         34.804          0.000          0.000          0.000          0.000          0.140          0.583        217.382        327.912
           1995            310          0.000          0.001          0.004          0.000          0.000         35.162          0.000          0.000          0.000          0.000          0.151          0.553        216.653        327.275
           1995            311          0.000          0.001          0.004          0.000          0.000         35.506          0.000          0.000          0.000          0.000          0.162          0.528        215.959        326.730
           1995            312          0.000          0.001          0.005          0.000          0.000         35.860          0.000          0.000          0.000          0.000          0.172          0.505        215.297        326.257
           1995            313          0.000          0.001          0.005          0.000          0.000         36.311          0.000          0.000          0.000          0.000          0.183          0.485        214.665        325.796
           1995            314          0.000          0.001          0.005          0.000          0.000         36.907          0.000          0.000          0.000          0.000          0.198          0.468        214.059        325.333
           1995            315          0.000          0.001          0.005          0.000          0.000         37.543          0.000          0.000          0.000          0.000          0.217          0.452        213.478        324.901
           1995            316          0.000          0.001          0.005          0.000          0.000         37.974          0.000          0.000          0.000          0.000          0.229          0.437        212.920        324.509
           1995            317          0.000          0.001          0.005          0.000          0.000         38.640          0.000          0.000          0.000          0.000          0.248          0.424        212.383        324.151
           1995            318          0.000          0.002          0.006          0.000          0.000         39.173          0.000          0.000          0.000          0.000          0.264          0.412        211.866        323.868
           1995            319          0.000          0.001          0.006          0.000          0.000         39.795          0.000          0.000          0.000          0.000          0.284          0.401        211.361        323.652
           1995            320          0.000          0.000          0.006          0.000          0.000         40.385          0.000          0.000          0.000          0.000          0.302          4.350        213.923        323.488
           1995            321          0.000          0.000          0.007          0.000          0.000         41.103          0.000          0.000          0.000          0.000          0.324          4.494        216.344        323.365
           1995            322          0.000          0.000          0.007          0.000          0.000         41.716          0.000          0.000          0.000          0.000          0.343          4.336        229.899        322.640
           1995            323          0.000          0.002          0.008          0.000          0.000         42.733          0.000          0.000          0.000          0.000          0.374          4.777        231.615        320.835
           1995            324          0.000          0.000          0.009          0.000          0.000         43.679          0.000          0.000          0.000          0.000          0.403          4.548        231.867        318.964
           1995            325          0.000          0.000          0.010          0.000          0.000         44.508          0.000          0.000          0.000          0.000          0.428          4.395        232.020        317.637
           1995            326          0.000          0.002          0.011          0.000          0.000         45.643          0.000          0.000          0.000          0.000          0.463          3.981        228.772        316.563
           1995            327          0.000          0.003          0.012          0.000          0.000         46.766          0.000          0.000          0.000          0.000          0.498          2.385        226.117        315.547
           1995            328          0.000          0.003          0.013          0.000          0.000         47.714          0.000          0.000          0.000          0.000          0.527          1.377        224.472        314.612
           1995            329          0.000          0.005          0.014          0.000          0.000         49.344          0.000          0.000          0.000          0.000          0.577          1.079        223.113        313.681
           1995            330          0.000          0.007          0.015          0.000          0.000         51.636          0.000          0.000          0.000          0.000          0.647          0.918        221.902        312.714
           1995            331          0.000          0.009          0.016          0.000          0.000         54.444          0.500          0.500          0.000          0.000          0.729          0.812        220.784        311.722
           1995            332          0.000          0.009          0.016          0.000          0.000         57.233          1.564          1.564          0.000          0.000          0.801          0.737        219.753        310.748
           1995            333          0.000          0.008          0.021          0.000          0.000         66.240          2.596          2.596          0.000          0.000          1.074          0.679        218.798        309.611
           1995            334          0.000          0.009          0.025          0.000          0.000         75.046          3.564          3.564          0.000          0.000          1.340          0.633        217.892        308.552
           1995            335          0.000          0.000          0.032          0.000          0.000         83.367          4.231          4.231          0.000          0.000          1.590          6.206        228.082        307.331
           1995            336          0.000          0.011          0.037          0.000          0.000         89.130          4.852          4.852          0.000          0.000          1.764          3.300        224.512        306.504
           1995            337          0.000          0.013          0.042          0.000          0.000         94.514          5.569          5.569          0.000          0.000          1.925          1.448        222.779        305.782
           1995            338          0.000          0.018          0.043          0.000          0.000        100.062          6.618          6.404          0.000          0.000          2.084          1.112        221.341        305.117
           1995            339          0.000          0.020          0.051          0.000          0.000        109.291          7.843          7.421          0.000          0.000          2.360          6.892        220.114        304.393
           1995            340          0.000          0.000          0.060          0.000          0.000        120.128          8.555          7.936          0.000          0.000          2.683          6.287        229.129        302.951
           1995            341          0.000          0.018          0.066          0.000          0.000        126.456          9.344          8.590          0.000          0.000          2.872          3.225        225.568        301.880
           1995            342          0.000          0.025          0.071          0.000          0.000        133.500         10.461          9.580          0.000          0.000          3.081          1.446        223.714        300.856
           1995            343          0.000          0.032          0.080          0.000          0.000        143.495         11.847         10.821          0.000          0.000          3.378          1.111        222.139        299.832
           1995            344          0.000          0.042          0.085          0.000          0.000        155.965         13.623         12.381          0.000          0.000          3.748          0.937        220.635        298.801
           1995            345          0.000          0.025          0.098          0.000          0.000        172.023         14.854         13.361          0.000          0.000          4.223          0.826        219.426        297.753
           1995            346          0.000          0.024          0.107          0.000          0.000        183.219         15.711         14.073          0.000          0.000          4.554          0.747        218.315        296.931
           1995            347          0.000          0.026          0.114          0.000          0.000        191.045         16.594         14.795          0.000          0.000          4.785          0.687        217.250        296.284
           1995            348          0.000          0.040          0.120          0.000          0.000        199.132         18.017         15.990          0.000          0.000          5.023          0.639        216.100        295.697
           1995            349          0.000          0.051          0.129          0.000          0.000        212.203         19.836         17.525          0.000          0.000          5.409          0.600        214.898        295.041
           1995            350          0.000          0.063          0.131          0.000          0.000        224.732         21.958         19.277          0.000          0.000          5.732          0.568        213.609        294.492
           1995            351          0.000          0.068          0.133          0.000          0.000        238.975         24.339         21.404          0.000          0.000          6.085          0.540        212.307        293.977
           1995            352          0.000          0.077          0.135          0.000          0.000        253.995         27.237         24.127          0.000          0.000          6.426          0.516        210.951        293.499
           1995            353          0.000          0.039          0.157          0.000          0.000        283.686         28.811         25.521          0.000          0.000          7.272          0.495        209.996        292.579
           1995            354          0.000          0.040          0.168          0.000          0.000        299.945         30.175         26.587          0.000          0.000          7.734          0.476        209.059        292.088
           1995            355          0.000          0.047          0.179          0.000          0.000        314.087         31.745         27.771          0.000          0.000          8.135          0.460        208.079        291.704
           1995            356          0.000          0.048          0.189          0.000          0.000        330.427         33.579         29.149          0.000          0.000          8.598          0.444        207.107        291.299
           1995            357          0.000          0.041          0.202          0.000          0.000        349.588         35.051         30.104          0.000          0.000          9.141          0.431        206.235        290.860
           1995            358          0.000          0.063          0.213          0.000          0.000        365.036         37.025         31.434          0.000          0.000          9.578          0.418        205.154        290.547
           1995            359          0.000          0.064          0.228          0.000          0.000        385.822         39.054         33.123          0.000          0.000         10.165          5.868        205.618        290.111
           1995            360          0.000          0.070          0.238          0.000          0.000        407.734         41.299         34.576          0.500          0.000         10.777          0.567        204.323        289.674
           1995            361          0.000          0.070          0.254          0.000          0.000        432.772         43.529         35.617          1.350          0.000         11.467          0.422        203.173        289.185
           1995            362          0.000          0.102          0.257          0.000          0.000        452.185         46.101         37.787          1.350          0.000         11.929          0.411        201.712        288.931
           1995            363          0.000          0.120          0.260          0.000          0.000        475.248         49.278         39.822          2.173          0.000         12.453          0.400        200.081        288.621
           1995            364          0.000          0.113          0.273          0.000          0.000        514.135         52.526         41.867          2.945          0.000         13.490          0.390        198.537        287.807
           1995            365          0.000          0.115          0.282          0.000          0.000        553.111         55.671         43.540          3.971          0.000         14.494          0.380        196.980        287.036
           1996              1          0.000          0.111          0.300          0.000          0.000        594.700         58.960         44.919          5.264          0.000         15.570          0.372        195.476        286.199
           1996              2          0.000          0.078          0.325          0.000          0.000        637.252         61.792         47.258          5.075          0.000         16.682          4.817        204.864        285.340
           1996              3          0.000          0.082          0.346          0.000          0.000        675.258         64.384         48.299          6.049          0.000         17.662          1.945        202.087        284.618
           1996              4          0.000          0.079          0.365          0.000          0.000        711.105         67.080         49.684          6.423          0.000         18.574          4.326        224.480        283.584
           1996              5          0.000          0.082          0.386          0.000          0.000        749.501         67.080         47.392          7.756          0.000         19.541          4.215        231.379        280.718
           1996              6          0.000          0.096          0.382          0.000          0.000        755.892         69.646         48.105          8.613          0.000         19.653          3.868        226.413        279.704
           1996              7          0.000          0.122          0.401          0.000          0.000        795.405         72.747         48.993          9.675          0.000         20.618          1.990        223.102        277.958
           1996              8          0.000          0.126          0.425          0.000          0.000        843.118         73.121         47.693         10.653          0.000         21.785          4.464        230.687        274.652
