Summary_file = s_971_1.sum
Title = Alan Hunter
           year            day       yld/acre           c_ep          c_lai        c_yield     c_yld/acre        biomass          sites         squarz          bollz          openz      c_nuptake             es           pesw          no3()
           1996              9          0.000          0.122          0.428          0.000          0.000        859.025         76.218         49.481         11.098          0.000         22.079          2.997        226.396        273.380
           1996             10          0.000          0.067          0.451          0.000          0.000        906.055         78.524         49.283         12.783          0.000         23.236          2.331        223.349        271.442
           1996             11          0.000          0.129          0.468          0.000          0.000        945.231         81.484         50.809         12.700          0.000         24.160          1.368        220.595        269.837
           1996             12          0.000          0.158          0.490          0.000          0.000        994.615         84.800         51.831         14.097          0.000         25.334          1.075        217.911        268.151
           1996             13          0.000          0.154          0.515          0.000          0.000       1049.680         88.080         52.449         15.597          0.000         26.645          0.915        215.422        266.548
           1996             14          0.000          0.167          0.540          0.000          0.000       1106.821         91.493         53.386         17.272          0.000         27.984          0.811        212.911        265.070
           1996             15          0.000          0.169          0.555          0.000          0.000       1165.060         94.765         55.752         17.072          0.000         29.359          0.735        210.459        263.661
           1996             16          0.000          0.185          0.562          0.000          0.000       1222.338         98.179         56.230         18.881          0.000         30.603          0.678        207.908        262.505
           1996             17          0.000          0.163          0.584          0.000          0.000       1285.273        101.398         55.991         21.158          0.000         32.052          0.632        205.622        261.278
           1996             18          0.000          0.173          0.595          0.000          0.000       1345.571        104.529         57.056         21.854          0.000         33.433          0.594        203.284        260.168
           1996             19          0.000          0.178          0.606          0.000          0.000       1407.067        107.760         57.826         22.876          0.000         34.819          0.563        200.928        259.054
           1996             20          0.000          0.173          0.612          0.000          0.000       1469.687        108.191         53.943         25.541          0.000         36.123          0.536        198.650        258.025
           1996             21          0.000          0.148          0.615          0.000          0.000       1502.642        110.808         53.842         27.278          0.000         36.691          3.560        219.269        257.737
           1996             22          0.000          0.073          0.635          0.000          0.000       1559.853        110.808         50.675         28.482          0.000         37.939          3.270        232.420        254.727
           1996             23          0.000          0.006          0.632          0.000          0.000       1579.392        110.808         47.223         30.072          0.000         38.283          3.364        232.987        252.334
           1996             24          0.000          0.151          0.632          0.000          0.000       1607.170        110.808         46.263         29.717          0.000         38.700          3.726        227.516        250.939
           1996             25          0.000          0.169          0.630          0.000          0.000       1639.109        113.364         45.295         31.688          0.000         39.192          2.576        223.225        249.694
           1996             26          0.000          0.192          0.649          0.000          0.000       1704.427        116.292         45.570         32.105          0.000         40.554          1.403        219.881        247.773
           1996             27          0.000          0.214          0.665          0.000          0.000       1776.807        119.322         45.081         33.899          0.000         42.078          1.091        216.630        245.892
           1996             28          0.000          0.216          0.677          0.000          0.000       1850.280        122.299         45.923         34.038          0.000         43.634          0.925        213.529        244.203
           1996             29          0.000          0.203          0.684          0.000          0.000       1919.064        125.056         46.715         33.842          0.000         45.080          0.817        210.663        242.791
           1996             30          0.000          0.275          0.686          0.000          0.000       1987.998        127.923         47.564         35.862          0.000         46.294          0.740        207.166        241.773
           1996             31          0.000          0.280          0.687          0.000          0.000       2060.229        130.625         47.294         36.798          0.000         47.553          0.682        203.679        240.805
           1996             32          0.000          0.227          0.696          0.000          0.000       2137.960        133.340         46.458         38.356          0.000         49.131          0.635        200.777        239.525
           1996             33          0.000          0.191          0.700          0.000          0.000       2202.434        133.612         45.599         37.430          0.000         50.380          0.597        198.269        238.572
           1996             34          0.000          0.207          0.700          0.000          0.000       2242.467        133.612         42.287         38.817          0.000         51.002          0.565        195.629        238.243
           1996             35          0.000          0.221          0.696          0.000          0.000       2283.709        133.612         37.421         41.929          0.000         51.653          0.538        192.883        237.883
           1996             36          0.000          0.201          0.693          0.000          0.000       2328.320        133.612         33.776         43.457          0.000         52.381          0.514        190.358        237.441
           1996             37          0.000          0.190          0.665          0.000          0.000       2352.711        135.897         32.477         44.944          0.000         53.079          4.688        212.432        237.034
           1996             38          0.000          0.248          0.669          0.000          0.000       2435.058        137.884         30.884         46.315          0.000         54.544          3.806        206.144        235.863
           1996             39          0.000          0.223          0.672          0.000          0.000       2516.990        139.092         29.636         48.606          0.000         55.994          1.804        202.107        234.712
           1996             40          0.000          0.017          0.681          0.000          0.000       2572.470        140.997         29.299         49.395          0.000         57.015          4.127        204.307        233.991
           1996             41          0.000          0.093          0.695          0.000          0.000       2627.926        142.609         30.910         46.385          0.000         58.146          3.239        200.142        233.163
           1996             42          0.000          0.114          0.707          0.000          0.000       2684.360        144.471         30.573         46.182          0.000         59.246          1.074        197.923        232.366
           1996             43          0.000          0.131          0.721          0.000          0.000       2744.884        146.417         31.497         45.126          0.000         60.446          0.915        195.695        231.466
           1996             44          0.000          0.134          0.736          0.000          0.000       2808.255        148.458         30.373         46.086          0.000         61.702          0.810        193.542        230.506
           1996             45          0.000          0.131          0.751          0.000          0.000       2872.808        150.412         29.481         47.003          0.000         62.992          0.735        191.501        229.511
           1996             46          0.000          0.153          0.766          0.000          0.000       2937.369        152.510         30.841         46.132          0.000         64.268          0.678        189.291        228.525
           1996             47          0.000          0.140          0.781          0.000          0.000       3003.227        154.553         32.305         46.307          0.000         65.586          0.632        187.260        227.493
           1996             48          0.000          0.118          0.797          0.000          0.000       3066.823        156.517         33.601         45.518          0.000         66.862          0.594        185.489        226.500
           1996             49          0.000          0.212          0.806          0.000          0.000       3138.725        158.884         33.663         47.098          0.000         68.251          0.563        182.805        225.390
           1996             50          0.000          0.244          0.810          0.000          0.000       3215.977        161.253         35.261         46.278          0.000         69.706          0.536        179.830        224.209
           1996             51          0.000          0.262          0.816          0.000          0.000       3298.213        163.522         36.796         45.459          0.000         71.285          0.512        176.701        222.900
           1996             52          0.044          0.217          0.833          0.109          0.044       3375.933        165.935         36.874         45.932          1.049         72.811          0.492        174.042        221.639
           1996             53          0.044          0.181          0.851          0.109          0.044       3450.844        168.177         36.504         47.696          1.049         74.317          0.473        171.756        220.394
           1996             54          0.044          0.161          0.868          0.109          0.044       3521.356        170.327         37.908         47.696          1.049         75.731          0.457        169.692        219.235
           1996             55          0.070          0.181          0.884          0.174          0.070       3593.094        172.592         37.264         48.292          1.680         77.149          0.442        167.440        218.067
           1996             56          0.094          0.202          0.901          0.235          0.094       3670.971        174.979         36.730         49.560          2.267         78.677          0.429        164.991        216.736
           1996             57          0.126          0.198          0.902          0.316          0.126       3740.852        177.341         36.280         50.511          3.049         80.256          0.416        162.943        215.244
           1996             58          0.170          0.240          0.909          0.425          0.170       3823.358        179.586         35.832         50.403          4.109         81.918          0.405        160.480        213.668
           1996             59          0.170          0.184          0.907          0.425          0.170       3890.857        180.836         36.169         49.658          4.109         83.508          0.395        158.588        212.164
           1996             60          0.170          0.100          0.887          0.425          0.170       3934.658        182.294         35.297         51.139          4.109         84.621          0.385        157.536        211.138
           1996             61          0.201          0.177          0.898          0.502          0.201       4001.792        184.486         35.011         51.181          4.847         85.866          3.826        159.570        210.131
           1996             62          0.219          0.211          0.907          0.546          0.219       4079.675        186.902         36.409         49.966          5.272         87.392          2.634        154.830        208.837
           1996             63          0.219          0.225          0.922          0.546          0.219       4163.989        189.336         37.742         49.343          5.272         89.051          0.444        152.228        207.260
           1996             64          0.298          0.241          0.922          0.744          0.298       4238.864        191.800         39.153         46.704          7.148         90.725          0.431        149.781        205.669
           1996             65          0.298          0.202          0.935          0.744          0.298       4315.117        194.208         40.890         46.704          7.148         92.330          0.418        147.731        204.145
           1996             66          0.314          0.243          0.943          0.786          0.314       4397.604        196.657         42.638         45.594          7.546         93.964          0.407        145.270        202.590
           1996             67          0.335          0.238          0.948          0.837          0.335       4476.523        199.112         42.873         45.697          8.028         95.604          0.396        142.866        201.028
           1996             68          0.391          0.224          0.957          0.978          0.391       4555.583        201.589         43.338         45.361          9.357         97.228          0.386        140.600        199.480
           1996             69          0.436          0.175          0.975          1.089          0.436       4631.596        203.973         44.635         44.265         10.406         98.779          0.377        138.826        198.003
           1996             70          0.487          0.187          0.985          1.217          0.487       4705.191        206.382         45.373         43.599         11.613        100.278          0.369        136.936        196.574
           1996             71          0.543          0.202          0.974          1.358          0.543       4768.882        208.912         45.709         43.423         12.955        101.825          0.361        134.901        195.095
           1996             72          0.610          0.212          0.963          1.526          0.610       4837.650        211.568         44.847         44.227         14.553        103.474          0.353        132.762        193.505
           1996             73          0.610          0.209          0.965          1.526          0.610       4913.823        214.224         45.181         44.879         14.553        105.160          0.346        130.676        191.822
           1996             74          0.674          0.236          0.946          1.684          0.674       4961.599        217.031         44.404         45.415         16.069        106.371          0.340        128.319        190.614
           1996             75          0.709          0.254          0.926          1.772          0.709       5004.708        219.784         44.895         45.860         16.910        107.503          0.334        125.775        189.484
           1996             76          0.784          0.212          0.921          1.959          0.784       5054.788        222.674         44.333         46.344         18.688        108.712          0.328        123.658        188.277
           1996             77          0.827          0.196          0.929          2.068          0.827       5109.354        225.600         44.853         46.177         19.729        109.913          0.322        121.694        187.077
           1996             78          0.827          0.184          0.942          2.068          0.827       5166.997        228.489         45.313         46.461         19.729        111.101          0.317        119.852        185.891
           1996             79          0.884          0.172          0.947          2.210          0.884       5218.812        228.489         44.183         44.599         21.072        112.253          0.312        118.127        184.740
           1996             80          0.928          0.212          0.842          2.320          0.928       5182.080        228.489         41.782         43.665         22.120        112.866          0.307        116.005        184.129
           1996             81          0.928          0.125          0.779          2.320          0.928       5180.033        228.489         39.186         44.427         22.120        113.380          0.302        114.754        183.616
           1996             82          0.939          0.124          0.779          2.349          0.939       5214.302        228.489         36.617         44.422         22.392        113.894          0.298        113.515        183.103
           1996             83          0.939          0.143          0.779          2.349          0.939       5253.398        228.489         34.117         45.166         22.392        114.480          0.294        112.087        182.518
           1996             84          1.001          0.136          0.753          2.502          1.001       5275.875        228.489         31.605         44.508         23.864        115.043          0.290        110.725        181.955
           1996             85          1.063          0.142          0.736          2.658          1.063       5303.785        228.489         30.236         44.378         25.363        115.612          0.286        109.307        181.387
           1996             86          1.063          0.131          0.714          2.658          1.063       5328.271        228.489         28.869         44.831         25.363        116.172          0.282        108.001        180.827
           1996             87          1.128          0.141          0.689          2.821          1.128       5352.094        228.489         27.676         43.599         26.919        116.746          0.278        106.589        180.255
           1996             88          1.184          0.129          0.649          2.960          1.184       5357.954        228.489         27.676         41.406         28.250        117.270          0.275        105.301        179.731
           1996             89          1.235          0.128          0.649          3.088          1.235       5392.380        228.489         27.098         39.779         29.485        117.786          0.272        104.016        179.215
           1996             90          1.282          0.151          0.620          3.206          1.282       5404.951        228.489         26.341         38.405         30.629        118.353          0.268        102.508        178.649
           1996             91          1.326          0.152          0.569          3.314          1.326       5393.008        228.489         23.709         38.947         31.691        118.927          0.265        100.992        178.075
           1996             92          1.326          0.086          0.569          3.314          1.326       5421.868        228.489         23.709         37.916         31.691        119.360          0.262        100.135        177.642
           1996             93          1.380          0.070          0.569          3.449          1.380       5447.927        228.633         22.504         36.974         33.009        119.751          0.259         99.430        177.251
           1996             94          1.380          0.067          0.569          3.449          1.380       5477.060        228.852         22.723         36.974         33.009        120.214          0.257         98.756        176.788
           1996             95          1.383          0.075          0.569          3.459          1.383       5509.475        228.852         21.389         37.747         33.097        120.739          0.254         98.003        176.263
           1996             96          1.413          0.091          0.569          3.534          1.413       5538.847        228.852         20.009         37.634         33.834        121.179          0.251         97.093        175.823
           1996             97          1.428          0.086          0.569          3.571          1.428       5565.193        228.852         20.009         34.638         34.197        121.574          0.249         96.229        175.427
           1996             98          1.448          0.123          0.569          3.619          1.448       5598.325        228.852         18.675         35.503         34.666        122.071          0.246         95.002        174.930
           1996             99          1.500          0.106          0.523          3.750          1.500       5593.782        228.852         17.239         34.764         35.972        122.558          0.244         93.946        174.444
           1996            100          1.500          0.049          0.523          3.750          1.500       5616.167        229.360         16.243         36.148         35.972        122.894          0.241         93.454        174.108
           1996            101          1.548          0.044          0.526          3.870          1.548       5648.287        229.814         16.697         34.067         37.182        123.487          0.239         93.011        173.514
           1996            102          1.548          0.043          0.529          3.870          1.548       5677.481        230.171         17.054         32.997         37.182        124.025          0.237         92.579        172.976
           1996            103          1.588          0.043          0.531          3.969          1.588       5704.727        230.625         16.101         33.378         38.209        124.513          0.235         92.151        172.489
           1996            104          1.588          0.045          0.533          3.969          1.588       5736.177        231.324         16.799         32.044         38.209        125.085          0.233         91.700        171.917
           1996            105          1.640          0.050          0.535          4.100          1.640       5775.754        231.588         15.625         30.758         39.582        125.828          0.231         91.204        171.174
           1996            106          1.640          0.045          0.536          4.100          1.640       5802.071        232.207         16.076         30.302         39.582        126.281          0.229         90.751        170.721
           1996            107          1.693          0.044          0.539          4.234          1.693       5836.951        232.932         15.172         30.372         40.993        126.941          0.227         90.311        170.061
           1996            108          1.693          0.043          0.542          4.234          1.693       5873.782        233.656         15.780         30.372         40.993        127.653          0.225         89.885        169.348
           1996            109          1.693          0.041          0.547          4.234          1.693       5909.664        234.187         14.636         31.449         40.993        128.352          0.223         89.479        168.650
           1996            110          1.743          0.041          0.551          4.357          1.743       5939.880        234.761         15.013         30.097         42.344        128.922          0.221         89.072        168.080
           1996            111          1.743          0.041          0.552          4.357          1.743       5972.283        235.646         15.757         29.326         42.344        129.518          0.220         88.659        167.484
           1996            112          1.792          0.045          0.554          4.481          1.792       6015.507        236.045         14.398         29.491         43.705        130.349          0.218         88.214        166.653
           1996            113          1.792          0.053          0.555          4.481          1.792       6047.862        236.045         12.602         30.675         43.705        130.910          0.216         87.683        166.092
           1996            114          1.796          0.000          0.555          4.491          1.796       6070.448        236.045         12.433         30.567         43.813        131.249          1.586         87.683        165.753
           1996            115          1.796          0.000          0.531          4.491          1.796       6057.190        236.045         10.805         31.712         43.813        131.574          1.420         87.683        165.427
           1996            116          1.828          0.057          0.531          4.571          1.828       6082.722        236.045         10.672         30.806         44.719        131.957          2.460         87.108        165.044
           1996            117          1.828          0.065          0.531          4.571          1.828       6108.577        236.045          8.774         32.359         44.719        132.345          2.751         90.449        164.800
           1996            118          1.828          0.043          0.531          4.571          1.828       6135.898        236.045          6.851         33.330         44.719        132.755          2.734         90.290        164.530
