Summary_file = Roma400.sum
Title = Roma 400mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
       288      1957          0.000       2157.485        347.296         74.167
       281      1958          0.000       3443.212       1335.733        117.834
       286      1959          0.000       2074.311        429.114         74.912
       292      1960          0.000       1963.362        338.331         65.593
       287      1961          0.000       2748.092        567.258         88.783
       285      1962          0.000       2079.519        404.681         66.754
       287      1963          0.000       2712.377        576.722         90.147
       285      1964          0.000       3260.398       1015.013        115.080
       284      1965          0.000       2801.541        819.895         90.327
       289      1966          0.000       4487.744       1812.281        132.531
       286      1967          0.000       3004.404        779.904        100.580
       293      1968          0.000       2847.495        688.131         86.190
       285      1969          0.000       3004.348        879.850         96.715
       288      1970          0.000       1713.640        440.434         57.872
       285      1971          0.000       3724.877       1291.558        135.067
       282      1972          0.000       1502.437        200.502         53.362
       278      1973          0.000       5575.113       2303.565        181.098
       294      1974          0.000       3957.866       1362.470        120.932
       283      1975          0.000       3781.200       1437.769        114.543
       293      1976          0.000       2686.085        845.843         84.863
       292      1977          0.000       2662.630        550.367         99.807
       298      1978          0.000       5594.941       2404.123        171.480
       285      1979          0.000       1613.871        253.039         49.796
       284      1980          0.000       2869.715        653.079         97.438
       288      1981          0.000       3795.518       1248.883        126.793
       292      1982          0.000       1481.138        262.760         47.476
       286      1983          0.000       4001.258       1389.400        127.575
       292      1984          0.000       4527.122       1702.230        142.663
       288      1985          0.000       3812.703       1328.960        121.848
       283      1986          0.000       3096.323        777.369         94.124
       284      1987          0.000       2405.454        445.761         71.832
       285      1988          0.000       2946.100        801.865         93.459
       292      1989          0.000       2557.963        552.336         88.756
       290      1990          0.000       3424.487        938.700        107.358
       281      1991          0.000       3102.651        803.762        113.522
       292      1992          0.000       2745.900        549.063         88.704
       284      1993          0.000       3265.813       1200.528        104.442
       299      1994          0.000       1343.197        168.534         45.714
       289      1995          0.000       2012.805        592.989         72.719
       289      1996          0.000       2128.146        480.315         69.987
       290      1997          0.000       2208.012        507.943         83.575
       285      1998          0.000       5580.414       2272.843        176.218
       286      1999          0.000       2075.908        403.354         70.084
       291      2000          0.000       2165.867        379.544         78.313
       288      2001          0.000       2809.621        563.013         90.997
       288      2002          0.000       2048.151        353.190         70.269
