ApsimVersion = 6.1
Title = roma 800mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
            288           1957          0.000         3107.6          758.6        114.265
            281           1958          0.000         3444.1         1335.5        117.861
            286           1959          0.000         3063.9          884.6        112.913
            292           1960          0.000         3115.3          829.1        112.627
            287           1961          0.000         4054.9         1283.4        144.969
            285           1962          0.000         3204.1         1067.7        117.877
            287           1963          0.000         3430.1         1014.8        120.276
            285           1964          0.000         4300.6         1556.3        154.038
            284           1965          0.000         4358.3         1503.1        147.606
            289           1966          0.000         5592.8         2339.8        176.244
            286           1967          0.000         3416.1         1033.9        118.299
            293           1968          0.000         3859.3         1370.8        126.328
            285           1969          0.000         3323.2         1073.5        108.384
            288           1970          0.000         3901.1         1438.5        136.086
            285           1971          0.000         4769.6         1881.3        178.062
            282           1972          0.000         2908.2          699.1        110.879
            278           1973          0.000         5578.0         2304.8        181.175
            294           1974          0.000         4651.8         1835.6        145.490
            283           1975          0.000         4639.4         1896.6        146.177
            293           1976          0.000         4266.6         1538.8        142.839
            292           1977          0.000         2662.9          550.3         99.810
            298           1978          0.000         5597.9         2405.4        171.549
            285           1979          0.000         3167.1          789.4        106.430
            284           1980          0.000         3369.5          969.8        122.301
            288           1981          0.000         3796.5         1248.1        126.805
            292           1982          0.000         2975.2          839.7        106.329
            286           1983          0.000         4002.4         1389.0        127.591
            292           1984          0.000         4528.1         1702.0        142.680
            288           1985          0.000         3817.9         1331.3        122.031
            283           1986          0.000         4518.4         1742.1        153.189
            284           1987          0.000         3718.3         1234.5        120.203
            285           1988          0.000         4102.0         1408.6        137.849
            292           1989          0.000         3008.6          767.7        109.374
            290           1990          0.000         3634.5         1060.2        115.579
            281           1991          0.000         3103.0          803.3        113.529
            292           1992          0.000         3434.1          878.3        115.252
            284           1993          0.000         4135.7         1663.7        133.700
            299           1994          0.000         2590.2          521.0         98.265
            289           1995          0.000         3033.2         1041.5        117.745
            289           1996          0.000         3499.8         1167.1        128.081
            290           1997          0.000         3049.0          870.5        120.234
            285           1998          0.000         6019.5         2439.5        195.127
            286           1999          0.000         3268.9          967.1        118.666
            291           2000          0.000         3044.1          770.1        122.562
            288           2001          0.000         3878.9         1134.4        129.801
            288           2002          0.000         3353.0          914.8        123.312
