APSIM output file, version = 5.4
Title = populneaW90
           Date            day            lai        stem_wt        leaf_wt             fw             fn           rain     irrigation             es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)       sw_dep()             ft      plantleaf      plantstem        plantla   plantbiomass           swsi         plants           slai          no3()          nh4()     root_depth         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)         rlv(8)         rlv(9)        rlv(10)        rlv(11)        rlv(12)             ep             eo            rtr          sw150           petr           peta          ffasw         height       ftcanopy      sw_demand      sw_supply         runoff     cum_stress            esw       fwcanopy             ga        biomass           fvpd
            (?)            (?)        (m2/m2)        (kg/ha)        (kg/ha)          (0-1)          (0-1)            (?)           (mm)           (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)          (0-1)            (?)            (?)            (?)            (?)            (?)          (/ha)        (m2/m2)        (kg/ha)        (kg/ha)             ()       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)           (mm)            (?)            (?)             ()             ()          (0-1)           (mm)          (0-1)           (mm)           (mm)           (mm)            (d)           (mm)          (0-1)             ()        (kg/ha)          (0-1)
     21/08/1889            233          1.140        700.576       1838.433          1.000          0.991          0.000          0.000          0.792          0.400          0.502          0.485          0.304          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1381.633          1.000          0.000          0.000          0.000          0.000          0.000      62494.906          0.000        186.848          8.619        751.339          0.026          0.027          0.020          0.017          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.039          3.469          0.000          0.000          0.236          0.804          1.000        497.485          0.725          1.039          2.324          0.000          1.000        192.133          1.000          0.045       2539.526          1.000
     21/08/1890            233          1.047        646.023       1689.460          1.000          0.996          0.000          0.000          0.423          0.307          0.422          0.441          0.374          0.257          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1365.034          1.000          0.000          0.000          0.000          0.000          0.000      62495.668          0.000        178.591         18.649       1203.577          0.024          0.023          0.017          0.006          0.025          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.773          3.339          0.000          0.000          0.191          0.582          1.000        490.222          0.550          0.773          2.056          0.000          0.473        175.534          1.000          0.044       2335.959          1.000
     21/08/1891            233          0.929        573.819       1497.981          1.000          0.999          0.000          0.000          1.799          0.452          0.503          0.413          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1367.591          1.000          0.000          0.000          0.000          0.000          0.000      62496.582          0.000        184.097         28.683        741.605          0.042          0.047          0.019          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.766          3.385          0.000          0.000          0.157          0.609          1.000        479.687          0.350          0.766          1.563          0.000          0.636        178.091          1.000          0.044       2072.222          1.000
     21/08/1892            234          0.889        557.128       1434.448          0.677          1.000          0.000          0.000          0.503          0.276          0.385          0.391          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1316.733          1.000          0.000          0.000          0.000          0.000          0.000      62496.777          0.002        194.164         39.446        784.194          0.043          0.040          0.022          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.544          3.626          0.000          0.000          0.173          0.630          1.000        477.337          0.625          0.803          0.544          0.000          2.653        127.233          0.000          0.044       1994.764          1.000
     21/08/1893            233          1.027        632.868       1656.445          1.000          0.994          2.600          0.000          0.659          0.344          0.442          0.434          0.304          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1348.758          1.000          0.000          0.000          0.000          0.000          0.000      62495.844          0.000        193.419         43.969        821.250          0.027          0.033          0.032          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.833          3.377          0.000          0.000          0.187          0.646          1.000        488.085          0.950          0.833          1.403          0.000          0.621        159.258          0.685          0.044       2289.778          1.000
     21/08/1894            233          0.744        462.274       1199.999          1.000          0.999         11.500          0.000          0.342          0.259          0.429          0.400          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1323.820          1.000          0.000          0.000          0.000          0.000          0.000      62497.781          0.000        215.290         53.992        856.384          0.040          0.040          0.021          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.594          3.553          0.000          0.000          0.125          0.469          1.000        460.538          0.800          0.594          0.761          0.000          0.653        134.320          0.281          0.043       1662.610          1.000
     21/08/1895            233          0.454        345.204        732.562          0.189          1.000          0.000          0.000          2.452          0.206          0.332          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1294.484          1.000          0.000          0.000          0.000          0.000          0.000      62498.762          0.002        236.492         55.491        649.226          0.036          0.034          0.007          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.073          3.517          0.000          0.000          0.055          0.330          1.000        435.841          0.650          0.385          0.073          0.000         32.566        104.984          0.000          0.042       1081.555          1.000
     21/08/1896            234          0.756        469.771       1219.741          1.000          0.997          0.000          0.000          0.609          0.355          0.463          0.386          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1338.824          1.000          0.000          0.000          0.000          0.000          0.000      62497.711          0.000        231.207         60.805        745.435          0.039          0.043          0.023          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.624          3.565          0.000          0.000          0.126          0.497          1.000        461.598          0.525          0.624          0.895          0.000          0.357        149.324          0.434          0.043       1689.854          1.000
     21/08/1897            233          0.739        463.226       1191.217          1.000          1.000          1.700          0.000          2.091          0.354          0.459          0.382          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1336.743          1.000          0.000          0.000          0.000          0.000          0.000      62497.773          0.000        239.468         61.888        731.792          0.037          0.043          0.022          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.625          3.538          0.000          0.000          0.123          0.502          1.000        460.621          0.775          0.625          0.830          0.000          3.140        147.243          0.327          0.043       1654.777          1.000
     21/08/1898            233          0.382        302.752        615.709          0.104          1.000          0.000          0.000          0.019          0.190          0.331          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1292.132          1.000          0.000          0.000          0.000          0.000          0.000      62499.047          0.002        259.019         70.739        658.437          0.018          0.028          0.009          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.037          3.347          0.000          0.000          0.038          0.312          1.000        425.109          0.675          0.350          0.037          0.000         38.872        102.632          0.000          0.042        921.961          1.000
     21/08/1899            233          0.659        429.274       1062.494          0.349          1.000          2.300          0.000          0.457          0.223          0.354          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1300.654          1.000          0.000          0.000          0.000          0.000          0.000      62498.086          0.003        257.230         73.252        669.935          0.039          0.037          0.018          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.185          3.487          0.000          0.000          0.101          0.428          1.000        454.270          0.675          0.530          0.185          0.000          7.575        111.154          0.000          0.043       1496.233          1.000
     21/08/1900            233          0.800        496.556       1289.851          0.988          1.000          0.000          0.000          1.931          0.344          0.390          0.385          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1325.502          1.000          0.000          0.000          0.000          0.000          0.000      62497.441          0.000        240.592         72.112        700.166          0.040          0.039          0.024          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.625          3.522          0.000          0.000          0.129          0.504          1.000        467.012          0.275          0.633          0.625          0.000          0.549        136.002          0.000          0.043       1786.862          1.000
     21/08/1901            233          0.954        588.926       1538.682          1.000          0.989          0.000          0.000          1.926          0.489          0.470          0.455          0.305          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1381.668          1.000          0.000          0.000          0.000          0.000          0.000      62496.398          0.000        236.759         77.319        849.729          0.029          0.033          0.030          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.722          3.648          0.000          0.000          0.190          0.532          1.000        480.789          0.975          0.722          2.084          0.000          0.640        192.168          1.000          0.044       2128.036          1.000
     21/08/1902            233          0.303        268.149        488.163          0.073          1.000          5.300          0.000          0.118          0.190          0.327          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1291.339          1.000          0.000          0.000          0.000          0.000          0.000      62499.254          0.002        275.665         94.805        642.973          0.019          0.027          0.006          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.021          3.680          0.000          0.000          0.030          0.264          1.000        415.418          0.800          0.293          0.021          0.000         56.461        101.839          0.000          0.041        759.180          1.000
     21/08/1903            233          0.834        515.654       1345.964          1.000          0.995          0.000          0.000          1.364          0.438          0.507          0.431          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1371.505          1.000          0.000          0.000          0.000          0.000          0.000      62497.238          0.000        268.192        103.908        774.823          0.028          0.034          0.024          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.489          2.430          0.000          0.000          0.086          0.403          1.000        469.669          0.675          0.489          1.754          0.000          0.168        182.005          1.000          0.043       1861.994          1.000
