ApsimVersion = 6.1
Title = Rising CO2 levels
           Date          yield            co2
             ()        (kg/ha)            (?)
     25/10/1940         4330.4        350.000
     31/10/1941         2804.8        357.000
     26/10/1942         2414.4        364.000
     05/11/1943         2754.7        371.000
     30/10/1944         2636.7        378.000
     02/11/1945         1968.2        385.000
     03/11/1946         3468.8        392.000
     05/11/1947         1408.7        399.000
     04/11/1948         1759.2        406.000
     02/11/1949         3404.0        413.000
     30/10/1950         2637.2        420.000
     04/11/1951         2800.5        427.000
     03/11/1952         1568.4        434.000
     04/11/1953         2102.3        441.000
     28/10/1954         2173.0        448.000
     31/10/1955         2115.5        455.000
     12/11/1956         1905.0        462.000
     31/10/1957         2459.9        469.000
     04/11/1958         1587.8        476.000
     03/11/1959         2046.9        483.000
     05/11/1960         2106.2        490.000
     02/11/1961         1850.3        497.000
     01/11/1962         1495.3        504.000
     03/11/1963         1976.3        511.000
     05/11/1964         1404.0        518.000
     29/10/1965         2467.7        525.000
     08/11/1966          788.0        532.000
     31/10/1967         2167.1        539.000
     06/11/1968         1372.1        546.000
     03/11/1969         1830.6        553.000
     05/11/1970          935.7        560.000
     04/11/1971          975.9        567.000
     30/10/1972         1878.0        574.000
     22/10/1973         1431.1        581.000
     06/11/1974         2434.4        588.000
     30/10/1975          906.3        595.000
     06/11/1976         1211.5        602.000
     01/11/1977         2149.2        609.000
     10/11/1978          770.7        616.000
     30/10/1979         1209.5        623.000
     24/10/1980         1617.5        630.000
     02/11/1981          907.8        637.000
     03/11/1982         1239.9        644.000
     30/10/1983         1526.8        651.000
     07/11/1984         1464.1        658.000
     05/11/1985          744.8        665.000
     04/11/1986         1303.7        672.000
     01/11/1987         1402.3        679.000
     27/10/1988         1556.3        686.000
     06/11/1989         1595.2        693.000
