ApsimVersion = 6.1
Title = Constant CO2 levels
           Date          yield            co2
             ()        (kg/ha)            (?)
     25/10/1940         4330.4        350.000
     31/10/1941         2804.3        350.000
     26/10/1942         2433.9        350.000
     05/11/1943         2787.9        350.000
     30/10/1944         2711.9        350.000
     02/11/1945         2006.2        350.000
     03/11/1946         3491.4        350.000
     05/11/1947         1481.3        350.000
     04/11/1948         1854.6        350.000
     02/11/1949         3511.8        350.000
     30/10/1950         2598.0        350.000
     04/11/1951         2831.5        350.000
     03/11/1952         1611.6        350.000
     04/11/1953         2234.4        350.000
     28/10/1954         2339.6        350.000
     31/10/1955         2209.9        350.000
     12/11/1956         2126.1        350.000
     31/10/1957         2490.1        350.000
     04/11/1958         1750.8        350.000
     03/11/1959         2323.9        350.000
     05/11/1960         2194.3        350.000
     02/11/1961         1988.5        350.000
     01/11/1962         1785.1        350.000
     03/11/1963         2128.1        350.000
     05/11/1964         1604.5        350.000
     29/10/1965         2541.5        350.000
     08/11/1966         1167.3        350.000
     31/10/1967         2336.7        350.000
     06/11/1968         1794.1        350.000
     03/11/1969         1905.8        350.000
     05/11/1970         1350.9        350.000
     04/11/1971         1320.2        350.000
     30/10/1972         2235.5        350.000
     22/10/1973         1596.8        350.000
     06/11/1974         2661.1        350.000
     30/10/1975         1031.9        350.000
     06/11/1976         1303.6        350.000
     01/11/1977         2253.5        350.000
     10/11/1978          988.8        350.000
     30/10/1979         1479.0        350.000
     24/10/1980         1754.9        350.000
     02/11/1981         1118.1        350.000
     03/11/1982         1683.4        350.000
     30/10/1983         1469.3        350.000
     07/11/1984         1567.5        350.000
     05/11/1985          921.9        350.000
     04/11/1986         1609.0        350.000
     01/11/1987         1414.0        350.000
     27/10/1988         1760.8        350.000
     06/11/1989         1606.1        350.000
