APSIM output file, version = 5.4
Title = Pasture PI SAMPLE Simulation
           Date           rain          rtdep         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)          rwu()       sw_dep()             es          no3()          nh4()          fom()            rwu      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)            fom      cover_tot  residue_cover
             ()           (mm)           (mm)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)            (?)           (mm)           (mm)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)      (m^2/m^2)      (m^2/m^2)
     01/12/1988          0.000        100.000     110843.109          0.000          0.000          0.000          0.000          0.000          0.000              ?        624.667          0.310        101.771          1.113              ?              ?         33.889         41.896         94.457        106.740        112.420        116.261        119.003         20.052         18.795         25.351         13.450          7.564          8.965          7.594          0.285          0.174          0.380          0.213          0.041          0.009          0.010              ?          0.245          0.178
     02/12/1988          0.000        100.000     110333.344          0.000          0.000          0.000          0.000          0.000          0.000              ?        624.366          0.301        101.972          1.124              ?              ?         33.650         41.927         94.617        106.686        112.355        116.195        118.937         20.079         18.842         25.442         13.478          7.578          8.962          7.592          0.285          0.177          0.387          0.215          0.041          0.009          0.010              ?          0.242          0.187
     03/12/1988          4.000        100.000     109808.367          0.000          0.000          0.000          0.000          0.000          0.000              ?        624.315          4.051        102.178          1.138              ?              ?         33.661         41.959         94.771        106.633        112.290        116.129        118.872         20.107         18.891         25.533         13.507          7.592          8.958          7.589          0.285          0.181          0.395          0.218          0.041          0.009          0.010              ?          0.240          0.196
     04/12/1988          0.000        100.000     109286.750          0.000          0.000          0.000          0.000          0.000          0.000              ?        624.023          0.292        102.387          1.153              ?              ?         33.434         41.991         94.919        106.582        112.227        116.064        118.807         20.136         18.941         25.625         13.537          7.606          8.955          7.587          0.285          0.184          0.403          0.221          0.040          0.009          0.010              ?          0.238          0.203
     05/12/1988          0.000        100.000     108772.062          0.000          0.000          0.000          0.000          0.000          0.000              ?        623.740          0.284        102.598          1.163              ?              ?         33.216         42.023         95.062        106.531        112.164        116.000        118.743         20.166         18.990         25.718         13.567          7.620          8.952          7.585          0.285          0.186          0.410          0.222          0.040          0.009          0.011              ?          0.237          0.207
     06/12/1988          0.000        100.000     108255.695          0.000          0.000          0.000          0.000          0.000          0.000              ?        623.463          0.277        102.811          1.169              ?              ?         33.008         42.055         95.199        106.483        112.102        115.936        118.679         20.197         19.040         25.810         13.598          7.633          8.949          7.582          0.285          0.188          0.414          0.223          0.040          0.009          0.011              ?          0.235          0.211
     07/12/1988          0.000        100.000     107744.133          0.000          0.000          0.000          0.000          0.000          0.000              ?        623.192          0.270        103.022          1.168              ?              ?         32.809         42.087         95.331        106.436        112.041        115.873        118.616         20.230         19.089         25.902         13.629          7.646          8.946          7.580          0.285          0.187          0.415          0.222          0.040          0.009          0.011              ?          0.234          0.214
     08/12/1988          4.800        100.000     107226.828          0.000          0.000          0.000          0.000          0.000          0.000              ?        625.323          2.669        103.239          1.164              ?              ?         34.996         42.135         95.458        106.389        111.981        115.811        118.554         20.263         19.145         25.992         13.659          7.658          8.943          7.578          0.286          0.185          0.413          0.220          0.041          0.009          0.011              ?          0.233          0.217
     09/12/1988          4.400        100.000     106716.375          0.000          0.000          0.000          0.000          0.000          0.000              ?        625.805          3.914        103.464          1.163              ?              ?         35.534         42.184         95.580        106.345        111.921        115.749        118.492         20.306         19.200         26.082         13.690          7.671          8.940          7.576          0.289          0.184          0.412          0.219          0.041          0.009          0.010              ?          0.232          0.219
     10/12/1988         40.000        100.000     106223.430          0.000          0.000          0.000          0.000          0.000          0.000              ?        661.710          4.045        103.905          1.329              ?              ?         58.012         54.710         96.693        106.313        111.863        115.687        118.430         16.728         22.593         26.667         13.722          7.684          8.938          7.574          0.388          0.249          0.415          0.218          0.041          0.009          0.010              ?          0.231          0.220
     11/12/1988          0.000        100.000     105765.859          0.000          0.000          0.000          0.000          0.000          0.000              ?        659.174          2.455        104.400          1.457              ?              ?         54.924         54.439         97.714        106.296        111.806        115.627        118.369         16.812         22.502         27.127         13.756          7.697          8.935          7.572          0.456          0.302          0.422          0.218          0.041          0.009          0.010              ?          0.230          0.221
     12/12/1988         19.000        100.000     105325.523          0.000          0.000          0.000          0.000          0.000          0.000              ?        674.429          3.658        104.933          1.558              ?              ?         62.818         58.400        101.229        106.352        111.753        115.567        118.309         15.337         22.869         28.716         13.799          7.711          8.932          7.570          0.499          0.342          0.439          0.218          0.041          0.009          0.011              ?          0.229          0.222
     13/12/1988          0.000        100.000     104885.188          0.000          0.000          0.000          0.000          0.000          0.000              ?        671.807          2.574        105.492          1.630              ?              ?         59.177         57.221        103.472        106.473        111.707        115.508        118.249         15.364         22.364         29.691         13.852          7.724          8.929          7.568          0.523          0.372          0.458          0.217          0.041          0.009          0.011              ?          0.228          0.221
     14/12/1988          0.000        100.000     104448.195          0.000          0.000          0.000          0.000          0.000          0.000              ?        670.646          1.119        106.056          1.657              ?              ?         57.444         56.322        104.931        106.642        111.667        115.450        118.189         15.499         22.047         30.368         13.913          7.738          8.927          7.566          0.525          0.388          0.469          0.215          0.041          0.009          0.010              ?          0.226          0.221
     15/12/1988          0.000        100.000     104015.344          0.000          0.000          0.000          0.000          0.000          0.000              ?        669.781          0.830        106.613          1.674              ?              ?         56.249         55.640        105.892        106.840        111.635        115.394        118.131         15.685         21.853         30.853         13.984          7.751          8.924          7.564          0.529          0.398          0.475          0.212          0.041          0.008          0.010              ?          0.225          0.220
     16/12/1988          0.000        100.000     103571.984          0.000          0.000          0.000          0.000          0.000          0.000              ?        669.068          0.690        107.144          1.679              ?              ?         55.373         55.100        106.519        107.053        111.611        115.340        118.073         15.891         21.735         31.210         14.061          7.764          8.922          7.562          0.537          0.399          0.474          0.208          0.041          0.008          0.010              ?          0.223          0.219
     17/12/1988          4.800        100.000     103122.977          0.000          0.000          0.000          0.000          0.000          0.000              ?        672.133          1.724        107.642          1.670              ?              ?         56.749         55.812        107.378        107.296        111.596        115.287        118.015         15.658         21.913         31.669         14.148          7.776          8.919          7.560          0.549          0.393          0.467          0.201          0.042          0.008          0.010              ?          0.222          0.218
     18/12/1988         17.000        100.000     102689.047          0.000          0.000          0.000          0.000          0.000          0.000              ?        687.186          1.904        108.122          1.656              ?              ?         64.352         60.225        110.102        107.714        111.596        115.237        117.959         14.253         22.388         32.924         14.293          7.789          8.917          7.558          0.559          0.383          0.458          0.195          0.042          0.008          0.010              ?          0.220          0.217
     19/12/1988          5.000        100.000     102258.320          0.000          0.000          0.000          0.000          0.000          0.000              ?        688.052          4.113        108.615          1.648              ?              ?         62.749         60.230        112.076        108.285        111.618        115.191        117.903         13.948         22.098         33.803         14.491          7.804          8.915          7.556          0.564          0.379          0.453          0.191          0.043          0.008          0.010              ?          0.219          0.216
     20/12/1988          0.000        100.000     101802.406          0.000          0.000          0.000          0.000          0.000          0.000              ?        685.644          2.389        109.127          1.647              ?              ?         60.083         58.969        113.018        108.912        111.665        115.148        117.849         14.135         21.707         34.283         14.712          7.822          8.913          7.554          0.564          0.380          0.453          0.189          0.043          0.008          0.010              ?          0.217          0.214
     21/12/1988          0.000        100.000     101335.016          0.000          0.000          0.000          0.000          0.000          0.000              ?        684.591          1.035        109.679          1.655              ?              ?         58.795         58.206        113.421        109.527        111.737        115.110        117.795         14.360         21.506         34.568         14.937          7.843          8.912          7.553          0.554          0.390          0.461          0.191          0.042          0.008          0.010              ?          0.215          0.213
     22/12/1988          0.000        100.000     100852.047          0.000          0.000          0.000          0.000          0.000          0.000              ?        683.784          0.794        110.268          1.700              ?              ?         57.879         57.639        113.524        110.090        111.830        115.078        117.744         14.639         21.399         34.745         15.154          7.867          8.912          7.551          0.557          0.409          0.478          0.196          0.042          0.008          0.010              ?          0.213          0.211
     23/12/1988          0.000        100.000     100368.477          0.000          0.000          0.000          0.000          0.000          0.000              ?        683.104          0.670        110.887          1.787              ?              ?         57.190         57.186        113.461        110.581        111.940        115.052        117.693         14.956         21.354         34.864         15.355          7.897          8.911          7.550          0.583          0.437          0.503          0.204          0.041          0.009          0.010              ?          0.211          0.210
     24/12/1988          0.000        100.000      99883.508          0.000          0.000          0.000          0.000          0.000          0.000              ?        682.504          0.590        111.533          1.865              ?              ?         56.651         56.808        113.309        110.995        112.064        115.032        117.645         15.310         21.345         34.951         15.538          7.930          8.912          7.548          0.606          0.461          0.526          0.212          0.040          0.009          0.010              ?          0.209          0.208
     25/12/1988          0.000        100.000      99392.477          0.000          0.000          0.000          0.000          0.000          0.000              ?        681.963          0.533        112.198          1.925              ?              ?         56.216         56.487        113.113        111.334        112.195        115.019        117.599         15.689         21.361         35.022         15.702          7.963          8.913          7.547          0.620          0.481          0.546          0.219          0.039          0.009          0.011              ?          0.207          0.206
     26/12/1988          0.000        100.000      98902.266          0.000          0.000          0.000          0.000          0.000          0.000              ?        681.465          0.491        112.875          1.965              ?              ?         55.857         56.210        112.898        111.604        112.329        115.011        117.555         16.084         21.397         35.086         15.848          7.998          8.915          7.546          0.627          0.494          0.561          0.224          0.039          0.009          0.011              ?          0.205          0.205
     27/12/1988         12.000        100.000      98407.625          0.000          0.000          0.000          0.000          0.000          0.000              ?        689.813          3.648        113.553          1.981              ?              ?         60.442         58.729        113.700        111.946        112.473        115.009        117.514         15.484         21.987         35.564         16.022          8.034          8.917          7.545          0.623          0.501          0.570          0.227          0.039          0.009          0.011              ?          0.203          0.203
     28/12/1988          0.000        100.000      97925.578          0.000          0.000          0.000          0.000          0.000          0.000              ?        686.683          3.124        114.233          1.992              ?              ?         57.739         57.672        113.891        112.270        112.624        115.013        117.475         15.983         21.737         35.784         16.194          8.071          8.920          7.545          0.620          0.506          0.577          0.230          0.039          0.009          0.011              ?          0.202          0.201
     29/12/1988          0.000        100.000      97442.812          0.000          0.000          0.000          0.000          0.000          0.000              ?        685.718          0.961        114.913          1.997              ?              ?         56.971         57.118        113.845        112.544        112.778        115.023        117.439         16.394         21.673         35.917         16.352          8.110          8.923          7.545          0.615          0.508          0.582          0.232          0.039          0.009          0.011              ?          0.200          0.199
     30/12/1988          0.000        100.000      96959.102          0.000          0.000          0.000          0.000          0.000          0.000              ?        684.955          0.760        115.585          1.986              ?              ?         56.411         56.717        113.689        112.760        112.933        115.038        117.406         16.802         21.665         36.006         16.494          8.148          8.927          7.544          0.605          0.506          0.583          0.232          0.039          0.009          0.011              ?          0.198          0.197
     31/12/1988          0.000        100.000      96482.750          0.000          0.000          0.000          0.000          0.000          0.000              ?        684.303          0.649        116.244          1.955              ?              ?         55.984         56.397        113.484        112.922        113.082        115.059        117.376         17.208         21.685         36.071         16.619          8.186          8.931          7.544          0.587          0.499          0.579          0.230          0.039          0.009          0.011              ?          0.196          0.195
     01/01/1989          0.000        100.000      96013.875          0.000          0.000          0.000          0.000          0.000          0.000              ?        683.725          0.576        116.893          1.929              ?              ?         55.645         56.131        113.257        113.036        113.224        115.084        117.349         17.614         21.723         36.125         16.728          8.223          8.935          7.545          0.573          0.492          0.575          0.229          0.039          0.009          0.011              ?          0.194          0.193
     02/01/1989          2.600        100.000      95550.758          0.000          0.000          0.000          0.000          0.000          0.000              ?        683.315          3.008        117.521          1.880              ?              ?         55.433         55.939        113.039        113.112        113.355        115.113        117.325         17.992         21.785         36.177         16.824          8.258          8.940          7.545          0.550          0.480          0.565          0.225          0.040          0.009          0.011              ?          0.192          0.192
     03/01/1989         10.000        100.000      95097.352          0.000          0.000          0.000          0.000          0.000          0.000              ?        689.359          3.955        118.126          1.839              ?              ?         58.814         57.784        113.577        113.251        113.484        115.144        117.304         17.498         22.367         36.537         16.941          8.293          8.945          7.545          0.535          0.468          0.555          0.222          0.040          0.009          0.011              ?          0.190          0.190
     04/01/1989          0.000        100.000      94642.086          0.000          0.000          0.000          0.000          0.000          0.000              ?        686.934          2.423        118.731          1.814              ?              ?         56.808         56.994        113.671        113.386        113.609        115.179        117.286         17.948         22.194         36.708         17.057          8.329          8.950          7.546          0.525          0.461          0.549          0.220          0.040          0.009          0.011              ?          0.188          0.188
     05/01/1989          0.000        100.000      94176.328          0.000          0.000          0.000          0.000          0.000          0.000              ?        685.897          1.035        119.341          1.823              ?              ?         56.114         56.506        113.569        113.491        113.729        115.217        117.271         18.372         22.135         36.803         17.163          8.366          8.955          7.547          0.531          0.462          0.550          0.220          0.040          0.009          0.011              ?          0.186          0.186
     06/01/1989         20.800        100.000      93699.258          0.000          0.000          0.000          0.000          0.000          0.000              ?        703.201          3.068        119.951          1.822              ?              ?         65.369         62.053        115.585        113.813        113.864        115.258        117.259         16.677         23.238         37.774         17.347          8.405          8.961          7.548          0.532          0.461          0.550          0.220          0.040          0.009          0.011              ?          0.184          0.184
     07/01/1989          0.200        100.000      93245.969          0.000          0.000          0.000          0.000          0.000          0.000              ?        700.565          2.835        120.567          1.838              ?              ?         62.230         60.944        116.620        114.197        114.020        115.303        117.250         16.838         22.897         38.309         17.557          8.449          8.967          7.550          0.539          0.464          0.553          0.222          0.040          0.009          0.011              ?          0.182          0.182
     08/01/1989          0.000        100.000      92792.047          0.000          0.000          0.000          0.000          0.000          0.000              ?        699.242          1.322        121.188          1.849              ?              ?         60.723         60.093        117.071        114.562        114.193        115.355        117.245         17.085         22.691         38.625         17.765          8.497          8.974          7.551          0.544          0.467          0.556          0.223          0.039          0.009          0.011              ?          0.180          0.180
     09/01/1989          0.000        100.000      92342.406          0.000          0.000          0.000          0.000          0.000          0.000              ?        698.342          0.899        121.808          1.849              ?              ?         59.743         59.488        117.201        114.876        114.377        115.413        117.243         17.360         22.587         38.820         17.960          8.548          8.981          7.553          0.543          0.467          0.557          0.224          0.039          0.009          0.011              ?          0.178          0.178
     10/01/1989          0.000        100.000      91891.125          0.000          0.000          0.000          0.000          0.000          0.000              ?        697.612          0.729        122.429          1.852              ?              ?         59.024         59.018        117.152        115.131        114.566        115.477        117.245         17.661         22.542         38.945         18.138          8.600          8.988          7.555          0.543          0.467          0.558          0.224          0.039          0.009          0.011              ?          0.176          0.176
     11/01/1989         31.600        100.000      91421.867          0.000          0.000          0.000          0.000          0.000          0.000              ?        720.462          4.337        122.995          1.864              ?              ?         69.163         67.312        120.653        115.734        114.799        115.550        117.251         15.295         23.732         40.301         18.451          8.662          8.997          7.557          0.539          0.473          0.565          0.227          0.039          0.009          0.011              ?          0.174          0.174
     12/01/1989          0.000        100.000      90962.219          0.000          0.000          0.000          0.000          0.000          0.000              ?        718.275          2.186        123.633          1.899              ?              ?         66.888         65.104        121.948        116.360        115.079        115.635        117.261         15.612         23.051         40.888         18.781          8.735          9.006          7.560          0.556          0.481          0.572          0.230          0.038          0.009          0.011              ?          0.172          0.172
     13/01/1989          0.000        100.000      90512.766          0.000          0.000          0.000          0.000          0.000          0.000              ?        717.246          1.029        124.285          1.935              ?              ?         65.323         64.057        122.533        116.924        115.396        115.735        117.277         15.798         22.754         41.238         19.100          8.816          9.017          7.563          0.572          0.489          0.581          0.234          0.038          0.009          0.011              ?          0.170          0.169
     14/01/1989          0.000        100.000      90060.586          0.000          0.000          0.000          0.000          0.000          0.000              ?        716.454          0.792        124.940          1.946              ?              ?         64.120         63.319        122.731        117.399        115.734        115.851        117.299         16.012         22.584         41.451         19.395          8.903          9.029          7.567          0.575          0.491          0.585          0.236          0.038          0.010          0.011              ?          0.167          0.167
     15/01/1989          0.000        100.000      89625.312          0.000          0.000          0.000          0.000          0.000          0.000              ?        715.785          0.668        125.583          1.922              ?              ?         63.193         62.723        122.699        117.803        116.060        115.981        117.327         16.254         22.482         41.580         19.666          8.988          9.042          7.571          0.561          0.486          0.582          0.235          0.038          0.009          0.011              ?          0.165          0.165
     16/01/1989          0.000        100.000      89193.461          0.000          0.000          0.000          0.000          0.000          0.000              ?        715.196          0.589        126.211          1.884              ?              ?         62.456         62.219        122.533        118.135        116.367        116.123        117.362         16.513         22.422         41.659         19.912          9.073          9.056          7.576          0.543          0.476          0.574          0.232          0.038          0.009          0.011              ?          0.163          0.163
     17/01/1989          0.000        100.000      88766.773          0.000          0.000          0.000          0.000          0.000          0.000              ?        714.663          0.533        126.824          1.847              ?              ?         61.855         61.785        122.291        118.400        116.653        116.274        117.404         16.783         22.391         41.709         20.134          9.155          9.070          7.581          0.526          0.466          0.566          0.229          0.039          0.009          0.011              ?          0.161          0.161
     18/01/1989          0.000        100.000      88342.188          0.000          0.000          0.000          0.000          0.000          0.000              ?        714.173          0.490        127.428          1.822              ?              ?         61.351         61.405        122.009        118.607        116.913        116.433        117.454         17.062         22.383         41.741         20.334          9.236          9.086          7.587          0.516          0.459          0.560          0.227          0.039          0.009          0.011              ?          0.159          0.159
     19/01/1989          0.000        100.000      87910.508          0.000          0.000          0.000          0.000          0.000          0.000              ?        713.716          0.456        128.039          1.834              ?              ?         60.922         61.068        121.707        118.763        117.149        116.596        117.512         17.358         22.391         41.765         20.515          9.315          9.102          7.594          0.524          0.461          0.562          0.228          0.039          0.009          0.011              ?          0.157          0.157
     20/01/1989          5.000        100.000      87470.000          0.000          0.000          0.000          0.000          0.000          0.000              ?        714.222          4.494        128.663          1.864              ?              ?         61.067         61.057        121.509        118.889        117.360        116.762        117.577         17.551         22.490         41.828         20.683          9.392          9.118          7.601          0.538          0.467          0.568          0.231          0.038          0.009          0.011              ?          0.155          0.155
     21/01/1989          0.000        100.000      87031.039          0.000          0.000          0.000          0.000          0.000          0.000              ?        713.762          0.459        129.305          1.912              ?              ?         60.608         60.768        121.275        118.984        117.550        116.928        117.650         17.857         22.519         41.879         20.839          9.468          9.134          7.608          0.558          0.480          0.580          0.236          0.038          0.009          0.012              ?          0.153          0.153
     22/01/1989          0.000        100.000      86586.641          0.000          0.000          0.000          0.000          0.000          0.000              ?        713.331          0.431        129.961          1.950              ?              ?         60.239         60.485        121.016        119.051        117.719        117.092        117.729         18.192         22.554         41.923         20.984          9.541          9.151          7.617          0.570          0.490          0.591          0.240          0.037          0.010          0.012              ?          0.151          0.151
     23/01/1989          2.600        100.000      86150.508          0.000          0.000          0.000          0.000          0.000          0.000              ?        712.923          3.008        130.620          1.964              ?              ?         59.922         60.228        120.746        119.091        117.868        117.253        117.815         18.540         22.599         41.962         21.118          9.610          9.168          7.625          0.574          0.494          0.596          0.242          0.037          0.010          0.012              ?          0.149          0.149
     24/01/1989          0.400        100.000      85720.664          0.000          0.000          0.000          0.000          0.000          0.000              ?        712.536          0.787        131.263          1.929              ?              ?         59.643         59.995        120.473        119.109        117.998        117.411        117.907         18.885         22.649         41.997         21.240          9.674          9.184          7.635          0.555          0.485          0.590          0.240          0.037          0.010          0.012              ?          0.147          0.147
     25/01/1989          0.000        100.000      85308.148          0.000          0.000          0.000          0.000          0.000          0.000              ?        712.166          0.370        131.881          1.868              ?              ?         59.394         59.781        120.204        119.107        118.113        117.562        118.005         19.219         22.702         42.030         21.352          9.734          9.200          7.644          0.526          0.470          0.577          0.236          0.038          0.009          0.012              ?          0.145          0.145
     26/01/1989          0.000        100.000      84908.820          0.000          0.000          0.000          0.000          0.000          0.000              ?        711.811          0.355        132.449          1.811              ?              ?         59.169         59.585        119.941        119.089        118.211        117.708        118.107         19.519         22.756         42.061         21.454          9.791          9.215          7.654          0.513          0.450          0.560          0.229          0.039          0.009          0.011              ?          0.143          0.143
     27/01/1989          1.600        100.000      84515.281          0.000          0.000          0.000          0.000          0.000          0.000              ?        711.469          1.941        132.980          1.760              ?              ?         58.964         59.403        119.687        119.058        118.297        117.847        118.214         19.796         22.809         42.090         21.547          9.844          9.230          7.665          0.509          0.430          0.540          0.222          0.039          0.009          0.011              ?          0.142          0.142
     28/01/1989          0.000        100.000      84131.086          0.000          0.000          0.000          0.000          0.000          0.000              ?        711.140          0.329        133.489          1.716              ?              ?         58.776         59.234        119.441        119.016        118.369        117.979        118.324         20.065         22.861         42.117         21.632          9.894          9.244          7.675          0.508          0.411          0.522          0.215          0.040          0.008          0.011              ?          0.140          0.140
     29/01/1989          0.000        100.000      83751.000          0.000          0.000          0.000          0.000          0.000          0.000              ?        710.821          0.318        133.997          1.682              ?              ?         58.602         59.076        119.205        118.965        118.431        118.104        118.437         20.342         22.913         42.144         21.711          9.943          9.258          7.686          0.506          0.398          0.509          0.210          0.040          0.008          0.011              ?          0.138          0.138
     30/01/1989          0.000        100.000      83376.031          0.000          0.000          0.000          0.000          0.000          0.000              ?        710.513          0.309        134.530          1.664              ?              ?         58.441         58.928        118.979        118.907        118.483        118.222        118.551         20.646         22.969         42.173         21.784          9.991          9.271          7.697          0.497          0.395          0.504          0.209          0.040          0.008          0.011              ?          0.137          0.137
     31/01/1989          0.000        100.000      82989.062          0.000          0.000          0.000          0.000          0.000          0.000              ?        710.213          0.300        135.090          1.672              ?              ?         58.291         58.789        118.762        118.844        118.526        118.333        118.668         20.974         23.028         42.205         21.853         10.038          9.284          7.708          0.491          0.402          0.509          0.211          0.040          0.008          0.011              ?          0.135          0.135
     01/02/1989          0.000        100.000      82587.133          0.000          0.000          0.000          0.000          0.000          0.000              ?        709.922          0.291        135.668          1.717              ?              ?         58.151         58.658        118.553        118.776        118.562        118.437        118.784         21.310         23.095         42.244         21.920         10.085          9.296          7.719          0.505          0.416          0.522          0.216          0.039          0.009          0.011              ?          0.134          0.134
     02/02/1989          0.000        100.000      82180.500          0.000          0.000          0.000          0.000          0.000          0.000              ?        709.638          0.284        136.259          1.758              ?              ?         58.019         58.535        118.353        118.706        118.591        118.534        118.901         21.652         23.167         42.288         21.984         10.131          9.308          7.730          0.516          0.428          0.534          0.221          0.038          0.009          0.011              ?          0.132          0.132
     03/02/1989          0.000        100.000      81793.648          0.000          0.000          0.000          0.000          0.000          0.000              ?        709.361          0.277        136.857          1.782              ?              ?         57.894         58.418        118.161        118.632        118.613        118.625        119.018         21.998         23.243         42.336         22.046         10.174          9.319          7.741          0.521          0.437          0.542          0.225          0.038          0.009          0.011              ?          0.131          0.131
     04/02/1989          1.000        100.000      81411.844          0.000          0.000          0.000          0.000          0.000          0.000              ?        709.091          1.270        137.439          1.751              ?              ?         57.777         58.307        117.976        118.557        118.630        118.710        119.134         22.333         23.320         42.386         22.105         10.214          9.330          7.752          0.500          0.431          0.538          0.223          0.038          0.009          0.011              ?          0.129          0.129
     05/02/1989          4.000        100.000      81047.297          0.000          0.000          0.000          0.000          0.000          0.000              ?        711.972          1.119        137.931          1.700              ?              ?         59.413         59.185        118.167        118.522        118.647        118.791        119.248         22.075         23.745         42.584         22.175         10.249          9.341          7.763          0.501          0.408          0.517          0.215          0.039          0.009          0.011              ?          0.128          0.128
     06/02/1989         20.900        100.000      80699.203          0.000          0.000          0.000          0.000          0.000          0.000              ?        728.639          2.958        138.353          1.637              ?              ?         67.755         64.812        120.403        118.745        118.692        118.870        119.361         19.867         25.123         43.607         22.345         10.288          9.351          7.774          0.507          0.378          0.489          0.205          0.040          0.008          0.010              ?          0.126          0.126
     07/02/1989          0.000        100.000      80355.805          0.000          0.000          0.000          0.000          0.000          0.000              ?        726.066          2.572        138.753          1.582              ?              ?         64.813         63.507        121.509        119.046        118.768        118.952        119.473         19.900         24.681         44.148         22.545         10.333          9.361          7.784          0.516          0.352          0.462          0.194          0.041          0.008          0.010              ?          0.125          0.125
     08/02/1989          0.000        100.000      80015.008          0.000          0.000          0.000          0.000          0.000          0.000              ?        724.666          1.401        139.150          1.539              ?              ?         63.254         62.602        121.979        119.341        118.867        119.038        119.584         20.003         24.412         44.440         22.746         10.384          9.371          7.795          0.522          0.332          0.441          0.186          0.041          0.008          0.010              ?          0.123          0.123
     09/02/1989          0.000        100.000      79667.500          0.000          0.000          0.000          0.000          0.000          0.000              ?        723.744          0.921        139.578          1.519              ?              ?         62.253         61.981        122.110        119.596        118.979        119.131        119.695         20.163         24.256         44.598         22.934         10.439          9.383          7.805          0.520          0.325          0.432          0.183          0.041          0.008          0.010              ?          0.122          0.122
     10/02/1989          0.000        100.000      79309.961          0.000          0.000          0.000          0.000          0.000          0.000              ?        723.004          0.740        140.078          1.524              ?              ?         61.521         61.501        122.050        119.800        119.097        119.229        119.806         20.414         24.164         44.683         23.106         10.500          9.395          7.816          0.502          0.336          0.441          0.187          0.041          0.008          0.010              ?          0.121          0.120
     11/02/1989          3.400        100.000      78936.461          0.000          0.000          0.000          0.000          0.000          0.000              ?        722.368          4.036        140.612          1.559              ?              ?         60.958         61.108        121.884        119.954        119.214        119.332        119.919         20.714         24.111         44.729         23.261         10.564          9.408          7.826          0.493          0.356          0.458          0.194          0.040          0.008          0.010              ?          0.119          0.119
     12/02/1989          1.000        100.000      78570.008          0.000          0.000          0.000          0.000          0.000          0.000              ?        721.801          1.567        141.163          1.613              ?              ?         60.510         60.775        121.659        120.061        119.326        119.438        120.032         21.033         24.087         44.755         23.401         10.628          9.421          7.837          0.498          0.377          0.478          0.202          0.039          0.008          0.010              ?          0.118          0.118
     13/02/1989          0.000        100.000      78210.297          0.000          0.000          0.000          0.000          0.000          0.000              ?        721.285          0.516        141.730          1.668              ?              ?         60.141         60.488        121.406        120.129        119.429        119.545        120.147         21.370         24.086         44.773         23.528         10.691          9.435          7.848          0.507          0.396          0.498          0.210          0.038          0.009          0.011              ?          0.116          0.116
     14/02/1989          0.000        100.000      77851.039          0.000          0.000          0.000          0.000          0.000          0.000              ?        720.808          0.477        142.308          1.709              ?              ?         59.830         60.235        121.142        120.164        119.524        119.652        120.262         21.716         24.102         44.789         23.642         10.752          9.448          7.859          0.512          0.411          0.514          0.216          0.038          0.009          0.011              ?          0.115          0.115
     15/02/1989          0.000        100.000      77490.797          0.000          0.000          0.000          0.000          0.000          0.000              ?        720.362          0.446        142.888          1.724              ?              ?         59.562         60.009        120.875        120.172        119.610        119.756        120.378         22.065         24.131         44.804         23.745         10.811          9.462          7.870          0.506          0.418          0.523          0.220          0.037          0.009          0.011              ?          0.114          0.114
     16/02/1989          0.000        100.000      77130.508          0.000          0.000          0.000          0.000          0.000          0.000              ?        719.942          0.420        143.470          1.738              ?              ?         59.328         59.806        120.613        120.158        119.687        119.856        120.494         22.415         24.170         44.822         23.839         10.868          9.475          7.881          0.503          0.423          0.530          0.223          0.037          0.009          0.011              ?          0.113          0.113
     17/02/1989          0.000        100.000      76770.367          0.000          0.000          0.000          0.000          0.000          0.000              ?        719.544          0.398        144.055          1.753              ?              ?         59.119         59.621        120.359        120.128        119.755        119.952        120.610         22.767         24.217         44.844         23.925         10.923          9.488          7.892          0.503          0.429          0.538          0.226          0.037          0.009          0.011              ?          0.111          0.111
     18/02/1989          0.000        100.000      76415.758          0.000          0.000          0.000          0.000          0.000          0.000              ?        719.165          0.379        144.641          1.760              ?              ?         58.931         59.452        120.113        120.085        119.813        120.045        120.726         23.119         24.270         44.869         24.004         10.975          9.501          7.903          0.500          0.432          0.543          0.229          0.037          0.009          0.011              ?          0.110          0.110
     19/02/1989          0.000        100.000      76063.984          0.000          0.000          0.000          0.000          0.000          0.000              ?        718.802          0.363        145.227          1.764              ?              ?         58.761         59.295        119.878        120.032        119.863        120.133        120.840         23.470         24.328         44.899         24.078         11.025          9.513          7.914          0.497          0.433          0.546          0.230          0.037          0.009          0.011              ?          0.109          0.109
