ApsimVersion = 6.0
Title = Rice Simulation
           Date           ancr           anlv           anso    cover_green      cover_tot      crop_type        cropsta            dae           dtga            dvr            dvs            eff           etae            etd           etrd           fnlv            gcr         height             hu         ldstrs         lestrs         lrstrs           nacr           nflv           pcew   plant_status           rlai         rnstrs           ssga         tnsoil            trc           wagt           wlvd           wlvg            wso            wst            zrt
            (?)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()       (mm/day)             ()             ()             ()           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()
     01/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.333          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.052          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     02/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.796          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.162          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     03/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.982          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.278          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     04/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          5.211          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.403          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     05/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          2.854          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.529          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     06/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.890          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.640          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     07/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.924          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.745          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          2.508          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.838          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.218          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.916          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.410          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         10.996          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          4.020          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         11.078          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          5.074          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         11.156          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          5.297          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         11.236          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/10/1990          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000          0.000          5.292          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000         11.322          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     15/10/1990          0.011          0.008          0.000          0.009          0.009           rice              4              1          0.700          0.015          0.015          0.456          1.520          6.080          4.560          0.100          0.362        500.000         12.500          0.909          0.503          0.909          0.011          1.019          0.284          alive          0.019          1.000          0.000         11.414          0.068          0.141          0.001          0.082          0.000          0.058          0.010
     16/10/1990          0.053          0.041          0.000          0.010          0.010           rice              4              2          3.062          0.009          0.024          0.490          1.087          4.348          3.261          0.096          1.580        500.000          7.250          0.999          0.550          0.999          0.043          0.976          1.000          alive          0.020          1.000          0.000         11.496          0.051          0.714          0.000          0.427          0.000          0.288          0.020
     17/10/1990          0.084          0.064          0.000          0.010          0.010           rice              4              3          3.430          0.009          0.032          0.487          1.365          5.458          4.094          0.078          1.763        500.000          7.250          1.000          0.547          1.000          0.030          0.797          1.000          alive          0.020          1.000          0.000         11.551          0.067          1.360          0.000          0.814          0.000          0.546          0.030
     18/10/1990          0.108          0.082          0.000          0.011          0.011           rice              4              4          3.242          0.012          0.045          0.458          1.298          5.192          3.894          0.069          1.652        500.000         10.282          1.000          0.543          1.000          0.024          0.708          1.000          alive          0.021          1.000          0.000         11.633          0.066          1.970          0.000          1.180          0.000          0.790          0.040
     19/10/1990          0.117          0.088          0.000          0.011          0.011           rice              4              5          2.136          0.010          0.054          0.500          0.595          2.380          1.785          0.062          1.076        500.000          8.000          1.000          0.544          1.000          0.009          0.632          1.000          alive          0.022          1.000          0.000         11.711          0.031          2.375          0.000          1.423          0.000          0.952          0.050
     20/10/1990          0.152          0.115          0.000          0.011          0.011           rice              4              6          2.836          0.004          0.059          0.516          1.026          4.103          3.077          0.064          1.444        500.000          3.627          1.000          0.671          1.000          0.035          0.653          1.000          alive          0.022          1.000          0.000         11.660          0.056          2.999          0.000          1.797          0.000          1.202          0.060
     21/10/1990          0.177          0.133          0.000          0.012          0.012           rice              4              7          2.786          0.007          0.066          0.505          0.833          3.332          2.499          0.062          1.405        500.000          5.750          1.000          0.647          1.000          0.024          0.630          1.000          alive          0.023          1.000          0.000         11.694          0.047          3.598          0.000          2.156          0.000          1.441          0.070
     22/10/1990          0.209          0.158          0.000          0.012          0.012           rice              4              8          3.213          0.005          0.071          0.509          1.156          4.625          3.469          0.062          1.625        500.000          4.366          1.000          0.631          1.000          0.033          0.627          1.000          alive          0.024          1.000          0.000         11.737          0.067          4.286          0.000          2.569          0.000          1.716          0.080
     23/10/1990          0.248          0.187          0.000          0.012          0.012           rice              4              9          3.767          0.008          0.079          0.486          1.461          5.842          4.382          0.061          1.895        500.000          6.895          1.000          0.618          1.000          0.038          0.625          1.000          alive          0.025          1.000          0.000         11.767          0.086          5.085          0.000          3.049          0.000          2.036          0.090
     24/10/1990          0.285          0.215          0.000          0.013          0.013           rice              4             10          3.999          0.010          0.090          0.477          1.519          6.074          4.556          0.061          1.997        500.000          8.500          1.000          0.606          1.000          0.037          0.617          1.000          alive          0.026          1.000          0.000         11.803          0.093          5.927          0.000          3.554          0.000          2.373          0.100
     25/10/1990          0.324          0.244          0.000          0.013          0.013           rice              4             11          4.172          0.012          0.101          0.470          1.615          6.459          4.844          0.060          2.068        500.000          9.750          1.000          0.597          1.000          0.039          0.610          1.000          alive          0.027          1.000          0.000         11.855          0.103          6.804          0.000          4.080          0.000          2.723          0.110
     26/10/1990          0.363          0.274          0.000          0.014          0.014           rice              4             12          4.329          0.014          0.115          0.460          1.668          6.673          5.004          0.059          2.125        500.000         11.250          1.000          0.588          1.000          0.040          0.604          1.000          alive          0.028          1.000          0.000         11.927          0.112          7.711          0.000          4.624          0.000          3.086          0.120
     27/10/1990          0.404          0.305          0.000          0.015          0.015           rice              4             13          4.468          0.015          0.129          0.448          1.531          6.124          4.593          0.059          2.173        500.000         12.155          1.000          0.581          1.000          0.041          0.599          1.000          alive          0.030          1.000          0.000         12.025          0.108          8.649          0.000          5.187          0.000          3.462          0.130
     28/10/1990          0.447          0.337          0.000          0.016          0.016           rice              4             14          4.681          0.016          0.146          0.429          1.822          7.286          5.465          0.058          2.229        500.000         13.696          1.000          0.574          1.000          0.043          0.595          1.000          alive          0.032          1.000          0.000         12.136          0.137          9.624          0.000          5.772          0.000          3.851          0.140
     29/10/1990          0.489          0.368          0.000          0.017          0.017           rice              4             15          4.783          0.017          0.163          0.413          1.713          6.852          5.139          0.058          2.216        500.000         14.087          1.000          0.567          1.000          0.042          0.608          1.000          alive          0.034          1.000          0.000         12.254          0.137         10.608          0.000          6.362          0.000          4.245          0.150
     30/10/1990          0.538          0.405          0.000          0.018          0.018           rice              4             16          5.197          0.016          0.179          0.402          2.240          8.962          6.721          0.058          2.369        500.000         13.630          1.000          0.561          1.000          0.049          0.712          1.000          alive          0.037          1.000          0.000         15.793          0.191         11.677          0.000          7.004          0.000          4.673          0.160
     31/10/1990          0.591          0.445          0.000          0.019          0.019           rice              4             17          5.530          0.017          0.197          0.405          1.761          7.042          5.282          0.058          2.512        500.000         14.527          1.000          0.561          1.000          0.053          0.822          1.000          alive          0.039          1.000          0.000         15.952          0.160         12.836          0.000          7.699          0.000          5.136          0.170
     01/11/1990          0.675          0.509          0.000          0.020          0.020           rice              4             18          6.922          0.015          0.211          0.461          1.563          6.254          4.690          0.059          3.359        500.000         12.250          1.000          0.562          1.000          0.085          0.932          1.000          alive          0.041          1.000          0.000         16.122          0.152         14.423          0.000          8.651          0.000          5.771          0.180
     02/11/1990          0.743          0.560          0.000          0.021          0.021           rice              4             19          7.523          0.015          0.226          0.454          1.579          6.315          4.736          0.058          3.643        500.000         12.250          1.000          0.472          1.000          0.068          1.018          1.000          alive          0.043          1.000          0.000         16.269          0.162         16.018          0.000          9.608          0.000          6.409          0.190
     03/11/1990          0.820          0.618          0.000          0.023          0.023           rice              4             20          7.913          0.016          0.242          0.447          1.554          6.215          4.661          0.058          3.794        500.000         13.500          1.000          0.477          1.000          0.077          1.118          1.000          alive          0.046          1.000          0.000         16.436          0.168         17.724          0.001         10.632          0.000          7.092          0.200
     04/11/1990          0.911          0.687          0.000          0.024          0.024           rice              4             21          8.723          0.016          0.258          0.445          1.678          6.711          5.033          0.058          4.188        500.000         13.147          1.000          0.481          0.993          0.091          1.222          1.000          alive          0.048          1.000          0.000         16.593          0.191         19.659          0.001         11.793          0.000          7.865          0.210
     05/11/1990          1.008          0.759          0.000          0.025          0.025           rice              4             22          9.416          0.018          0.276          0.436          1.864          7.456          5.592          0.058          4.460        500.000         14.692          1.000          0.484          0.983          0.097          1.333          1.000          alive          0.051          1.000          0.000         16.731          0.223         21.771          0.001         13.060          0.000          8.710          0.220
     06/11/1990          1.106          0.833          0.000          0.027          0.027           rice              4             23          9.754          0.018          0.294          0.429          1.708          6.833          5.124          0.058          4.554        500.000         15.305          1.000          0.486          0.974          0.098          1.444          1.000          alive          0.054          1.000          0.000         16.865          0.217         23.984          0.001         14.388          0.000          9.596          0.230
     07/11/1990          1.172          0.882          0.000          0.029          0.029           rice              4             24          8.358          0.019          0.314          0.429          1.189          4.755          3.566          0.057          3.766        500.000         16.097          1.000          0.488          0.966          0.066          1.539          1.000          alive          0.058          1.000          0.000         17.001          0.160         25.864          0.001         15.516          0.000         10.348          0.240
     08/11/1990          1.230          0.925          0.000          0.030          0.030           rice              4             25          7.147          0.019          0.333          0.444          0.834          3.334          2.501          0.056          3.140        500.000         16.000          1.000          0.490          0.961          0.057          1.617          1.000          alive          0.062          1.000          0.000         17.171          0.120         27.475          0.001         16.482          0.000         10.992          0.250
     09/11/1990          1.419          1.069          0.000          0.032          0.032           rice              4             26         12.043          0.012          0.345          0.476          1.264          5.055          3.791          0.058          5.839        500.000         10.250          1.000          0.492          0.957          0.190          1.668          1.000          alive          0.065          1.000          0.000         17.347          0.194         30.553          0.001         18.329          0.000         12.223          0.260
     10/11/1990          1.548          1.166          0.000          0.033          0.033           rice              4             27         11.763          0.010          0.355          0.488          1.101          4.404          3.303          0.058          5.711        500.000          8.250          1.000          0.493          0.952          0.129          1.643          1.000          alive          0.067          1.000          0.000         17.383          0.176         33.614          0.001         20.166          0.000         13.448          0.270
     11/11/1990          1.744          1.314          0.000          0.034          0.034           rice              4             28         14.358          0.007          0.363          0.493          1.587          6.347          4.761          0.058          7.088        500.000          6.162          1.000          0.494          0.948          0.195          1.652          1.000          alive          0.069          1.000          0.000         17.447          0.262         37.465          0.001         22.477          0.000         14.988          0.280
     12/11/1990          1.918          1.444          0.000          0.035          0.035           rice              4             29         14.959          0.011          0.374          0.463          1.675          6.702          5.026          0.058          7.259        500.000          9.509          1.000          0.494          0.943          0.174          1.630          1.000          alive          0.071          1.000          0.000         17.432          0.284         41.447          0.001         24.865          0.000         16.581          0.290
     13/11/1990          2.080          1.566          0.000          0.037          0.037           rice              4             30         15.019          0.015          0.389          0.433          1.912          7.647          5.735          0.058          7.023        500.000         12.582          1.000          0.494          0.938          0.163          1.600          1.000          alive          0.075          1.000          0.000         17.451          0.337         45.353          0.001         27.209          0.000         18.143          0.300
     14/11/1990          2.213          1.665          0.000          0.039          0.039           rice              4             31         14.608          0.016          0.405          0.403          2.228          8.912          6.684          0.057          6.366        500.000         13.480          1.000          0.492          0.933          0.132          1.564          1.000          alive          0.079          1.000          0.000         23.751          0.413         48.959          0.001         29.373          0.000         19.586          0.310
     15/11/1990          2.333          1.755          0.000          0.041          0.041           rice              4             32         13.266          0.013          0.418          0.453          1.176          4.705          3.529          0.056          6.010        500.000         14.000          1.000          0.493          0.928          0.120          1.540          1.000          alive          0.084          1.000          0.000         23.834          0.230         52.435          0.001         31.458          0.000         20.976          0.320
     16/11/1990          2.597          1.955          0.000          0.043          0.043           rice              4             33         18.253          0.010          0.428          0.466          1.750          6.999          5.249          0.057          8.738        500.000         10.500          1.000          0.495          0.925          0.264          1.563          1.000          alive          0.088          1.000          0.000         23.937          0.363         57.580          0.001         34.545          0.000         23.034          0.330
     17/11/1990          2.827          2.129          0.000          0.045          0.045           rice              4             34         19.480          0.009          0.437          0.479          1.703          6.812          5.109          0.056          9.352        500.000          9.750          1.000          0.496          0.921          0.231          1.552          1.000          alive          0.091          1.000          0.000         23.900          0.368         63.157          0.001         37.891          0.000         25.265          0.340
     18/11/1990          3.035          2.285          0.000          0.046          0.046           rice              4             35         18.873          0.007          0.444          0.482          1.368          5.473          4.105          0.055          9.103        500.000          7.440          1.000          0.496          0.917          0.208          1.533          1.000          alive          0.094          1.000          0.000         23.892          0.308         68.638          0.001         41.180          0.000         27.457          0.350
     19/11/1990          3.274          2.464          0.000          0.048          0.048           rice              4             36         20.496          0.009          0.453          0.467          1.731          6.924          5.193          0.055          9.754        500.000          9.750          1.000          0.498          0.915          0.239          1.523          1.000          alive          0.098          1.000          0.000         23.884          0.402         74.556          0.001         44.730          0.000         29.824          0.360
     20/11/1990          3.489          2.626          0.000          0.050          0.050           rice              4             37         20.760          0.011          0.463          0.449          1.816          7.265          5.448          0.054          9.686        500.000         11.659          1.000          0.498          0.911          0.215          1.504          1.000          alive          0.103          1.000          0.000         23.848          0.439         80.484          0.001         48.287          0.000         32.196          0.370
     21/11/1990          3.529          2.652          0.000          0.053          0.053           rice              4             38         15.288          0.013          0.476          0.416          1.241          4.965          3.723          0.052          6.181        500.000         14.118          1.000          0.498          0.908          0.040          1.451          1.000          alive          0.109          1.000          0.000         23.845          0.314         84.306          0.001         50.580          0.000         33.724          0.380
     22/11/1990          3.900          2.936          0.000          0.055          0.055           rice              4             39         23.653          0.010          0.486          0.467          1.809          7.237          5.428          0.054         11.143        500.000         10.750          1.000          0.500          0.906          0.372          1.484          1.000          alive          0.114          1.000          0.000         24.019          0.485         91.285          0.001         54.767          0.000         36.516          0.390
     23/11/1990          4.181          3.146          0.000          0.058          0.058           rice              4             40         24.532          0.009          0.495          0.478          1.581          6.322          4.742          0.053         11.636        500.000          9.250          1.000          0.499          0.903          0.280          1.472          1.000          alive          0.118          1.000          0.000         23.861          0.443         98.638          0.001         59.180          0.000         39.457          0.400
     24/11/1990          4.482          3.373          0.000          0.060          0.060           rice              4             41         26.034          0.009          0.503          0.473          1.761          7.042          5.282          0.053         12.338        500.000          9.250          1.000          0.500          0.900          0.301          1.463          1.000          alive          0.123          1.000          0.000         23.794          0.512        106.498          0.001         63.895          0.000         42.601          0.400
     25/11/1990          4.771          3.588          0.000          0.062          0.062           rice              4             42         26.707          0.009          0.512          0.466          1.790          7.158          5.369          0.052         12.562        500.000          9.750          1.000          0.495          0.895          0.289          1.448          1.000          alive          0.128          1.000          0.000         23.703          0.541        114.538          0.002         68.687          0.000         45.850          0.400
     26/11/1990          5.019          3.768          0.000          0.065          0.065           rice              4             43         26.668          0.012          0.524          0.452          1.763          7.053          5.290          0.051         12.169        500.000         12.500          1.000          0.491          0.890          0.248          1.426          1.000          alive          0.135          1.000          0.000         23.619          0.554        122.367          0.002         73.269          0.000         49.097          0.400
     27/11/1990          5.282          3.956          0.000          0.069          0.069           rice              4             44         27.751          0.012          0.536          0.436          1.954          7.816          5.862          0.051         12.439        500.000         12.941          1.000          0.486          0.884          0.263          1.409          1.000          alive          0.142          1.000          0.000         23.575          0.646        130.430          0.002         77.876          0.000         52.553          0.400
     28/11/1990          5.487          4.097          0.000          0.072          0.072           rice              4             45         27.396          0.012          0.548          0.411          2.147          8.589          6.442          0.050         11.480        500.000         13.058          1.000          0.481          0.878          0.205          1.386          1.000          alive          0.150          1.000          0.000         23.524          0.747        137.928          0.002         82.053          0.000         55.873          0.400
     29/11/1990          5.676          4.224          0.000          0.076          0.076           rice              4             46         27.282          0.012          0.560          0.400          2.201          8.805          6.604          0.049         10.797        500.000         13.331          1.000          0.476          0.872          0.189          1.366          1.000          alive          0.158          1.000          0.000         23.545          0.805        145.032          0.002         85.908          0.000         59.122          0.400
     30/11/1990          5.950          4.409          0.000          0.080          0.080           rice              4             47         30.134          0.013          0.573          0.409          2.243          8.971          6.729          0.049         12.476        500.000         13.638          1.000          0.470          0.865          0.274          1.358          1.000          alive          0.166          1.000          0.000         23.598          0.864        153.300          0.002         90.274          0.000         63.024          0.400
     01/12/1990          6.146          4.534          0.000          0.084          0.084           rice              4             48         28.917          0.013          0.586          0.415          1.661          6.644          4.983          0.048         11.800        500.000         14.505          1.000          0.464          0.857          0.195          1.337          1.000          alive          0.176          1.000          0.000         23.577          0.674        161.180          0.002         94.316          0.000         66.862          0.400
     02/12/1990          6.380          4.682          0.000          0.089          0.089           rice              4             49         31.364          0.014          0.600          0.409          1.880          7.522          5.641          0.048         12.560        500.000         15.247          1.000          0.459          0.851          0.234          1.323          1.000          alive          0.186          1.000          0.000         23.643          0.805        169.645          0.002         98.522          0.000         71.121          0.400
     03/12/1990          6.565          4.791          0.000          0.094          0.094           rice              4             50         30.926          0.015          0.615          0.411          1.590          6.361          4.771          0.047         12.096        500.000         16.276          1.000          0.453          0.844          0.185          1.302          1.000          alive          0.198          1.000          0.000         23.675          0.720        177.874          0.002        102.473          0.000         75.399          0.400
     04/12/1990          6.894          4.989          0.000          0.099          0.099           rice              4             51         36.871          0.014          0.629          0.410          2.152          8.610          6.457          0.047         15.236        500.000         14.860          1.000          0.448          0.838          0.328          1.297          1.000          alive          0.209          1.000          0.000         23.760          1.034        188.354          0.060        107.258          0.000         81.036          0.400
     05/12/1990          7.130          5.119          0.000          0.105          0.105           rice              4             52         38.216          0.015          0.643          0.402          2.270          9.080          6.810          0.046         15.041        500.000         15.872          1.000          0.441          0.830          0.237          1.278          1.000          alive          0.222          1.000          0.000         23.704          1.151        198.786          0.175        111.793          0.000         86.818          0.400
     06/12/1990          7.339          5.226          0.000          0.110          0.110           rice              4             53         38.487          0.014          0.657          0.392          2.359          9.435          7.077          0.045         14.404        500.000         14.740          1.000          0.433          0.821          0.209          1.282          1.000          alive          0.234          1.000          0.000         23.739          1.265        208.867          0.356        115.929          0.000         92.583          0.400
     07/12/1990          7.427          5.253          0.000          0.116          0.116           rice              4             54         34.981          0.014          0.671          0.382          1.981          7.925          5.944          0.044         11.472        500.000         14.256          1.000          0.424          0.812          0.087          1.306          1.000          alive          0.246          1.000          0.000         23.801          1.118        216.958          0.603        119.015          0.000         97.340          0.400
     08/12/1990          7.969          5.547          0.000          0.121          0.121           rice              4             55         47.601          0.014          0.685          0.448          1.735          6.941          5.206          0.044         21.515        500.000         14.250          1.000          0.416          0.803          0.542          1.368          1.000          alive          0.258          1.000          0.000         23.983          1.028        232.269          0.919        124.747          0.000        106.604          0.400
     09/12/1990          8.385          5.749          0.000          0.126          0.126           rice              4             56         50.564          0.012          0.697          0.461          1.546          6.183          4.638          0.044         23.335        500.000         12.250          1.000          0.409          0.795          0.417          1.399          1.000          alive          0.269          1.000          0.000         23.707          0.960        249.037          1.316        130.689          0.000        117.031          0.400
     10/12/1990          8.543          5.802          0.000          0.129          0.129           rice              4             57         37.110          0.007          0.704          0.500          0.796          3.183          2.388          0.043         17.050        500.000          7.500          1.000          0.403          0.788          0.158          1.397          1.000          alive          0.276          1.000          0.000         23.542          0.514        261.388          1.792        134.705          0.000        124.892          0.400
     11/12/1990          9.254          6.161          0.000          0.132          0.132           rice              4             58         59.094          0.008          0.712          0.484          1.634          6.534          4.901          0.044         28.404        500.000          7.750          1.000          0.399          0.783          0.711          1.441          1.000          alive          0.283          1.000          0.000         23.618          1.082        282.073          2.319        141.514          0.000        138.240          0.400
     12/12/1990          9.754          6.389          0.000          0.136          0.136           rice              4             59         61.535          0.009          0.721          0.468          1.764          7.057          5.293          0.043         29.194        500.000          9.500          1.000          0.392          0.768          0.500          1.462          1.000          alive          0.292          1.000          0.000         23.104          1.198        303.400          2.914        148.287          0.000        152.199          0.400
     13/12/1990         10.272          6.614          0.000          0.140          0.140           rice              4             60         64.877          0.010          0.732          0.469          1.835          7.341          5.506          0.043         30.603        500.000         10.250          1.000          0.385          0.752          0.518          1.486          1.000          alive          0.302          1.000          0.000         22.781          1.284        325.876          3.590        155.123          0.000        167.163          0.400
     14/12/1990         10.758          6.809          0.000          0.145          0.145           rice              4             61         66.712          0.011          0.743          0.458          1.883          7.534          5.650          0.042         31.127        500.000         11.250          1.000          0.378          0.735          0.486          1.511          1.000          alive          0.313          1.000          0.000         22.436          1.360        348.876          4.356        161.765          0.000        182.755          0.400
     15/12/1990         11.184          6.959          0.000          0.150          0.150           rice              4             62         67.888          0.013          0.755          0.448          1.882          7.528          5.646          0.041         31.112        500.000         12.750          1.000          0.370          0.718          0.427          1.538          1.000          alive          0.325          1.000          0.000         22.136          1.406        372.028          5.222        168.046          0.000        198.760          0.400
     16/12/1990         11.501          7.042          0.005          0.156          0.156           rice              4             63         67.510          0.013          0.768          0.425          1.872          7.488          5.616          0.041         29.594        500.000         13.201          1.000          0.362          0.700          0.317          1.563          1.000          alive          0.339          1.000          0.000         21.891          1.452        394.247          6.201        173.590          0.285        214.171          0.400
