Summary_file = lysS113.sum
Title = south lysimeter
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],residue_n,residue_wt,residue_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
1994,8,217,5,     4.000,     0.112,     0.200,     0.221,     0.237,     0.247,     0.248,     0.246,     0.275,     0.286,     0.309,     0.317,     0.321,     0.335,     0.349,     0.353,     0.358,     0.359,     0.360,     0.308,     0.890,     1.359,     2.387,     5.282,     4.746,     2.901,     2.332,     2.776,     2.323,     1.190,     0.671,     0.526,     0.468,     0.319,     0.000,     0.010,     0.045,     0.176,     0.251,     0.123,     0.089,     0.069,     0.084,     0.071,     0.034,     0.015,     0.002,     0.001,     0.001,    14.972,    10.927,     0.605,     0.330,    59.731,   151.334,   304.430,    16.423,     8.882,     0.650,     0.269,    72.010,   144.339,    16.200,     0.015,     9.980,     0.561,     2.000,     4.421,     9.491,    18.494,    24.764,    24.558,    27.459,    42.871,    61.730,    63.364,    64.191,    67.062,    52.362,    35.319,    26.839,    17.975,     9.000,    11.616,     0.000,     0.003,    16.283,     0.000,     0.055,     0.000,     0.000,    68.650,    59.090,    59.062,     0.028,    -0.131,     0.313,     0.537,     0.537,    28.947,     0.977,  4650.654,     0.000,     0.420,     0.085,     0.000,   108.363,     1.735,  4510.632,     0.049,     0.576,     1.424,   240.921,     0.105,     0.000,     0.000,     0.000,?,     0.044,     0.010,     0.000,     0.000,     0.000,     0.000,     2.591,     0.779,     0.578,     6.705,     0.315,     0.500,    55.560,  1151.513,    25.155,    28.562,    11.811,     6.474,     0.481
1994,8,222,10,     4.000,     0.069,     0.152,     0.198,     0.219,     0.234,     0.243,     0.246,     0.275,     0.286,     0.309,     0.317,     0.321,     0.335,     0.349,     0.353,     0.358,     0.359,     0.360,     0.262,     0.911,     1.733,     2.439,     4.968,     4.691,     2.940,     2.356,     2.801,     2.343,     1.201,     0.676,     0.525,     0.464,     0.316,     0.000,     0.016,     0.061,     0.185,     0.250,     0.122,     0.089,     0.070,     0.085,     0.071,     0.034,     0.015,     0.002,     0.001,     0.001,    15.004,    11.040,     0.634,     0.332,    56.459,   150.911,   304.431,    16.474,     8.970,     0.678,     0.271,    68.735,   144.345,     0.900,     0.017,     5.660,     0.343,     1.525,     3.968,     8.755,    17.528,    24.340,    24.552,    27.464,    42.873,    61.732,    63.365,    64.192,    67.062,    52.362,    35.319,    26.839,    17.975,     9.000,     4.146,     0.000,     0.002,    10.513,     0.000,     0.022,     0.004,     0.000,    69.550,    63.254,    63.209,     0.045,    -0.118,     0.317,     0.537,     0.537,    29.089,     1.006,  4650.576,     0.000,     0.458,     0.093,     0.000,   108.225,     1.723,  4510.532,     0.023,     0.302,     1.423,   239.014,     0.104,     0.000,     0.000,     0.000,?,     0.046,     0.014,     0.000,     0.000,     0.000,     0.000,     2.731,     0.813,     0.603,     7.001,     0.345,     0.498,    55.516,  1151.465,    27.858,    28.343,    11.974,     6.533,     0.484
1994,8,230,18,     4.000,     0.062,     0.083,     0.177,     0.206,     0.226,     0.240,     0.245,     0.275,     0.286,     0.309,     0.317,     0.321,     0.335,     0.349,     0.353,     0.358,     0.359,     0.360,     0.335,     0.662,     1.971,     2.679,     4.799,     4.679,     3.003,     2.398,     2.848,     2.380,     1.220,     0.684,     0.524,     0.458,     0.311,     0.010,     0.024,     0.085,     0.205,     0.251,     0.121,     0.089,     0.069,     0.084,     0.071,     0.034,     0.015,     0.002,     0.001,     0.001,    15.125,    11.239,     0.696,     0.330,    53.841,   150.520,   304.435,    16.626,     9.128,     0.740,     0.269,    66.096,   144.322,     1.100,     0.033,     3.963,     0.308,     0.831,     3.538,     8.255,    16.916,    23.993,    24.511,    27.459,    42.873,    61.734,    63.367,    64.193,    67.063,    52.362,    35.319,    26.839,    17.975,     9.000,     3.717,     0.000,     0.004,    16.902,     0.000,    -0.015,     0.008,     0.004,    70.650,    67.007,    66.925,     0.082,    -0.136,     0.325,     0.542,     0.542,    29.406,     1.067,  4650.411,     0.000,     0.514,     0.105,     0.000,   107.894,     1.703,  4510.341,     0.037,     0.548,     1.467,   241.120,     0.105,     0.000,     0.000,     0.000,?,     0.048,     0.020,     0.000,     0.000,     0.000,     0.000,     2.965,     0.881,     0.651,     7.247,     0.408,     0.491,    55.381,  1151.375,    32.458,    28.370,    12.250,     6.642,     0.490
1994,9,245,2,     4.000,     0.058,     0.068,     0.142,     0.194,     0.217,     0.236,     0.243,     0.274,     0.285,     0.308,     0.317,     0.321,     0.335,     0.349,     0.353,     0.358,     0.359,     0.360,     0.372,     0.618,     1.921,     3.041,     4.587,     4.346,     2.900,     2.313,     2.753,     2.325,     1.267,     0.704,     0.521,     0.446,     0.300,     0.026,     0.042,     0.084,     0.224,     0.293,     0.113,     0.085,     0.066,     0.081,     0.068,     0.033,     0.015,     0.002,     0.001,     0.001,    14.885,    10.925,     0.782,     0.317,    51.410,   149.688,   304.389,    16.335,     8.841,     0.825,     0.257,    63.575,   143.971,     4.100,     0.542,     6.945,     0.292,     0.678,     2.838,     7.749,    16.302,    23.551,    24.329,    27.355,    42.792,    61.659,    63.322,    64.178,    67.058,    52.361,    35.319,    26.838,    17.974,     9.000,     6.319,     0.000,     0.007,    43.560,     0.000,    -0.067,    -0.024,     0.010,    74.750,    74.045,    73.245,     0.800,    -0.205,     0.286,     0.551,     0.551,    28.854,     1.139,  4648.330,     0.000,     0.604,     0.124,     0.000,   106.921,     1.651,  4509.765,     0.075,     1.614,     1.550,   245.268,     0.105,     0.000,     0.000,     0.000,?,     0.176,     0.084,     0.000,     0.000,     0.000,     0.000,     3.654,     1.090,     0.799,     7.481,     0.474,     0.478,    54.981,  1151.105,    39.248,    28.140,    11.920,     6.434,     0.485
1994,9,250,7,     4.000,     0.070,     0.162,     0.200,     0.215,     0.217,     0.234,     0.242,     0.273,     0.285,     0.308,     0.316,     0.321,     0.335,     0.349,     0.353,     0.358,     0.359,     0.360,     0.220,     0.802,     1.478,     3.263,     4.372,     3.954,     2.642,     2.100,     2.490,     2.093,     1.286,     0.713,     0.520,     0.442,     0.297,     0.000,     0.009,     0.072,     0.223,     0.338,     0.109,     0.082,     0.064,     0.078,     0.067,     0.032,     0.014,     0.002,     0.001,     0.001,    14.089,     9.968,     0.751,     0.307,    54.188,   149.299,   304.288,    15.410,     8.004,     0.792,     0.250,    66.304,   143.727,     6.200,     0.633,     3.372,     0.350,     1.623,     3.990,     8.584,    16.238,    23.403,    24.233,    27.296,    42.739,    61.576,    63.256,    64.145,    67.041,    52.353,    35.314,    26.834,    17.973,     9.000,     3.255,     0.000,     0.000,    13.216,     0.000,    -0.022,    -0.095,     0.000,    80.950,    77.892,    76.500,     1.392,    -0.226,     0.184,     0.551,     0.551,    27.106,     1.098,  4645.879,     0.000,     0.630,     0.128,     0.000,   106.588,     1.628,  4509.459,     0.026,     0.909,     1.493,   234.072,     0.101,     0.000,     0.000,     0.000,?,     0.352,     0.156,     0.000,     0.000,     0.000,     0.000,     4.080,     1.202,     0.876,     7.220,     0.417,     0.468,    54.905,  1150.957,    38.013,    26.924,    10.903,     5.827,     0.450
1994,9,265,22,     4.000,     0.066,     0.120,     0.179,     0.189,     0.209,     0.227,     0.236,     0.268,     0.281,     0.304,     0.314,     0.320,     0.334,     0.348,     0.353,     0.357,     0.359,     0.360,     0.174,     0.504,     0.951,     1.357,     1.506,     0.826,     0.465,     0.341,     0.371,     0.284,     0.391,     0.725,     0.517,     0.431,     0.287,     0.011,     0.022,     0.073,     0.220,     0.294,     0.110,     0.082,     0.064,     0.078,     0.067,     0.033,     0.015,     0.002,     0.001,     0.001,     5.318,     1.656,     0.730,     0.308,    51.062,   146.726,   303.431,     5.550,     1.229,     0.771,     0.250,    62.876,   141.693,     4.250,     4.110,    10.631,     0.330,     1.200,     3.579,     7.576,    15.655,    22.722,    23.628,    26.809,    42.192,    60.878,    62.750,    63.909,    66.895,    52.260,    35.252,    26.786,    17.955,     8.999,     6.248,     0.000,     0.000,    49.756,     0.000,    -0.053,    -0.776,     0.000,    85.200,    88.714,    82.746,     5.968,    -0.277,    -0.644,     0.551,     0.551,     9.545,     1.078,  4626.865,     0.000,     0.684,     0.119,     0.000,   105.702,     1.690,  4508.849,     0.061,     1.702,     1.772,   243.325,     0.101,     0.000,     0.000,     0.000,?,     1.635,     0.739,     0.000,     0.000,     0.000,     0.000,     4.819,     1.427,     1.030,     3.488,     0.424,     0.466,    54.579,  1150.672,    17.908,     9.620,     1.966,     0.880,     0.083
1994,10,279,6,     4.000,     0.063,     0.091,     0.176,     0.198,     0.206,     0.222,     0.230,     0.263,     0.277,     0.300,     0.310,     0.318,     0.333,     0.347,     0.351,     0.356,     0.358,     0.360,     0.024,     0.051,     0.105,     0.152,     0.161,     0.072,     0.049,     0.037,     0.039,     0.032,     0.022,     0.722,     0.514,     0.420,     0.278,     0.000,     0.000,     0.017,     0.144,     0.304,     0.105,     0.078,     0.061,     0.073,     0.062,     0.033,     0.015,     0.002,     0.001,     0.001,     0.565,     0.168,     0.570,     0.290,    50.311,   144.083,   302.130,     0.590,     0.133,     0.609,     0.235,    61.833,   139.346,    11.500,     5.057,    16.506,     0.314,     0.907,     3.527,     7.931,    15.445,    22.187,    23.043,    26.294,    41.525,    60.006,    62.068,    63.555,    66.683,    52.105,    35.145,    26.697,    17.918,     8.993,    11.341,     0.000,     0.000,    47.548,     0.000,    -0.024,    -1.050,     0.000,    96.700,   105.243,    94.087,    11.156,    -0.300,    -1.701,     0.551,     0.551,     3.083,     0.900,  4619.718,     0.000,     0.688,     0.112,     0.000,   105.563,     1.900,  4508.271,     0.045,     1.747,     2.075,   230.718,     0.089,     0.000,     0.000,     0.000,?,     2.093,     0.960,     0.000,     0.000,     0.000,     0.000,     5.677,     1.638,     1.171,     0.386,     0.262,     0.475,    54.785,  1150.396,     1.912,     1.046,     0.213,     0.095,    -0.520
1994,10,294,21,     4.000,     0.068,     0.138,     0.118,     0.176,     0.193,     0.212,     0.216,     0.245,     0.259,     0.284,     0.300,     0.314,     0.332,     0.346,     0.350,     0.354,     0.357,     0.359,     0.022,     0.079,     0.128,     0.311,     0.227,     0.108,     0.080,     0.061,     0.063,     0.048,     0.027,     0.017,     0.503,     0.410,     0.269,     0.017,     0.029,     0.051,     0.166,     0.511,     0.123,     0.075,     0.049,     0.059,     0.048,     0.027,     0.014,     0.002,     0.001,     0.001,     0.875,     0.266,     0.897,     0.244,    46.809,   136.226,   299.616,     0.915,     0.212,     0.934,     0.193,    57.628,   130.992,     6.500,    13.978,    21.153,     0.339,     1.384,     2.366,     7.024,    14.456,    21.240,    21.638,    24.453,    38.861,    56.859,    60.068,    62.796,    66.439,    51.911,    35.013,    26.577,    17.866,     8.980,     7.762,     0.000,     0.000,    71.787,     0.000,    -0.010,    -1.233,     0.000,   103.200,   127.815,   101.850,    25.965,    -0.309,    -2.939,     0.551,     0.551,     2.737,     1.175,  4617.354,     0.000,     0.688,     0.110,     0.000,   104.147,     2.129,  4507.165,     0.046,     2.913,     2.347,   241.784,     0.090,     4.881,     0.000,     0.000,?,     6.128,     2.009,     0.000,     0.000,     0.000,     0.000,     6.922,     2.056,     1.446,     0.616,     0.433,     0.486,    54.153,  1149.899,     4.427,     1.569,     0.369,     0.161,    -1.274
1994,11,309,5,     4.000,     0.304,     0.304,     0.305,     0.308,     0.296,     0.268,     0.225,     0.230,     0.241,     0.267,     0.291,     0.311,     0.331,     0.344,     0.348,     0.352,     0.355,     0.358,     0.006,     0.012,     0.022,     0.050,     0.103,     0.058,     0.060,     0.058,     0.062,     0.047,     0.025,     0.013,     0.016,     0.396,     0.260,     0.008,     0.014,     0.019,     0.095,     0.403,     0.106,     0.067,     0.049,     0.057,     0.045,     0.024,     0.013,     0.002,     0.001,     0.001,     0.251,     0.240,     0.645,     0.230,    72.005,   137.482,   296.823,     0.281,     0.197,     0.678,     0.184,    83.236,   123.869,    44.900,    17.499,    31.436,     1.518,     3.044,     6.103,    12.305,    22.218,    26.817,    22.461,    22.988,    36.154,    53.497,    58.123,    62.110,    66.155,    51.610,    34.782,    26.396,    17.761,     8.947,    13.817,     0.000,     0.000,    57.311,     0.000,     1.637,    -0.919,     0.000,   148.100,   157.994,   115.666,    42.328,     1.525,    -3.820,     0.551,     0.551,     1.560,     0.906,  4615.526,     0.000,     0.695,     0.110,     0.000,   104.422,     2.438,  4506.200,     0.042,     2.954,     1.488,   148.428,     0.056,     2.376,     0.000,     0.000,?,     8.412,     2.365,     0.000,     0.000,     0.000,     0.000,     8.440,     2.411,     1.688,     0.124,     0.270,     0.494,    54.726,  1149.455,     0.406,     0.465,     0.266,     0.172,    -2.407
1994,11,312,8,     4.000,     0.291,     0.292,     0.293,     0.295,     0.285,     0.263,     0.228,     0.229,     0.240,     0.266,     0.290,     0.310,     0.330,     0.344,     0.347,     0.351,     0.355,     0.357,     0.007,     0.011,     0.018,     0.042,     0.087,     0.042,     0.044,     0.048,     0.052,     0.040,     0.021,     0.011,     0.010,     0.393,     0.258,     0.008,     0.014,     0.032,     0.112,     0.366,     0.101,     0.068,     0.049,     0.058,     0.045,     0.024,     0.013,     0.002,     0.001,     0.001,     0.207,     0.194,     0.633,     0.232,    69.673,   136.957,   296.398,     0.229,     0.162,     0.667,     0.186,    81.083,   123.501,     2.600,     1.433,     4.180,     1.457,     2.920,     5.852,    11.780,    21.364,    26.300,    22.820,    22.903,    35.963,    53.225,    57.942,    62.036,    66.088,    51.548,    34.731,    26.357,    17.730,     8.937,     3.342,     0.000,     0.000,    10.169,     0.000,     0.661,    -0.139,     0.000,   150.700,   163.630,   119.008,    44.622,     2.178,    -3.957,     0.551,     0.551,     1.452,     0.895,  4615.407,     0.000,     0.695,     0.110,     0.000,   104.466,     2.527,  4506.067,     0.006,     0.421,     1.357,   134.680,     0.050,     0.399,     0.000,     0.000,?,     8.764,     2.437,     0.000,     0.000,     0.000,     0.000,     8.684,     2.455,     1.717,     0.107,     0.288,     0.498,    54.790,  1149.389,     0.353,     0.407,     0.192,     0.144,    -2.667
1994,11,327,23,     4.000,     0.058,     0.067,     0.130,     0.163,     0.181,     0.205,     0.203,     0.214,     0.220,     0.233,     0.263,     0.294,     0.321,     0.340,     0.344,     0.348,     0.350,     0.353,     0.036,     0.063,     0.208,     0.357,     0.282,     0.125,     0.100,     0.090,     0.099,     0.080,     0.042,     0.018,     0.006,     0.022,     0.245,     0.001,     0.008,     0.052,     0.163,     0.595,     0.124,     0.070,     0.035,     0.035,     0.019,     0.014,     0.010,     0.001,     0.001,     0.001,     1.071,     0.390,     0.943,     0.166,    44.165,   121.443,   287.111,     1.121,     0.319,     0.978,     0.124,    54.305,   111.184,     0.400,    36.785,    49.331,     0.292,     0.673,     2.598,     6.535,    13.569,    20.498,    20.279,    21.443,    32.948,    46.653,    52.549,    58.785,    64.235,    51.020,    34.385,    26.084,    17.505,     8.822,    11.338,     0.000,     0.000,    84.045,     0.000,     0.376,    -0.359,     0.000,   151.100,   215.109,   130.347,    84.762,     2.365,    -4.278,     0.551,     0.551,     2.132,     1.132,  4614.115,     0.000,     0.695,     0.110,     0.000,   103.406,     2.830,  4504.615,     0.024,     3.814,     1.011,    98.240,     0.037,     1.501,     0.000,     0.000,?,     9.491,     3.371,     0.000,     0.000,     0.000,     0.000,    10.721,     2.968,     2.033,     0.758,     0.422,     0.491,    54.197,  1148.649,     5.463,     2.079,     0.495,     0.301,    -6.006
1994,12,342,8,     4.000,     0.196,     0.210,     0.216,     0.219,     0.185,     0.193,     0.192,     0.204,     0.209,     0.223,     0.252,     0.272,     0.291,     0.328,     0.337,     0.341,     0.342,     0.344,     0.070,     0.131,     0.249,     0.864,     1.139,     0.494,     0.330,     0.213,     0.202,     0.111,     0.066,     0.037,     0.005,     0.041,     0.224,     0.019,     0.054,     0.086,     0.203,     0.579,     0.128,     0.069,     0.026,     0.019,     0.006,     0.004,     0.004,     0.000,     0.001,     0.001,     2.947,     0.889,     1.069,     0.122,    49.301,   115.473,   272.007,     3.112,     0.691,     1.104,     0.086,    58.924,   105.882,    23.900,    35.359,    43.792,     0.979,     2.097,     4.325,     8.743,    13.860,    19.297,    19.245,    20.389,    31.358,    44.513,    50.367,    54.476,    58.255,    49.168,    33.676,    25.553,    17.107,     8.588,     9.087,     0.000,     0.000,    91.905,     0.000,     0.000,    -0.016,     0.000,   175.000,   255.891,   139.437,   116.454,     2.365,    -4.287,     0.551,     0.551,     4.521,     1.201,  4614.915,     0.000,     0.695,     0.110,     0.000,   102.692,     3.309,  4503.190,     0.012,     3.881,     0.969,    69.619,     0.022,     0.412,     0.000,     0.000,?,     9.451,     3.745,     0.000,     0.000,     0.000,     0.000,    13.083,     3.442,     2.373,     1.694,     0.555,     0.482,    53.690,  1147.859,     9.878,     8.219,     1.714,     0.645,   -15.715
1994,12,347,13,     4.000,     0.060,     0.071,     0.149,     0.155,     0.169,     0.190,     0.190,     0.201,     0.207,     0.221,     0.250,     0.270,     0.286,     0.321,     0.333,     0.338,     0.340,     0.341,     0.072,     0.128,     0.429,     0.892,     1.310,     0.630,     0.409,     0.249,     0.226,     0.116,     0.069,     0.040,     0.004,     0.048,     0.218,     0.000,     0.000,     0.062,     0.157,     0.559,     0.113,     0.059,     0.022,     0.017,     0.005,     0.003,     0.003,     0.000,     0.001,     0.001,     3.461,     1.035,     0.891,     0.105,    41.908,   114.211,   268.611,     3.665,     0.795,     0.921,     0.073,    51.409,   104.838,     0.000,     9.371,    12.429,     0.298,     0.713,     2.983,     6.188,    12.680,    19.046,    19.002,    20.130,    31.004,    44.203,    50.058,    54.074,    57.269,    48.107,    33.278,    25.357,    16.979,     8.518,     2.451,     0.000,     0.000,    32.400,     0.000,     0.000,     0.000,     0.000,   175.000,   267.998,   141.887,   126.111,     2.365,    -4.287,     0.551,     0.551,     5.181,     1.002,  4615.160,     0.000,     0.700,     0.110,     0.000,   102.677,     3.513,  4502.789,     0.002,     1.042,     1.313,    80.846,     0.022,     0.128,     0.000,     0.000,?,     9.400,     3.863,     0.000,     0.000,     0.000,     0.000,    13.700,     3.584,     2.466,     1.958,     0.405,     0.486,    53.692,  1147.641,    14.414,    10.333,     2.150,     0.729,   -18.552
1994,12,348,14,     5.000,     0.059,     0.068,     0.140,     0.152,     0.168,     0.190,     0.190,     0.201,     0.206,     0.221,     0.250,     0.270,     0.286,     0.319,     0.332,     0.338,     0.339,     0.340,     0.076,     0.131,     0.441,     0.929,     1.353,     0.656,     0.423,     0.257,     0.231,     0.116,     0.070,     0.040,     0.004,     0.049,     0.217,     0.000,     0.000,     0.054,     0.152,     0.559,     0.115,     0.060,     0.022,     0.016,     0.005,     0.002,     0.003,     0.000,     0.000,     0.001,     3.586,     1.062,     0.880,     0.104,    41.434,   113.973,   267.984,     3.798,     0.816,     0.910,     0.073,    50.911,   104.645,     0.000,     1.270,     1.503,     0.294,     0.684,     2.802,     6.085,    12.571,    18.998,    18.955,    20.080,    30.938,    44.149,    50.005,    54.010,    57.132,    47.875,    33.197,    25.313,    16.951,     8.504,     0.199,     0.000,     0.000,     7.979,     0.000,     0.000,     0.000,     0.000,     0.000,     1.345,     0.199,     1.146,     0.000,     0.000,     0.000,     0.000,     5.335,     0.989,  4615.262,     0.000,     0.001,     0.000,     0.000,   102.676,     3.550,  4502.712,     0.000,     0.185,     1.439,    86.482,     0.022,     0.033,     0.000,     0.000,?,     9.392,     3.882,     0.000,     0.000,     0.000,     0.000,    13.792,     3.616,     2.488,     2.028,     0.392,     0.488,    53.696,  1147.605,    15.267,    10.762,     2.234,     0.747,    -0.537
1994,12,363,29,     5.000,     0.061,     0.077,     0.155,     0.158,     0.175,     0.200,     0.184,     0.195,     0.202,     0.219,     0.248,     0.268,     0.281,     0.303,     0.320,     0.328,     0.330,     0.331,     0.098,     0.186,     0.545,     0.889,     1.865,     1.427,     0.681,     0.372,     0.301,     0.124,     0.073,     0.044,     0.001,     0.059,     0.201,     0.034,     0.059,     0.096,     0.202,     0.719,     0.154,     0.059,     0.018,     0.010,     0.002,     0.000,     0.000,     0.000,     0.000,     0.001,     5.010,     1.515,     1.264,     0.089,    43.667,   113.041,   261.345,     5.351,     1.138,     1.293,     0.059,    52.883,   102.756,    25.350,    24.318,    31.740,     0.304,     0.770,     3.108,     6.337,    13.140,    20.008,    18.432,    19.542,    30.274,    43.724,    49.570,    53.517,    56.177,    45.472,    32.003,    24.606,    16.506,     8.279,     7.489,     0.000,     0.000,   105.522,     0.000,     0.001,     0.000,     0.000,    25.350,    33.472,     7.689,    25.783,     0.001,     0.000,     0.000,     0.000,     7.198,     1.354,  4616.726,     0.000,     0.023,     0.000,     0.000,   102.943,     4.016,  4501.215,     0.005,     3.930,     3.207,   167.620,     0.036,     0.223,     0.000,     0.000,?,     9.160,     4.002,     0.000,     0.000,     0.000,     0.000,    16.068,     4.220,     2.855,     2.340,     0.631,     0.477,    53.959,  1146.843,    14.023,    14.192,     3.694,     0.994,    -6.469
1995,1,13,13,     5.000,     0.067,     0.138,     0.188,     0.167,     0.164,     0.190,     0.179,     0.190,     0.198,     0.217,     0.246,     0.266,     0.278,     0.296,     0.305,     0.315,     0.318,     0.319,     0.080,     0.269,     0.464,     1.063,     1.931,     1.157,     0.630,     0.359,     0.292,     0.123,     0.066,     0.039,     0.000,     0.050,     0.115,     0.047,     0.071,     0.146,     0.223,     0.595,     0.104,     0.036,     0.009,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     4.964,     1.437,     1.186,     0.049,    43.529,   110.312,   255.960,     5.279,     1.089,     1.204,     0.031,    52.488,   101.157,    18.450,    18.428,    27.144,     0.335,     1.379,     3.759,     6.697,    12.332,    19.027,    17.918,    19.033,    29.699,    43.466,    49.271,    53.200,    55.657,    44.439,    30.521,    23.628,    15.900,     7.980,     9.018,     0.000,     0.000,    92.301,     0.000,     0.000,     0.000,     0.000,    43.800,    59.453,    16.707,    42.746,     0.001,     0.000,     0.000,     0.000,     6.786,     1.238,  4619.669,     0.000,     0.053,     0.000,     0.000,   105.234,     6.296,  4500.115,     0.000,     3.390,     6.705,   298.512,     0.059,     0.901,     0.000,     0.000,?,     1.864,     4.012,     0.000,     0.000,     0.000,     0.000,    18.335,     4.657,     3.122,     2.520,     0.685,     0.626,    55.722,  1146.236,    15.875,    15.655,     3.514,     0.982,   -11.390
1995,1,28,28,     5.000,     0.068,     0.149,     0.198,     0.220,     0.235,     0.245,     0.213,     0.190,     0.198,     0.217,     0.246,     0.266,     0.278,     0.297,     0.306,     0.315,     0.317,     0.317,     0.137,     0.501,     0.979,     1.248,     1.939,     1.756,     0.797,     0.317,     0.257,     0.111,     0.050,     0.028,     0.000,     0.032,     0.061,     0.057,     0.061,     0.129,     0.242,     0.658,     0.112,     0.046,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     6.560,     1.507,     1.259,     0.050,    56.709,   119.159,   255.954,     6.958,     1.084,     1.282,     0.027,    67.375,   102.869,    38.920,     0.256,    22.386,     0.341,     1.495,     3.968,     8.799,    17.651,    24.455,    21.333,    19.037,    29.698,    43.468,    49.271,    53.201,    55.661,    44.477,    30.621,    23.606,    15.825,     7.928,    22.050,     0.000,     0.000,    78.103,     0.000,     3.399,     0.000,     0.000,    82.720,    81.777,    38.757,    43.020,     3.421,     0.000,     0.000,     0.000,     8.285,     1.309,  4619.992,     0.000,     0.290,     0.000,     0.000,   105.351,     6.364,  4498.683,     0.032,     3.599,     5.584,   250.342,     0.050,     0.576,     0.000,     0.000,?,     2.625,     3.903,     0.000,     0.000,     0.000,     0.000,    20.894,     5.120,     3.345,     3.511,     0.708,     0.539,    55.264,  1145.372,    14.189,    10.986,     3.736,     0.866,   -11.395
1995,1,31,31,     5.000,     0.252,     0.253,     0.255,     0.262,     0.267,     0.262,     0.271,     0.297,     0.285,     0.221,     0.246,     0.266,     0.278,     0.297,     0.306,     0.315,     0.316,     0.317,     0.121,     0.192,     0.303,     0.544,     1.392,     2.209,     1.847,     1.293,     0.784,     0.120,     0.046,     0.026,     0.000,     0.029,     0.059,     0.053,     0.081,     0.122,     0.250,     0.616,     0.214,     0.074,     0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     4.761,     4.067,     1.336,     0.089,    65.640,   150.540,   255.954,     5.685,     3.120,     1.373,     0.052,    79.201,   130.272,    53.970,     0.298,     8.569,     1.261,     2.530,     5.098,    10.484,    20.020,    26.247,    27.121,    29.721,    42.815,    44.176,    49.271,    53.201,    55.662,    44.486,    30.637,    23.597,    15.814,     7.922,    14.268,     0.000,     0.000,    17.085,     0.000,    30.590,     0.000,     0.000,   136.690,    96.519,    53.025,    43.494,    33.940,     0.000,     0.000,     0.000,     9.035,     1.427,  4621.241,     0.000,     2.819,     0.000,     0.000,   106.067,     6.290,  4498.421,     0.060,     0.797,     4.500,   201.948,     0.040,     0.020,     0.000,     0.000,?,     2.644,     3.883,     0.000,     0.000,     0.000,     0.000,    21.483,     5.215,     3.393,     1.624,     0.711,     0.527,    55.659,  1145.227,     5.186,     6.952,     6.812,     1.831,   -11.395
