Summary_file = roma800Low.sum
Title = Roma 800mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.001       3411.463        552.863        114.891
        27      1959          0.001       7062.503       1959.280        180.878
        29      1960          0.002       5927.064       2221.376        147.926
        31      1961          0.001       5348.604       1589.127        135.538
        27      1962          0.001       9140.505       4818.952        219.251
        30      1963          0.001       5709.204       2627.212        148.807
        31      1964          0.001       8336.331       3703.746        199.978
        35      1965          0.002       4791.841       1436.609        122.582
        29      1966          0.003       8383.559       3871.472        191.165
        30      1967          0.001       5593.038       1882.869        137.445
        26      1968          0.001       7295.760       2399.401        181.184
        27      1969          0.001       5277.946       2175.245        155.221
        28      1970          0.001       6105.406       1892.109        149.150
        32      1971          0.001      10869.883       5215.148        273.910
        30      1972          0.001       5889.871       2185.588        159.349
        29      1973          0.002       8361.538       3700.029        202.187
        31      1974          0.001       7495.949       3268.895        159.008
        35      1975          0.001       5173.629       1344.866        133.150
        32      1976          0.001       6922.288       3300.248        159.703
        32      1977          0.001       5662.387       1525.296        150.219
        24      1978          0.002       4794.591       1437.953        121.671
        37      1979          0.006       6173.085       2476.453        148.509
        26      1980          0.001       5864.524       1486.018        167.547
        26      1981          0.001       8874.387       4378.966        216.417
        32      1982          0.001       6628.797       1650.504        168.932
        27      1983          0.001       6354.346       2730.596        176.770
        33      1984          0.001      10745.752       5592.914        217.833
        31      1985          0.001       7886.530       2640.076        211.631
        33      1986          0.001       6520.168       2170.584        155.246
        32      1987          0.001       6777.708       2431.694        163.733
        28      1988          0.001       5427.118       1667.765        135.970
        23      1989          0.001       5709.651       1810.163        142.352
        30      1990          0.001       7421.093       2838.075        164.875
        25      1991          0.001       4876.878       1853.638        133.661
        23      1992          0.001       5619.949       2497.550        150.991
        31      1993          0.002       4180.255       1233.262        106.488
        32      1994          0.001       4576.272       1344.267        107.138
        32      1995          0.001       6949.611       2372.834        151.401
        33      1996          0.001      11715.154       6117.904        260.349
        36      1997          0.001       6361.496       2689.907        156.951
        26      1998          0.002       6847.162       1597.829        176.503
        32      1999          0.001       9168.689       4636.846        213.941
        38      2000          0.001      11933.118       6248.936        247.750
        33      2001          0.003       6240.956       2147.367        136.031
        34      2002          0.001       7613.327       3209.965        186.692
