ApsimVersion = 6.1
Title = Dalby 1500mm wet soil High Population
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             31           1958          0.006         7323.6         1592.4        208.715
             41           1959          0.012        15354.0         7662.0        327.067
             42           1960          0.007        15961.3         7896.0        360.455
             46           1961          0.012        13822.1         5255.3        281.903
             40           1962          0.002        17040.7         9490.8        335.920
             39           1963          0.002        10442.7         3887.7        236.226
             44           1964          0.008        15676.4         7027.4        343.081
             47           1965          0.007        11943.2         4527.8        283.324
             42           1966          0.011        17977.4         8727.2        391.257
             45           1967          0.008        12460.6         5166.7        290.535
             37           1968          0.002        10926.3         3977.4        254.978
             34           1969          0.007        12033.9         4322.8        294.848
             39           1970          0.009        17119.4         8972.4        372.226
             42           1971          0.007        17572.7         9743.0        339.972
             47           1972          0.002        18740.2        10444.5        371.395
             36           1973          0.011        14103.7         5879.2        292.933
             40           1974          0.007        16998.2         8717.8        338.121
             46           1975          0.007        15619.2         6961.7        326.626
             47           1976          0.011        16690.0         9124.9        325.592
             38           1977          0.009        10431.5         3448.6        253.462
             30           1978          0.002        12219.1         4255.5        281.806
             47           1979          0.008        13487.0         5338.5        277.969
             33           1980          0.008        11962.0         4805.6        299.339
             36           1981          0.002        14323.0         6895.9        290.819
             41           1982          0.007        17225.0         9636.8        375.097
             37           1983          0.013        12763.9         5128.5        312.012
             47           1984          0.003        18374.0         9778.6        340.634
             40           1985          0.008        12380.3         4636.5        282.946
             41           1986          0.007        11315.9         4270.6        273.562
             39           1987          0.002        14372.3         6754.1        330.375
             40           1988          0.005        16937.4         8407.7        360.747
             33           1989          0.002        13147.2         6030.3        290.424
             38           1990          0.002        17306.9         8612.0        351.805
             32           1991          0.005         9775.4         2866.6        241.099
             31           1992          0.002        13074.6         5149.5        291.627
             40           1993          0.012        10987.2         3250.9        251.243
             40           1994          0.003        13354.5         5617.6        317.160
             40           1995          0.008        13337.0         6084.7        295.708
             39           1996          0.004        18197.3        10402.4        366.667
             45           1997          0.013        11496.4         3353.3        270.137
             34           1998          0.003        12786.3         5569.1        309.402
             42           1999          0.009        14831.1         7025.6        310.737
             51           2000          0.003        19656.2        11182.9        375.728
             38           2001          0.009         9595.0         3119.2        220.856
             38           2002          0.009        14384.3         6914.0        342.255
