Summary_file = roma800High.sum
Title = Roma 800mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.002       3485.444        114.735        113.634
        27      1959          0.002       7363.811        697.983        189.327
        29      1960          0.002       6356.163       2212.316        154.532
        31      1961          0.002       5697.610       1366.925        144.514
        27      1962          0.002      11527.998       5513.784        265.343
        30      1963          0.002       5646.151       1318.934        148.201
        31      1964          0.002       9899.132       3130.627        223.029
        35      1965          0.004       4994.234       1120.507        124.155
        29      1966          0.005       9094.491       3866.243        203.785
        30      1967          0.002       5882.343       1616.518        141.424
        26      1968          0.002       7899.532       1157.243        190.470
        27      1969          0.002       5507.642       1396.640        157.874
        28      1970          0.002       6647.026       1372.449        155.209
        32      1971          0.002      12934.939       5010.887        315.160
        30      1972          0.002       5916.134        851.231        157.173
        29      1973          0.004      10195.796       3663.112        233.570
        31      1974          0.002       8858.147       3489.247        181.381
        35      1975          0.002       5789.792        587.420        140.498
        32      1976          0.002       7206.746       1802.285        161.961
        32      1977          0.002       6264.452        694.667        157.593
        24      1978          0.002       4900.778        839.628        125.345
        37      1979          0.011       6589.471       1427.259        153.504
        26      1980          0.002       6831.797       1052.492        187.658
        26      1981          0.002       9408.016       4065.960        226.144
        32      1982          0.002       7460.887        991.692        178.194
        27      1983          0.002       6738.732       2672.499        183.589
        33      1984          0.003      13342.214       5747.238        257.197
        31      1985          0.002       8384.800       1604.131        219.936
        33      1986          0.002       7720.722       1951.228        170.505
        32      1987          0.002       7969.479       2431.363        178.474
        28      1988          0.002       6123.697       1553.313        142.905
        23      1989          0.002       5850.393       1522.214        144.551
        30      1990          0.002       8667.140       2505.510        179.724
        25      1991          0.002       4994.786        710.656        133.345
        23      1992          0.002       5751.216       1749.796        154.881
        31      1993          0.002       4516.673        612.269        109.780
        32      1994          0.002       4879.509       1005.729        111.173
        32      1995          0.002       7996.660       2095.735        165.309
        33      1996          0.002      16124.512       8604.268        348.684
        36      1997          0.002       6837.172       2462.108        164.121
        26      1998          0.002       7494.632       1107.030        187.384
        32      1999          0.002      10010.348       3044.253        226.818
        38      2000          0.002      14749.518       6511.897        292.872
        33      2001          0.005       7271.290       2028.742        149.173
        34      2002          0.002       8640.197       3114.063        200.926
