year,month,day,day_month,period,sw_dep(1),sw_dep(2),sw_dep(3),sw_dep(4),sw_dep(5),sw_dep(6),sw_dep(7),sw_dep(8),sw_dep(9),sw_dep(10),sw_dep(11),sw_dep(12),sw_dep(13),sw_dep(14),sw_dep(15),sw_dep(16),sw_dep(17),sw_dep(18),sw_dep(19),sw_dep(20),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),no3(16),no3(17),no3(18),no3(19),no3(20),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),nh4(16),nh4(17),nh4(18),nh4(19),nh4(20),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,W_ep,L_ep,C_ep,swdep,es,runoff,drain,eo,h,drain_25,drain_90,leach_25,leach_90,cum_rain,cum_ET,cum_drain,cum_E,cum_T,no3(),nh4(),nit_tot(),leach_no3,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],residue_n,residue_wt,residue_cover,L_dlt_n_fixed,C_dlt_n_fixed,W_plantn,W_topsn,L_biomass_n,L_n_uptake,C_biomass_n,C_n_uptake,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,drain180
(year),(month),(day),(day),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ug/g),(ug/g),(ug/g),(ug/g),()
1994,1,29,29,     3.000,     1.285,     6.390,    13.805,    20.617,    21.605,    26.394,    41.165,    58.364,    61.382,    62.987,    61.694,    66.135,    66.386,    64.048,    66.740,    64.360,    65.677,    66.985,    50.272,    16.759,     6.147,    11.100,    24.586,    29.136,    19.486,    10.179,     5.992,     2.710,     3.336,     3.232,     2.465,     2.127,     1.953,     1.896,     1.942,     1.912,     1.931,     1.904,     1.401,     0.466,     0.000,     0.056,     1.531,     0.363,     0.164,     0.062,     0.045,     0.025,     0.010,     0.005,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    70.969,    40.035,     1.950,     0.301,    42.097,   178.219,   287.893,    80.712,    28.624,     2.032,     0.214,    52.900,   136.725,    14.000,     0.000,     0.000,     0.000,   903.051,     9.857,     0.000,     0.637,   106.649,     0.000,    22.008,    -0.626,    26.936,    -0.028,    98.400,    84.910,     3.359,    62.296,    22.614,   133.900,     2.278,  6530.014,     0.018,     0.000,   192.080,     7.131,  6194.624,     0.002,     6.976,    22.088,  3782.795,     0.842,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    19.934,    12.113,     6.509,    25.442,     0.566,     4.259,   131.891,  1304.352,   141.318,    90.193,    14.556,     5.435,     0.734
1994,2,44,13,     3.000,     8.000,    16.259,    20.389,    27.959,    27.920,    31.650,    47.841,    65.835,    66.363,    68.490,    66.404,    70.594,    69.631,    64.173,    66.668,    64.277,    65.597,    66.910,    50.215,    16.740,     0.062,     0.444,     5.532,    19.298,    25.510,    25.996,    22.679,    11.838,     5.353,     3.829,     2.823,     2.350,     2.068,     1.908,     1.950,     1.917,     1.937,     1.910,     1.406,     0.467,     0.147,     0.230,     1.175,     0.845,     0.352,     0.122,     0.069,     0.037,     0.014,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    25.336,    88.700,     2.397,     0.587,    72.607,   206.428,   308.301,    38.091,    73.268,     2.573,     0.404,    86.567,   159.286,   127.800,     0.000,     0.000,     0.000,   981.914,    11.657,     0.000,     0.578,    77.333,     0.000,    72.292,    17.608,    77.241,     1.266,   226.200,   133.268,     3.938,    73.952,    59.316,   139.276,     3.013,  6530.168,     0.016,     0.000,   189.289,     5.501,  6193.089,     0.439,    10.754,    20.704,  3545.636,     0.822,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    26.363,    13.511,     7.274,     2.350,     0.769,     3.305,   130.540,  1304.152,    69.022,    91.367,    47.404,     8.066,     1.051
1994,2,59,28,     3.000,     1.609,     6.576,    13.984,    21.116,    23.799,    28.454,    44.212,    63.777,    64.654,    66.615,    65.080,    69.440,    69.571,    67.435,    69.689,    67.574,    68.651,    69.749,    52.328,    17.444,     0.218,     0.765,     4.024,    11.141,    16.754,    19.760,    23.050,    18.999,     9.065,     5.004,     3.263,     2.581,     2.150,     1.952,     1.973,     1.933,     1.970,     1.961,     1.445,     0.479,     0.000,     0.055,     0.935,     0.343,     0.136,     0.049,     0.038,     0.026,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    16.148,    83.095,     1.333,     0.255,    43.285,   192.569,   303.033,    24.525,    70.186,     1.401,     0.181,    55.184,   148.342,    49.200,     0.000,     0.000,     0.000,   951.758,     9.238,     0.000,    18.397,    68.335,     0.000,    95.740,    49.883,    88.740,     4.826,   275.400,   194.225,    22.334,    83.189,   111.036,   128.489,     1.617,  6514.281,     0.512,     0.000,   187.561,     4.814,  6191.800,     3.209,     9.101,    19.188,  3286.138,     0.798,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    31.818,    14.721,     7.923,     2.324,     0.367,     2.930,   129.984,  1304.000,    52.762,    70.399,    52.136,    14.022,    37.741
1994,3,74,15,     3.000,     4.792,    10.674,    16.383,    24.983,    26.134,    29.594,    45.025,    64.386,    65.281,    67.171,    65.429,    69.742,    69.829,    67.718,    69.900,    67.820,    68.864,    69.935,    52.464,    17.489,     0.327,     0.870,     1.838,     4.630,     8.111,    13.092,    21.874,    25.541,    15.701,     8.659,     4.809,     3.257,     2.419,     2.011,     1.943,     1.859,     1.891,     1.901,     1.407,     0.467,     0.091,     0.391,     1.133,     0.259,     0.103,     0.038,     0.035,     0.025,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,     7.665,    76.468,     1.874,     0.207,    56.832,   197.780,   304.811,    11.720,    64.562,     1.926,     0.149,    69.899,   152.072,   104.400,     0.000,     0.000,     0.000,   973.613,     8.682,     0.000,    38.249,    61.707,     0.000,   143.635,    90.913,   100.491,    12.953,   379.800,   238.522,    60.584,    91.871,   146.651,   122.608,     2.112,  6504.767,     1.038,     0.000,   185.067,     4.424,  6190.556,     3.719,     9.512,    17.739,  3037.859,     0.772,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    38.199,    15.773,     8.426,     1.810,     0.860,     2.652,   128.392,  1303.771,    18.534,    31.035,    48.582,    24.052,    77.307
1994,3,89,30,     3.000,     1.293,     7.555,    16.781,    24.860,    25.417,    28.649,    44.178,    62.602,    63.974,    65.796,    64.372,    68.712,    68.862,    66.663,    69.043,    66.866,    68.014,    69.181,    51.917,    17.308,     0.674,     1.446,     2.560,     4.904,     8.204,    12.663,    21.469,    24.621,    15.644,     8.851,     4.960,     3.315,     2.414,     1.964,     1.877,     1.776,     1.804,     1.820,     1.349,     0.448,     0.003,     0.222,     0.340,     0.035,     0.075,     0.037,     0.036,     0.024,     0.009,     0.004,     0.001,     0.001,     0.001,     0.002,     0.001,     0.002,     0.002,     0.001,     0.001,     0.000,     9.584,    74.779,     0.600,     0.177,    50.489,   192.833,   299.729,    13.686,    62.855,     0.637,     0.134,    63.198,   148.137,     0.200,     0.000,     0.000,     0.000,   952.043,     6.919,     0.000,    14.852,    77.176,     0.000,   143.260,    96.141,   100.192,    14.229,   380.000,   245.439,    75.437,    98.788,   146.651,   122.764,     0.798,  6515.567,     0.392,     0.000,   191.399,    10.714,  6189.892,     2.076,     3.084,    66.412,  6364.182,     0.939,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    40.258,    15.804,     8.512,     2.973,     0.338,     5.980,   131.345,  1303.878,    19.725,    32.277,    48.597,    24.453,    86.964
1994,4,103,13,     3.000,     1.272,     5.798,    16.995,    24.704,    25.200,    28.365,    43.772,    61.921,    63.578,    65.384,    63.971,    68.296,    68.433,    66.184,    68.607,    66.375,    67.550,    68.742,    51.587,    17.197,     1.048,     1.657,     3.690,     5.344,     8.472,    12.622,    21.332,    24.335,    15.625,     8.919,     4.982,     3.307,     2.389,     1.928,     1.831,     1.725,     1.750,     1.766,     1.309,     0.435,     0.014,     0.203,     0.938,     0.138,     0.086,     0.038,     0.036,     0.025,     0.009,     0.005,     0.002,     0.001,     0.001,     0.002,     0.001,     0.002,     0.001,     0.001,     0.001,     0.000,    11.739,    74.574,     1.293,     0.190,    48.769,   191.047,   297.873,    15.975,    62.525,     1.336,     0.142,    61.369,   146.658,     0.000,     0.000,     0.000,     0.000,   943.931,     1.877,     0.000,     6.235,    63.546,     0.000,   143.104,    97.969,    99.968,    14.730,   380.000,   247.316,    81.672,   100.665,   146.651,   124.467,     1.506,  6514.287,     0.160,     0.000,   191.039,     8.522,  6188.752,     1.120,     3.691,     3.321,   318.209,     0.131,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    41.434,    16.528,     8.882,     3.935,     0.530,     5.246,   131.033,  1303.749,    21.634,    33.618,    48.733,    24.576,    90.448
1994,4,118,28,     3.000,     1.261,     4.474,    17.000,    24.575,    25.041,    28.143,    43.459,    61.478,    63.314,    65.111,    63.689,    68.015,    68.148,    65.869,    68.319,    66.049,    67.238,    68.445,    51.361,    17.122,     1.414,     1.319,     5.214,     6.027,     8.754,    12.609,    21.211,    24.254,    15.659,     8.997,     5.009,     3.306,     2.374,     1.902,     1.797,     1.687,     1.709,     1.724,     1.278,     0.425,     0.022,     0.208,     1.186,     0.174,     0.087,     0.036,     0.036,     0.026,     0.010,     0.005,     0.002,     0.001,     0.001,     0.002,     0.001,     0.002,     0.001,     0.001,     0.001,     0.000,    13.974,    74.658,     1.590,     0.190,    47.310,   189.778,   296.620,    18.351,    62.451,     1.633,     0.141,    59.831,   145.600,     0.000,     0.000,     0.000,     0.000,   938.115,     1.585,     0.000,     4.232,    63.068,     0.000,   142.979,    99.243,    99.758,    15.129,   380.000,   248.901,    85.904,   102.250,   146.651,   126.671,     1.803,  6515.110,     0.106,     0.000,   189.855,     9.151,  6187.630,     0.730,     3.338,     1.660,   159.104,     0.068,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    42.038,    17.387,     9.301,     4.471,     0.625,     6.388,   130.785,  1303.633,    24.526,    34.958,    48.807,    24.732,    92.842
1994,5,133,13,     3.000,     1.272,     5.953,    16.970,    24.463,    24.918,    27.974,    43.221,    61.158,    63.123,    64.912,    63.487,    67.811,    67.941,    65.639,    68.108,    65.813,    67.013,    68.230,    51.198,    17.068,     1.230,     1.888,     6.726,     6.831,     9.050,    12.620,    21.114,    24.257,    15.728,     9.081,     5.042,     3.311,     2.364,     1.885,     1.772,     1.658,     1.678,     1.692,     1.254,     0.417,     0.000,     0.128,     1.118,     0.154,     0.073,     0.037,     0.039,     0.028,     0.011,     0.005,     0.002,     0.002,     0.002,     0.002,     0.001,     0.002,     0.002,     0.001,     0.001,     0.000,    16.675,    74.905,     1.400,     0.183,    48.658,   188.833,   295.712,    21.200,    62.516,     1.437,     0.141,    61.117,   144.812,    12.000,     0.000,     0.000,     0.000,   936.272,    10.755,     0.000,     3.087,    52.315,     0.000,   142.876,   100.179,    99.581,    15.460,   392.000,   259.657,    88.990,   113.006,   146.651,   129.601,     1.607,  6514.629,     0.076,     0.000,   188.613,     8.250,  6186.558,     0.482,     3.356,     1.584,   151.777,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    42.774,    18.220,     9.718,     5.360,     0.501,     6.077,   130.586,  1303.525,    27.925,    36.320,    48.852,    24.916,    94.592
1994,5,145,25,     3.000,     1.264,     4.790,    16.958,    24.388,    24.836,    27.861,    43.064,    60.953,    63.000,    64.783,    63.357,    67.680,    67.808,    65.491,    67.972,    65.661,    66.867,    68.091,    51.093,    17.032,     1.587,     1.702,     7.640,     7.388,     9.228,    12.609,    21.019,    24.243,    15.800,     9.156,     5.075,     3.321,     2.362,     1.875,     1.758,     1.641,     1.659,     1.672,     1.239,     0.412,     0.005,     0.135,     0.952,     0.136,     0.068,     0.038,     0.040,     0.029,     0.011,     0.005,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    18.317,    74.999,     1.228,     0.181,    47.400,   188.214,   295.128,    22.931,    62.485,     1.262,     0.141,    59.818,   144.296,     0.000,     0.000,     0.000,     0.000,   932.952,     1.332,     0.000,     1.989,    38.645,     0.000,   142.804,   100.785,    99.465,    15.694,   392.000,   260.990,    90.978,   114.339,   146.651,   131.386,     1.434,  6514.315,     0.048,     0.000,   187.667,     7.925,  6185.901,     0.265,     1.928,     1.584,   151.777,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.033,     0.048,     0.024,     5.836,     0.457,     5.994,   130.386,  1303.457,    30.293,    37.154,    48.810,    25.079,    95.720
1994,5,151,31,     3.000,     1.268,     4.394,    16.905,    24.353,    24.800,    27.811,    42.993,    60.863,    62.946,    64.727,    63.300,    67.623,    67.749,    65.426,    67.912,    65.594,    66.803,    68.029,    51.046,    17.017,     1.733,     1.658,     8.049,     7.682,     9.334,    12.618,    20.987,    24.244,    15.842,     9.195,     5.092,     3.327,     2.362,     1.871,     1.752,     1.634,     1.650,     1.663,     1.233,     0.410,     0.007,     0.139,     0.994,     0.145,     0.067,     0.037,     0.039,     0.029,     0.011,     0.005,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    19.122,    75.104,     1.285,     0.178,    46.920,   187.940,   294.872,    23.789,    62.516,     1.319,     0.139,    59.320,   144.067,     0.800,     0.000,     0.000,     0.000,   931.559,     1.314,     0.000,     0.880,    17.997,     0.000,   142.768,   101.053,    99.414,    15.804,   392.800,   262.303,    91.857,   115.652,   146.651,   132.336,     1.487,  6514.178,     0.021,     0.000,   187.075,     7.765,  6185.516,     0.114,     1.137,     1.584,   151.777,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.240,     0.349,     0.169,     6.074,     0.477,     5.955,   130.259,  1303.416,    31.543,    37.639,    48.814,    25.168,    96.221
1994,6,152,1,     4.000,     1.265,     4.367,    16.894,    24.348,    24.794,    27.803,    42.982,    60.849,    62.938,    64.718,    63.290,    67.613,    67.740,    65.416,    67.903,    65.583,    66.792,    68.019,    51.039,    17.014,     1.743,     1.666,     8.117,     7.732,     9.352,    12.620,    20.982,    24.244,    15.850,     9.202,     5.095,     3.328,     2.362,     1.871,     1.751,     1.632,     1.649,     1.662,     1.232,     0.409,     0.007,     0.140,     1.002,     0.147,     0.067,     0.037,     0.039,     0.028,     0.011,     0.005,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    19.258,    75.123,     1.296,     0.177,    46.874,   187.897,   294.830,    23.934,    62.522,     1.329,     0.138,    59.271,   144.031,     1.000,     0.000,     0.000,     0.000,   931.366,     1.053,     0.000,     0.140,     3.004,     0.000,    -0.005,     0.043,    -0.008,     0.018,     1.000,     1.053,     0.140,     1.053,     0.000,   132.499,     1.498,  6514.158,     0.003,     0.000,   186.971,     7.740,  6185.450,     0.018,     0.195,     1.584,   151.777,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.276,     0.401,     0.193,     6.115,     0.481,     5.949,   130.236,  1303.408,    31.756,    37.721,    48.815,    25.184,     0.080
1994,6,161,10,     4.000,     1.317,     8.706,    16.805,    24.295,    24.743,    27.734,    42.886,    60.726,    62.864,    64.641,    63.213,    67.535,    67.661,    65.327,    67.822,    65.492,    66.705,    67.935,    50.975,    16.993,     1.063,     2.672,     8.677,     8.170,     9.502,    12.632,    20.930,    24.241,    15.918,     9.263,     5.123,     3.338,     2.363,     1.867,     1.743,     1.623,     1.638,     1.650,     1.223,     0.406,     0.009,     0.220,     0.968,     0.144,     0.068,     0.037,     0.040,     0.029,     0.011,     0.005,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    20.582,    75.264,     1.341,     0.179,    51.123,   187.521,   294.482,    25.333,    62.554,     1.375,     0.140,    63.494,   143.717,     9.800,     0.000,     0.000,     0.000,   934.376,     5.598,     0.000,     1.192,    20.251,     0.000,    -0.050,     0.406,    -0.074,     0.177,    10.800,     6.651,     1.332,     6.651,     0.000,   134.041,     1.547,  6514.022,     0.029,     0.000,   186.108,     7.418,  6184.910,     0.137,     1.783,     1.553,   148.816,     0.063,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.765,     0.821,     0.396,     6.627,     0.552,     5.770,   130.032,  1303.348,    33.628,    38.402,    48.804,    25.321,     0.757
1994,6,176,25,     4.000,     1.408,     8.988,    16.852,    24.219,    24.666,    27.632,    42.743,    60.546,    62.757,    64.528,    63.100,    67.420,    67.544,    65.198,    67.703,    65.358,    66.576,    67.812,    50.882,    16.962,     1.200,     3.342,     9.253,     8.729,     9.675,    12.614,    20.806,    24.203,    16.014,     9.366,     5.174,     3.359,     2.369,     1.863,     1.734,     1.610,     1.623,     1.635,     1.211,     0.403,     0.006,     0.259,     0.704,     0.142,     0.071,     0.040,     0.042,     0.031,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    22.524,    75.305,     1.111,     0.190,    51.467,   186.965,   293.970,    27.361,    62.460,     1.146,     0.148,    63.800,   143.254,     7.000,     0.000,     0.000,     0.000,   932.895,     6.731,     0.000,     1.750,    38.688,     0.000,    -0.125,     0.939,    -0.160,     0.426,    17.800,    13.383,     3.082,    13.383,     0.000,   136.182,     1.328,  6513.848,     0.042,     0.000,   185.060,     6.970,  6184.308,     0.165,     2.158,     1.521,   145.710,     0.062,     0.000,     0.000,     0.000,     0.000,     0.030,     0.030,     0.000,     0.000,     1.558,     1.252,     0.605,     7.626,     0.500,     5.449,   129.685,  1303.277,    36.042,    39.222,    48.678,    25.518,     1.748
1994,7,191,10,     4.000,     1.282,     6.686,    16.878,    24.152,    24.599,    27.542,    42.618,    60.390,    62.664,    64.429,    63.001,    67.321,    67.443,    65.085,    67.599,    65.242,    66.465,    67.705,    50.801,    16.935,     2.011,     3.422,     9.760,     9.328,     9.891,    12.627,    20.714,    24.180,    16.107,     9.470,     5.229,     3.383,     2.377,     1.862,     1.727,     1.601,     1.611,     1.622,     1.201,     0.399,     0.009,     0.207,     0.759,     0.136,     0.069,     0.038,     0.041,     0.030,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    24.521,    75.465,     1.111,     0.184,    48.998,   186.481,   293.526,    29.466,    62.466,     1.146,     0.144,    61.298,   142.850,     1.200,     0.000,     0.014,     0.000,   928.837,     3.724,     0.000,     1.520,    39.776,     0.000,    -0.196,     1.403,    -0.223,     0.662,    19.000,    17.120,     4.602,    17.107,     0.013,   138.523,     1.323,  6513.664,     0.036,     0.000,   183.690,     6.533,  6183.594,     0.131,     2.560,     1.500,   143.731,     0.061,     0.000,     0.000,     0.000,     0.000,     0.034,     0.034,     0.000,     0.000,     2.502,     1.776,     0.855,     8.686,     0.469,     5.142,   129.174,  1303.182,    38.621,    40.208,    48.604,    25.704,     2.607
1994,7,206,25,     4.000,     1.268,     5.175,    16.819,    24.019,    24.489,    27.457,    42.506,    60.252,    62.581,    64.343,    62.914,    67.233,    67.354,    64.986,    67.508,    65.140,    66.366,    67.610,    50.729,    16.911,     2.714,     3.051,    10.309,     9.702,     9.955,    12.638,    20.623,    24.150,    16.191,     9.569,     5.288,     3.410,     2.388,     1.863,     1.723,     1.593,     1.602,     1.612,     1.194,     0.397,     0.016,     0.132,     0.669,     0.141,     0.071,     0.039,     0.042,     0.031,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    25.776,    75.461,     0.958,     0.189,    47.281,   185.995,   293.134,    30.753,    62.388,     0.994,     0.148,    59.526,   142.460,     3.600,     0.000,     0.187,     0.000,   925.657,     5.250,     0.000,     1.343,    41.759,     0.000,    -0.256,     1.812,    -0.262,     0.887,    22.600,    22.560,     5.945,    22.359,     0.201,   139.972,     1.175,  6513.019,     0.032,     0.000,   182.579,     6.350,  6182.942,     0.102,     1.949,     1.507,   144.093,     0.061,     0.000,     0.000,     0.000,     0.000,     0.074,     0.074,     0.000,     0.000,     2.964,     2.260,     1.085,     9.201,     0.371,     5.060,   128.873,  1303.104,    40.395,    40.650,    48.518,    25.871,     3.367
1994,8,221,9,     4.000,     1.259,     4.050,    16.455,    23.544,    24.053,    27.155,    42.350,    60.107,    62.501,    64.263,    62.835,    67.154,    67.273,    64.897,    67.426,    65.048,    66.277,    67.525,    50.665,    16.889,     3.359,     2.569,    10.136,     9.433,     9.360,    11.657,    20.111,    24.103,    16.263,     9.661,     5.347,     3.440,     2.401,     1.866,     1.721,     1.588,     1.595,     1.604,     1.188,     0.395,     0.021,     0.135,     0.612,     0.141,     0.071,     0.039,     0.043,     0.031,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    25.497,    73.363,     0.909,     0.190,    45.308,   184.915,   292.776,    30.177,    60.551,     0.944,     0.149,    57.334,   141.639,     0.000,     0.000,     1.343,     0.000,   921.726,     1.386,     0.000,     1.203,    46.492,     0.000,    -0.310,     2.175,    -0.278,     1.100,    22.600,    25.290,     7.148,    23.746,     1.544,   137.796,     1.128,  6509.257,     0.028,     0.000,   181.682,     6.271,  6182.380,     0.076,     1.566,     1.681,   152.773,     0.063,     0.000,     0.000,     0.000,     0.000,     0.336,     0.336,     0.000,     0.000,     3.252,     2.677,     1.283,     9.307,     0.360,     5.039,   128.672,  1303.041,    40.066,    38.913,    47.487,    26.021,     4.048
1994,8,236,24,     4.000,     1.298,     8.562,    15.811,    22.142,    22.531,    25.993,    41.445,    59.654,    62.307,    64.149,    62.752,    67.078,    67.199,    64.816,    67.351,    64.964,    66.197,    67.447,    50.606,    16.870,     2.040,     4.023,     8.553,     7.580,     7.130,     8.472,    14.178,    23.867,    16.287,     9.740,     5.403,     3.472,     2.416,     1.871,     1.721,     1.585,     1.590,     1.598,     1.184,     0.394,     0.014,     0.273,     0.744,     0.133,     0.066,     0.037,     0.040,     0.030,     0.012,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    22.196,    61.791,     1.164,     0.179,    47.813,   180.777,   292.332,    25.761,    50.082,     1.197,     0.140,    59.078,   138.357,    10.200,     0.000,     5.675,     0.000,   919.173,     5.990,     0.000,     1.090,    51.901,     0.000,    -0.331,     2.443,    -0.261,     1.294,    32.800,    36.954,     8.238,    29.735,     7.219,   123.105,     1.371,  6492.697,     0.025,     0.000,   180.431,     6.128,  6181.662,     0.062,     2.323,     1.952,   164.526,     0.064,     0.000,     0.000,     0.000,     0.000,     1.632,     1.632,     0.000,     0.000,     3.962,     3.219,     1.530,     8.914,     0.535,     4.889,   128.288,  1302.946,    34.235,    31.645,    34.210,    26.140,     4.663
1994,9,251,8,     4.000,     1.294,     8.134,    15.352,    20.624,    20.671,    22.824,    36.870,    57.515,    61.708,    63.888,    62.612,    66.976,    67.118,    64.735,    67.281,    64.887,    66.123,    67.377,    50.553,    16.852,     2.104,     3.186,     4.849,     3.793,     3.307,     3.428,     5.137,     7.545,    16.080,     9.775,     5.448,     3.505,     2.432,     1.877,     1.722,     1.583,     1.587,     1.594,     1.180,     0.393,     0.021,     0.389,     0.936,     0.130,     0.055,     0.031,     0.034,     0.028,     0.011,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,    13.932,    27.457,     1.476,     0.154,    45.404,   168.734,   291.448,    15.585,    17.764,     1.503,     0.121,    55.740,   127.544,    10.600,     0.000,    15.435,     0.000,   903.394,     9.949,     0.000,     0.995,    61.782,     0.000,    -0.331,     2.411,    -0.231,     1.422,    43.400,    62.339,     9.233,    39.684,    22.655,    80.527,     1.657,  6446.997,     0.023,     0.000,   178.305,     5.812,  6180.696,     0.049,     4.092,     1.926,   158.018,     0.061,     0.000,     0.000,     0.000,     0.000,     5.212,     5.212,     0.000,     0.000,     6.047,     3.912,     1.837,     6.906,     0.722,     4.388,   127.139,  1302.769,    18.390,    15.997,    13.932,    26.059,     5.216
1994,9,266,23,     4.000,     1.278,     5.984,    13.987,    19.358,    19.387,    21.276,    33.199,    51.036,    61.020,    63.553,    62.406,    66.826,    67.009,    64.642,    67.207,    64.811,    66.053,    67.311,    50.503,    16.836,     2.450,     2.379,     2.723,     1.523,     1.173,     1.034,     1.569,     1.426,    15.665,     9.772,     5.476,     3.531,     2.450,     1.885,     1.725,     1.583,     1.585,     1.592,     1.178,     0.392,     0.029,     0.180,     0.727,     0.090,     0.034,     0.020,     0.020,     0.025,     0.011,     0.006,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.002,     0.001,     0.000,     9.075,    13.035,     1.026,     0.105,    40.607,   155.408,   290.304,     9.661,     4.615,     1.043,     0.082,    50.300,   115.204,     4.400,     0.000,    17.003,     0.000,   883.681,     6.195,     0.000,     0.916,    67.859,     0.000,    -0.331,     2.081,    -0.214,     1.484,    47.800,    85.539,    10.148,    45.881,    39.658,    61.113,     1.159,  6425.346,     0.021,     0.000,   177.028,     6.127,  6179.919,     0.036,     2.554,     2.277,   175.230,     0.064,     3.123,     0.000,     0.000,     0.000,     9.811,     9.811,     0.000,     0.000,     7.123,     4.412,     2.058,     5.737,     0.451,     4.279,   126.413,  1302.644,     7.866,     6.049,     4.727,    25.673,     5.686
