ApsimVersion = 6.1
Title = Dalby 600mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     20/10/1968            294           1968        146.800          146.324          0.000        11266.1         2970.6          0.264          0.653        185.212          1.884           5.60           51.6         19.807            253         10.758         -0.443
     12/10/1969            285           1969        221.300          219.617          0.000         9894.5         2803.1          0.283          0.700        181.635          2.046           5.73           54.9         46.462            239         11.681         -0.443
     14/10/1970            287           1970        124.400          124.090          0.000         5630.0         1297.4          0.230          0.508        113.766          2.898           3.76           57.5         52.295            247         16.547         -0.443
     14/10/1971            287           1971        250.400          250.330          0.000        12507.0         3704.2          0.296          0.647        223.555          1.521           5.63           53.1         60.063            247          8.683         -0.443
     11/10/1972            285           1972         70.600           70.600          0.000         5358.6          970.9          0.181          0.389        101.525          2.872           2.79           59.2         33.576            245         16.398         -0.443
     03/10/1973            276           1973        293.100          286.931          0.000        10839.1         3398.3          0.314          0.719        184.210          1.907           6.48           51.0        129.390            233         10.888         -0.443
     18/10/1974            291           1974        235.000          230.781          0.000         9455.6         2928.1          0.310          0.690        162.345          1.855           5.43           56.5         74.986            246         10.591         -0.443
     12/10/1975            285           1975        177.700          177.685          0.000        11530.5         3505.2          0.304          0.661        197.669          1.589           5.57           53.7         20.894            242          9.075         -0.443
     15/10/1976            289           1976        195.200          195.122          0.000         8007.7         2029.6          0.253          0.725        133.600          2.892           5.87           54.4         81.981            243         16.511         -0.443
     13/10/1977            286           1977        104.800           93.671          0.000         7661.0         1687.8          0.220          0.632        138.983          2.812           4.75           56.7         23.022            245         16.055         -0.443
     19/10/1978            292           1978        298.100          295.171          0.000        15361.6         3121.5          0.203          0.574        252.259          1.655           5.17           52.0         50.237            247          9.448         -0.443
     10/10/1979            283           1979        205.000          176.504          0.000         9323.2         2407.0          0.258          0.697        167.289          2.370           5.70           53.8         38.953            240         13.531         -0.443
     05/10/1980            279           1980         89.600           88.150          0.000         7474.1         1725.3          0.231          0.629        132.403          2.887           4.98           56.9         19.285            239         16.484         -0.443
     12/10/1981            285           1981        217.700          207.928          0.000        11791.2         3383.9          0.287          0.679        196.939          1.737           5.88           53.1         23.941            244          9.917         -0.443
     16/10/1982            289           1982        133.300          133.118          0.000         6727.8         1527.0          0.227          0.580        119.779          2.874           4.39           54.7         49.986            246         16.410         -0.443
     08/10/1983            281           1983        263.400          223.454          0.000        11693.5         3606.6          0.308          0.682        193.509          1.638           5.91           52.0         59.690            243          9.354         -0.443
     15/10/1984            289           1984        295.800          284.911          0.000        14371.4         3101.9          0.216          0.605        255.130          1.760           5.46           50.2         54.876            243         10.051         -0.443
     17/10/1985            290           1985        245.200          237.620          0.000        11776.2         3470.4          0.295          0.656        211.990          1.613           5.60           54.6         40.119            245          9.208         -0.443
     09/10/1986            282           1986         98.600           98.600          0.000         7460.1         1661.7          0.223          0.600        128.129          2.884           4.79           55.3         19.251            242         16.468         -0.443
     08/10/1987            281           1987        122.000          120.631          0.000         9192.5         2350.3          0.256          0.678        164.662          2.413           5.67           56.0         20.444            239         13.779         -0.443
     03/10/1988            277           1988        243.200          237.815          0.000        12708.9         3418.3          0.269          0.634        223.417          1.619           5.53           53.5         37.837            235          9.243         -0.443
     12/10/1989            285           1989        101.800          101.800          0.000         7651.8         1800.1          0.235          0.649        121.687          2.881           5.19           57.7         19.431            244         16.449         -0.443
     12/10/1990            285           1990        264.200          245.100          0.000         9878.0         2597.3          0.263          0.689        168.254          2.198           5.71           55.9         83.816            243         12.552         -0.443
     01/10/1991            274           1991         41.400           41.400          0.000         5701.8         1341.1          0.235          0.538        109.965          2.875           3.86           66.7         19.231            232         16.418         -0.443
     15/10/1992            289           1992        129.600          129.600          0.000         7288.9         2241.8          0.308          0.722        146.283          2.389           5.36           56.9         19.334            246         13.641         -0.443
     06/10/1993            279           1993        137.800          137.800          0.000         7329.6         2064.5          0.282          0.757        138.920          2.902           5.99           56.1         39.020            235         16.569         -0.443
     17/10/1994            290           1994         80.200           79.938          0.000         5387.1          990.6          0.184          0.397        110.655          2.868           2.84           58.2         19.100            247         16.375         -0.443
     10/10/1995            283           1995        164.400          157.080          0.000         7722.6         1946.9          0.252          0.691        145.697          2.674           5.21           58.7         33.953            242         15.271         -0.443
     10/10/1996            284           1996        159.400          159.400          0.000         7697.9         2084.4          0.271          0.744        135.458          2.864           5.97           56.5         59.402            241         16.352         -0.443
     09/10/1997            282           1997        163.000          160.820          0.000         6268.5         1476.3          0.236          0.578        124.124          2.894           4.27           58.8         83.339            242         16.523         -0.443
     06/10/1998            279           1998        279.800          275.626          0.000        12099.2         3330.1          0.275          0.668        199.878          1.818           6.05           52.1        112.903            239         10.379         -0.443
     07/10/1999            280           1999        143.000          142.992          0.000         8786.8         2554.8          0.291          0.740        159.049          2.412           6.16           55.4         19.873            237         13.770         -0.443
     09/10/2000            283           2000         59.600           59.193          0.000         5760.0         1154.5          0.200          0.471        111.510          2.870           3.31           63.3         19.216            245         16.389         -0.443
     09/10/2001            282           2001         45.500           45.500          0.000         5451.1         1131.1          0.207          0.438        106.978          2.874           3.25           56.8         18.920            240         16.413         -0.443
     09/10/2002            282           2002        132.800          132.213          0.000         6962.2         1991.5          0.286          0.723        152.256          2.676           5.33           58.7         19.408            243         15.280         -0.443
