ApsimVersion = 6.1
Title = Birchip 300mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     13/11/1957            317           1957        139.900          139.900          0.000         4864.5         1072.7          0.221          0.464         61.648          2.877           3.09           24.3          0.017            269         16.429          0.553
     19/11/1958            323           1958        244.700          244.621          0.000        12288.6         3012.9          0.245          0.605        160.736          1.583           4.77           14.6          4.585            276          9.036          0.553
     10/11/1959            314           1959        162.000          162.000          0.000         5045.3         1882.3          0.373          0.767         73.368          2.896           5.45           24.2          0.686            267         16.538          0.553
     22/11/1960            327           1960        363.500          359.569          0.000        12962.4         3327.2          0.257          0.628        183.392          1.568           5.22           11.4         75.419            282          8.955          0.553
     06/11/1961            310           1961        152.800          152.800          0.000         6087.9         1381.9          0.227          0.577         74.856          2.870           3.97           22.7          0.059            269         16.386          0.553
     14/11/1962            318           1962        241.100          241.083          0.000        10323.8         3330.2          0.323          0.692        136.614          1.605           5.34           17.5          1.641            268          9.162          0.553
     13/11/1963            317           1963        230.300          229.668          0.000         8658.4         2724.8          0.315          0.734        121.370          2.048           5.58           16.6          3.279            274         11.694          0.553
     18/11/1964            323           1964        301.000          295.173          0.000        14120.7         2733.0          0.194          0.556        192.666          1.654           4.52           14.1         15.995            274          9.443          0.553
     15/11/1965            319           1965        203.500          203.500          0.000         9366.9         2493.6          0.266          0.684        127.106          2.095           5.22           15.7          1.662            277         11.961          0.553
     23/11/1966            327           1966        200.200          200.200          0.000         7428.3         2223.3          0.299          0.728         99.145          2.294           5.10           19.7          0.376            284         13.100          0.553
     14/11/1967            318           1967         99.000           99.000          0.000         3911.4          731.9          0.187          0.332         45.208          2.864           2.10           29.1          0.000            275         16.354          0.553
     26/11/1968            331           1968        239.800          239.005          0.000         9552.3         2502.5          0.262          0.675        123.361          2.052           5.14           16.5          1.125            287         11.719          0.553
     21/11/1969            325           1969        184.400          184.400          0.000         8178.7         1962.2          0.240          0.674        103.375          2.547           5.00           17.5          0.373            283         14.542          0.553
     25/11/1970            329           1970        210.200          210.200          0.000         5856.2         1362.6          0.233          0.569         71.926          2.880           3.92           20.6         32.491            281         16.445          0.553
     22/11/1971            326           1971        201.300          201.300          0.000         5443.2         1246.4          0.229          0.535         65.318          2.878           3.59           24.0         23.877            279         16.434          0.553
